"Fish_id","Predicted","Actual","Confidence","Correct","Kusko","Nush","Yukon"
"2020_kk_253_sld20","Kusko","Kusko",0.546,TRUE,0.546,0.376,0.078
"2020_kk_290","Nush","Kusko",0.456,FALSE,0.434,0.456,0.11
"2020_kk_298","Kusko","Kusko",0.42,TRUE,0.42,0.278,0.302
"2020_kk_305_redo","Kusko","Kusko",0.536,TRUE,0.536,0.29,0.174
"2020_kk_315_redo","Kusko","Kusko",0.528,TRUE,0.528,0.218,0.254
"2020_kk_319","Kusko","Kusko",0.71,TRUE,0.71,0.202,0.088
"2020_kk_322","Nush","Kusko",0.52,FALSE,0.422,0.52,0.058
"2020_kk_324","Kusko","Kusko",0.598,TRUE,0.598,0.158,0.244
"2020_kk_325","Kusko","Kusko",0.58,TRUE,0.58,0.258,0.162
"2020_kk_333","Kusko","Kusko",0.448,TRUE,0.448,0.318,0.234
"2021_kk_018_R1","Kusko","Kusko",0.74,TRUE,0.74,0.156,0.104
"2021_kk_022_R1","Kusko","Kusko",0.578,TRUE,0.578,0.022,0.4
"2021_kk_039","Nush","Kusko",0.45,FALSE,0.444,0.45,0.106
"2021_kk_044_R1","Kusko","Kusko",0.618,TRUE,0.618,0.05,0.332
"2021_kk_057","Kusko","Kusko",0.512,TRUE,0.512,0.188,0.3
"2021_kk_083_R1","Kusko","Kusko",0.836,TRUE,0.836,0.038,0.126
"2021_kk_094","Kusko","Kusko",0.7,TRUE,0.7,0.052,0.248
"2021_kk_096","Kusko","Kusko",0.478,TRUE,0.478,0.292,0.23
"2021_kk_099","Kusko","Kusko",0.812,TRUE,0.812,0.1,0.088
"2021_kk_115","Nush","Kusko",0.564,FALSE,0.37,0.564,0.066
"2021_kk_122","Yukon","Kusko",0.404,FALSE,0.374,0.222,0.404
"2021_kk_124","Nush","Kusko",0.588,FALSE,0.378,0.588,0.034
"2021_kk_156_r1","Kusko","Kusko",0.542,TRUE,0.542,0.342,0.116
"2021_kk_161","Kusko","Kusko",0.446,TRUE,0.446,0.29,0.264
"2021_kk_201","Kusko","Kusko",0.54,TRUE,0.54,0.286,0.174
"2021_kk_206","Kusko","Kusko",0.41,TRUE,0.41,0.358,0.232
"2021_kk_213","Kusko","Kusko",0.588,TRUE,0.588,0.308,0.104
"2021_kk_225","Kusko","Kusko",0.442,TRUE,0.442,0.34,0.218
"2021_kk_228","Nush","Kusko",0.524,FALSE,0.378,0.524,0.098
"2021_kk_229","Kusko","Kusko",0.69,TRUE,0.69,0.172,0.138
"2021_kk_239","Kusko","Kusko",0.466,TRUE,0.466,0.398,0.136
"2021_kk_306","Kusko","Kusko",0.442,TRUE,0.442,0.366,0.192
"2021_kk_313","Kusko","Kusko",0.462,TRUE,0.462,0.4,0.138
"2021_kk_315_R1","Nush","Kusko",0.442,FALSE,0.438,0.442,0.12
"2021_kk_327_R1","Kusko","Kusko",0.476,TRUE,0.476,0.312,0.212
"2021_kk_333","Kusko","Kusko",0.49,TRUE,0.49,0.308,0.202
"2021_kk_340","Nush","Kusko",0.562,FALSE,0.348,0.562,0.09
"2021_kk_344","Kusko","Kusko",0.734,TRUE,0.734,0.104,0.162
"2021_kk_372","Kusko","Kusko",0.4,TRUE,0.4,0.354,0.246
"2021_yk_001","Yukon","Yukon",0.992,TRUE,0.008,0,0.992
"2021_yk_011","Yukon","Yukon",0.978,TRUE,0.02,0.002,0.978
"2021_yk_036","Yukon","Yukon",1,TRUE,0,0,1
"2021_yk_039","Yukon","Yukon",0.996,TRUE,0.004,0,0.996
"2021_yk_051","Yukon","Yukon",1,TRUE,0,0,1
"2021_yk_061","Yukon","Yukon",1,TRUE,0,0,1
"2021_yk_070","Yukon","Yukon",1,TRUE,0,0,1
"2021_yk_076","Yukon","Yukon",1,TRUE,0,0,1
"2021_yk_080","Yukon","Yukon",1,TRUE,0,0,1
"2021_yk_095","Yukon","Yukon",0.922,TRUE,0.076,0.002,0.922
"2021_yk_102","Yukon","Yukon",1,TRUE,0,0,1
"2021_yk_105","Yukon","Yukon",0.998,TRUE,0.002,0,0.998
"2021_yk_112","Yukon","Yukon",1,TRUE,0,0,1
"2021_yk_115","Yukon","Yukon",1,TRUE,0,0,1
"2021_yk_120","Yukon","Yukon",1,TRUE,0,0,1
"2021_yk_140","Yukon","Yukon",0.98,TRUE,0.02,0,0.98
"2021_yk_144","Yukon","Yukon",1,TRUE,0,0,1
"2021_yk_156","Yukon","Yukon",0.74,TRUE,0.25,0.01,0.74
"2021_yk_162","Yukon","Yukon",0.618,TRUE,0.338,0.044,0.618
"2021_yk_173","Yukon","Yukon",1,TRUE,0,0,1
"2021_yk_184","Yukon","Yukon",0.93,TRUE,0.07,0,0.93
"2021_yk_186","Kusko","Yukon",0.524,FALSE,0.524,0.194,0.282
"2021_yk_203","Yukon","Yukon",0.966,TRUE,0.034,0,0.966
"2021_yk_208","Yukon","Yukon",0.982,TRUE,0.018,0,0.982
"2021_yk_216","Yukon","Yukon",0.982,TRUE,0.018,0,0.982
"2021_yk_372","Yukon","Yukon",0.988,TRUE,0.012,0,0.988
"2021_yk_373","Yukon","Yukon",0.926,TRUE,0.068,0.006,0.926
"2021_yk_395","Yukon","Yukon",0.988,TRUE,0.012,0,0.988
"2021_yk_414","Yukon","Yukon",0.97,TRUE,0.028,0.002,0.97
"2021_yk_450","Yukon","Yukon",0.65,TRUE,0.32,0.03,0.65
"2021_yk_469","Yukon","Yukon",0.948,TRUE,0.052,0,0.948
