"Fish_id","Predicted","Actual","Confidence","Correct","Kusko","Nush","Yukon"
"2020_kk_319","Kusko","Kusko",0.69,TRUE,0.69,0.136,0.174
"2020_kk_322","Nush","Kusko",0.586,FALSE,0.356,0.586,0.058
"2020_kk_324","Kusko","Kusko",0.592,TRUE,0.592,0.156,0.252
"2020_kk_325","Kusko","Kusko",0.568,TRUE,0.568,0.244,0.188
"2020_kk_333","Kusko","Kusko",0.468,TRUE,0.468,0.322,0.21
"2021_kk_018_R1","Kusko","Kusko",0.704,TRUE,0.704,0.156,0.14
"2021_kk_022_R1","Yukon","Kusko",0.576,FALSE,0.402,0.022,0.576
"2021_kk_039","Kusko","Kusko",0.482,TRUE,0.482,0.44,0.078
"2021_kk_044_R1","Kusko","Kusko",0.526,TRUE,0.526,0.074,0.4
"2021_kk_057","Kusko","Kusko",0.504,TRUE,0.504,0.238,0.258
"2021_kk_083_R1","Kusko","Kusko",0.894,TRUE,0.894,0.04,0.066
"2021_kk_094","Kusko","Kusko",0.626,TRUE,0.626,0.076,0.298
"2021_kk_096","Kusko","Kusko",0.492,TRUE,0.492,0.278,0.23
"2021_kk_099","Kusko","Kusko",0.774,TRUE,0.774,0.048,0.178
"2021_kk_115","Nush","Kusko",0.548,FALSE,0.402,0.548,0.05
"2021_kk_122","Kusko","Kusko",0.416,TRUE,0.416,0.268,0.316
"2021_kk_124","Nush","Kusko",0.616,FALSE,0.32,0.616,0.064
"2021_kk_156_r1","Kusko","Kusko",0.502,TRUE,0.502,0.374,0.124
"2021_kk_161","Kusko","Kusko",0.454,TRUE,0.454,0.306,0.24
"2021_kk_201","Kusko","Kusko",0.478,TRUE,0.478,0.33,0.192
"2021_kk_206","Nush","Kusko",0.404,FALSE,0.328,0.404,0.268
"2021_kk_213","Kusko","Kusko",0.602,TRUE,0.602,0.296,0.102
"2021_kk_225","Kusko","Kusko",0.536,TRUE,0.536,0.276,0.188
"2021_kk_228","Kusko","Kusko",0.448,TRUE,0.448,0.404,0.148
"2021_kk_229","Kusko","Kusko",0.676,TRUE,0.676,0.14,0.184
"2021_kk_239","Kusko","Kusko",0.504,TRUE,0.504,0.33,0.166
"2021_kk_306","Nush","Kusko",0.444,FALSE,0.39,0.444,0.166
"2021_kk_313","Kusko","Kusko",0.546,TRUE,0.546,0.31,0.144
"2021_kk_315_R1","Nush","Kusko",0.492,FALSE,0.35,0.492,0.158
"2021_kk_327_R1","Kusko","Kusko",0.554,TRUE,0.554,0.27,0.176
"2021_kk_333","Kusko","Kusko",0.508,TRUE,0.508,0.268,0.224
"2021_kk_340","Nush","Kusko",0.51,FALSE,0.384,0.51,0.106
"2021_kk_344","Kusko","Kusko",0.684,TRUE,0.684,0.124,0.192
"2021_kk_372","Kusko","Kusko",0.466,TRUE,0.466,0.276,0.258
"2021_yk_001","Yukon","Yukon",0.992,TRUE,0.008,0,0.992
"2021_yk_011","Yukon","Yukon",0.988,TRUE,0.01,0.002,0.988
"2021_yk_036","Yukon","Yukon",1,TRUE,0,0,1
"2021_yk_039","Yukon","Yukon",1,TRUE,0,0,1
"2021_yk_051","Yukon","Yukon",1,TRUE,0,0,1
"2021_yk_061","Yukon","Yukon",1,TRUE,0,0,1
"2021_yk_070","Yukon","Yukon",1,TRUE,0,0,1
"2021_yk_076","Yukon","Yukon",1,TRUE,0,0,1
"2021_yk_080","Yukon","Yukon",1,TRUE,0,0,1
"2021_yk_095","Yukon","Yukon",0.932,TRUE,0.06,0.008,0.932
"2021_yk_102","Yukon","Yukon",0.99,TRUE,0.01,0,0.99
"2021_yk_105","Yukon","Yukon",1,TRUE,0,0,1
"2021_yk_112","Yukon","Yukon",1,TRUE,0,0,1
"2021_yk_115","Yukon","Yukon",0.998,TRUE,0.002,0,0.998
"2021_yk_120","Yukon","Yukon",1,TRUE,0,0,1
"2021_yk_140","Yukon","Yukon",0.992,TRUE,0.008,0,0.992
"2021_yk_144","Yukon","Yukon",1,TRUE,0,0,1
"2021_yk_156","Yukon","Yukon",0.912,TRUE,0.084,0.004,0.912
"2021_yk_162","Yukon","Yukon",0.736,TRUE,0.21,0.054,0.736
"2021_yk_173","Yukon","Yukon",1,TRUE,0,0,1
"2021_yk_184","Yukon","Yukon",0.942,TRUE,0.048,0.01,0.942
"2021_yk_186","Kusko","Yukon",0.498,FALSE,0.498,0.174,0.328
"2021_yk_203","Yukon","Yukon",0.988,TRUE,0.012,0,0.988
"2021_yk_208","Yukon","Yukon",0.986,TRUE,0.01,0.004,0.986
"2021_yk_216","Yukon","Yukon",0.998,TRUE,0.002,0,0.998
"2021_yk_372","Yukon","Yukon",0.998,TRUE,0.002,0,0.998
"2021_yk_373","Yukon","Yukon",0.822,TRUE,0.166,0.012,0.822
"2021_yk_395","Yukon","Yukon",1,TRUE,0,0,1
"2021_yk_414","Yukon","Yukon",0.984,TRUE,0.016,0,0.984
"2021_yk_450","Yukon","Yukon",0.648,TRUE,0.314,0.038,0.648
"2021_yk_469","Yukon","Yukon",0.978,TRUE,0.02,0.002,0.978
