"Fish_id","Predicted","Actual","Confidence","Correct","Kusko","Nush","Yukon","File","filename_short","QC_Grade","Core_Status","Lower_gen","Middle_gen","Upper_gen","Year","Natal_microns_start","Natal_microns_end","Natal_origins_iso","Marine_Start","Core","likely_gen"
"2011_nk_179","Nush","Nush",0.816,TRUE,0.132,0.816,0.052,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_179_trimLocations.csv","2011_nk_179_trimLocations","Yes","Yes",NA,NA,NA,2011,788.16591697498,928.446808498018,0.705852154887218,1254.456,478.070568537733,NA
"2011_nk_185","Kusko","Nush",0.566,FALSE,0.566,0.346,0.088,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_185_trimLocations.csv","2011_nk_185_trimLocations","Yes","Yes",NA,NA,NA,2011,804.695815329684,987.045700168493,0.704538078385057,1472.44,385.366548738461,NA
"2011_nk_188","Nush","Nush",0.71,TRUE,0.08,0.71,0.21,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_188_trimLocations.csv","2011_nk_188_trimLocations","Yes","Yes",NA,NA,NA,2011,753.213383426393,957.139943500262,0.70813862051282,1342.488,433.478489563603,NA
"2011_nk_190","Nush","Nush",0.91,TRUE,0.056,0.91,0.034,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_190_trimLocations.csv","2011_nk_190_trimLocations","Yes","Yes",NA,NA,NA,2011,1122.68945619316,1235.70204837308,0.708745027777778,1600.296,766.632979555284,NA
"2011_nk_193","Yukon","Nush",0.564,FALSE,0.32,0.116,0.564,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_193_trimLocations.csv","2011_nk_193_trimLocations","Yes","Yes",NA,NA,NA,2011,703.102864554136,809.393921812525,0.707200063431373,1120.312,377.8958107557,NA
"2011_nk_198","Nush","Nush",0.442,TRUE,0.29,0.442,0.268,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_198_trimLocations.csv","2011_nk_198_trimLocations","Yes","Yes",NA,NA,NA,2011,663.299539730735,838.448631604522,0.708719264880952,1229.304,327.316122495245,NA
"2011_nk_199","Nush","Nush",0.602,TRUE,0.16,0.602,0.238,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_199_trimLocations.csv","2011_nk_199_trimLocations","Yes","Yes",NA,NA,NA,2011,1260.54357320372,1326.86948004807,0.7048974265625,1707.192,892.57403087863,NA
"2011_nk_206","Kusko","Nush",0.494,FALSE,0.494,0.156,0.35,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_206_trimLocations.csv","2011_nk_206_trimLocations","Yes","Yes",NA,NA,NA,2011,1174.19335439173,1337.46363727308,0.708005242051282,1744.92,903.854426112845,NA
"2011_nk_21","Nush","Nush",0.568,TRUE,0.218,0.568,0.214,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_21_trimLocations.csv","2011_nk_21_trimLocations","Yes","Yes",NA,NA,NA,2011,546.854511164645,823.59036731426,0.708741363636364,1307.904,283.982287678581,NA
"2011_nk_218","Nush","Nush",0.496,TRUE,0.41,0.496,0.094,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_218_trimLocations.csv","2011_nk_218_trimLocations","Yes","Yes",NA,NA,NA,2011,624.955889356493,794.219416383965,0.704420751552795,1171.664,227.39447056666,NA
"2011_nk_237b","Kusko","Nush",0.392,FALSE,0.392,0.284,0.324,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_237b_trimLocations.csv","2011_nk_237b_trimLocations","Yes","Yes",NA,NA,NA,2011,1131.0034490328,1267.90470444904,0.707366070769231,1708.24,829.018220670884,NA
"2011_nk_252","Yukon","Nush",0.508,FALSE,0.16,0.332,0.508,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_252_trimLocations.csv","2011_nk_252_trimLocations","Yes","Yes",NA,NA,NA,2011,730.140868838735,900.021033237607,0.705708960493827,1314.192,450.39280979961,NA
"2011_nk_32","Yukon","Nush",0.582,FALSE,0.37,0.048,0.582,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_32_trimLocations.csv","2011_nk_32_trimLocations","Yes","Yes",NA,NA,NA,2011,963.02589498369,1136.18289198129,0.704388054216867,1527.984,601.560988849045,NA
"2011_nk_34","Yukon","Nush",0.422,FALSE,0.254,0.324,0.422,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_34_trimLocations.csv","2011_nk_34_trimLocations","Yes","Yes",NA,NA,NA,2011,596.505227708795,773.243961266822,0.706435333333333,888.704,341.437940869849,NA
"2011_nk_37","Nush","Nush",0.494,TRUE,0.416,0.494,0.09,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_37_trimLocations.csv","2011_nk_37_trimLocations","Yes","Yes",NA,NA,NA,2011,1170.69866629251,1327.03346940969,0.708051134228188,1747.016,819.915729172463,NA
"2011_nk_49","Nush","Nush",0.622,TRUE,0.17,0.622,0.208,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_49_trimLocations.csv","2011_nk_49_trimLocations","Yes","Partial",NA,NA,NA,2011,395.741007500493,572.799194471775,0.704488372781065,1028.088,237.42839265402,NA
"2011_nk_61","Yukon","Nush",0.426,FALSE,0.366,0.208,0.426,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_61_trimLocations.csv","2011_nk_61_trimLocations","Yes","Yes",NA,NA,NA,2011,603.125185196249,895.13710274738,0.707997813620072,1103.544,373.698102351677,NA
"2011_nk_64","Nush","Nush",0.456,TRUE,0.384,0.456,0.16,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_64_trimLocations.csv","2011_nk_64_trimLocations","Yes","Yes",NA,NA,NA,2011,927.428134232284,1033.79072536646,0.705504598039216,1373.928,587.922207501623,NA
"2011_nk_67","Yukon","Nush",0.442,FALSE,0.362,0.196,0.442,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_67_trimLocations.csv","2011_nk_67_trimLocations","Yes","Partial",NA,NA,NA,2011,725.862737012335,855.703684603987,0.704723346774194,1432.616,527.621312766588,NA
"2011_nk_68","Nush","Nush",0.524,TRUE,0.232,0.524,0.244,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_68_trimLocations.csv","2011_nk_68_trimLocations","Yes","Yes",NA,NA,NA,2011,1320.56725615659,1487.01223047929,0.707872670886076,1961.856,810.350795492977,NA
"2011_nk_84","Nush","Nush",0.486,TRUE,0.404,0.486,0.11,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_84_trimLocations.csv","2011_nk_84_trimLocations","Yes","Yes",NA,NA,NA,2011,758.364671779426,925.349673431014,0.704183056603774,1455.672,399.825770514312,NA
"2011_nk_86","Nush","Nush",0.656,TRUE,0.274,0.656,0.07,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_86_trimLocations.csv","2011_nk_86_trimLocations","Yes","Partial",NA,NA,NA,2011,1155.53208841992,1259.0675775159,0.707507835353535,1756.448,908.42242356587,NA
"2011_nk_93","Kusko","Nush",0.494,FALSE,0.494,0.428,0.078,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_93_trimLocations.csv","2011_nk_93_trimLocations","Yes","Yes",NA,NA,NA,2011,723.420911040438,813.676552430582,0.708333290697674,1231.4,407.917171110638,NA
"2011_nk_95","Nush","Nush",0.496,TRUE,0.248,0.496,0.256,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_95_trimLocations.csv","2011_nk_95_trimLocations","Yes","Yes",NA,NA,NA,2011,1041.88943328232,1172.89420898059,0.7064467992,1595.056,655.144712728612,NA
"2014_nk_110","Yukon","Nush",0.478,FALSE,0.372,0.15,0.478,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_110_trimLocations.csv","2014_nk_110_trimLocations","Yes","Yes",NA,NA,NA,2014,559.262598266955,682.199074126028,0.705658876095277,1217.776,187.159284203222,NA
"2014_nk_117","Yukon","Nush",0.376,FALSE,0.32,0.304,0.376,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_117_trimLocations.csv","2014_nk_117_trimLocations","Yes","Yes",NA,NA,NA,2014,271.891148766226,431.242452826479,0.709105683430559,999.792,103.071128510497,NA
"2014_nk_121","Nush","Nush",0.806,TRUE,0.07,0.806,0.124,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_121_trimLocations.csv","2014_nk_121_trimLocations","Yes","Partial",NA,NA,NA,2014,302.451606473261,444.859656755926,0.707910949646073,767.136,105.386513809232,NA
"2014_nk_122","Nush","Nush",0.744,TRUE,0.11,0.744,0.146,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_122_trimLocations.csv","2014_nk_122_trimLocations","Yes","Yes",NA,NA,NA,2014,513.043860512483,627.326496248109,0.704934393580052,1055.336,237.245419794271,NA
"2014_nk_125","Yukon","Nush",0.42,FALSE,0.388,0.192,0.42,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_125_trimLocations.csv","2014_nk_125_trimLocations","Yes","Yes",NA,NA,NA,2014,460.51027838201,599.897447301419,0.70466292992488,1059.528,129.564247100105,NA
"2014_nk_13","Yukon","Nush",0.914,FALSE,0.064,0.022,0.914,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_13_trimLocations.csv","2014_nk_13_trimLocations","Yes","Yes",NA,NA,NA,2014,628.157982958268,825.55211758492,0.704878108517446,1388.6,201.652790196858,NA
"2014_nk_130","Yukon","Nush",0.606,FALSE,0.322,0.072,0.606,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_130_trimLocations.csv","2014_nk_130_trimLocations","Yes","Partial",NA,NA,NA,2014,310.047051201421,444.99220131825,0.7078634872194,1059.528,83.1229601134526,NA
"2014_nk_132","Kusko","Nush",0.514,FALSE,0.514,0.084,0.402,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_132_trimLocations.csv","2014_nk_132_trimLocations","Yes","Yes",NA,NA,NA,2014,455.186162579045,612.380797094622,0.70445751134919,1111.928,63.967545653592,NA
"2014_nk_137","Yukon","Nush",0.564,FALSE,0.338,0.098,0.564,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_137_trimLocations.csv","2014_nk_137_trimLocations","Yes","Partial",NA,NA,NA,2014,319.66444691333,465.127375517962,0.705741037639845,972.544,38.4982181589487,NA
"2014_nk_15","Nush","Nush",0.56,TRUE,0.256,0.56,0.184,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_15_trimLocations.csv","2014_nk_15_trimLocations","Yes","Yes",NA,NA,NA,2014,574.593012388872,679.14568291971,0.705530492161159,1176.904,127.740119874545,NA
"2014_nk_154","Kusko","Nush",0.458,FALSE,0.458,0.398,0.144,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_154_trimLocations.csv","2014_nk_154_trimLocations","Yes","Yes",NA,NA,NA,2014,622.442373000985,791.989736785067,0.704725446256183,1350.872,189.226495309351,NA
"2014_nk_155","Yukon","Nush",0.384,FALSE,0.308,0.308,0.384,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_155_trimLocations.csv","2014_nk_155_trimLocations","Yes","Yes",NA,NA,NA,2014,411.635317727814,523.481671735118,0.707225710127029,1138.128,109.212290794384,NA
"2014_nk_156","Nush","Nush",0.62,TRUE,0.1,0.62,0.28,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_156_trimLocations.csv","2014_nk_156_trimLocations","Yes","Yes",NA,NA,NA,2014,482.643125582188,609.44156800826,0.705699775965852,1124.504,193.181781938455,NA
"2014_nk_169","Nush","Nush",0.848,TRUE,0.114,0.848,0.038,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_169_trimLocations.csv","2014_nk_169_trimLocations","Yes","Yes",NA,NA,NA,2014,472.496093131588,631.812854767847,0.708229292523072,1055.336,164.293469890137,NA
"2014_nk_174","Yukon","Nush",0.446,FALSE,0.18,0.374,0.446,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_174_trimLocations.csv","2014_nk_174_trimLocations","Yes","Yes",NA,NA,NA,2014,411.395296798951,538.016245934867,0.704630286858546,994.552,99.4705203763885,NA
"2014_nk_175","Yukon","Nush",0.64,FALSE,0.184,0.176,0.64,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_175_trimLocations.csv","2014_nk_175_trimLocations","Yes","Yes",NA,NA,NA,2014,499.416975973875,683.496147175552,0.704631304844129,1216.728,157.99973318493,NA
"2014_nk_178","Nush","Nush",0.772,TRUE,0.158,0.772,0.07,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_178_trimLocations.csv","2014_nk_178_trimLocations","Yes","Yes",NA,NA,NA,2014,511.068970233972,613.271036047851,0.705505065208035,901.28,220.037072412809,NA
"2014_nk_181","Yukon","Nush",0.444,FALSE,0.26,0.296,0.444,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_181_trimLocations.csv","2014_nk_181_trimLocations","Yes","Yes",NA,NA,NA,2014,550.353233764473,722.608799286827,0.708191403772888,1308.952,152.773338489581,NA
"2014_nk_187","Nush","Nush",0.42,TRUE,0.416,0.42,0.164,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_187_trimLocations.csv","2014_nk_187_trimLocations","Yes","Yes",NA,NA,NA,2014,582.964442683111,684.484075767224,0.705959929051108,994.552,235.768337274727,NA
"2014_nk_188","Nush","Nush",0.74,TRUE,0.088,0.74,0.172,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_188_trimLocations.csv","2014_nk_188_trimLocations","Yes","Yes",NA,NA,NA,2014,542.207947377011,681.504240666943,0.708382754825743,1110.88,220.311590469568,NA
"2014_nk_193","Yukon","Nush",0.392,FALSE,0.366,0.242,0.392,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_193_trimLocations.csv","2014_nk_193_trimLocations","Yes","Yes",NA,NA,NA,2014,481.463009011236,592.868810746308,0.706138742471601,1056.384,114.272818257465,NA
"2014_nk_195","Kusko","Nush",0.546,FALSE,0.546,0.266,0.188,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_195_trimLocations.csv","2014_nk_195_trimLocations","Yes","Yes",NA,NA,NA,2014,489.171218332823,615.060420224538,0.704882338570907,1028.088,186.84499795698,NA
"2014_nk_197","Nush","Nush",0.876,TRUE,0.078,0.876,0.046,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_197_trimLocations.csv","2014_nk_197_trimLocations","Yes","Yes",NA,NA,NA,2014,534.890622123866,622.81341981461,0.708311919563536,1064.768,227.006764587259,NA
"2014_nk_198","Yukon","Nush",0.416,FALSE,0.248,0.336,0.416,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_198_trimLocations.csv","2014_nk_198_trimLocations","Yes","Yes",NA,NA,NA,2014,578.316253090284,668.976323592538,0.705803915439368,1185.288,263.471833414603,NA
"2014_nk_199","Kusko","Nush",0.578,FALSE,0.578,0.326,0.096,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_199_trimLocations.csv","2014_nk_199_trimLocations","Yes","Yes",NA,NA,NA,2014,458.072859614309,545.312395245416,0.704694858180244,1001.888,100.628975875997,NA
"2014_nk_202","Nush","Nush",0.756,TRUE,0.128,0.756,0.116,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_202_trimLocations.csv","2014_nk_202_trimLocations","Yes","Yes",NA,NA,NA,2014,503.153642751945,667.49215259997,0.705878756136937,1153.848,151.558910340398,NA
"2014_nk_203","Yukon","Nush",0.684,FALSE,0.154,0.162,0.684,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_203_trimLocations.csv","2014_nk_203_trimLocations","Yes","Yes",NA,NA,NA,2014,652.613601663393,753.990328409121,0.705013299023902,1279.608,399.216007368702,NA
"2014_nk_207","Nush","Nush",0.586,TRUE,0.368,0.586,0.046,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_207_trimLocations.csv","2014_nk_207_trimLocations","Yes","Yes",NA,NA,NA,2014,510.327307335845,667.197991132563,0.70472040154628,1098.304,214.392329006877,NA
"2014_nk_22_redo","Nush","Nush",0.506,TRUE,0.416,0.506,0.078,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_22_redo_trimLocations.csv","2014_nk_22_redo_trimLocations","Yes","Yes",NA,NA,NA,2014,523.26435898859,640.02239967172,0.70497701718877,1099.352,173.246246973649,NA
"2014_nk_231","Nush","Nush",0.64,TRUE,0.256,0.64,0.104,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_231_trimLocations.csv","2014_nk_231_trimLocations","Yes","Yes",NA,NA,NA,2014,551.555222538727,639.376747363767,0.705329463127902,1035.424,165.320211387444,NA
"2014_nk_236","Yukon","Nush",0.464,FALSE,0.35,0.186,0.464,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2014_nk_236_trimLocations.csv","2014_nk_236_trimLocations","Yes","Yes",NA,NA,NA,2014,496.651350715777,622.596390441443,0.706039135425921,1085.728,147.767507104682,NA
