"Fish_id","Predicted","Actual","Confidence","Correct","Kusko","Nush","Yukon","File","filename_short","QC_Grade","Core_Status","Lower_gen","Middle_gen","Upper_gen","Year","Natal_microns_start","Natal_microns_end","Natal_origins_iso","Marine_Start","Core","likely_gen"
"2011_nk_119","Kusko","Nush",0.432,FALSE,0.432,0.164,0.404,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_119_trimLocations.csv","2011_nk_119_trimLocations","Yes","Yes",NA,NA,NA,2011,1382.79366219799,1500.3938845814,0.705988392857143,1804.656,1066.27759751234,NA
"2011_nk_12","Nush","Nush",0.342,TRUE,0.334,0.342,0.324,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_12_trimLocations.csv","2011_nk_12_trimLocations","Yes","Yes",NA,NA,NA,2011,762.23771668996,832.512569550187,0.708115223880597,1115.072,456.749346197511,NA
"2011_nk_122","Yukon","Nush",0.402,FALSE,0.346,0.252,0.402,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_122_trimLocations.csv","2011_nk_122_trimLocations","Yes","Yes",NA,NA,NA,2011,684.950350957821,738.86007644963,0.704939365384615,1239.784,399.385793263384,NA
"2011_nk_134","Nush","Nush",0.514,TRUE,0.138,0.514,0.348,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_134_trimLocations.csv","2011_nk_134_trimLocations","Yes","Partial",NA,NA,NA,2011,1131.53381769157,1256.2778430498,0.707833385714286,1673.656,844.922144648222,NA
"2011_nk_143","Yukon","Nush",0.438,FALSE,0.292,0.27,0.438,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_143_trimLocations.csv","2011_nk_143_trimLocations","Yes","Yes",NA,NA,NA,2011,738.458692388436,826.832834771669,0.70851246547619,1249.216,477.12305903126,NA
"2011_nk_149","Nush","Nush",0.5,TRUE,0.23,0.5,0.27,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_149_trimLocations.csv","2011_nk_149_trimLocations","Yes","Yes",NA,NA,NA,2011,782.596753996877,915.620452557742,0.708574383464567,1310,362.307863615382,NA
"2011_nk_150","Nush","Nush",0.42,TRUE,0.304,0.42,0.276,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_150_trimLocations.csv","2011_nk_150_trimLocations","Yes","Yes",NA,NA,NA,2011,824.30606939775,907.047464527741,0.704793526582278,1365.544,528.18712695499,NA
"2011_nk_159","Nush","Nush",0.56,TRUE,0.202,0.56,0.238,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_159_trimLocations.csv","2011_nk_159_trimLocations","Yes","Yes",NA,NA,NA,2011,942.599529452415,1080.07831571878,0.704726132061069,1442.048,576.129886951945,NA
"2011_nk_169","Kusko","Nush",0.43,FALSE,0.43,0.204,0.366,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_169_trimLocations.csv","2011_nk_169_trimLocations","Yes","Yes",NA,NA,NA,2011,650.59562627237,812.385822501946,0.708332812903226,1184.24,377.449352558636,NA
"2011_nk_171","Yukon","Nush",0.502,FALSE,0.3,0.198,0.502,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_171_trimLocations.csv","2011_nk_171_trimLocations","Yes","Yes",NA,NA,NA,2011,734.076552680045,886.250947362345,0.705736384827586,1365.544,435.994268794605,NA
"2011_nk_173","Yukon","Nush",0.472,FALSE,0.318,0.21,0.472,"/Users/benjaminmakhlouf/Research_repos/Western_Ak_otolith_stock_discrimination/Data/Processed/Trim_Locations/2011_nk_173_trimLocations.csv","2011_nk_173_trimLocations","Yes","Yes",NA,NA,NA,2011,1064.79150383681,1182.41371737672,0.708531128571429,1642.216,923.494777260128,NA
