Cycle,Sr88,Iso,Time,Microns,Fish_id,Watershed,Year
10,0.388235354186463,0.707013335547484,5.24,10.48,2015_nk_156_smlLB,Nush,2015
11,0.834940650157886,0.7072190829623,5.764,11.528,2015_nk_156_smlLB,Nush,2015
12,1.00672804822561,0.707556463997357,6.288,12.576,2015_nk_156_smlLB,Nush,2015
13,1.11367299653735,0.70725554941091,6.812,13.624,2015_nk_156_smlLB,Nush,2015
14,1.21052015161055,0.706965799695486,7.336,14.672,2015_nk_156_smlLB,Nush,2015
15,1.21686818432775,0.707091337032306,7.86,15.72,2015_nk_156_smlLB,Nush,2015
16,1.14815326360085,0.707498610912647,8.384,16.768,2015_nk_156_smlLB,Nush,2015
17,1.12614573386467,0.708572592464049,8.908000000000001,17.816000000000003,2015_nk_156_smlLB,Nush,2015
18,1.13684501940774,0.707028803561541,9.432,18.864,2015_nk_156_smlLB,Nush,2015
19,1.2095097167727,0.707729403784587,9.956,19.912,2015_nk_156_smlLB,Nush,2015
20,1.17699153080052,0.707810427893022,10.48,20.96,2015_nk_156_smlLB,Nush,2015
21,1.10993734058199,0.708046806695371,11.004000000000001,22.008000000000003,2015_nk_156_smlLB,Nush,2015
22,1.14360769548241,0.708298343393872,11.528,23.056,2015_nk_156_smlLB,Nush,2015
23,1.18534034406926,0.707732705681655,12.052,24.104,2015_nk_156_smlLB,Nush,2015
24,1.16465089833087,0.707740433575485,12.576,25.152,2015_nk_156_smlLB,Nush,2015
25,1.09929368358206,0.707862504761706,13.100000000000001,26.200000000000003,2015_nk_156_smlLB,Nush,2015
26,1.12176190576456,0.707239958975615,13.624,27.248,2015_nk_156_smlLB,Nush,2015
27,1.18555220566912,0.7076010371132,14.148000000000001,28.296000000000003,2015_nk_156_smlLB,Nush,2015
28,1.14897404796637,0.707519158543355,14.672,29.344,2015_nk_156_smlLB,Nush,2015
29,1.10784763972851,0.707626802154609,15.196,30.392,2015_nk_156_smlLB,Nush,2015
30,1.1298067402863,0.708376467271881,15.72,31.44,2015_nk_156_smlLB,Nush,2015
31,1.20209428540735,0.707485638916945,16.244,32.488,2015_nk_156_smlLB,Nush,2015
32,1.14816149088804,0.707343846352343,16.768,33.536,2015_nk_156_smlLB,Nush,2015
33,1.04792076285867,0.706921687935761,17.292,34.584,2015_nk_156_smlLB,Nush,2015
34,1.15545005083027,0.706856177469002,17.816000000000003,35.632000000000005,2015_nk_156_smlLB,Nush,2015
35,1.19666151859021,0.708045925138911,18.340000000000003,36.68000000000001,2015_nk_156_smlLB,Nush,2015
36,1.0652465283062,0.707385589922077,18.864,37.728,2015_nk_156_smlLB,Nush,2015
37,0.987606035896845,0.708256116334252,19.387999999999998,38.775999999999996,2015_nk_156_smlLB,Nush,2015
38,1.11744736946745,0.708236489099159,19.912,39.824,2015_nk_156_smlLB,Nush,2015
39,1.1669525801648,0.708392705316368,20.436,40.872,2015_nk_156_smlLB,Nush,2015
40,1.01593349387629,0.706885093807254,20.96,41.92,2015_nk_156_smlLB,Nush,2015
41,0.913731016947332,0.706749736742324,21.484,42.968,2015_nk_156_smlLB,Nush,2015
42,1.04292819466205,0.70764656032734,22.008000000000003,44.016000000000005,2015_nk_156_smlLB,Nush,2015
43,1.11692426217698,0.707114687983475,22.532000000000004,45.06400000000001,2015_nk_156_smlLB,Nush,2015
44,0.998171204077319,0.707715559907093,23.056000000000004,46.11200000000001,2015_nk_156_smlLB,Nush,2015
45,0.957321806531291,0.70703272121185,23.58,47.16,2015_nk_156_smlLB,Nush,2015
