"Fish_id","Watershed","Status","Original_Points","Filtered_Points"
"2017_yk_077","Yukon","Success",1665,897
"2017_yk_079","Yukon","Success",1561,994
"2017_yk_081","Yukon","Success",1330,901
"2017_yk_083","Yukon","Success",1280,810
"2017_yk_086","Yukon","Success",1792,1122
"2017_yk_087","Yukon","Success",1450,1088
"2017_yk_088","Yukon","Success",1371,968
"2017_yk_091","Yukon","Success",1395,1038
"2017_yk_092","Yukon","Success",1630,912
"2017_yk_093","Yukon","Success",1330,922
"2017_yk_094","Yukon","Success",1360,1032
"2017_yk_095","Yukon","Success",1216,999
"2017_yk_098","Yukon","Success",1308,824
"2017_yk_101","Yukon","Success",1606,1164
"2017_yk_102","Yukon","Success",1352,1101
"2017_yk_103","Yukon","Success",1223,711
"2017_yk_104","Yukon","Success",1028,673
"2017_yk_105","Yukon","Success",1253,904
"2017_yk_108","Yukon","Success",1296,1128
"2017_yk_110","Yukon","Success",1042,862
"2017_yk_112","Yukon","Success",1411,885
"2017_yk_114","Yukon","Success",1300,918
"2017_yk_115","Yukon","Success",1473,1075
"2017_yk_116","Yukon","Success",1469,1058
"2017_yk_117","Yukon","Success",1183,737
"2017_yk_118","Yukon","Success",1261,859
"2017_yk_119","Yukon","Success",1402,924
"2017_yk_120","Yukon","Success",1379,1003
"2017_yk_123","Yukon","Success",1206,753
"2017_yk_124","Yukon","Success",1146,796
"2017_yk_125","Yukon","Success",1698,1014
"2017_yk_128","Yukon","Success",1101,844
"2017_yk_129","Yukon","Success",1355,795
"2017_yk_132","Yukon","Success",1575,938
"2017_yk_133","Yukon","Success",1267,843
"2017_yk_134","Yukon","Success",1655,963
"2017_yk_135","Yukon","Success",1047,758
"2017_yk_140","Yukon","Success",1227,1008
"2017_yk_142","Yukon","Success",1194,762
"2017_yk_144","Yukon","Success",1111,775
"2017_yk_145","Yukon","Success",1806,1387
"2017_yk_146","Yukon","Success",1189,789
"2017_yk_147","Yukon","Success",1331,838
"2017_yk_148","Yukon","Success",997,807
"2017_yk_149","Yukon","Success",1462,1070
"2017_yk_159","Yukon","Success",1438,925
"2017_yk_160","Yukon","Success",1458,988
"2017_yk_161","Yukon","Success",1097,930
"2017_yk_163","Yukon","Success",1188,1058
"2017_yk_165","Yukon","Success",1430,834
"2017_yk_166","Yukon","Success",1593,1132
"2017_yk_169","Yukon","Success",1415,1260
"2017_yk_171","Yukon","Success",1441,1003
"2017_yk_172","Yukon","Success",1139,854
"2017_yk_174","Yukon","Success",1371,939
"2017_yk_178","Yukon","Success",1062,872
"2017_yk_181","Yukon","Success",1191,975
"2017_yk_182","Yukon","Success",1010,799
"2017_yk_183","Yukon","Success",1230,992
"2017_yk_184","Yukon","Success",1392,898
"2017_yk_185","Yukon","Success",1177,765
"2017_yk_187","Yukon","Success",1185,923
"2017_yk_192","Yukon","Success",1489,1035
"2017_yk_193","Yukon","Success",1033,866
"2017_yk_201","Yukon","Success",1431,990
"2017_yk_203","Yukon","Success",1354,1170
"2017_yk_204","Yukon","Success",1142,873
"2017_yk_205","Yukon","Success",1311,917
"2017_yk_209","Yukon","Success",1263,885
"2017_yk_213","Yukon","Success",1615,922
"2017_yk_214","Yukon","Success",1622,1057
"2017_yk_215","Yukon","Success",1316,807
"2017_yk_216","Yukon","Success",1355,945
"2017_yk_218","Yukon","Success",1187,866
"2017_yk_219","Yukon","Success",1237,815
"2017_yk_228","Yukon","Success",1264,843
"2017_yk_229","Yukon","Success",1284,891
"2017_yk_230","Yukon","Success",1295,869
"2017_yk_232","Yukon","Success",904,755
"2017_yk_233","Yukon","Success",1251,985
"2017_yk_239","Yukon","Success",1509,901
"2017_yk_245","Yukon","Success",1226,836
"2017_yk_246","Yukon","Success",1165,751
"2017_yk_247","Yukon","Success",1614,940
"2017_yk_248","Yukon","Success",1576,1037
"2017_yk_250","Yukon","Success",1314,680
"2017_yk_251","Yukon","Success",1491,974
"2017_yk_255","Yukon","Success",1231,852
"2017_yk_256","Yukon","Success",1488,979
"2017_yk_258","Yukon","Success",1172,876
"2017_yk_260","Yukon","Success",1319,811
"2017_yk_261","Yukon","Success",1558,990
"2017_yk_262","Yukon","Success",1639,840
"2017_yk_263","Yukon","Success",1061,814
"2017_yk_266","Yukon","Success",1892,1093
"2017_yk_268","Yukon","Success",1267,966
"2017_yk_273","Yukon","Success",1331,1085
"2017_yk_274","Yukon","Success",1380,967
"2017_yk_276","Yukon","Success",1097,929
"2017_yk_277","Yukon","Success",1020,748
"2017_yk_280","Yukon","Success",1103,941
"2017_yk_281","Yukon","Success",1153,817
"2017_yk_284","Yukon","Success",1159,982
"2017_yk_301","Yukon","Success",1331,1003
"2017_yk_302","Yukon","Success",1052,836
"2017_yk_303","Yukon","Success",1083,855
"2017_yk_305","Yukon","Success",1211,676
"2017_yk_306","Yukon","Success",988,776
"2017_yk_307","Yukon","Success",1532,1027
"2017_yk_308","Yukon","Success",1154,815
"2017_yk_309","Yukon","Success",1232,964
"2017_yk_310","Yukon","Success",1146,946
"2017_yk_314","Yukon","Success",1458,992
"2017_yk_316","Yukon","Success",1255,990
"2017_yk_317","Yukon","Success",1201,908
"2017_yk_318","Yukon","Success",1048,886
"2017_yk_321","Yukon","Success",1555,1060
"2017_yk_322","Yukon","Success",1187,879
"2017_yk_326","Yukon","Success",1255,730
"2017_yk_330","Yukon","Success",1112,832
"2017_yk_331","Yukon","Success",1371,1142
"2017_yk_332","Yukon","Success",1725,940
"2017_yk_335","Yukon","Success",1310,835
"2017_yk_336","Yukon","Success",1326,897
"2017_yk_337","Yukon","Success",1869,1311
"2017_yk_338","Yukon","Success",1250,845
"2017_yk_340","Yukon","Success",1352,1018
"2017_yk_341","Yukon","Success",1348,802
"2017_yk_342","Yukon","Success",1419,993
"2017_yk_343","Yukon","Success",1428,924
"2017_yk_344","Yukon","Success",1399,650
"2017_yk_346","Yukon","Success",1053,705
"2017_yk_348","Yukon","Success",1255,731
"2017_yk_349","Yukon","Success",1129,862
"2017_yk_351","Yukon","Success",1269,869
"2017_yk_352","Yukon","Success",1495,837
"2017_yk_355","Yukon","Success",1185,817
"2017_yk_357","Yukon","Success",1160,662
"2017_yk_359","Yukon","Success",1216,895
"2017_yk_360","Yukon","Success",1125,910
"2017_yk_361","Yukon","Success",1487,968
"2017_yk_362","Yukon","Success",1278,919
"2017_yk_365","Yukon","Success",1585,1131
"2017_yk_366","Yukon","Success",1047,826
"2017_yk_367","Yukon","Success",1039,887
"2017_yk_369","Yukon","Success",1080,988
"2017_yk_370","Yukon","Success",1154,896
"2017_yk_371","Yukon","Success",1373,884
"2017_yk_374","Yukon","Success",1166,871
"2019_kk_002","Kusko","Success",2844,1902
"2019_kk_007","Kusko","Success",2153,1082
"2019_kk_009","Kusko","Success",1847,1037
"2019_kk_013","Kusko","Success",3606,1508
"2019_kk_014","Kusko","Success",2595,863
"2019_kk_015","Kusko","Success",2532,1639
"2019_kk_016","Kusko","Success",1900,1223
"2019_kk_021","Kusko","Success",2173,1157
"2019_kk_026","Kusko","Success",2317,938
"2019_kk_031_sld25","Kusko","Missing_Landmarks",2699,0
"2019_kk_034_sld25","Kusko","Success",2519,1446
"2019_kk_035","Kusko","Success",2113,838
"2019_kk_038","Kusko","Success",2133,826
"2019_kk_041","Kusko","Success",2090,996
"2019_kk_046","Kusko","Success",2881,968
"2019_kk_050","Kusko","Success",3498,1705
"2019_kk_051","Kusko","Success",2875,1663
"2019_kk_052_sld24","Kusko","Success",2815,1545
"2019_kk_058","Kusko","Success",1956,971
"2019_kk_064","Kusko","Success",2143,870
"2019_kk_065","Kusko","Success",2539,967
"2019_kk_066","Kusko","Success",2770,819
"2019_kk_067","Kusko","Success",2463,999
"2019_kk_070","Kusko","Success",2887,918
"2019_kk_071","Kusko","Success",2285,941
"2019_kk_072","Kusko","Success",2614,951
"2019_kk_074","Kusko","Success",3073,637
"2019_kk_080","Kusko","Success",2686,1058
"2019_kk_088","Kusko","Success",2343,881
"2019_kk_089","Kusko","Success",2318,920
"2019_kk_091","Kusko","Success",2623,892
"2019_kk_094","Kusko","Success",2830,921
"2019_kk_095","Kusko","Success",2723,880
"2019_kk_096","Kusko","Success",2500,1003
"2019_kk_098a","Kusko","Success",2252,822
"2019_kk_099","Kusko","Success",2601,961
"2019_kk_101a","Kusko","Success",2393,1062
"2019_kk_103","Kusko","Success",2306,963
"2019_kk_109","Kusko","Success",2401,987
"2019_kk_111","Kusko","Success",2704,876
"2019_kk_112","Kusko","Success",2308,1004
"2019_kk_113","Kusko","Success",2448,956
"2019_kk_114","Kusko","Success",2318,880
"2019_kk_115","Kusko","Success",2089,850
"2019_kk_119","Kusko","Success",2639,907
"2019_kk_120","Kusko","Success",2505,786
"2019_kk_123","Kusko","Success",2602,915
"2019_kk_126","Kusko","Success",2535,894
"2019_kk_129","Kusko","Success",2748,936
"2019_kk_131","Kusko","Success",2373,888
"2019_kk_135","Kusko","Success",2256,990
"2019_kk_142","Kusko","Success",2832,876
"2019_kk_143","Kusko","Success",2616,851
"2019_kk_147","Kusko","Success",2030,900
"2019_kk_149","Kusko","Success",2766,967
"2019_kk_152","Kusko","Success",2271,846
"2019_kk_155","Kusko","Success",2913,990
"2019_kk_159","Kusko","Success",2815,825
"2019_kk_161_sld29","Kusko","Success",2740,882
"2019_kk_161","Kusko","Success",2292,974
"2019_kk_163","Kusko","Success",2947,904
"2019_kk_171","Kusko","Success",2457,695
"2019_kk_173","Kusko","Success",2599,846
"2019_kk_176","Kusko","Success",3025,862
"2019_kk_177","Kusko","Success",2010,968
"2019_kk_184","Kusko","Success",2820,1093
"2019_kk_186","Kusko","Success",2265,851
"2019_kk_188","Kusko","Success",2720,938
"2019_kk_190","Kusko","Success",3111,1072
"2019_kk_192","Kusko","Success",2261,918
"2019_kk_194","Kusko","Success",2686,1008
"2019_kk_196","Kusko","Success",2822,950
"2019_kk_213","Kusko","Success",2668,1131
"2019_kk_215","Kusko","Success",2601,954
"2019_kk_222","Kusko","Success",2870,1121
"2019_kk_229","Kusko","Success",2253,882
"2019_kk_232","Kusko","Success",2793,993
"2019_kk_236","Kusko","Success",2569,990
"2019_kk_239","Kusko","Success",2505,954
"2019_kk_253","Kusko","Success",2878,980
"2019_kk_254","Kusko","Success",2264,1012
"2019_kk_255","Kusko","Success",2985,1010
"2019_kk_261","Kusko","Success",2430,782
"2019_kk_264","Kusko","Success",2867,1019
"2019_kk_268_left","Kusko","Success",2367,920
"2019_kk_268","Kusko","Success",2355,743
"2019_kk_294","Kusko","Success",2449,839
"2019_kk_296","Kusko","Success",2654,970
"2019_kk_309","Kusko","Success",2678,888
"2019_kk_312","Kusko","Success",2882,915
"2019_kk_314","Kusko","Success",2534,1010
"2019_kk_321","Kusko","Success",2956,933
"2019_kk_324","Kusko","Success",2341,953
"2019_kk_329","Kusko","Success",2989,1100
"2019_kk_330","Kusko","Success",2463,1038
"2019_kk_332","Kusko","Success",3037,1112
"2019_kk_344","Kusko","Success",2537,1010
"2019_kk_345","Kusko","Success",2330,803
"2019_kk_351","Kusko","Success",2835,1088
"2019_kk_352","Kusko","Success",2883,1003
"2019_kk_354","Kusko","Success",2430,1121
"2019_kk_359","Kusko","Success",2764,847
"2019_kk_360","Kusko","Success",2801,975
"2019_kk_362","Kusko","Success",2882,1085
"2019_kk_365","Kusko","Success",2556,911
"2019_kk_373","Kusko","Success",2695,943
"2019_kk_380","Kusko","Success",2467,1417
"2019_kk_382","Kusko","Success",2825,952
"2019_kk_384","Kusko","Success",2795,924
"2019_kk_391","Kusko","Success",2748,1119
"2019_kk_396","Kusko","Success",2664,899
"2019_kk_400","Kusko","Success",2775,866
"2019_kk_405","Kusko","Success",2418,786
"2019_kk_419","Kusko","Success",2558,1020
"2019_kk_425","Kusko","Success",2519,984
"2019_kk_429","Kusko","Success",2718,906
"2019_kk_430","Kusko","Success",2555,1029
"2019_kk_432","Kusko","Success",3436,1022
"2019_kk_437","Kusko","Success",2480,886
"2019_kk_441","Kusko","Success",2814,1127
"2019_kk_446","Kusko","Success",2576,983
"2019_kk_448","Kusko","Success",3206,962
"2019_kk_453","Kusko","Success",3345,1006
"2019_kk_456","Kusko","Success",2561,1306
"2019_kk_460","Kusko","Success",2691,1056
"2019_kk_466","Kusko","Success",2292,917
"2019_kk_476","Kusko","Success",2712,1002
"2019_kk_478","Kusko","Success",2919,979
"2019_kk_479","Kusko","Success",2931,853
"2019_kk_481","Kusko","Success",2815,922
"2019_kk_489","Kusko","Success",2761,924
"2019_kk_490","Kusko","Success",2234,828
"2019_kk_491","Kusko","Success",2920,1027
"2019_kk_494","Kusko","Success",2437,815
"2019_kk_496","Kusko","Success",2922,1091
"2019_kk_497","Kusko","Success",2306,893
"2019_kk_500","Kusko","Success",1451,736
"2019_yk_004","Yukon","Success",1860,918
"2019_yk_005","Yukon","Success",1772,1253
"2019_yk_007","Yukon","Success",1739,856
"2019_yk_007a","Yukon","Success",1528,873
"2019_yk_009","Yukon","Success",1680,1009
"2019_yk_013","Yukon","Success",1971,1141
"2019_yk_016","Yukon","Success",1796,911
"2019_yk_018","Yukon","Success",1962,1769
"2019_yk_020","Yukon","Success",1474,802
"2019_yk_027","Yukon","Success",1137,825
"2019_yk_028a","Yukon","Success",1781,941
"2019_yk_029","Yukon","Success",1886,1146
"2019_yk_030","Yukon","Success",1696,912
"2019_yk_042","Yukon","Success",1642,954
"2019_yk_043","Yukon","Success",1884,793
"2019_yk_047","Yukon","Success",1289,813
"2019_yk_051","Yukon","Success",1428,915
"2019_yk_051a","Yukon","Success",1349,691
"2019_yk_052","Yukon","Success",1779,995
"2019_yk_053","Yukon","Success",1757,1090
"2019_yk_053a","Yukon","Success",1847,1182
"2019_yk_055","Yukon","Success",1626,1038
"2019_yk_055a","Yukon","Success",1989,1213
"2019_yk_057","Yukon","Success",1402,854
"2019_yk_060","Yukon","Success",1529,987
"2019_yk_061","Yukon","Success",1485,855
"2019_yk_061a","Yukon","Success",1929,865
"2019_yk_064","Yukon","Success",1616,1161
"2019_yk_066","Yukon","Success",1515,868
"2019_yk_069","Yukon","Success",1475,887
"2019_yk_070","Yukon","Success",1562,992
"2019_yk_075","Yukon","Success",1452,941
"2019_yk_076a","Yukon","Success",1653,881
"2019_yk_081","Yukon","Success",1291,854
"2019_yk_081a","Yukon","Success",1746,858
"2019_yk_082","Yukon","Success",1370,898
"2019_yk_085","Yukon","Success",1623,975
"2019_yk_085a","Yukon","Success",1515,794
"2019_yk_087","Yukon","Success",1543,866
"2019_yk_088","Yukon","Success",1418,870
"2019_yk_090","Yukon","Success",1408,974
"2019_yk_104","Yukon","Success",1474,1042
"2019_yk_104a","Yukon","Success",2512,1087
"2019_yk_108","Yukon","Success",1409,1046
"2019_yk_116","Yukon","Success",1080,679
"2019_yk_119","Yukon","Success",1382,788
"2019_yk_123","Yukon","Success",1835,877
"2019_yk_128","Yukon","Success",1450,1042
"2019_yk_132","Yukon","Success",1806,998
"2019_yk_133","Yukon","Success",1731,870
"2019_yk_136","Yukon","Success",1686,927
"2019_yk_138","Yukon","Success",1937,826
"2019_yk_139a","Yukon","Success",1463,871
"2019_yk_140","Yukon","Success",1590,811
"2019_yk_145","Yukon","Success",1565,957
"2019_yk_147","Yukon","Success",1679,1008
"2019_yk_149","Yukon","Success",1544,1047
"2019_yk_152","Yukon","Success",1882,967
"2019_yk_153","Yukon","Success",1822,994
"2019_yk_161","Yukon","Success",1734,1065
"2019_yk_165","Yukon","Success",1436,896
"2019_yk_168","Yukon","Success",1719,977
"2019_yk_170","Yukon","Success",1380,706
"2019_yk_172","Yukon","Success",1492,760
"2019_yk_174","Yukon","Success",1655,920
"2019_yk_176","Yukon","Success",1626,960
"2019_yk_181","Yukon","Success",1597,1097
"2019_yk_185","Yukon","Success",1967,1169
"2019_yk_187","Yukon","Success",2136,900
"2019_yk_188","Yukon","Success",1815,940
"2019_yk_195","Yukon","Success",1786,1132
"2019_yk_196","Yukon","Success",1402,963
"2019_yk_199","Yukon","Success",1813,1041
"2019_yk_200","Yukon","Success",1654,945
"2019_yk_201","Yukon","Success",1688,923
"2019_yk_206","Yukon","Success",2350,1197
"2019_yk_206a","Yukon","Success",2365,1182
"2019_yk_208","Yukon","Success",1554,812
"2019_yk_209","Yukon","Success",1728,984
"2019_yk_216","Yukon","Success",1717,936
"2019_yk_220","Yukon","Success",1648,1150
"2019_yk_222","Yukon","Success",1529,728
"2019_yk_223","Yukon","Success",2115,1026
"2019_yk_224","Yukon","Success",1902,1040
"2019_yk_225","Yukon","Success",1489,858
"2019_yk_227_redo","Yukon","Success",2062,1057
"2019_yk_230","Yukon","Success",2194,1014
"2019_yk_236","Yukon","Success",1085,823
"2019_yk_239_redo","Yukon","Success",2012,987
"2019_yk_243","Yukon","Success",1476,918
"2019_yk_244","Yukon","Success",1316,909
"2019_yk_251","Yukon","Success",1340,975
"2019_yk_253","Yukon","Success",1976,881
"2019_yk_254","Yukon","Success",2101,1059
"2019_yk_256","Yukon","Success",2054,802
"2019_yk_257","Yukon","Success",2025,1230
"2019_yk_261","Yukon","Success",2450,2099
"2019_yk_262","Yukon","Success",1594,1013
"2019_yk_266","Yukon","Success",1844,1030
"2019_yk_268","Yukon","Success",1698,1000
"2019_yk_272","Yukon","Success",2484,941
"2019_yk_273_redo","Yukon","Success",2541,973
"2019_yk_273","Yukon","Success",1601,838
"2019_yk_277","Yukon","Success",1810,1126
"2019_yk_279","Yukon","Success",2073,1011
"2019_yk_280","Yukon","Success",1938,932
"2019_yk_283","Yukon","Success",1994,1045
"2019_yk_284","Yukon","Success",1746,966
"2019_yk_285_redo","Yukon","Success",2496,969
"2019_yk_287","Yukon","Success",2215,1915
"2019_yk_288","Yukon","Success",2168,1009
"2019_yk_289","Yukon","Success",2105,1009
"2019_yk_290","Yukon","Success",1995,1653
"2019_yk_291","Yukon","Success",1920,987
"2019_yk_292","Yukon","Success",2062,884
"2019_yk_295_redo","Yukon","Success",2490,1180
"2019_yk_296","Yukon","Success",2197,1133
"2019_yk_298","Yukon","Success",1868,900
"2019_yk_300","Yukon","Success",2566,1883
"2019_yk_301","Yukon","Success",2367,943
"2019_yk_302","Yukon","Success",1496,870
"2019_yk_303","Yukon","Success",2554,1133
"2019_yk_307","Yukon","Success",1796,999
"2019_yk_311","Yukon","Success",2145,884
"2019_yk_313","Yukon","Success",2078,810
"2019_yk_318","Yukon","Success",1893,908
"2019_yk_319","Yukon","Success",2102,1019
"2019_yk_328","Yukon","Success",1962,1017
"2019_yk_330","Yukon","Success",1838,1008
"2019_yk_332","Yukon","Success",1790,954
"2019_yk_340","Yukon","Success",1917,1110
"2019_yk_344","Yukon","Success",1987,970
"2019_yk_345","Yukon","Success",1615,1140
"2019_yk_346","Yukon","Success",2155,1009
"2019_yk_348","Yukon","Success",2334,1333
"2019_yk_352","Yukon","Success",2095,940
"2019_yk_354","Yukon","Success",1964,1092
"2019_yk_355","Yukon","Success",1797,773
"2019_yk_357","Yukon","Success",2204,905
"2019_yk_358","Yukon","Success",1678,716
"2019_yk_360","Yukon","Success",2339,981
"2019_yk_368","Yukon","Success",2225,861
"2019_yk_374","Yukon","Success",2092,949
"2019_yk_376","Yukon","Success",2146,764
"2019_yk_377_redo","Yukon","Success",2125,1022
"2019_yk_379","Yukon","Success",1942,931
"2019_yk_382_redo","Yukon","Success",1747,909
"2019_yk_383","Yukon","Success",2441,990
"2019_yk_384","Yukon","Success",2152,1084
"2019_yk_385","Yukon","Success",2241,1109
"2019_yk_387","Yukon","Success",2110,919
"2019_yk_388","Yukon","Success",1813,793
"2019_yk_392","Yukon","Success",1991,1078
"2019_yk_395","Yukon","Success",1455,771
"2019_yk_402","Yukon","Success",2200,919
"2019_yk_407","Yukon","Success",2717,980
"2019_yk_408","Yukon","Success",1615,980
"2019_yk_410","Yukon","Success",2157,1011
"2019_yk_415","Yukon","Success",1815,972
"2019_yk_417","Yukon","Success",2057,1071
"2019_yk_418","Yukon","Success",1829,1011
"2019_yk_419","Yukon","Success",1777,916
"2019_yk_420","Yukon","Success",2438,1277
"2019_yk_425","Yukon","Success",1610,827
"2019_yk_427","Yukon","Success",1725,997
"2019_yk_428","Yukon","Success",2251,934
"2019_yk_431","Yukon","Success",1749,965
"2019_yk_435","Yukon","Success",1615,842
"2019_yk_441","Yukon","Success",1516,969
"2019_yk_444","Yukon","Success",1912,1079
"2019_yk_448","Yukon","Success",1923,995
"2019_yk_449","Yukon","Success",1295,842
"2019_yk_450","Yukon","Success",2119,969
"2019_yk_454","Yukon","Success",1586,1026
"2019_yk_455","Yukon","Success",1473,952
"2019_yk_458","Yukon","Success",1696,965
"2019_yk_459","Yukon","Success",2478,1223
"2019_yk_466","Yukon","Success",2394,1031
"2019_yk_469","Yukon","Success",2191,1114
"2019_yk_470","Yukon","Success",2256,1027
"2019_yk_473","Yukon","Success",2570,2164
"2019_yk_475","Yukon","Success",2256,843
"2019_yk_477","Yukon","Success",2108,808
"2019_yk_481","Yukon","Success",1987,851
"2019_yk_482_redo","Yukon","Success",2105,1097
"2019_yk_482","Yukon","Success",1854,853
"2019_yk_487","Yukon","Success",2180,957
"2019_yk_488","Yukon","Success",2231,923
"2019_yk_491","Yukon","Success",1849,917
"2019_yk_492","Yukon","Success",2301,863
"2019_yk_493","Yukon","Success",1820,731
"2019_yk_499","Yukon","Success",2112,988
"2019_yk_500","Yukon","Success",2041,1209
"2020_kk_003","Kusko","Success",1661,964
"2020_kk_004","Kusko","Success",2157,879
"2020_kk_005_redo","Kusko","Missing_Landmarks",2007,0
"2020_kk_006","Kusko","Success",1391,965
"2020_kk_007","Kusko","Success",1434,803
"2020_kk_008_redo","Kusko","Success",2926,1641
"2020_kk_009","Kusko","Success",2453,962
"2020_kk_010","Kusko","Success",1746,845
"2020_kk_014_redo","Kusko","Success",2232,978
"2020_kk_015","Kusko","Success",2135,985
"2020_kk_016","Kusko","Success",1673,906
"2020_kk_017","Kusko","Success",1949,1094
"2020_kk_018_redo","Kusko","Success",2574,933
"2020_kk_019","Kusko","Success",1326,863
"2020_kk_020_redo","Kusko","Success",2299,908
"2020_kk_021_redo","Kusko","Success",2042,876
"2020_kk_023","Kusko","Success",1689,1020
"2020_kk_024","Kusko","Success",1436,972
"2020_kk_027","Kusko","Success",1407,886
"2020_kk_028","Kusko","Success",1247,875
"2020_kk_030","Kusko","Success",1318,728
"2020_kk_031","Kusko","Success",1764,761
"2020_kk_032","Kusko","Success",1781,1021
"2020_kk_033","Kusko","Success",2101,1002
"2020_kk_034","Kusko","Success",2154,927
"2020_kk_035","Kusko","Success",2258,931
"2020_kk_037","Kusko","Success",1952,993
"2020_kk_038","Kusko","Success",1768,680
"2020_kk_039_redo","Kusko","Success",2309,1512
"2020_kk_040","Kusko","Success",2440,967
"2020_kk_041","Kusko","Success",2072,964
"2020_kk_044_redo","Kusko","Success",2519,1089
"2020_kk_046","Kusko","Success",2212,1058
"2020_kk_047","Kusko","Success",2246,908
"2020_kk_050","Kusko","Success",1909,643
"2020_kk_054","Kusko","Success",1829,1046
"2020_kk_056","Kusko","Success",1734,964
"2020_kk_058_redo","Kusko","Success",3009,2140
"2020_kk_061","Kusko","Success",2345,1009
"2020_kk_062","Kusko","Success",2188,1074
"2020_kk_063_redo","Kusko","Success",2176,1081
"2020_kk_065","Kusko","Success",1991,881
"2020_kk_066","Kusko","Success",1751,746
"2020_kk_067_redo","Kusko","Success",2609,870
"2020_kk_070","Kusko","Success",2036,1054
"2020_kk_071_redo","Kusko","Success",3432,3275
"2020_kk_074","Kusko","Success",1861,886
"2020_kk_076","Kusko","Success",2559,986
"2020_kk_077","Kusko","Success",1760,932
"2020_kk_078_redo","Kusko","Success",2960,1031
"2020_kk_084","Kusko","Success",1845,855
"2020_kk_086","Kusko","Success",2086,1315
"2020_kk_088","Kusko","Success",2287,764
"2020_kk_089","Kusko","Success",1946,927
"2020_kk_090","Kusko","Success",2281,919
"2020_kk_091","Kusko","Success",2973,1011
"2020_kk_097","Kusko","Success",2467,903
"2020_kk_101","Kusko","Success",2820,953
"2020_kk_104","Kusko","Success",2021,913
"2020_kk_105","Kusko","Success",2114,792
"2020_kk_106_redo","Kusko","Success",2699,824
"2020_kk_109","Kusko","Success",2342,868
"2020_kk_115_redo","Kusko","Success",2870,947
"2020_kk_117a","Kusko","Success",2348,1091
"2020_kk_120","Kusko","Success",2053,940
"2020_kk_121","Kusko","Success",2440,923
"2020_kk_126","Kusko","Success",2510,1081
"2020_kk_127","Kusko","Success",2512,1010
"2020_kk_128","Kusko","Success",2952,965
"2020_kk_129_redo","Kusko","Success",2194,901
"2020_kk_130_redo","Kusko","Success",2533,795
"2020_kk_131_redo","Kusko","Success",2337,909
"2020_kk_133","Kusko","Success",1811,834
"2020_kk_136","Kusko","Success",2056,894
"2020_kk_138","Kusko","Success",2286,1046
"2020_kk_139","Kusko","Success",1939,975
"2020_kk_140_redo","Kusko","Success",2484,1124
"2020_kk_143","Kusko","Success",2164,837
"2020_kk_144","Kusko","Success",2022,833
"2020_kk_145_redo","Kusko","Success",2341,921
"2020_kk_146_redo","Kusko","Success",2991,763
"2020_kk_152","Kusko","Success",2308,950
"2020_kk_153","Kusko","Success",2520,913
"2020_kk_154_redo","Kusko","Success",2064,941
"2020_kk_155","Kusko","Success",2243,883
"2020_kk_156","Kusko","Success",1796,921
"2020_kk_157","Kusko","Success",2707,875
"2020_kk_158","Kusko","Success",1891,898
"2020_kk_166_redo","Kusko","Success",2341,933
"2020_kk_172","Kusko","Success",2319,2028
"2020_kk_173","Kusko","Success",1926,894
"2020_kk_174_redo","Kusko","Success",2314,880
"2020_kk_176","Kusko","Success",2162,884
"2020_kk_184","Kusko","Success",2159,919
"2020_kk_186_redo","Kusko","Success",2507,933
"2020_kk_187","Kusko","Success",1841,910
"2020_kk_188","Kusko","Success",2075,676
"2020_kk_191_redo","Kusko","Success",2363,1038
"2020_kk_193","Kusko","Success",1680,797
"2020_kk_196_redo","Kusko","Success",2450,1016
"2020_kk_201","Kusko","Success",2306,895
"2020_kk_204","Kusko","Success",2566,1281
"2020_kk_205","Kusko","Success",1756,790
"2020_kk_207_redo","Kusko","Success",2347,937
"2020_kk_210","Kusko","Success",2191,946
"2020_kk_212","Kusko","Success",2299,929
"2020_kk_218","Kusko","Success",2482,942
"2020_kk_234","Kusko","Success",1853,833
"2020_kk_238_redo","Kusko","Success",2470,1289
"2020_kk_239_redo","Kusko","Success",1978,963
"2020_kk_241_sld18","Kusko","Success",1903,926
"2020_kk_242_sld18","Kusko","Success",2351,875
"2020_kk_244","Kusko","Success",2524,891
"2020_kk_245","Kusko","Success",2414,951
"2020_kk_246","Kusko","Success",2804,1055
"2020_kk_248","Kusko","Success",2664,1029
"2020_kk_250_redo","Kusko","Success",3411,2473
"2020_kk_251_sld20","Kusko","Success",2726,991
"2020_kk_251_sld32","Kusko","Success",2748,952
"2020_kk_253_sld20","Kusko","Success",2620,876
"2020_kk_255","Kusko","Success",2855,851
"2020_kk_257","Kusko","Success",2896,855
"2020_kk_258","Kusko","Success",2593,936
"2020_kk_261","Kusko","Success",2770,965
"2020_kk_262","Kusko","Success",2516,809
"2020_kk_263","Kusko","Success",3152,874
"2020_kk_264","Kusko","Success",3043,1020
"2020_kk_267_redo","Kusko","Success",2623,903
"2020_kk_271","Kusko","Success",2496,811
"2020_kk_274","Kusko","Success",2501,1645
"2020_kk_275","Kusko","Success",2376,1067
"2020_kk_277","Kusko","Success",2659,891
"2020_kk_279","Kusko","Success",2680,1036
"2020_kk_284","Kusko","Success",2558,944
"2020_kk_285","Kusko","Success",2977,2420
"2020_kk_287","Kusko","Success",1927,1030
"2020_kk_289","Kusko","Success",2706,1038
"2020_kk_290","Kusko","Success",2587,1045
"2020_kk_293","Kusko","Success",3029,993
