"Fish_id","Watershed","Status","Original_Points","Filtered_Points"
"2015_yk_033","Yukon","Success",1544,1122
"2015_yk_034","Yukon","Success",1419,795
"2015_yk_035","Yukon","Success",1191,855
"2015_yk_040","Yukon","Success",1373,835
"2015_yk_048","Yukon","Success",1452,942
"2015_yk_051a","Yukon","Success",1505,884
"2015_yk_052","Yukon","Success",1024,946
"2015_yk_052b","Yukon","Success",1580,1015
"2015_yk_056","Yukon","Success",1574,964
"2015_yk_056a","Yukon","Success",1328,915
"2015_yk_062","Yukon","Success",1616,972
"2015_yk_065","Yukon","Success",1353,932
"2015_yk_065a","Yukon","Success",1364,849
"2015_yk_066","Yukon","Success",1178,1008
"2015_yk_068","Yukon","Success",1302,934
"2015_yk_068a","Yukon","Success",1105,978
"2015_yk_068b","Yukon","Success",1472,1018
"2015_yk_069","Yukon","Success",1228,928
"2015_yk_082","Yukon","Success",1498,1027
"2015_yk_084","Yukon","Success",1613,1043
"2015_yk_091","Yukon","Success",1702,815
"2015_yk_092","Yukon","Success",1378,934
"2015_yk_097","Yukon","Success",1581,1100
"2015_yk_098","Yukon","Success",1492,1094
"2015_yk_099","Yukon","Success",1386,858
"2015_yk_100","Yukon","Success",1217,815
"2015_yk_101","Yukon","Success",1446,831
"2015_yk_102a","Yukon","Success",1487,986
"2015_yk_109","Yukon","Success",1690,1107
"2015_yk_111","Yukon","Success",1511,955
"2015_yk_113","Yukon","Success",1390,820
"2015_yk_114","Yukon","Success",1481,1027
"2015_yk_116","Yukon","Success",1576,952
"2015_yk_117","Yukon","Success",1327,908
"2015_yk_119","Yukon","Success",1277,846
"2015_yk_124","Yukon","Success",1264,776
"2015_yk_128","Yukon","Success",1301,779
"2015_yk_129","Yukon","Success",1329,910
"2015_yk_137","Yukon","Success",1486,1015
"2015_yk_139","Yukon","Success",1313,955
"2015_yk_144","Yukon","Success",1599,906
"2015_yk_148","Yukon","Success",1410,918
"2015_yk_149","Yukon","Success",1591,1126
"2015_yk_151","Yukon","Success",1580,1030
"2015_yk_152","Yukon","Success",1565,996
"2015_yk_159","Yukon","Success",1598,1004
"2015_yk_161","Yukon","Success",1498,895
"2015_yk_165","Yukon","Success",1356,1246
"2015_yk_166","Yukon","Success",1407,903
"2015_yk_171","Yukon","Success",1238,1007
"2015_yk_174","Yukon","Success",1410,735
"2015_yk_175","Yukon","Success",1395,921
"2015_yk_178","Yukon","Success",1302,781
"2015_yk_179","Yukon","Success",1399,931
"2015_yk_180","Yukon","Success",1550,959
"2015_yk_193","Yukon","Success",1393,805
"2015_yk_199","Yukon","Success",1368,1091
"2015_yk_200","Yukon","Success",1369,864
"2015_yk_205","Yukon","Success",1468,922
"2015_yk_214","Yukon","Success",1385,770
"2015_yk_215","Yukon","Success",1561,1019
"2015_yk_219","Yukon","Success",1333,891
"2015_yk_221_2","Yukon","Success",1331,944
"2015_yk_222","Yukon","Success",1342,908
"2015_yk_223","Yukon","Success",1480,1031
"2015_yk_225","Yukon","Success",1205,783
"2015_yk_226","Yukon","Success",1569,1171
"2015_yk_233","Yukon","Success",1493,1047
"2015_yk_234","Yukon","Success",1537,963
"2015_yk_239","Yukon","Success",1300,942
"2015_yk_240","Yukon","Success",1649,794
"2015_yk_242","Yukon","Success",1578,1162
"2015_yk_243","Yukon","Success",1452,740
"2015_yk_244","Yukon","Success",1394,965
"2015_yk_258","Yukon","Success",1630,951
"2015_yk_259","Yukon","Success",1328,931
"2015_yk_275a","Yukon","Success",1247,824
"2015_yk_302","Yukon","Success",1346,979
"2015_yk_306","Yukon","Success",1693,1157
"2015_yk_311","Yukon","Success",1424,872
"2015_yk_314","Yukon","Success",1570,912
"2015_yk_316","Yukon","Success",1386,976
"2015_yk_325","Yukon","Success",1433,846
"2015_yk_326","Yukon","Success",1226,979
"2015_yk_327","Yukon","Success",1299,924
"2015_yk_331","Yukon","Success",1409,863
"2015_yk_332","Yukon","Success",1376,1033
"2015_yk_333_1","Yukon","Success",1369,981
"2015_yk_333_2","Yukon","Success",1141,793
"2015_yk_338","Yukon","Missing_Landmarks",1418,0
"2015_yk_342","Yukon","Success",1375,760
"2015_yk_348","Yukon","Success",1196,979
"2015_yk_349","Yukon","Success",1530,1123
"2015_yk_357","Yukon","Success",1515,1024
"2015_yk_361","Yukon","Success",1283,952
"2015_yk_363","Yukon","Success",1717,1117
"2015_yk_366","Yukon","Success",1487,1035
"2015_yk_367","Yukon","Success",1351,822
"2015_yk_375","Yukon","Success",1502,803
"2015_yk_377","Yukon","Success",1210,841
"2015_yk_379b","Yukon","Success",1287,947
"2015_yk_380","Yukon","Success",1524,850
"2015_yk_389","Yukon","Success",1578,1181
"2015_yk_390","Yukon","Success",1238,868
"2015_yk_394","Yukon","Success",1507,1170
"2015_yk_395","Yukon","Success",1305,908
"2015_yk_396b","Yukon","Success",1027,793
"2015_yk_397","Yukon","Success",1323,866
"2015_yk_398_1","Yukon","Success",1399,823
"2015_yk_400","Yukon","Success",1228,859
"2015_yk_402","Yukon","Success",1335,928
"2015_yk_404","Yukon","Success",1223,949
"2015_yk_405","Yukon","Success",1195,888
"2015_yk_416","Yukon","Success",1062,815
"2015_yk_417","Yukon","Success",1182,864
"2015_yk_422","Yukon","Success",1477,1027
"2015_yk_423","Yukon","Success",1372,917
"2015_yk_424","Yukon","Success",1326,806
"2015_yk_425","Yukon","Success",1493,851
"2015_yk_426","Yukon","Success",1265,868
"2015_yk_427","Yukon","Success",1598,867
"2015_yk_430","Yukon","Success",1567,919
"2015_yk_431","Yukon","Success",1420,1110
"2015_yk_433","Yukon","Success",1188,802
"2015_yk_436","Yukon","Success",1537,1102
"2015_yk_437","Yukon","Success",1202,891
"2015_yk_438","Yukon","Success",1539,976
"2015_yk_444","Yukon","Success",1456,961
"2015_yk_450","Yukon","Success",1373,868
"2015_yk_451","Yukon","Success",1166,815
"2015_yk_454","Yukon","Success",1736,947
"2015_yk_457_1","Yukon","Success",1679,1150
"2015_yk_458","Yukon","Success",1256,856
"2015_yk_460","Yukon","Success",1327,961
"2015_yk_461","Yukon","Success",1211,892
"2015_yk_462","Yukon","Success",1280,895
"2015_yk_464","Yukon","Success",1367,991
"2015_yk_474","Yukon","Success",1519,944
"2015_yk_479","Yukon","Success",1178,908
"2015_yk_483","Yukon","Success",1151,930
"2015_yk_486","Yukon","Success",1425,911
"2015_yk_487","Yukon","Success",1340,920
"2015_yk_490","Yukon","Success",1312,821
"2015_yk_491","Yukon","Success",1422,885
"2015_yk_492","Yukon","Success",1513,937
"2015_yk_494","Yukon","Success",1243,965
"2015_yk_497","Yukon","Success",1350,947
"2015_yk_508","Yukon","Success",1524,799
"2015_yk_514","Yukon","Success",1375,941
"2015_yk_521","Yukon","Success",1776,967
"2015_yk_523","Yukon","Success",1317,819
"2015_yk_524","Yukon","Success",1431,962
"2015_yk_526","Yukon","Success",1437,877
"2015_yk_530_2","Yukon","Success",1531,1176
"2015_yk_534","Yukon","Success",1575,1298
"2015_yk_535","Yukon","Success",1210,919
"2015_yk_537","Yukon","Success",1555,912
"2015_yk_541","Yukon","Success",1152,813
"2015_yk_543","Yukon","Success",1312,872
"2015_yk_545","Yukon","Success",1370,1115
"2015_yk_546","Yukon","Success",1614,975
"2015_yk_550","Yukon","Success",1081,682
"2015_yk_551","Yukon","Success",1401,939
"2015_yk_554","Yukon","Success",1391,893
"2015_yk_555","Yukon","Success",1220,810
"2015_yk_558","Yukon","Success",1774,1102
"2015_yk_559","Yukon","Success",1314,919
"2015_yk_561","Yukon","Success",1201,884
"2015_yk_566","Yukon","Success",1177,830
"2015_yk_568","Yukon","Success",1444,882
"2015_yk_571","Yukon","Success",1442,917
"2015_yk_573","Yukon","Success",1239,819
"2015_yk_576","Yukon","Success",1313,927
"2015_yk_578","Yukon","Success",1085,792
"2015_yk_582","Yukon","Success",1464,1121
"2015_yk_587","Yukon","Success",1143,865
"2015_yk_588","Yukon","Success",1271,854
"2015_yk_592","Yukon","Success",1601,988
"2015_yk_593","Yukon","Success",1384,786
"2015_yk_594","Yukon","Success",1377,1058
"2015_yk_595","Yukon","Success",1670,1169
"2015_yk_598","Yukon","Success",1385,902
"2015_yk_599","Yukon","Success",1456,980
"2015_yk_600","Yukon","Success",1282,990
"2015_yk_602","Yukon","Success",1234,936
"2015_yk_608","Yukon","Success",1087,871
"2015_yk_611","Yukon","Success",1350,787
"2015_yk_613","Yukon","Success",1129,914
"2015_yk_615","Yukon","Success",1373,910
"2015_yk_616","Yukon","Success",1437,921
"2016_yk_001","Yukon","Success",1598,827
"2016_yk_002","Yukon","Success",1771,917
"2016_yk_004","Yukon","Success",1532,841
"2016_yk_006","Yukon","Success",1906,1190
"2016_yk_008","Yukon","Success",1529,1089
"2016_yk_009","Yukon","Success",1389,846
"2016_yk_010_redo","Yukon","Success",1688,1170
"2016_yk_011","Yukon","Success",1381,859
"2016_yk_012","Yukon","Success",1175,930
"2016_yk_013","Yukon","Success",1284,836
"2016_yk_014_redo","Yukon","Success",1635,1071
"2016_yk_015_redo","Yukon","Success",1542,889
"2016_yk_016_redo","Yukon","Success",1502,837
"2016_yk_017_redo","Yukon","Success",1692,977
"2016_yk_018","Yukon","Success",1670,1172
"2016_yk_019","Yukon","Success",1225,902
"2016_yk_020","Yukon","Success",1531,843
"2016_yk_021_redo","Yukon","Success",1446,979
"2016_yk_022","Yukon","Success",1347,1054
"2016_yk_023","Yukon","Success",1731,932
"2016_yk_024","Yukon","Success",1163,785
"2016_yk_026","Yukon","Success",1480,828
"2016_yk_028_redo","Yukon","Success",1411,984
"2016_yk_029","Yukon","Success",1272,878
"2016_yk_030_redo","Yukon","Success",1388,847
"2016_yk_031_redo","Yukon","Success",1591,929
"2016_yk_032","Yukon","Success",1710,999
"2016_yk_033","Yukon","Success",1571,1038
"2016_yk_034","Yukon","Success",1682,1004
"2016_yk_035_redo","Yukon","Success",1659,874
"2016_yk_037","Yukon","Success",1463,961
"2016_yk_038","Yukon","Success",1043,791
"2016_yk_040","Yukon","Success",1366,889
"2016_yk_041","Yukon","Success",1526,896
"2016_yk_043","Yukon","Success",1482,871
"2016_yk_044_redo","Yukon","Success",1399,772
"2016_yk_045","Yukon","Success",1390,873
"2016_yk_046_redo","Yukon","Success",1812,902
"2016_yk_047","Yukon","Success",1142,703
"2016_yk_048","Yukon","Success",1467,1192
"2016_yk_050","Yukon","Success",1403,886
"2016_yk_052","Yukon","Success",1328,893
"2016_yk_053_redo","Yukon","Success",1615,901
"2016_yk_054_redo","Yukon","Success",1538,1060
"2016_yk_055","Yukon","Success",1212,798
"2016_yk_057_redo","Yukon","Success",1314,939
"2016_yk_058_redo","Yukon","Success",1427,1040
"2016_yk_059","Yukon","Success",1395,875
"2016_yk_060_redo","Yukon","Success",1513,1136
"2016_yk_065","Yukon","Success",1565,970
"2016_yk_067_redo","Yukon","Success",1276,944
"2016_yk_068","Yukon","Success",1310,1025
"2016_yk_069","Yukon","Success",1582,763
"2016_yk_070","Yukon","Success",1435,834
"2016_yk_071","Yukon","Success",1617,1147
"2016_yk_072","Yukon","Success",1528,1102
"2016_yk_073","Yukon","Success",1354,828
"2016_yk_074_redo","Yukon","Success",1205,753
"2016_yk_075","Yukon","Success",1065,779
"2016_yk_076","Yukon","Success",1396,937
"2016_yk_077","Yukon","Success",1196,857
"2016_yk_078_redo","Yukon","Success",1333,795
"2016_yk_079","Yukon","Success",1188,829
"2016_yk_080","Yukon","Success",1101,815
"2016_yk_082_redo","Yukon","Success",1430,1105
"2016_yk_083_redo","Yukon","Success",1218,902
"2016_yk_084","Yukon","Success",1492,952
"2016_yk_085_redo","Yukon","Success",1530,879
"2016_yk_086","Yukon","Success",1365,799
"2016_yk_087","Yukon","Success",1563,943
"2016_yk_088_redo","Yukon","Success",1314,872
"2016_yk_089_redo","Yukon","Success",1377,1020
"2016_yk_090","Yukon","Success",1567,921
"2016_yk_091","Yukon","Success",1415,1053
"2016_yk_092","Yukon","Success",1474,874
"2016_yk_093","Yukon","Success",1485,1062
"2016_yk_094","Yukon","Success",1461,867
"2016_yk_095_redo","Yukon","Success",1434,948
"2016_yk_096_redo","Yukon","Success",1476,887
"2016_yk_097","Yukon","Success",1354,861
"2016_yk_098_redo","Yukon","Success",1420,988
"2016_yk_099","Yukon","Success",1387,977
"2016_yk_100","Yukon","Success",1442,1002
"2016_yk_101","Yukon","Success",1633,940
"2016_yk_102a","Yukon","Success",1423,1024
"2016_yk_103b","Yukon","Success",1703,1159
"2016_yk_104_redo","Yukon","Success",1539,1019
"2016_yk_105","Yukon","Success",1444,876
"2016_yk_108","Yukon","Success",1339,925
"2016_yk_109","Yukon","Success",1417,933
"2016_yk_110_redo","Yukon","Success",1624,1056
"2016_yk_111","Yukon","Success",1212,871
"2016_yk_112","Yukon","Success",1444,903
"2016_yk_113_redo","Yukon","Success",1889,961
"2016_yk_114","Yukon","Success",1444,1113
"2016_yk_115","Yukon","Success",1153,843
"2016_yk_116_redo","Yukon","Success",1259,1135
"2016_yk_118_redo","Yukon","Success",1204,928
"2016_yk_119","Yukon","Success",1476,1054
"2016_yk_120","Yukon","Success",1773,1216
"2016_yk_121","Yukon","Success",1067,765
"2016_yk_122","Yukon","Success",1303,1084
"2016_yk_123","Yukon","Success",1235,965
"2016_yk_124","Yukon","Success",1565,1006
"2016_yk_125","Yukon","Success",1580,1178
"2016_yk_126","Yukon","Success",1355,961
"2016_yk_127","Yukon","Success",1566,847
"2016_yk_128","Yukon","Success",1456,985
"2016_yk_130","Yukon","Success",1631,976
"2016_yk_131","Yukon","Success",1479,1055
"2016_yk_133","Yukon","Success",1283,838
"2016_yk_135","Yukon","Success",1395,806
"2016_yk_136","Yukon","Success",1148,916
"2016_yk_139","Yukon","Success",1434,877
"2016_yk_140","Yukon","Success",1526,906
"2016_yk_143","Yukon","Success",1195,774
"2016_yk_144","Yukon","Success",1464,874
"2016_yk_146","Yukon","Success",1645,995
"2016_yk_147","Yukon","Success",1448,821
"2016_yk_148","Yukon","Success",1661,933
"2016_yk_149_redo","Yukon","Success",1134,755
"2016_yk_151","Yukon","Success",1446,1010
"2016_yk_152","Yukon","Success",1553,1022
"2016_yk_156","Yukon","Success",1309,1030
"2016_yk_157","Yukon","Success",1346,921
"2016_yk_159","Yukon","Success",1363,893
"2016_yk_160","Yukon","Success",1233,673
"2016_yk_161","Yukon","Success",1390,831
"2016_yk_162","Yukon","Success",1506,1189
"2016_yk_163","Yukon","Success",1272,792
"2016_yk_164","Yukon","Success",1258,822
"2016_yk_165","Yukon","Success",1405,919
"2016_yk_166_redo","Yukon","Success",1329,1001
"2016_yk_167","Yukon","Success",1245,887
"2016_yk_168","Yukon","Success",1378,937
"2016_yk_170","Yukon","Success",1251,813
"2016_yk_171","Yukon","Success",1462,803
"2016_yk_172","Yukon","Success",1500,955
"2016_yk_173","Yukon","Success",1281,691
"2016_yk_174","Yukon","Success",1249,921
"2016_yk_175","Yukon","Success",1244,883
"2016_yk_177_redo","Yukon","Success",1312,969
"2016_yk_179","Yukon","Success",1559,959
"2016_yk_181","Yukon","Success",1512,915
"2016_yk_183_redo","Yukon","Success",1320,1049
"2016_yk_184","Yukon","Success",1327,1002
"2016_yk_186","Yukon","Success",1262,935
"2016_yk_187","Yukon","Success",1210,789
"2016_yk_188_redo","Yukon","Success",1408,929
"2016_yk_189a","Yukon","Success",1462,928
"2016_yk_190_redo","Yukon","Success",1208,959
"2016_yk_192","Yukon","Success",1488,814
"2016_yk_194","Yukon","Success",1386,1017
"2016_yk_196","Yukon","Success",1491,1081
"2016_yk_197","Yukon","Success",1406,883
"2016_yk_198","Yukon","Success",1167,678
"2016_yk_199","Yukon","Success",1346,865
"2016_yk_200","Yukon","Success",1879,1019
"2016_yk_206_redo","Yukon","Success",1449,1117
"2016_yk_207","Yukon","Success",1592,921
"2016_yk_208","Yukon","Success",1585,700
"2016_yk_210","Yukon","Success",1623,1022
"2016_yk_211","Yukon","Success",1482,956
"2016_yk_212","Yukon","Success",1273,892
"2016_yk_213","Yukon","Success",1934,1067
"2016_yk_214_redo","Yukon","Success",1087,859
"2016_yk_215","Yukon","Success",1271,770
"2016_yk_216_redo","Yukon","Success",1584,904
"2016_yk_217","Yukon","Success",2053,1421
"2016_yk_218","Yukon","Success",1441,920
"2016_yk_219","Yukon","Success",1619,803
"2016_yk_220_redo","Yukon","Success",1248,812
"2016_yk_221_sml","Yukon","Success",924,634
"2016_yk_221","Yukon","Success",1167,730
"2016_yk_224","Yukon","Success",1510,897
"2016_yk_225","Yukon","Success",1714,790
"2016_yk_226","Yukon","Success",1738,936
"2016_yk_227_redo","Yukon","Success",1581,1000
"2016_yk_229_sml","Yukon","Success",939,751
"2016_yk_229","Yukon","Success",1773,1174
"2016_yk_231_a","Yukon","Success",1303,840
"2016_yk_233_redo","Yukon","Success",1303,846
"2016_yk_235_redo","Yukon","Success",1575,1048
"2016_yk_236_redo","Yukon","Success",1575,1368
"2016_yk_237","Yukon","Success",1766,1099
"2016_yk_239_redo","Yukon","Success",1583,943
"2016_yk_240","Yukon","Success",1387,821
"2016_yk_242","Yukon","Success",1398,940
"2016_yk_243","Yukon","Success",1394,940
"2016_yk_245_redo","Yukon","Success",1811,757
"2016_yk_246_redo","Yukon","Success",1499,879
"2016_yk_248","Yukon","Success",1654,885
"2016_yk_249_redo","Yukon","Success",1461,810
"2016_yk_250","Yukon","Success",1532,908
"2017_kk_003","Kusko","Success",1511,986
"2017_kk_004","Kusko","Success",1392,795
"2017_kk_005","Kusko","Success",1420,1027
"2017_kk_006","Kusko","Success",1338,958
"2017_kk_007","Kusko","Success",1456,833
"2017_kk_008","Kusko","Success",1451,931
"2017_kk_009","Kusko","Success",1253,798
"2017_kk_010","Kusko","Success",1407,911
"2017_kk_011","Kusko","Success",1764,933
"2017_kk_012","Kusko","Success",1336,900
"2017_kk_013","Kusko","Success",1588,864
"2017_kk_014","Kusko","Success",1447,855
"2017_kk_015","Kusko","Success",1251,800
"2017_kk_016","Kusko","Success",1476,1016
"2017_kk_017","Kusko","Success",1420,953
"2017_kk_019","Kusko","Success",1459,836
"2017_kk_020","Kusko","Success",1333,904
"2017_kk_021","Kusko","Success",1472,1027
"2017_kk_023","Kusko","Success",1408,839
"2017_kk_024","Kusko","Success",1671,925
"2017_kk_025","Kusko","Success",1453,1012
"2017_kk_026","Kusko","Success",1819,967
"2017_kk_028","Kusko","Success",1299,937
"2017_kk_029","Kusko","Success",1820,913
"2017_kk_030","Kusko","Success",1451,887
"2017_kk_033redo","Kusko","Success",1528,921
"2017_kk_034","Kusko","Success",1489,882
"2017_kk_035","Kusko","Success",1632,987
"2017_kk_036redo","Kusko","Success",1282,917
"2017_kk_037redoa","Kusko","Success",953,723
"2017_kk_039","Kusko","Success",1392,1086
"2017_kk_040","Kusko","Success",1361,923
"2017_kk_042redo","Kusko","Success",1426,825
"2017_kk_043","Kusko","Success",1513,921
"2017_kk_045","Kusko","Success",1258,873
"2017_kk_047","Kusko","Success",1539,953
"2017_kk_048","Kusko","Success",1397,858
"2017_kk_049redo","Kusko","Success",1461,1039
"2017_kk_050","Kusko","Success",1446,957
"2017_kk_051","Kusko","Success",1407,933
"2017_kk_053redo","Kusko","Success",1517,840
"2017_kk_054","Kusko","Success",1348,912
"2017_kk_055","Kusko","Success",1442,753
"2017_kk_058","Kusko","Success",1344,881
"2017_kk_059","Kusko","Success",1498,1017
"2017_kk_060redo","Kusko","Success",1584,853
"2017_kk_061","Kusko","Success",1293,796
"2017_kk_062redo","Kusko","Success",1575,891
"2017_kk_063","Kusko","Success",1401,903
"2017_kk_064","Kusko","Success",1260,903
"2017_kk_066","Kusko","Success",1368,834
"2017_kk_067redo","Kusko","Success",1549,929
"2017_kk_068","Kusko","Success",1638,925
"2017_kk_070","Kusko","Success",1419,897
"2017_kk_071","Kusko","Success",1460,831
"2017_kk_072","Kusko","Success",1489,997
"2017_kk_073","Kusko","Success",1306,914
"2017_kk_074redo","Kusko","Success",1269,908
"2017_kk_075","Kusko","Success",1146,862
"2017_kk_076","Kusko","Success",1387,1057
"2017_kk_077","Kusko","Success",1333,884
"2017_kk_078","Kusko","Success",1655,752
"2017_kk_081","Kusko","Success",1612,979
"2017_kk_083","Kusko","Success",1691,1048
"2017_kk_088redo","Kusko","Success",1552,963
"2017_kk_092","Kusko","Success",1226,862
"2017_kk_093","Kusko","Success",1370,939
"2017_kk_094","Kusko","Success",1551,1064
"2017_kk_095","Kusko","Success",1361,931
"2017_kk_097","Kusko","Success",1285,920
"2017_kk_098redo","Kusko","Success",1444,1068
"2017_kk_100","Kusko","Success",1036,862
"2017_kk_101","Kusko","Success",1144,758
"2017_kk_103","Kusko","Success",1505,723
"2017_kk_104redo","Kusko","Success",1491,820
"2017_kk_105","Kusko","Success",1438,996
"2017_kk_106","Kusko","Success",1294,993
"2017_kk_107","Kusko","Success",1232,700
"2017_kk_108","Kusko","Success",1260,1018
"2017_kk_110redo","Kusko","Success",1396,867
"2017_kk_111","Kusko","Success",1171,847
"2017_kk_112","Kusko","Success",1161,881
"2017_kk_113","Kusko","Success",1254,964
"2017_kk_114","Kusko","Success",1682,936
"2017_kk_115","Kusko","Success",1876,810
"2017_kk_116redo","Kusko","Success",1136,846
"2017_kk_118","Kusko","Success",1657,861
"2017_kk_119","Kusko","Success",1750,989
"2017_kk_120redo","Kusko","Success",1501,931
"2017_kk_121","Kusko","Success",1604,986
"2017_kk_125redo","Kusko","Success",1096,698
"2017_kk_126","Kusko","Success",1472,819
"2017_kk_127","Kusko","Success",1499,901
"2017_kk_129","Kusko","Success",1523,913
"2017_kk_130","Kusko","Success",1417,895
"2017_kk_133","Kusko","Success",1433,813
"2017_kk_134redo","Kusko","Success",1137,693
"2017_kk_135","Kusko","Success",1465,988
"2017_kk_136","Kusko","Success",1312,872
"2017_kk_137","Kusko","Success",1670,985
"2017_kk_139","Kusko","Success",1182,781
"2017_kk_142redo","Kusko","Success",1478,824
"2017_kk_143","Kusko","Success",1229,849
"2017_kk_146","Kusko","Success",966,790
"2017_kk_147","Kusko","Success",1348,1010
"2017_kk_149","Kusko","Success",1211,911
"2017_kk_150","Kusko","Success",1193,835
"2017_kk_152","Kusko","Success",1091,890
"2017_kk_153redo","Kusko","Success",1688,946
"2017_kk_156","Kusko","Success",1586,976
"2017_kk_159","Kusko","Success",1576,931
"2017_kk_161","Kusko","Success",1187,921
"2017_kk_162","Kusko","Success",1183,855
"2017_kk_163","Kusko","Success",1423,935
"2017_kk_164","Kusko","Success",1381,954
"2017_kk_167","Kusko","Success",1655,860
"2017_kk_169redo","Kusko","Success",1900,889
"2017_kk_170","Kusko","Success",1486,862
"2017_kk_171","Kusko","Success",1893,894
"2017_kk_177redo","Kusko","Success",1721,829
"2017_kk_178","Kusko","Success",1260,935
"2017_kk_179","Kusko","Success",1332,770
"2017_kk_180","Kusko","Success",1362,946
"2017_kk_182","Kusko","Success",1386,796
"2017_kk_183redo","Kusko","Success",1479,865
"2017_kk_184","Kusko","Success",1423,859
"2017_kk_185","Kusko","Success",1236,791
"2017_kk_186redo","Kusko","Success",1594,784
"2017_kk_187","Kusko","Success",1499,881
"2017_kk_188","Kusko","Success",1380,814
"2017_kk_189","Kusko","Success",1521,1048
"2017_kk_190","Kusko","Success",1179,688
"2017_kk_191","Kusko","Success",1353,922
"2017_kk_192","Kusko","Success",1382,901
"2017_kk_193","Kusko","Success",1095,730
"2017_kk_194","Kusko","Success",981,722
"2017_kk_195a","Kusko","Success",1261,860
"2017_kk_196","Kusko","Success",1572,1137
"2017_kk_197","Kusko","Success",1362,837
"2017_kk_198redo","Kusko","Success",1559,774
"2017_kk_199","Kusko","Success",1733,1006
"2017_kk_201","Kusko","Success",1237,890
"2017_kk_202","Kusko","Success",1279,961
"2017_kk_203","Kusko","Success",1273,906
"2017_kk_204","Kusko","Success",1276,882
"2017_kk_205","Kusko","Success",1160,896
"2017_kk_206","Kusko","Success",1247,944
"2017_kk_207","Kusko","Success",984,687
"2017_kk_208","Kusko","Success",1116,869
"2017_kk_209","Kusko","Success",1133,761
"2017_kk_210","Kusko","Success",1222,974
"2017_kk_212","Kusko","Success",1266,913
"2017_kk_213","Kusko","Success",1422,897
"2017_kk_214redo","Kusko","Success",1754,988
"2017_kk_217","Kusko","Success",1197,888
"2017_kk_218","Kusko","Success",1273,902
"2017_kk_219","Kusko","Success",1263,783
"2017_kk_223redo","Kusko","Success",1435,1023
"2017_kk_225redo","Kusko","Success",1553,906
"2017_kk_226redo","Kusko","Success",1724,904
"2017_kk_229","Kusko","Success",1152,774
"2017_kk_230","Kusko","Success",1514,922
"2017_kk_231","Kusko","Success",1215,878
"2017_kk_233","Kusko","Success",1216,876
"2017_kk_234","Kusko","Success",1184,908
"2017_kk_235","Kusko","Success",1469,1013
"2017_kk_236","Kusko","Success",1536,996
"2017_kk_237","Kusko","Success",1617,993
"2017_kk_238","Kusko","Success",1545,908
"2017_kk_240redo","Kusko","Success",1190,809
"2017_kk_241","Kusko","Success",1579,740
"2017_kk_242","Kusko","Success",1591,1065
"2017_kk_243redo","Kusko","Success",1384,953
"2017_kk_244","Kusko","Success",1407,888
"2017_kk_245","Kusko","Success",1770,953
"2017_kk_246","Kusko","Success",1445,1039
"2017_kk_247","Kusko","Success",1464,792
"2017_kk_248","Kusko","Success",1306,730
"2017_kk_249redo","Kusko","Success",1408,876
"2017_kk_251","Kusko","Success",1325,838
"2017_kk_252","Kusko","Success",1512,964
"2017_kk_253","Kusko","Success",1471,1000
"2017_kk_254","Kusko","Success",1527,937
"2017_kk_255","Kusko","Success",1490,968
"2017_kk_256","Kusko","Success",1256,896
"2017_kk_257redo","Kusko","Success",1614,947
"2017_kk_258redo","Kusko","Success",1597,924
"2017_kk_261","Kusko","Success",1495,934
"2017_kk_263redo","Kusko","Success",1320,829
"2017_kk_264redo","Kusko","Success",1445,941
"2017_kk_266","Kusko","Success",1555,907
"2017_kk_268","Kusko","Success",1719,875
"2017_kk_269redo","Kusko","Success",1442,835
"2017_kk_270redo","Kusko","Success",1277,858
"2017_kk_271redo","Kusko","Success",1442,856
"2017_kk_272redo","Kusko","Success",1766,870
"2017_yk_007","Yukon","Success",1243,924
"2017_yk_008","Yukon","Success",1111,826
"2017_yk_012","Yukon","Success",1271,880
"2017_yk_014","Yukon","Success",1228,1002
"2017_yk_016","Yukon","Success",1664,949
"2017_yk_018","Yukon","Success",1615,883
"2017_yk_019","Yukon","Success",1566,1120
"2017_yk_022","Yukon","Success",1093,718
"2017_yk_023","Yukon","Success",1608,1189
"2017_yk_025","Yukon","Success",1736,1065
"2017_yk_027","Yukon","Success",1435,866
"2017_yk_029","Yukon","Success",1576,940
"2017_yk_030","Yukon","Success",1406,968
"2017_yk_033","Yukon","Success",1754,983
"2017_yk_034","Yukon","Success",1295,833
"2017_yk_035","Yukon","Success",1307,890
"2017_yk_038","Yukon","Success",1438,850
"2017_yk_039","Yukon","Success",1545,896
"2017_yk_041","Yukon","Success",1715,846
"2017_yk_042","Yukon","Success",1206,779
"2017_yk_043","Yukon","Success",1566,936
"2017_yk_044","Yukon","Success",1408,1007
"2017_yk_047","Yukon","Success",1493,959
"2017_yk_049","Yukon","Success",1483,847
"2017_yk_050","Yukon","Success",1241,971
"2017_yk_053","Yukon","Success",1426,997
"2017_yk_055","Yukon","Success",1668,876
"2017_yk_056","Yukon","Success",1340,945
"2017_yk_058","Yukon","Success",1498,1015
"2017_yk_060","Yukon","Success",1265,860
"2017_yk_061","Yukon","Success",1368,968
"2017_yk_064","Yukon","Success",1057,839
"2017_yk_066","Yukon","Success",1361,1239
"2017_yk_070_a","Yukon","Success",1260,1001
"2017_yk_071","Yukon","Success",1349,877
"2017_yk_074","Yukon","Success",1782,1152
"2017_yk_075","Yukon","Success",1610,956
