"Cycle","Time","Iso","Sr88","Fish_id","Watershed","Year","Microns","Iso_MA","natal_iso"
397,208.028,0.707997679779347,1.65533803121718,"2015_yk_396b","Yukon",2015,416.056,NA,0.707600269411468
398,208.552,0.707983207708068,1.67779573312545,"2015_yk_396b","Yukon",2015,417.104,NA,0.707600269411468
399,209.076,0.707522392958309,1.69657011887598,"2015_yk_396b","Yukon",2015,418.152,NA,0.707600269411468
400,209.6,0.70764178540316,1.69765200910048,"2015_yk_396b","Yukon",2015,419.2,NA,0.707600269411468
401,210.124,0.707854451239427,1.70392283511675,"2015_yk_396b","Yukon",2015,420.248,NA,0.707600269411468
402,210.648,0.7075310883197,1.65859935369432,"2015_yk_396b","Yukon",2015,421.296,NA,0.707600269411468
403,211.172,0.707620050154327,1.6585963126833,"2015_yk_396b","Yukon",2015,422.344,NA,0.707600269411468
404,211.696,0.707835283360276,1.71674033841045,"2015_yk_396b","Yukon",2015,423.392,NA,0.707600269411468
405,212.22,0.707731553704196,1.71364189390438,"2015_yk_396b","Yukon",2015,424.44,NA,0.707600269411468
406,212.744,0.707748967990142,1.67136553589626,"2015_yk_396b","Yukon",2015,425.488,NA,0.707600269411468
407,213.268,0.707649957321332,1.65577957070249,"2015_yk_396b","Yukon",2015,426.536,NA,0.707600269411468
408,213.792,0.707344381098869,1.67990684124297,"2015_yk_396b","Yukon",2015,427.584,NA,0.707600269411468
409,214.316,0.707628169511582,1.65335064191594,"2015_yk_396b","Yukon",2015,428.632,NA,0.707600269411468
410,214.84,0.707917187666528,1.64936827173708,"2015_yk_396b","Yukon",2015,429.68,NA,0.707600269411468
411,215.364,0.707143736684016,1.70402575033166,"2015_yk_396b","Yukon",2015,430.728,NA,0.707600269411468
412,215.888,0.706926476104501,1.77230361837112,"2015_yk_396b","Yukon",2015,431.776,NA,0.707600269411468
413,216.412,0.707945050939645,1.73046845821269,"2015_yk_396b","Yukon",2015,432.824,NA,0.707600269411468
414,216.936,0.707269996704478,1.71040559319517,"2015_yk_396b","Yukon",2015,433.872,NA,0.707600269411468
415,217.46,0.707645402997152,1.75572628290724,"2015_yk_396b","Yukon",2015,434.92,NA,0.707600269411468
416,217.984,0.707471718969665,1.77129741863943,"2015_yk_396b","Yukon",2015,435.968,NA,0.707600269411468
417,218.508,0.707513832225635,1.71590831288774,"2015_yk_396b","Yukon",2015,437.016,NA,0.707600269411468
418,219.032,0.707731028369211,1.71576710427131,"2015_yk_396b","Yukon",2015,438.064,NA,0.707600269411468
419,219.556,0.706962217269513,1.77693212746285,"2015_yk_396b","Yukon",2015,439.112,NA,0.707600269411468
420,220.08,0.707968882733996,1.75197807392561,"2015_yk_396b","Yukon",2015,440.16,NA,0.707600269411468
421,220.604,0.707804229019128,1.65697578133631,"2015_yk_396b","Yukon",2015,441.208,NA,0.707600269411468
422,221.128,0.707434831876898,1.66371662446258,"2015_yk_396b","Yukon",2015,442.256,NA,0.707600269411468
423,221.652,0.707467406147586,1.72014687760237,"2015_yk_396b","Yukon",2015,443.304,NA,0.707600269411468
424,222.176,0.70764507961111,1.70649435463548,"2015_yk_396b","Yukon",2015,444.352,NA,0.707600269411468
425,222.7,0.707264144917537,1.66994740693591,"2015_yk_396b","Yukon",2015,445.4,NA,0.707600269411468
426,223.224,0.707264215119949,1.71485428506077,"2015_yk_396b","Yukon",2015,446.448,0.707615905021967,0.707600269411468
427,223.748,0.707829382477521,1.74248687861084,"2015_yk_396b","Yukon",2015,447.496,0.707605876053171,0.707600269411468
428,224.272,0.70754811154079,1.68590295338113,"2015_yk_396b","Yukon",2015,448.544,0.707595660584643,0.707600269411468
429,224.796,0.70712574805048,1.66897230808543,"2015_yk_396b","Yukon",2015,449.592,0.707606838763915,0.707600269411468
430,225.32,0.707907448852298,1.7177109919576,"2015_yk_396b","Yukon",2015,450.64,0.707609168972651,0.707600269411468
431,225.844,0.707355687254948,1.69322977364515,"2015_yk_396b","Yukon",2015,451.688,0.707601441448139,0.707600269411468
432,226.368,0.707900686964329,1.63285369258363,"2015_yk_396b","Yukon",2015,452.736,0.707594217060652,0.707600269411468
433,226.892,0.707104895594209,1.64532306586695,"2015_yk_396b","Yukon",2015,453.784,0.707587575632194,0.707600269411468
434,227.416,0.70737236580392,1.69824503489697,"2015_yk_396b","Yukon",2015,454.832,0.707585200441795,0.707600269411468
435,227.94,0.707833447336571,1.69175215852175,"2015_yk_396b","Yukon",2015,455.88,0.707584145459969,0.707600269411468
436,228.464,0.708485891740854,1.64367465173976,"2015_yk_396b","Yukon",2015,456.928,0.707574217209277,0.707600269411468
437,228.988,0.707590347418088,1.64254583387553,"2015_yk_396b","Yukon",2015,457.976,0.707569480976573,0.707600269411468
438,229.512,0.708952623441519,1.71809665651435,"2015_yk_396b","Yukon",2015,459.024,0.707568221624373,0.707600269411468
439,230.036,0.707876683587047,1.67473564991081,"2015_yk_396b","Yukon",2015,460.072,0.707569544047059,0.707600269411468
440,230.56,0.70778031848152,1.64691710910056,"2015_yk_396b","Yukon",2015,461.12,0.70756599073641,0.707600269411468
441,231.084,0.707912059406454,1.658682331809,"2015_yk_396b","Yukon",2015,462.168,0.707585134263317,0.707600269411468
442,231.608,0.707837256098578,1.67192646435268,"2015_yk_396b","Yukon",2015,463.216,0.707600699723082,0.707600269411468
443,232.132,0.707226767198542,1.62726036147123,"2015_yk_396b","Yukon",2015,464.264,0.707590600288383,0.707600269411468
444,232.656,0.707822820585231,1.61682551579904,"2015_yk_396b","Yukon",2015,465.312,0.707599509879866,0.707600269411468
