"Cycle","Time","Iso","Sr88","Fish_id","Watershed","Year","Microns","Iso_MA","natal_iso"
575,301.3,0.707948066663496,1.09910783370117,"2015_yk_489c","Yukon",2015,602.6,NA,0.707871727475548
576,301.824,0.708429601476324,1.10885182925193,"2015_yk_489c","Yukon",2015,603.648,NA,0.707871727475548
577,302.348,0.707503448749678,1.13508140494962,"2015_yk_489c","Yukon",2015,604.696,NA,0.707871727475548
578,302.872,0.708548700408643,1.11736501163501,"2015_yk_489c","Yukon",2015,605.744,NA,0.707871727475548
579,303.396,0.70762026264818,1.10507200307526,"2015_yk_489c","Yukon",2015,606.792,NA,0.707871727475548
580,303.92,0.708455901467077,1.12829461835118,"2015_yk_489c","Yukon",2015,607.84,NA,0.707871727475548
581,304.444,0.708742198584795,1.14656098136308,"2015_yk_489c","Yukon",2015,608.888,NA,0.707871727475548
582,304.968,0.706986342412726,1.10799361947109,"2015_yk_489c","Yukon",2015,609.936,NA,0.707871727475548
583,305.492,0.707917410707798,1.11191048073466,"2015_yk_489c","Yukon",2015,610.984,NA,0.707871727475548
584,306.016,0.708122716962706,1.15032069309741,"2015_yk_489c","Yukon",2015,612.032,NA,0.707871727475548
585,306.54,0.70854273465828,1.13889631588234,"2015_yk_489c","Yukon",2015,613.08,NA,0.707871727475548
586,307.064,0.708567366007465,1.11067294028765,"2015_yk_489c","Yukon",2015,614.128,NA,0.707871727475548
587,307.588,0.708060941005245,1.1170085605796,"2015_yk_489c","Yukon",2015,615.176,NA,0.707871727475548
588,308.112,0.708171211608688,1.13121895385887,"2015_yk_489c","Yukon",2015,616.224,NA,0.707871727475548
589,308.636,0.70789031886337,1.10602480585716,"2015_yk_489c","Yukon",2015,617.272,NA,0.707871727475548
590,309.16,0.707211838695801,1.07566149488469,"2015_yk_489c","Yukon",2015,618.32,NA,0.707871727475548
591,309.684,0.707676931305078,1.08843793563777,"2015_yk_489c","Yukon",2015,619.368,NA,0.707871727475548
592,310.208,0.708397527484592,1.10786710512085,"2015_yk_489c","Yukon",2015,620.416,NA,0.707871727475548
