"Fish_id","OtoNum","natal_iso","natal_isose","natal_start","natal_end","Date","DOY","Year","Watershed"
"2019_yk_003",3,0.708372723855458,0.00170099459373264,205.751463820285,559.921994673168,"2019-06-03",154,2019,"Yukon"
"2019_yk_004",4,0.724164154645693,0.00210578424452723,773.345248401932,905.095413542468,"2019-06-03",154,2019,"Yukon"
"2019_yk_005",5,0.715878142834627,0.00340518998963109,627.721582878426,800.919523168143,"2019-06-03",154,2019,"Yukon"
"2019_yk_007",7,0.714480105826563,0.00288342365123837,405.063666616068,600.423327053563,"2019-06-04",155,2019,"Yukon"
"2019_yk_007a",7,0.714756618723119,0.00192497164369338,742.992661368358,878.65752509731,"2019-06-04",155,2019,"Yukon"
"2019_yk_009",9,0.709767386949092,0.0024638034286467,695.796535986449,822.368838524604,"2019-06-04",155,2019,"Yukon"
"2019_yk_013",13,0.714076278912969,0.00290298393742425,747.337319168882,854.465031117076,"2019-06-06",157,2019,"Yukon"
"2019_yk_016",16,0.715742940747204,0.00423519843057062,638.057340953768,792.467013407307,"2019-06-06",157,2019,"Yukon"
"2019_yk_018",18,0.706757167160889,0.00280831644127888,590.486521964781,697.419519504572,"2019-06-06",157,2019,"Yukon"
"2019_yk_019",19,NA,NA,1667.10251670957,740.349719228138,"2019-06-07",158,2019,"Yukon"
"2019_yk_020",20,0.724303859657757,0.00195341720178475,459.32547805751,638.761726687026,"2019-06-07",158,2019,"Yukon"
"2019_yk_024",24,0.707638708591173,0.0013913369263556,213.598185370203,334.249183954009,"2019-06-09",160,2019,"Yukon"
"2019_yk_025",25,0.710133880736513,0.00312865350296389,596.266040719057,752.505181470599,"2019-06-09",160,2019,"Yukon"
"2019_yk_027",27,0.720282248845282,0.0016959532218762,334.676066501179,456.784770962211,"2019-06-10",161,2019,"Yukon"
"2019_yk_028a",28,0.711181345585838,0.00419563031000144,827.620644957482,1001.84483921688,"2019-06-10",161,2019,"Yukon"
"2019_yk_029",29,0.716497393868399,0.00348329222352549,865.569837601867,1012.61815548791,"2019-06-10",161,2019,"Yukon"
"2019_yk_030",30,0.716657044621986,0.0028709408179749,725.786421782336,837.630321195862,"2019-06-11",162,2019,"Yukon"
"2019_yk_035a",35,0.709909370280281,0.00316101917708039,399.274161340763,530.446316957548,"2019-06-11",162,2019,"Yukon"
"2019_yk_036",36,0.712490942582763,0.00284568367675451,523.518173893756,785.358347187726,"2019-06-11",162,2019,"Yukon"
"2019_yk_036a",36,NA,NA,1896.71931103046,1267.15530295947,"2019-06-11",162,2019,"Yukon"
"2019_yk_041",41,NA,NA,1408.45700442247,413.92807488621,"2019-06-11",162,2019,"Yukon"
"2019_yk_042",42,0.718997842682579,0.00231023852290519,632.470768115336,722.776258353253,"2019-06-12",163,2019,"Yukon"
"2019_yk_043",43,0.734879837144976,0.00208772144628414,625.247510471723,709.41821945432,"2019-06-12",163,2019,"Yukon"
"2019_yk_047",47,0.710412931343258,0.00304776320726187,610.433376892081,759.347269538335,"2019-06-12",163,2019,"Yukon"
"2019_yk_051",51,0.716834032088994,0.00379577757424536,905.599473425639,1051.93545261284,"2019-06-13",164,2019,"Yukon"
"2019_yk_051a",51,0.715892851915007,0.00239407476373719,618.351528394481,725.846015652285,"2019-06-13",164,2019,"Yukon"
"2019_yk_052",52,0.711812439997549,0.00323638196699832,719.864239479189,946.558754270036,"2019-06-13",164,2019,"Yukon"
"2019_yk_053",53,0.715513189187422,0.00402027305904142,635.860118632784,860.541321061097,"2019-06-13",164,2019,"Yukon"
"2019_yk_053a",53,0.714202327804707,0.00276427276497502,372.347577002594,513.995760749081,"2019-06-13",164,2019,"Yukon"
"2019_yk_055",55,0.71463957927651,0.00361905306470459,411.944526108985,534.898323273805,"2019-06-13",164,2019,"Yukon"
"2019_yk_055a",55,0.715657021173439,0.0019854858846072,666.392819140056,845.581905204339,"2019-06-13",164,2019,"Yukon"
"2019_yk_057",57,0.724677399984281,0.00234377594404802,546.195076892953,686.768309978251,"2019-06-14",165,2019,"Yukon"
"2019_yk_060",60,0.71156082191945,0.00410376235300193,545.427757178796,699.356234630487,"2019-06-14",165,2019,"Yukon"
"2019_yk_061",61,0.716335243524315,0.00406051598024015,806.871049898737,974.778355421632,"2019-06-14",165,2019,"Yukon"
"2019_yk_061a",61,0.715921200226997,0.00225405221426372,1084.07087961533,1152.29981464739,"2019-06-14",165,2019,"Yukon"
"2019_yk_064",64,0.717303891099069,0.0022364983475427,490.129371086432,729.55259100758,"2019-06-14",165,2019,"Yukon"
"2019_yk_066",66,0.722785581568554,0.00264426519913854,892.759740300182,992.051815616614,"2019-06-14",165,2019,"Yukon"
"2019_yk_069",69,0.722654041130086,0.00336225975546676,682.642008896918,760.82844608072,"2019-06-15",166,2019,"Yukon"
"2019_yk_070",70,0.7150793471042,0.00322260619519494,562.305771096271,727.786613265952,"2019-06-15",166,2019,"Yukon"
"2019_yk_071",71,0.712518958552702,0.00280140587181363,605.352824171434,829.767366433605,"2019-06-16",167,2019,"Yukon"
"2019_yk_075",75,0.71609649347833,0.00368723501880774,444.377749266057,556.887650659168,"2019-06-16",167,2019,"Yukon"
"2019_yk_076a",76,0.711063910236559,0.00336319078329658,771.68386149427,940.825632878034,"2019-06-16",167,2019,"Yukon"
"2019_yk_081",81,0.725710350051463,0.00223850475528464,475.195318214797,602.599087956589,"2019-06-16",167,2019,"Yukon"
"2019_yk_081a",81,0.725355398418029,0.00148057745224113,654.775987798654,774.270371775924,"2019-06-16",167,2019,"Yukon"
"2019_yk_082",82,0.715147327912253,0.00400956445253794,667.490598772074,825.4646252546,"2019-06-16",167,2019,"Yukon"
"2019_yk_085",85,0.713942105639839,0.0040588982931348,755.232822466882,958.769241279493,"2019-06-16",167,2019,"Yukon"
"2019_yk_085a",85,0.714361655189184,0.00196007298333516,644.165120290239,788.846257993867,"2019-06-16",167,2019,"Yukon"
"2019_yk_087",87,0.726450619720665,0.00343465570801853,566.49810280037,725.965212479958,"2019-06-16",167,2019,"Yukon"
"2019_yk_088",88,0.715573612092106,0.00409269152689902,764.652390271622,878.351010799402,"2019-06-17",168,2019,"Yukon"
"2019_yk_090",90,0.715131787250731,0.00287309698447832,427.822663567019,562.740696266882,"2019-06-17",168,2019,"Yukon"
"2019_yk_092",92,0.70982637856202,0.00324703834891707,282.543167820347,533.276237481109,"2019-06-17",168,2019,"Yukon"
"2019_yk_102",102,0.71443462568377,0.00362958658835696,421.397329844489,602.974908199065,"2019-06-17",168,2019,"Yukon"
"2019_yk_102a",102,0.71473115347359,0.00253075546011261,433.934527275781,699.882427076967,"2019-06-17",168,2019,"Yukon"
"2019_yk_104",104,0.717460334170826,0.00389566370154758,548.728309606777,739.814878500504,"2019-06-17",168,2019,"Yukon"
"2019_yk_104a",104,0.716575610680473,0.00231944998919053,1109.13033302886,1234.99959760785,"2019-06-17",168,2019,"Yukon"
"2019_yk_108",108,0.721125358456007,0.00190861398932589,465.020793963371,680.362829232883,"2019-06-17",168,2019,"Yukon"
"2019_yk_114",114,0.720970731939533,0.00252315706860617,392.87777178876,588.798421006761,"2019-06-18",169,2019,"Yukon"
"2019_yk_115",115,0.709631849066692,0.00149147880400034,258.933412219827,467.214126657804,"2019-06-18",169,2019,"Yukon"
"2019_yk_116",116,0.713166039535265,0.00235042989303337,522.25020369254,707.98799567297,"2019-06-18",169,2019,"Yukon"
"2019_yk_116a",116,NA,NA,1138.17383697291,411.754742192287,"2019-06-18",169,2019,"Yukon"
"2019_yk_119",119,0.705703513689979,0.00131638821110386,575.442936976354,707.491171064629,"2019-06-18",169,2019,"Yukon"
"2019_yk_123",123,0.714173939858364,0.00240428251896585,611.706772444845,769.879626589292,"2019-06-18",169,2019,"Yukon"
"2019_yk_128",128,0.716853008889316,0.00262958993103673,563.906459408352,745.008141566695,"2019-06-18",169,2019,"Yukon"
"2019_yk_129",129,0.707515488490695,0.0012084163529232,251.823088159197,542.129063035219,"2019-06-18",169,2019,"Yukon"
"2019_yk_132",132,0.708944316292135,0.00164028068824746,753.235389921918,993.077393597696,"2019-06-18",169,2019,"Yukon"
"2019_yk_133",133,0.712771469351171,0.00209955419634132,609.77816889294,754.051454411504,"2019-06-18",169,2019,"Yukon"
"2019_yk_136",136,0.710165763908187,0.00215382729715307,651.52115877058,863.90098915665,"2019-06-18",169,2019,"Yukon"
"2019_yk_138",138,0.721171354994726,0.00154559801078802,726.273139980126,868.351039050808,"2019-06-18",169,2019,"Yukon"
"2019_yk_139",139,0.71564128618748,0.00166538572735346,520.999387254982,731.023937507375,"2019-06-18",169,2019,"Yukon"
"2019_yk_139a",139,0.724609203342267,0.00203393837758092,333.054766443132,504.445769490651,"2019-06-18",169,2019,"Yukon"
"2019_yk_140",140,0.71110155791249,0.00299715514957397,754.721023311751,873.137757131274,"2019-06-18",169,2019,"Yukon"
"2019_yk_141",141,NA,NA,1758.26883769533,757.47796670095,"2019-06-18",169,2019,"Yukon"
"2019_yk_145",145,0.71215598587402,0.00320176095812132,709.556046932923,908.991735665478,"2019-06-19",170,2019,"Yukon"
"2019_yk_147",147,0.717374903533576,0.00194365671306704,859.217963447321,1001.90992284424,"2019-06-19",170,2019,"Yukon"
"2019_yk_149",149,0.709492381427277,0.00222883039702544,537.012818610006,675.24143039855,"2019-06-19",170,2019,"Yukon"
"2019_yk_152",152,0.710697488472157,0.00168113062764265,711.96960461034,901.647236675991,"2019-06-19",170,2019,"Yukon"
"2019_yk_153",153,0.706900729849048,0.00160280468414137,660.676978304676,885.54618814479,"2019-06-19",170,2019,"Yukon"
"2019_yk_160",160,0.707895491855331,0.00107582096084248,958.41889949532,1238.36290414568,"2019-06-19",170,2019,"Yukon"
"2019_yk_161",161,0.714451379004776,0.00331898075484982,1232.77924665291,1462.42225733746,"2019-06-19",170,2019,"Yukon"
"2019_yk_165",165,0.713312910423551,0.00260267197581092,524.910008783588,699.813062418543,"2019-06-19",170,2019,"Yukon"
"2019_yk_168",168,0.707322657941698,0.00189595843743756,584.700083224456,722.541219852467,"2019-06-19",170,2019,"Yukon"
"2019_yk_168a",168,0.70702727350278,0.000826018860571169,351.162063390476,571.232319757398,"2019-06-19",170,2019,"Yukon"
"2019_yk_170",170,0.722092480535351,0.0021211659827294,787.165127552269,829.633535039122,"2019-06-19",170,2019,"Yukon"
"2019_yk_172",172,0.721624766702423,0.00209717693649109,717.417579270691,851.298137000751,"2019-06-19",170,2019,"Yukon"
"2019_yk_174",174,0.723953304514681,0.00227338852863825,587.653979942057,733.340799781803,"2019-06-20",171,2019,"Yukon"
"2019_yk_175",175,0.714290315411425,0.00271776756603035,636.849651584371,843.300842064621,"2019-06-20",171,2019,"Yukon"
"2019_yk_175a",175,0.714141808200882,0.00122090698699336,317.837698052166,508.972562887399,"2019-06-20",171,2019,"Yukon"
"2019_yk_176",176,0.710299770911539,0.00226580756118921,661.783676610936,891.917149641191,"2019-06-20",171,2019,"Yukon"
