...1,Fish_id,OtoNum,natal_iso,natal_isose,natal_start,natal_end,Date,DOY,Year,Watershed,dailyCPUEprop,OtoPropDaily,COratio,Strat,Quartile
2,2021_k_199,99,0.70804368450641,0.00133628186405925,1408.62993417847,1874.92934222581,21-06-18,169,2021,Kusko,0.03653820965050655,0.02843601895734597,1.2849270393761472,1.0269649341302045,Q2
4,2021_kk_003_R2,3,0.706716384268812,0.00118313532682043,799.843924766831,1129.36113911106,21-06-02,153,2021,Kusko,0.003350474856252289,0.004739336492890996,0.7069501946692329,1.0969410386029117,Q1
5,2021_kk_005_R2,5,0.709100996742932,0.00117314641552159,255.506758282901,555.231048443599,21-06-04,155,2021,Kusko,0.008992180959811386,0.009478672985781991,0.9486750912601011,1.0969410386029117,Q1
6,2021_kk_006_R2,6,0.705512313272522,0.00101440800192335,695.9206234424,879.310237469786,21-06-04,155,2021,Kusko,0.008992180959811386,0.009478672985781991,0.9486750912601011,1.0969410386029117,Q1
9,2021_kk_011_R1,11,0.709379106880524,0.00134593943251875,508.474174304538,613.378831356628,21-06-08,159,2021,Kusko,0.008542287168915185,0.018957345971563982,0.450605648160276,1.0884229229428746,Q1
10,2021_kk_011_R2,11,0.709237734573799,0.0011148555965656,706.743520641688,938.82319154068,21-06-08,159,2021,Kusko,0.008542287168915185,0.018957345971563982,0.450605648160276,1.0884229229428746,Q1
11,2021_kk_012_R1,12,0.709596222515094,0.0011113785687152,288.236015939157,448.32023609779,21-06-08,159,2021,Kusko,0.008542287168915185,0.018957345971563982,0.450605648160276,1.0884229229428746,Q1
13,2021_kk_013_R2,13,0.709703645464231,0.00118651054082925,696.626221849023,978.060843970722,21-06-08,159,2021,Kusko,0.008542287168915185,0.018957345971563982,0.450605648160276,1.0884229229428746,Q1
14,2021_kk_014_R1,14,0.709775743652297,0.00105313137054568,184.81457819209,364.932335599973,21-06-07,158,2021,Kusko,0.005937838725414823,0.004739336492890996,1.2528839710625275,1.0884229229428746,Q1
15,2021_kk_018_R1,18,0.709218414945595,9.2686983029719e-4,775.525847751033,1002.53757843428,21-06-09,160,2021,Kusko,0.03717983033119396,0.014218009478672985,2.6149813999606417,1.0884229229428746,Q1
16,2021_kk_021_R1,21,0.713685632950033,0.00151362340482645,607.234249130939,683.93579622888,21-06-09,160,2021,Kusko,0.03717983033119396,0.014218009478672985,2.6149813999606417,1.0884229229428746,Q1
17,2021_kk_022_R1,22,0.710469510102934,0.00138376574318913,503.123811375589,674.246467767364,21-06-09,160,2021,Kusko,0.03717983033119396,0.014218009478672985,2.6149813999606417,1.0884229229428746,Q1
18,2021_kk_030,30,0.709546039331215,0.00172312613014847,483.002852578139,619.784840340275,21-06-10,161,2021,Kusko,0.04633146731815843,0.05687203791469194,0.8146616336776191,1.0884229229428746,Q1
19,2021_kk_031,31,0.709632068547361,0.00105127046555082,747.92880185067,864.493096604575,21-06-10,161,2021,Kusko,0.04633146731815843,0.05687203791469194,0.8146616336776191,1.0884229229428746,Q1
20,2021_kk_033,33,0.709273999197776,0.00122839205116386,232.231848550104,516.860643016142,21-06-10,161,2021,Kusko,0.04633146731815843,0.05687203791469194,0.8146616336776191,1.0884229229428746,Q1
22,2021_kk_034a,34,0.71142176266361,0.00151556523318156,627.517890869233,815.162156374211,21-06-10,161,2021,Kusko,0.04633146731815843,0.05687203791469194,0.8146616336776191,1.0884229229428746,Q1
23,2021_kk_035,35,0.709188023239889,0.00108957313347963,674.983122174112,815.333499295141,21-06-10,161,2021,Kusko,0.04633146731815843,0.05687203791469194,0.8146616336776191,1.0884229229428746,Q1
24,2021_kk_036,36,0.709375077856112,0.00136881399053345,727.645762536185,1001.72254778487,21-06-11,162,2021,Kusko,0.022086558046739597,0.023696682464454975,0.9320527495724111,1.0689415003383922,Q1
25,2021_kk_037,37,0.709485422963447,0.00183372234572374,679.238414203059,801.147277995215,21-06-10,161,2021,Kusko,0.04633146731815843,0.05687203791469194,0.8146616336776191,1.0884229229428746,Q1
26,2021_kk_038_R1,38,0.710593928994762,0.00175547275559633,601.739553237563,749.8879243198,21-06-11,162,2021,Kusko,0.022086558046739597,0.023696682464454975,0.9320527495724111,1.0689415003383922,Q1
28,2021_kk_039,39,0.705906023870271,7.7270151142649e-4,662.475895944787,853.198299969905,21-06-10,161,2021,Kusko,0.04633146731815843,0.05687203791469194,0.8146616336776191,1.0884229229428746,Q1
29,2021_kk_041,41,0.708187311216615,0.00207686577583401,349.426988762538,559.597434280433,21-06-10,161,2021,Kusko,0.04633146731815843,0.05687203791469194,0.8146616336776191,1.0884229229428746,Q1
30,2021_kk_043,43,0.709199728395582,0.00104949713188911,517.001420756721,728.204587904089,21-06-10,161,2021,Kusko,0.04633146731815843,0.05687203791469194,0.8146616336776191,1.0884229229428746,Q1
31,2021_kk_044_R1,44,0.709943902323389,0.00164018187197729,480.554163069247,708.580080694258,21-06-10,161,2021,Kusko,0.04633146731815843,0.05687203791469194,0.8146616336776191,1.0884229229428746,Q1
32,2021_kk_045,45,0.711324756599331,0.00192216523900176,400.600570776535,577.496531919634,21-06-10,161,2021,Kusko,0.04633146731815843,0.05687203791469194,0.8146616336776191,1.0884229229428746,Q1
33,2021_kk_047,47,0.708466199584963,6.9386131671136e-4,537.51336249568806,752.889478213494,21-06-10,161,2021,Kusko,0.04633146731815843,0.05687203791469194,0.8146616336776191,1.0884229229428746,Q1
34,2021_kk_049_R1,49,0.709478574864079,8.7488962424116e-4,521.146728360078,607.473088314423,21-06-12,163,2021,Kusko,0.024958664821532636,0.014218009478672985,1.7554260924477953,1.0689415003383922,Q1
38,2021_kk_053,53,0.707777924591122,9.2263220949001e-4,329.914212623751,621.531875660107,21-06-11,162,2021,Kusko,0.022086558046739597,0.023696682464454975,0.9320527495724111,1.0689415003383922,Q1
39,2021_kk_054,54,0.708522359826769,0.00113862148755103,271.684682322293,598.758189931172,21-06-11,162,2021,Kusko,0.022086558046739597,0.023696682464454975,0.9320527495724111,1.0689415003383922,Q1
40,2021_kk_055_R1,55,0.709161939096827,0.00106152489055001,373.637114396535,527.032995092339,21-06-11,162,2021,Kusko,0.022086558046739597,0.023696682464454975,0.9320527495724111,1.0689415003383922,Q1
41,2021_kk_057,57,0.707666992512828,7.6018634367892e-4,664.535640180295,833.64913642485806,21-06-13,164,2021,Kusko,0.021141211600046318,0.023696682464454975,0.8921591295219546,1.0689415003383922,Q2
42,2021_kk_058,58,0.709191463570272,0.0011344032150545,297.753882918384,581.144916467961,21-06-13,164,2021,Kusko,0.021141211600046318,0.023696682464454975,0.8921591295219546,1.0689415003383922,Q2
44,2021_kk_061,61,0.706953620500488,0.00162521617668162,517.902430516835,757.609387007092,21-06-12,163,2021,Kusko,0.024958664821532636,0.014218009478672985,1.7554260924477953,1.0689415003383922,Q1
