"Cycle","Sr88","Iso","Time","Microns","Fish_id","Watershed","Year","Iso_MA","Sr88_MA","Sr88_MA_Gradient","natal_microns_start","natal_microns_end","marine_start","natal_origin_iso"
20,0.740020084148795,0.705867928782561,10.48,20.96,"2015_nk_152_redo_1","Nush",2015,NA,NA,NA,619.692537500166,788.572018006031,1283.8,0.706077917922131
21,1.19456428346543,0.705932468422327,11.004,22.008,"2015_nk_152_redo_1","Nush",2015,NA,NA,NA,619.692537500166,788.572018006031,1283.8,0.706077917922131
22,1.32808930708319,0.705292971980477,11.528,23.056,"2015_nk_152_redo_1","Nush",2015,NA,NA,NA,619.692537500166,788.572018006031,1283.8,0.706077917922131
23,1.37604323093956,0.706547180737793,12.052,24.104,"2015_nk_152_redo_1","Nush",2015,NA,NA,NA,619.692537500166,788.572018006031,1283.8,0.706077917922131
24,1.38205014679468,0.705432186828735,12.576,25.152,"2015_nk_152_redo_1","Nush",2015,NA,NA,NA,619.692537500166,788.572018006031,1283.8,0.706077917922131
25,1.39724621084347,0.706418771306795,13.1,26.2,"2015_nk_152_redo_1","Nush",2015,NA,NA,NA,619.692537500166,788.572018006031,1283.8,0.706077917922131
26,1.44911759537806,0.705263509820799,13.624,27.248,"2015_nk_152_redo_1","Nush",2015,NA,NA,NA,619.692537500166,788.572018006031,1283.8,0.706077917922131
27,1.48946524580455,0.706319528777159,14.148,28.296,"2015_nk_152_redo_1","Nush",2015,NA,NA,NA,619.692537500166,788.572018006031,1283.8,0.706077917922131
28,1.38617124822312,0.707047655973365,14.672,29.344,"2015_nk_152_redo_1","Nush",2015,NA,NA,NA,619.692537500166,788.572018006031,1283.8,0.706077917922131
29,1.41330962103258,0.706224849863766,15.196,30.392,"2015_nk_152_redo_1","Nush",2015,NA,NA,NA,619.692537500166,788.572018006031,1283.8,0.706077917922131
30,1.48962650227653,0.706651063148036,15.72,31.44,"2015_nk_152_redo_1","Nush",2015,NA,NA,NA,619.692537500166,788.572018006031,1283.8,0.706077917922131
