"Cycle","Sr88","Iso","Time","Microns","Fish_id","Watershed","Year","Iso_MA","Sr88_MA","Sr88_MA_Gradient","natal_microns_start","natal_microns_end","marine_start","natal_origin_iso"
41,0.252787271979308,0.712079907834265,21.484,42.968,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
42,0.603599482621434,0.707999106323381,22.008,44.016,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
43,0.738593897360981,0.708788864418171,22.532,45.064,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
44,0.763091123377468,0.708066885655616,23.056,46.112,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
45,0.776839633849317,0.709194810714572,23.58,47.16,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
46,0.770442859255746,0.708423398497421,24.104,48.208,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
47,0.791315901083299,0.708418918513474,24.628,49.256,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
48,0.834062721744014,0.709614105083224,25.152,50.304,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
49,0.809774960721933,0.709870876633318,25.676,51.352,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
50,0.828453757744547,0.709090483638372,26.2,52.4,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
51,0.893474998732513,0.708941859592216,26.724,53.448,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
52,0.873574661391278,0.708313887265021,27.248,54.496,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
53,0.85970806331822,0.709078272161445,27.772,55.544,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
54,0.804851639941401,0.707474269479592,28.296,56.592,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
55,0.828269009703417,0.709620313859994,28.82,57.64,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
56,0.787921059120835,0.70989705519976,29.344,58.688,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
57,0.714553695571527,0.707947144857275,29.868,59.736,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
58,0.868842292032882,0.707697710641226,30.392,60.784,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
59,0.815873607495369,0.708783851275857,30.916,61.832,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
60,0.744224418912796,0.708166271030447,31.44,62.88,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
61,0.808965400252233,0.706477323228551,31.964,63.928,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
62,0.844769467191547,0.709249707236207,32.488,64.976,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
63,0.820705391952816,0.709700496668531,33.012,66.024,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
64,0.818808971642907,0.70842854601067,33.536,67.072,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
65,0.829201688375394,0.70916686643592,34.06,68.12,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
66,0.84684658959105,0.709961991382262,34.584,69.168,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
67,0.812250145439045,0.708791797902502,35.108,70.216,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
68,0.812700619007577,0.708384864147134,35.632,71.264,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
69,0.80678835971516,0.708144808886901,36.156,72.312,"2015_nk_122_redoB","Nush",2015,NA,NA,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
70,0.801641142535023,0.708647260550602,36.68,73.36,"2015_nk_122_redoB","Nush",2015,0.708746142921138,0.80852608204216,NA,568.787006900616,755.509591923182,1186.336,0.707158527117056
71,0.805117748711816,0.710079884729081,37.204,74.408,"2015_nk_122_redoB","Nush",2015,0.708692283174794,0.818998597926174,0.0104725158840141,568.787006900616,755.509591923182,1186.336,0.707158527117056
72,0.788268440141824,0.708319779930496,37.728,75.456,"2015_nk_122_redoB","Nush",2015,0.708708288811639,0.823481520247148,0.00448292232097469,568.787006900616,755.509591923182,1186.336,0.707158527117056
73,0.82476573909504,0.710513927154982,38.252,76.504,"2015_nk_122_redoB","Nush",2015,0.708718383170531,0.825232903595541,0.00175138334839264,568.787006900616,755.509591923182,1186.336,0.707158527117056
