"Cycle","time","Iso","Sr88","Time","Microns","Fish_id","Watershed","Year","Iso_MA","Sr88_MA","Sr88_MA_Gradient","natal_microns_start","natal_microns_end","marine_start","natal_origin_iso"
1,0.524,0.709724,2.465052,0.524,1.048,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
2,1.048,0.709659,2.628848,1.048,2.096,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
3,1.572,0.709182,2.68967,1.572,3.144,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
4,2.096,0.70878,2.717183,2.096,4.192,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
5,2.62,0.709573,2.699747,2.62,5.24,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
6,3.144,0.709275,2.670011,3.144,6.288,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
7,3.668,0.709033,2.699379,3.668,7.336,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
8,4.192,0.709034,2.663002,4.192,8.384,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
9,4.716,0.709057,2.684155,4.716,9.432,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
10,5.24,0.709631,2.797707,5.24,10.48,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
11,5.764,0.708772,2.747085,5.764,11.528,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
12,6.288,0.709428,2.758113,6.288,12.576,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
13,6.812,0.709413,2.701735,6.812,13.624,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
14,7.336,0.709568,2.712614,7.336,14.672,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
15,7.86,0.709552,2.755171,7.86,15.72,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
16,8.384,0.70909,2.841156,8.384,16.768,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
17,8.908,0.709316,2.773263,8.908,17.816,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
18,9.432,0.709268,2.813691,9.432,18.864,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
19,9.956,0.708598,2.742304,9.956,19.912,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
20,10.48,0.708785,2.734206,10.48,20.96,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
21,11.004,0.709112,2.731893,11.004,22.008,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
22,11.528,0.709356,2.835478,11.528,23.056,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
23,12.052,0.708552,2.794144,12.052,24.104,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
24,12.576,0.709213,2.801283,12.576,25.152,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
25,13.1,0.70925,2.766615,13.1,26.2,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
26,13.624,0.709435,2.726116,13.624,27.248,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
27,14.148,0.709002,2.702543,14.148,28.296,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
28,14.672,0.709248,2.761455,14.672,29.344,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
29,15.196,0.709186,2.817936,15.196,30.392,"2011_nk_57b","Nush",2011,NA,NA,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
30,15.72,0.708708,2.812224,15.72,31.44,"2011_nk_57b","Nush",2011,0.709186366666666,2.67606063333333,NA,922.45814641099,1132.62105003644,1498.64,0.70851504
31,16.244,0.709151,2.738442,16.244,32.488,"2011_nk_57b","Nush",2011,0.7091745,2.67404856666667,-0.00201206666666653,922.45814641099,1132.62105003644,1498.64,0.70851504
32,16.768,0.708765,2.706963,16.768,33.536,"2011_nk_57b","Nush",2011,0.709166466666666,2.66756388333333,-0.00648468333333341,922.45814641099,1132.62105003644,1498.64,0.70851504
33,17.292,0.710046,2.728917,17.292,34.584,"2011_nk_57b","Nush",2011,0.70916585,2.65894943333333,-0.00861445000000005,922.45814641099,1132.62105003644,1498.64,0.70851504
34,17.816,0.709493,2.737314,17.816,35.632,"2011_nk_57b","Nush",2011,0.7091602,2.64942875,-0.00952068333333322,922.45814641099,1132.62105003644,1498.64,0.70851504
35,18.34,0.70903,2.78794,18.34,36.68,"2011_nk_57b","Nush",2011,0.709150516666666,2.64012355,-0.00930520000000001,922.45814641099,1132.62105003644,1498.64,0.70851504
36,18.864,0.708797,2.716155,18.864,37.728,"2011_nk_57b","Nush",2011,0.709146383333333,2.63103365,-0.00908989999999976,922.45814641099,1132.62105003644,1498.64,0.70851504
37,19.388,0.709379,2.750825,19.388,38.776,"2011_nk_57b","Nush",2011,0.7091503,2.6207762,-0.0102574499999997,922.45814641099,1132.62105003644,1498.64,0.70851504
38,19.912,0.709466,2.747374,19.912,39.824,"2011_nk_57b","Nush",2011,0.709153033333333,2.61022841666667,-0.0105477833333336,922.45814641099,1132.62105003644,1498.64,0.70851504
39,20.436,0.70897,2.721233,20.436,40.872,"2011_nk_57b","Nush",2011,0.709147816666666,2.59773915,-0.0124892666666665,922.45814641099,1132.62105003644,1498.64,0.70851504
40,20.96,0.708975,2.722811,20.96,41.92,"2011_nk_57b","Nush",2011,0.70912535,2.58241481666667,-0.015324333333333,922.45814641099,1132.62105003644,1498.64,0.70851504
41,21.484,0.709862,2.68983,21.484,42.968,"2011_nk_57b","Nush",2011,0.709128166666666,2.56788176666667,-0.0145330500000003,922.45814641099,1132.62105003644,1498.64,0.70851504
42,22.008,0.709873,2.702779,22.008,44.016,"2011_nk_57b","Nush",2011,0.709118533333333,2.55222655,-0.0156552166666666,922.45814641099,1132.62105003644,1498.64,0.70851504
43,22.532,0.709285,2.703902,22.532,45.064,"2011_nk_57b","Nush",2011,0.7091129,2.53664656666667,-0.0155799833333332,922.45814641099,1132.62105003644,1498.64,0.70851504
44,23.056,0.709113,2.663037,23.056,46.112,"2011_nk_57b","Nush",2011,0.7090973,2.51997855,-0.0166680166666664,922.45814641099,1132.62105003644,1498.64,0.70851504
45,23.58,0.70947,2.63475,23.58,47.16,"2011_nk_57b","Nush",2011,0.70907705,2.50093665,-0.0190419000000004,922.45814641099,1132.62105003644,1498.64,0.70851504
46,24.104,0.709067,2.581642,24.104,48.208,"2011_nk_57b","Nush",2011,0.7090652,2.47935103333333,-0.0215856166666666,922.45814641099,1132.62105003644,1498.64,0.70851504
47,24.628,0.709151,2.631728,24.628,49.256,"2011_nk_57b","Nush",2011,0.7090584,2.45895355,-0.0203974833333334,922.45814641099,1132.62105003644,1498.64,0.70851504
48,25.152,0.709184,2.677653,25.152,50.304,"2011_nk_57b","Nush",2011,0.70905085,2.43747521666667,-0.0214783333333335,922.45814641099,1132.62105003644,1498.64,0.70851504
49,25.676,0.709293,2.62433,25.676,51.352,"2011_nk_57b","Nush",2011,0.70905715,2.41665478333333,-0.0208204333333333,922.45814641099,1132.62105003644,1498.64,0.70851504
50,26.2,0.709283,2.62515,26.2,52.4,"2011_nk_57b","Nush",2011,0.709044349999999,2.39464578333333,-0.0220090000000002,922.45814641099,1132.62105003644,1498.64,0.70851504
51,26.724,0.709042,2.580467,26.724,53.448,"2011_nk_57b","Nush",2011,0.709032299999999,2.37169723333333,-0.0229485499999997,922.45814641099,1132.62105003644,1498.64,0.70851504
52,27.248,0.709302,2.491366,27.248,54.496,"2011_nk_57b","Nush",2011,0.709018533333333,2.34584965,-0.0258475833333338,922.45814641099,1132.62105003644,1498.64,0.70851504
53,27.772,0.70861,2.496337,27.772,55.544,"2011_nk_57b","Nush",2011,0.70903245,2.31991498333333,-0.0259346666666667,922.45814641099,1132.62105003644,1498.64,0.70851504
54,28.296,0.709073,2.540901,28.296,56.592,"2011_nk_57b","Nush",2011,0.7090157,2.29376096666667,-0.0261540166666667,922.45814641099,1132.62105003644,1498.64,0.70851504
55,28.82,0.709368,2.507791,28.82,57.64,"2011_nk_57b","Nush",2011,0.709003683333333,2.26743666666667,-0.0263242999999997,922.45814641099,1132.62105003644,1498.64,0.70851504
56,29.344,0.708676,2.433264,29.344,58.688,"2011_nk_57b","Nush",2011,0.708961366666666,2.2411688,-0.0262678666666667,922.45814641099,1132.62105003644,1498.64,0.70851504
57,29.868,0.709368,2.406112,29.868,59.736,"2011_nk_57b","Nush",2011,0.70895705,2.214342,-0.0268268000000003,922.45814641099,1132.62105003644,1498.64,0.70851504
58,30.392,0.708923,2.359313,30.392,60.784,"2011_nk_57b","Nush",2011,0.7089386,2.18525421666667,-0.0290877833333338,922.45814641099,1132.62105003644,1498.64,0.70851504
59,30.916,0.708493,2.393171,30.916,61.832,"2011_nk_57b","Nush",2011,0.708931066666666,2.1548854,-0.0303688166666665,922.45814641099,1132.62105003644,1498.64,0.70851504
60,31.44,0.708874,2.418362,31.44,62.88,"2011_nk_57b","Nush",2011,0.70891795,2.12398408333333,-0.0309013166666663,922.45814641099,1132.62105003644,1498.64,0.70851504
61,31.964,0.709012,2.344328,31.964,63.928,"2011_nk_57b","Nush",2011,0.708918366666666,2.09408823333333,-0.0298958500000004,922.45814641099,1132.62105003644,1498.64,0.70851504
62,32.488,0.709177,2.239767,32.488,64.976,"2011_nk_57b","Nush",2011,0.708909266666666,2.0643721,-0.0297161333333329,922.45814641099,1132.62105003644,1498.64,0.70851504
63,33.012,0.709145,2.172803,33.012,66.024,"2011_nk_57b","Nush",2011,0.70886395,2.03380178333333,-0.0305703166666671,922.45814641099,1132.62105003644,1498.64,0.70851504
64,33.536,0.708441,2.145942,33.536,67.072,"2011_nk_57b","Nush",2011,0.708823733333333,2.00259423333333,-0.03120755,922.45814641099,1132.62105003644,1498.64,0.70851504
65,34.06,0.708992,2.141435,34.06,68.12,"2011_nk_57b","Nush",2011,0.7088077,1.9700237,-0.0325705333333335,922.45814641099,1132.62105003644,1498.64,0.70851504
66,34.584,0.709027,2.124617,34.584,69.168,"2011_nk_57b","Nush",2011,0.708798333333333,1.93821771666667,-0.0318059833333333,922.45814641099,1132.62105003644,1498.64,0.70851504
67,35.108,0.709268,2.083932,35.108,70.216,"2011_nk_57b","Nush",2011,0.708793533333333,1.90570188333333,-0.0325158333333335,922.45814641099,1132.62105003644,1498.64,0.70851504
68,35.632,0.709198,2.030135,35.632,71.264,"2011_nk_57b","Nush",2011,0.70879165,1.8731672,-0.0325346833333333,922.45814641099,1132.62105003644,1498.64,0.70851504
69,36.156,0.708744,1.934799,36.156,72.312,"2011_nk_57b","Nush",2011,0.70877865,1.84114263333333,-0.0320245666666668,922.45814641099,1132.62105003644,1498.64,0.70851504
70,36.68,0.708283,1.878247,36.68,73.36,"2011_nk_57b","Nush",2011,0.708750316666666,1.80867341666667,-0.0324692166666667,922.45814641099,1132.62105003644,1498.64,0.70851504
71,37.204,0.708941,1.875102,37.204,74.408,"2011_nk_57b","Nush",2011,0.708759733333333,1.77667086666667,-0.0320025500000001,922.45814641099,1132.62105003644,1498.64,0.70851504
72,37.728,0.70885,1.8188,37.728,75.456,"2011_nk_57b","Nush",2011,0.7087561,1.74431188333333,-0.0323589833333335,922.45814641099,1132.62105003644,1498.64,0.70851504
73,38.252,0.709075,1.766936,38.252,76.504,"2011_nk_57b","Nush",2011,0.708723016666666,1.71182505,-0.032486833333333,922.45814641099,1132.62105003644,1498.64,0.70851504
74,38.776,0.708632,1.712533,38.776,77.552,"2011_nk_57b","Nush",2011,0.7086904,1.68002426666667,-0.0318007833333334,922.45814641099,1132.62105003644,1498.64,0.70851504
75,39.3,0.708337,1.612657,39.3,78.6,"2011_nk_57b","Nush",2011,0.7086688,1.64882646666667,-0.0311978000000002,922.45814641099,1132.62105003644,1498.64,0.70851504
76,39.824,0.708379,1.546019,39.824,79.648,"2011_nk_57b","Nush",2011,0.708647566666666,1.61846866666667,-0.0303578,922.45814641099,1132.62105003644,1498.64,0.70851504
77,40.348,0.708908,1.549414,40.348,80.696,"2011_nk_57b","Nush",2011,0.708677966666666,1.58706736666667,-0.0314013,922.45814641099,1132.62105003644,1498.64,0.70851504
78,40.872,0.708815,1.524991,40.872,81.744,"2011_nk_57b","Nush",2011,0.708661633333333,1.55498181666667,-0.0320855499999999,922.45814641099,1132.62105003644,1498.64,0.70851504
79,41.396,0.708976,1.493078,41.396,82.792,"2011_nk_57b","Nush",2011,0.708666566666666,1.523762,-0.0312198166666666,922.45814641099,1132.62105003644,1498.64,0.70851504
80,41.92,0.708017,1.413666,41.92,83.84,"2011_nk_57b","Nush",2011,0.708621483333333,1.49279158333333,-0.0309704166666669,922.45814641099,1132.62105003644,1498.64,0.70851504
81,42.444,0.708389,1.35498,42.444,84.888,"2011_nk_57b","Nush",2011,0.708592383333333,1.46270265,-0.0300889333333332,922.45814641099,1132.62105003644,1498.64,0.70851504
82,42.968,0.70853,1.284623,42.968,85.936,"2011_nk_57b","Nush",2011,0.708579383333333,1.43407785,-0.0286248,922.45814641099,1132.62105003644,1498.64,0.70851504
83,43.492,0.709387,1.238064,43.492,86.984,"2011_nk_57b","Nush",2011,0.708553283333333,1.40533176666667,-0.0287460833333335,922.45814641099,1132.62105003644,1498.64,0.70851504
84,44.016,0.708208,1.232042,44.016,88.032,"2011_nk_57b","Nush",2011,0.7085579,1.3757019,-0.0296298666666668,922.45814641099,1132.62105003644,1498.64,0.70851504
85,44.54,0.708529,1.187157,44.54,89.08,"2011_nk_57b","Nush",2011,0.708546566666666,1.34672051666667,-0.0289813833333332,922.45814641099,1132.62105003644,1498.64,0.70851504
86,45.064,0.706896,1.150044,45.064,90.128,"2011_nk_57b","Nush",2011,0.708525183333333,1.31919896666667,-0.0275215500000001,922.45814641099,1132.62105003644,1498.64,0.70851504
87,45.588,0.708743,1.092935,45.588,91.176,"2011_nk_57b","Nush",2011,0.708504133333333,1.29221528333333,-0.0269836833333332,922.45814641099,1132.62105003644,1498.64,0.70851504
88,46.112,0.708141,1.016188,46.112,92.224,"2011_nk_57b","Nush",2011,0.708518083333333,1.26600855,-0.0262067333333336,922.45814641099,1132.62105003644,1498.64,0.70851504
89,46.636,0.708734,0.995807,46.636,93.272,"2011_nk_57b","Nush",2011,0.708527783333333,1.23935053333333,-0.0266580166666666,922.45814641099,1132.62105003644,1498.64,0.70851504
90,47.16,0.707921,0.958145,47.16,94.32,"2011_nk_57b","Nush",2011,0.7085249,1.21224896666667,-0.0271015666666665,922.45814641099,1132.62105003644,1498.64,0.70851504
91,47.684,0.709176,0.944691,47.684,95.368,"2011_nk_57b","Nush",2011,0.70852345,1.18644086666667,-0.0258081000000001,922.45814641099,1132.62105003644,1498.64,0.70851504
92,48.208,0.708219,0.923995,48.208,96.416,"2011_nk_57b","Nush",2011,0.708489366666666,1.162685,-0.0237558666666666,922.45814641099,1132.62105003644,1498.64,0.70851504
93,48.732,0.707327,0.894698,48.732,97.464,"2011_nk_57b","Nush",2011,0.708475466666666,1.14033138333333,-0.0223536166666667,922.45814641099,1132.62105003644,1498.64,0.70851504
94,49.256,0.70708,0.864861,49.256,98.512,"2011_nk_57b","Nush",2011,0.708451566666666,1.11839623333333,-0.02193515,922.45814641099,1132.62105003644,1498.64,0.70851504
