"Cycle","time","Iso","Sr88","Time","Microns","Fish_id","Watershed","Year","Iso_MA","Sr88_MA","Sr88_MA_Gradient","natal_microns_start","natal_microns_end","marine_start","natal_origin_iso"
1,0.524,0.704701,0.937262,0.524,1.048,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
2,1.048,0.704884,0.933232,1.048,2.096,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
3,1.572,0.705273,0.94439,1.572,3.144,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
4,2.096,0.705061,0.935856,2.096,4.192,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
5,2.62,0.705308,0.935349,2.62,5.24,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
6,3.144,0.705486,0.933319,3.144,6.288,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
7,3.668,0.704012,0.937825,3.668,7.336,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
8,4.192,0.70435,0.952528,4.192,8.384,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
9,4.716,0.704744,0.938839,4.716,9.432,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
10,5.24,0.705516,0.935735,5.24,10.48,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
11,5.764,0.704681,0.942273,5.764,11.528,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
12,6.288,0.70565,0.937404,6.288,12.576,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
13,6.812,0.705421,0.941939,6.812,13.624,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
14,7.336,0.704266,0.947099,7.336,14.672,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
15,7.86,0.705826,0.942434,7.86,15.72,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
16,8.384,0.704176,0.959004,8.384,16.768,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
17,8.908,0.705065,0.948912,8.908,17.816,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
18,9.432,0.705288,0.952429,9.432,18.864,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
19,9.956,0.7046,0.955772,9.956,19.912,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
20,10.48,0.704442,0.966638,10.48,20.96,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
21,11.004,0.705426,0.964614,11.004,22.008,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
22,11.528,0.703162,0.97095,11.528,23.056,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
23,12.052,0.704413,0.963216,12.052,24.104,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
24,12.576,0.70436,0.94863,12.576,25.152,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
25,13.1,0.705152,0.95396,13.1,26.2,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
26,13.624,0.7033,0.946451,13.624,27.248,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
27,14.148,0.704763,0.927437,14.148,28.296,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
28,14.672,0.705854,0.93287,14.672,29.344,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
29,15.196,0.704407,0.932998,15.196,30.392,"2011_nk_43a","Nush",2011,NA,NA,NA,525.153583681193,672.774244931207,1196.816,0.70485665
30,15.72,0.703885,0.927247,15.72,31.44,"2011_nk_43a","Nush",2011,0.70479845,0.938402833333333,NA,525.153583681193,672.774244931207,1196.816,0.70485665
31,16.244,0.706146,0.939886,16.244,32.488,"2011_nk_43a","Nush",2011,0.704801366666666,0.938689233333333,0.00028640000000002,525.153583681193,672.774244931207,1196.816,0.70485665
32,16.768,0.703308,0.933352,16.768,33.536,"2011_nk_43a","Nush",2011,0.704811683333333,0.939042883333333,0.000353649999999983,525.153583681193,672.774244931207,1196.816,0.70485665
33,17.292,0.703505,0.941494,17.292,34.584,"2011_nk_43a","Nush",2011,0.704801383333333,0.939215433333333,0.000172550000000049,525.153583681193,672.774244931207,1196.816,0.70485665
34,17.816,0.702922,0.935865,17.816,35.632,"2011_nk_43a","Nush",2011,0.704819766666666,0.939677483333333,0.000462050000000103,525.153583681193,672.774244931207,1196.816,0.70485665
35,18.34,0.705742,0.931576,18.34,36.68,"2011_nk_43a","Nush",2011,0.704819766666666,0.939952966666667,0.000275483333333271,525.153583681193,672.774244931207,1196.816,0.70485665
36,18.864,0.704186,0.925486,18.864,37.728,"2011_nk_43a","Nush",2011,0.7047977,0.940314983333333,0.000362016666666687,525.153583681193,672.774244931207,1196.816,0.70485665
