"Cycle","Sr88","Iso","Time","Microns","Fish_id","Watershed","Year","Iso_MA","Sr88_MA","Sr88_MA_Gradient","natal_microns_start","natal_microns_end","marine_start","natal_origin_iso"
10,0.388235354186463,0.707013335547484,5.24,10.48,"2015_nk_156_smlLB","Nush",2015,NA,NA,NA,368.740645609799,468.804086761147,856.216,0.706155333917571
11,0.834940650157886,0.7072190829623,5.764,11.528,"2015_nk_156_smlLB","Nush",2015,NA,NA,NA,368.740645609799,468.804086761147,856.216,0.706155333917571
12,1.00672804822561,0.707556463997357,6.288,12.576,"2015_nk_156_smlLB","Nush",2015,NA,NA,NA,368.740645609799,468.804086761147,856.216,0.706155333917571
13,1.11367299653735,0.70725554941091,6.812,13.624,"2015_nk_156_smlLB","Nush",2015,NA,NA,NA,368.740645609799,468.804086761147,856.216,0.706155333917571
14,1.21052015161055,0.706965799695486,7.336,14.672,"2015_nk_156_smlLB","Nush",2015,NA,NA,NA,368.740645609799,468.804086761147,856.216,0.706155333917571
15,1.21686818432775,0.707091337032306,7.86,15.72,"2015_nk_156_smlLB","Nush",2015,NA,NA,NA,368.740645609799,468.804086761147,856.216,0.706155333917571
16,1.14815326360085,0.707498610912647,8.384,16.768,"2015_nk_156_smlLB","Nush",2015,NA,NA,NA,368.740645609799,468.804086761147,856.216,0.706155333917571
17,1.12614573386467,0.708572592464049,8.908,17.816,"2015_nk_156_smlLB","Nush",2015,NA,NA,NA,368.740645609799,468.804086761147,856.216,0.706155333917571
18,1.13684501940774,0.707028803561541,9.432,18.864,"2015_nk_156_smlLB","Nush",2015,NA,NA,NA,368.740645609799,468.804086761147,856.216,0.706155333917571
19,1.2095097167727,0.707729403784587,9.956,19.912,"2015_nk_156_smlLB","Nush",2015,NA,NA,NA,368.740645609799,468.804086761147,856.216,0.706155333917571
20,1.17699153080052,0.707810427893022,10.48,20.96,"2015_nk_156_smlLB","Nush",2015,NA,NA,NA,368.740645609799,468.804086761147,856.216,0.706155333917571
21,1.10993734058199,0.708046806695371,11.004,22.008,"2015_nk_156_smlLB","Nush",2015,NA,NA,NA,368.740645609799,468.804086761147,856.216,0.706155333917571
22,1.14360769548241,0.708298343393872,11.528,23.056,"2015_nk_156_smlLB","Nush",2015,NA,NA,NA,368.740645609799,468.804086761147,856.216,0.706155333917571
23,1.18534034406926,0.707732705681655,12.052,24.104,"2015_nk_156_smlLB","Nush",2015,NA,NA,NA,368.740645609799,468.804086761147,856.216,0.706155333917571
24,1.16465089833087,0.707740433575485,12.576,25.152,"2015_nk_156_smlLB","Nush",2015,NA,NA,NA,368.740645609799,468.804086761147,856.216,0.706155333917571
25,1.09929368358206,0.707862504761706,13.1,26.2,"2015_nk_156_smlLB","Nush",2015,NA,NA,NA,368.740645609799,468.804086761147,856.216,0.706155333917571
26,1.12176190576456,0.707239958975615,13.624,27.248,"2015_nk_156_smlLB","Nush",2015,NA,NA,NA,368.740645609799,468.804086761147,856.216,0.706155333917571
27,1.18555220566912,0.7076010371132,14.148,28.296,"2015_nk_156_smlLB","Nush",2015,NA,NA,NA,368.740645609799,468.804086761147,856.216,0.706155333917571
28,1.14897404796637,0.707519158543355,14.672,29.344,"2015_nk_156_smlLB","Nush",2015,NA,NA,NA,368.740645609799,468.804086761147,856.216,0.706155333917571
29,1.10784763972851,0.707626802154609,15.196,30.392,"2015_nk_156_smlLB","Nush",2015,NA,NA,NA,368.740645609799,468.804086761147,856.216,0.706155333917571
30,1.1298067402863,0.708376467271881,15.72,31.44,"2015_nk_156_smlLB","Nush",2015,NA,NA,NA,368.740645609799,468.804086761147,856.216,0.706155333917571
31,1.20209428540735,0.707485638916945,16.244,32.488,"2015_nk_156_smlLB","Nush",2015,NA,NA,NA,368.740645609799,468.804086761147,856.216,0.706155333917571
32,1.14816149088804,0.707343846352343,16.768,33.536,"2015_nk_156_smlLB","Nush",2015,NA,NA,NA,368.740645609799,468.804086761147,856.216,0.706155333917571
33,1.04792076285867,0.706921687935761,17.292,34.584,"2015_nk_156_smlLB","Nush",2015,NA,NA,NA,368.740645609799,468.804086761147,856.216,0.706155333917571
