"Cycle","Time","Iso","Sr88","Fish_id","Watershed","Year","Microns","Iso_MA","Sr88_MA","Sr88_MA_Gradient","natal_microns_start","natal_microns_end","marine_start","natal_origin_iso"
385,201.74,0.705680610227255,0.213689107380286,"2015_yk_379a","Yukon",2015,403.48,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
386,202.264,0.713487204855177,0.267916001093062,"2015_yk_379a","Yukon",2015,404.528,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
387,202.788,0.702369943417154,0.25596667388102,"2015_yk_379a","Yukon",2015,405.576,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
388,203.312,0.705270160741116,0.241978687280386,"2015_yk_379a","Yukon",2015,406.624,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
389,203.836,0.710183695379694,0.23606293238279,"2015_yk_379a","Yukon",2015,407.672,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
390,204.36,0.710555552175424,0.227389661396344,"2015_yk_379a","Yukon",2015,408.72,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
391,204.884,0.707227168846456,0.225060722194496,"2015_yk_379a","Yukon",2015,409.768,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
392,205.408,0.705820035400025,0.248280776377026,"2015_yk_379a","Yukon",2015,410.816,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
393,205.932,0.70976922161341,0.272577633516804,"2015_yk_379a","Yukon",2015,411.864,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
394,206.456,0.706689624512484,0.285822778969704,"2015_yk_379a","Yukon",2015,412.912,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
395,206.98,0.707639318648991,0.310149563023561,"2015_yk_379a","Yukon",2015,413.96,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
396,207.504,0.706846364292804,0.33793716003082,"2015_yk_379a","Yukon",2015,415.008,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
397,208.028,0.707161264787678,0.370721280276458,"2015_yk_379a","Yukon",2015,416.056,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
398,208.552,0.706978870135017,0.391437455742416,"2015_yk_379a","Yukon",2015,417.104,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
399,209.076,0.706898035792908,0.421582643486862,"2015_yk_379a","Yukon",2015,418.152,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
400,209.6,0.708664264102234,0.458037551818091,"2015_yk_379a","Yukon",2015,419.2,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
401,210.124,0.707222659785231,0.480393195528284,"2015_yk_379a","Yukon",2015,420.248,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
402,210.648,0.706997491620547,0.480543751658352,"2015_yk_379a","Yukon",2015,421.296,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
403,211.172,0.707949004221217,0.50838950822118,"2015_yk_379a","Yukon",2015,422.344,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
404,211.696,0.70651883077315,0.537675644763808,"2015_yk_379a","Yukon",2015,423.392,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
405,212.22,0.707847219491203,0.559008814288877,"2015_yk_379a","Yukon",2015,424.44,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
406,212.744,0.706663138741119,0.574024684445855,"2015_yk_379a","Yukon",2015,425.488,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
407,213.268,0.70727471779206,0.601608509852887,"2015_yk_379a","Yukon",2015,426.536,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
408,213.792,0.706425959920146,0.611198799617184,"2015_yk_379a","Yukon",2015,427.584,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
409,214.316,0.707425248617106,0.612959801500995,"2015_yk_379a","Yukon",2015,428.632,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
410,214.84,0.706843119652354,0.624758805301111,"2015_yk_379a","Yukon",2015,429.68,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
411,215.364,0.706727315067069,0.653593969101484,"2015_yk_379a","Yukon",2015,430.728,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
412,215.888,0.706110620509584,0.667948604910473,"2015_yk_379a","Yukon",2015,431.776,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
413,216.412,0.707733017299232,0.668884308250543,"2015_yk_379a","Yukon",2015,432.824,NA,NA,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
414,216.936,0.706966746910053,0.670328824454151,"2015_yk_379a","Yukon",2015,433.872,0.707124885469258,0.650020208735377,NA,519.932268167718,649.271788448271,1001.888,0.707086321686754
415,217.46,0.707924868711548,0.695884271633487,"2015_yk_379a","Yukon",2015,434.92,0.707152897110743,0.663911885636555,0.0138916769011773,519.932268167718,649.271788448271,1001.888,0.707086321686754
416,217.984,0.705141701252072,0.715254286983293,"2015_yk_379a","Yukon",2015,435.968,0.707025473543499,0.676247984730492,0.012336099093937,519.932268167718,649.271788448271,1001.888,0.707086321686754
417,218.508,0.70651346244082,0.710144198221707,"2015_yk_379a","Yukon",2015,437.016,0.707117994238075,0.688313189193523,0.0120652044630318,519.932268167718,649.271788448271,1001.888,0.707086321686754
