"Cycle","time","Iso","Sr88","Time","Microns","Fish_id","Watershed","Year","Iso_MA","Sr88_MA","Sr88_MA_Gradient","natal_microns_start","natal_microns_end","marine_start","natal_origin_iso"
1,0.524,0.706018,1.618474,0.524,1.048,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
2,1.048,0.707462,1.768286,1.048,2.096,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
3,1.572,0.706617,1.767184,1.572,3.144,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
4,2.096,0.705795,1.776409,2.096,4.192,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
5,2.62,0.70603,1.7683,2.62,5.24,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
6,3.144,0.706387,1.769253,3.144,6.288,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
7,3.668,0.706469,1.804421,3.668,7.336,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
8,4.192,0.70663,1.835786,4.192,8.384,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
9,4.716,0.707036,1.838228,4.716,9.432,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
10,5.24,0.706297,1.796745,5.24,10.48,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
11,5.764,0.70625,1.822601,5.764,11.528,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
12,6.288,0.706538,1.83195,6.288,12.576,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
13,6.812,0.706789,1.829109,6.812,13.624,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
14,7.336,0.706921,1.829626,7.336,14.672,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
15,7.86,0.706553,1.824837,7.86,15.72,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
16,8.384,0.70668,1.821062,8.384,16.768,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
17,8.908,0.706799,1.828264,8.908,17.816,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
18,9.432,0.706507,1.823581,9.432,18.864,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
19,9.956,0.705995,1.825525,9.956,19.912,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
20,10.48,0.7072,1.810212,10.48,20.96,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
21,11.004,0.706302,1.804233,11.004,22.008,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
22,11.528,0.706868,1.815041,11.528,23.056,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
23,12.052,0.704973,1.790714,12.052,24.104,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
24,12.576,0.707311,1.793013,12.576,25.152,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
25,13.1,0.706204,1.823238,13.1,26.2,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
26,13.624,0.70686,1.851145,13.624,27.248,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
27,14.148,0.70654,1.888516,14.148,28.296,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
28,14.672,0.705937,1.907659,14.672,29.344,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
29,15.196,0.705932,1.866209,15.196,30.392,"2011_nk_114b","Nush",2011,NA,NA,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
30,15.72,0.705781,1.844603,15.72,31.44,"2011_nk_114b","Nush",2011,0.706489983333333,1.81333585,NA,982.421802963471,1181.21670357089,2034.168,0.70653792631579
