"Cycle","Time","Iso","Sr88","Fish_id","Watershed","Year","Microns","Iso_MA","Sr88_MA","Sr88_MA_Gradient","natal_microns_start","natal_microns_end","marine_start","natal_origin_iso"
221,115.804,0.702738620401979,0.206514381631159,"2015_yk_489c","Yukon",2015,231.608,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
222,116.328,0.709667243362375,0.858783341601736,"2015_yk_489c","Yukon",2015,232.656,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
223,116.852,0.709207269671511,1.32667315176813,"2015_yk_489c","Yukon",2015,233.704,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
224,117.376,0.708638994658601,1.4676583671814,"2015_yk_489c","Yukon",2015,234.752,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
225,117.9,0.708118709240606,1.47082871405842,"2015_yk_489c","Yukon",2015,235.8,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
226,118.424,0.709177946287157,1.41920287897407,"2015_yk_489c","Yukon",2015,236.848,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
227,118.948,0.708444653510767,1.39504025652498,"2015_yk_489c","Yukon",2015,237.896,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
228,119.472,0.708188768097568,1.37692600081901,"2015_yk_489c","Yukon",2015,238.944,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
229,119.996,0.708727311056233,1.32817487062154,"2015_yk_489c","Yukon",2015,239.992,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
230,120.52,0.707807366999542,1.32386201429939,"2015_yk_489c","Yukon",2015,241.04,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
231,121.044,0.707875185681738,1.36904745245253,"2015_yk_489c","Yukon",2015,242.088,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
232,121.568,0.709121245999914,1.40184513404196,"2015_yk_489c","Yukon",2015,243.136,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
233,122.092,0.709537157989665,1.36574724039022,"2015_yk_489c","Yukon",2015,244.184,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
234,122.616,0.708734652523104,1.37419883026998,"2015_yk_489c","Yukon",2015,245.232,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
235,123.14,0.70812436894209,1.41530985823584,"2015_yk_489c","Yukon",2015,246.28,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
236,123.664,0.709250737672348,1.40746985797271,"2015_yk_489c","Yukon",2015,247.328,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
237,124.188,0.70880046572936,1.40464517714959,"2015_yk_489c","Yukon",2015,248.376,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
238,124.712,0.708436141726929,1.41468599712039,"2015_yk_489c","Yukon",2015,249.424,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
239,125.236,0.708279720741422,1.40854522091256,"2015_yk_489c","Yukon",2015,250.472,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
240,125.76,0.708199602462526,1.41143284425239,"2015_yk_489c","Yukon",2015,251.52,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
241,126.284,0.709091779782295,1.41889281092399,"2015_yk_489c","Yukon",2015,252.568,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
242,126.808,0.709316774783885,1.47616699365461,"2015_yk_489c","Yukon",2015,253.616,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
243,127.332,0.708600959744836,1.51361922457063,"2015_yk_489c","Yukon",2015,254.664,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
244,127.856,0.707837023365902,1.48411931187317,"2015_yk_489c","Yukon",2015,255.712,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
245,128.38,0.709021973314772,1.48911663690029,"2015_yk_489c","Yukon",2015,256.76,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
246,128.904,0.708316150372143,1.51186612180745,"2015_yk_489c","Yukon",2015,257.808,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
247,129.428,0.708443613857478,1.51996263615078,"2015_yk_489c","Yukon",2015,258.856,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
248,129.952,0.709618691304872,1.48149058443796,"2015_yk_489c","Yukon",2015,259.904,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
249,130.476,0.708579760116304,1.48737622732537,"2015_yk_489c","Yukon",2015,260.952,NA,NA,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
250,131,0.709157539979056,1.49575589455884,"2015_yk_489c","Yukon",2015,262,0.708590317968507,1.47269385781074,NA,601.556444217173,772.512789357109,1217.776,0.707871727475548
251,131.524,0.709624774124239,1.53046635234015,"2015_yk_489c","Yukon",2015,263.048,0.708687952913315,1.49577388284112,0.0230800250303849,601.556444217173,772.512789357109,1217.776,0.707871727475548
252,132.048,0.709023625661387,1.48576271497917,"2015_yk_489c","Yukon",2015,264.096,0.708659220512407,1.50803781231745,0.0122639294763236,601.556444217173,772.512789357109,1217.776,0.707871727475548
253,132.572,0.709282741361248,1.50347358988703,"2015_yk_489c","Yukon",2015,265.144,0.708648851761122,1.51314787225127,0.00511005993382208,601.556444217173,772.512789357109,1217.776,0.707871727475548
254,133.096,0.708827922006698,1.54299054233717,"2015_yk_489c","Yukon",2015,266.192,0.708659197812453,1.51594319651512,0.00279532426385187,601.556444217173,772.512789357109,1217.776,0.707871727475548
255,133.62,0.707937114344712,1.54338201432085,"2015_yk_489c","Yukon",2015,267.24,0.708660881135223,1.51825137741188,0.002308180896756,601.556444217173,772.512789357109,1217.776,0.707871727475548
256,134.144,0.709127405794484,1.52310752604016,"2015_yk_489c","Yukon",2015,268.288,0.708650936739516,1.52200563294995,0.00375425553807007,601.556444217173,772.512789357109,1217.776,0.707871727475548
257,134.668,0.707705603810386,1.55450725483122,"2015_yk_489c","Yukon",2015,269.336,0.708655891861754,1.52669578763089,0.00469015468094525,601.556444217173,772.512789357109,1217.776,0.707871727475548
258,135.192,0.708730281015714,1.57870029677881,"2015_yk_489c","Yukon",2015,270.384,0.708670097188398,1.53120467875867,0.00450889112778086,601.556444217173,772.512789357109,1217.776,0.707871727475548
259,135.716,0.70818402662959,1.53596546642378,"2015_yk_489c","Yukon",2015,271.432,0.708686405896247,1.5359542925302,0.00474961377152661,601.556444217173,772.512789357109,1217.776,0.707871727475548
260,136.24,0.70810757400488,1.52393702504429,"2015_yk_489c","Yukon",2015,272.48,0.708698548943781,1.54111844824699,0.00516415571679074,601.556444217173,772.512789357109,1217.776,0.707871727475548
261,136.764,0.707929428930391,1.55834293813179,"2015_yk_489c","Yukon",2015,273.528,0.708714332982605,1.54610946920301,0.00499102095602155,601.556444217173,772.512789357109,1217.776,0.707871727475548
262,137.288,0.708519611895163,1.57645930907215,"2015_yk_489c","Yukon",2015,274.576,0.708708626725509,1.54970105675385,0.00359158755083611,601.556444217173,772.512789357109,1217.776,0.707871727475548
263,137.812,0.708340662761476,1.53810145971077,"2015_yk_489c","Yukon",2015,275.624,0.708694957331366,1.55398522039529,0.0042841636414388,601.556444217173,772.512789357109,1217.776,0.707871727475548
264,138.336,0.709024207170954,1.57273644023022,"2015_yk_489c","Yukon",2015,276.672,0.708694229210996,1.55870936251554,0.00472414212025063,601.556444217173,772.512789357109,1217.776,0.707871727475548
265,138.86,0.708144103964787,1.61271287789095,"2015_yk_489c","Yukon",2015,277.72,0.708704265784958,1.56317123038502,0.00446186786947833,601.556444217173,772.512789357109,1217.776,0.707871727475548
266,139.384,0.709090577316501,1.61872622014312,"2015_yk_489c","Yukon",2015,278.768,0.708710252386234,1.56663468917222,0.0034634587872,601.556444217173,772.512789357109,1217.776,0.707871727475548
267,139.908,0.709443158701924,1.59387739235143,"2015_yk_489c","Yukon",2015,279.816,0.708708409554471,1.57048212766691,0.00384743849469493,601.556444217173,772.512789357109,1217.776,0.707871727475548
268,140.432,0.709399898908287,1.60569085996825,"2015_yk_489c","Yukon",2015,280.864,0.708720537016243,1.5749248031517,0.00444267548479371,601.556444217173,772.512789357109,1217.776,0.707871727475548
269,140.956,0.708226049687432,1.62433563653763,"2015_yk_489c","Yukon",2015,281.912,0.708739667306998,1.57906608341629,0.00414128026458926,601.556444217173,772.512789357109,1217.776,0.707871727475548
270,141.48,0.708628259316821,1.58222484587263,"2015_yk_489c","Yukon",2015,282.96,0.708748018294704,1.58293586915921,0.0038697857429153,601.556444217173,772.512789357109,1217.776,0.707871727475548
271,142.004,0.708282648335699,1.57919576598629,"2015_yk_489c","Yukon",2015,284.008,0.708735993881183,1.58689354727986,0.0039576781206534,601.556444217173,772.512789357109,1217.776,0.707871727475548
272,142.528,0.709053165657667,1.61472769386855,"2015_yk_489c","Yukon",2015,285.056,0.708736843421971,1.59001756137518,0.00312401409531904,601.556444217173,772.512789357109,1217.776,0.707871727475548
273,143.052,0.708575146441528,1.6278102029375,"2015_yk_489c","Yukon",2015,286.104,0.708749595199519,1.59161951033066,0.00160194895547816,601.556444217173,772.512789357109,1217.776,0.707871727475548
274,143.576,0.709520994296505,1.56721773381793,"2015_yk_489c","Yukon",2015,287.152,0.708759484555002,1.59383236686102,0.00221285653036407,601.556444217173,772.512789357109,1217.776,0.707871727475548
275,144.1,0.707883340216215,1.61429879344573,"2015_yk_489c","Yukon",2015,288.2,0.70876281933705,1.59659780951885,0.00276544265782275,601.556444217173,772.512789357109,1217.776,0.707871727475548
276,144.624,0.709028913223206,1.64547177814638,"2015_yk_489c","Yukon",2015,289.248,0.708772442505387,1.59897579124436,0.00237798172551651,601.556444217173,772.512789357109,1217.776,0.707871727475548
277,145.148,0.708615912791156,1.6129221936666,"2015_yk_489c","Yukon",2015,290.296,0.7087962722345,1.60022669700544,0.00125090576107678,601.556444217173,772.512789357109,1217.776,0.707871727475548
278,145.672,0.709136157174481,1.60345586418079,"2015_yk_489c","Yukon",2015,291.344,0.70879760618442,1.60240839919476,0.00218170218932223,601.556444217173,772.512789357109,1217.776,0.707871727475548
279,146.196,0.708792486896624,1.62070610543971,"2015_yk_489c","Yukon",2015,292.392,0.708808103602367,1.60519727944303,0.00278888024826296,601.556444217173,772.512789357109,1217.776,0.707871727475548
280,146.72,0.708172856293303,1.64536654178219,"2015_yk_489c","Yukon",2015,293.44,0.708797763781436,1.60723689207404,0.00203961263101671,601.556444217173,772.512789357109,1217.776,0.707871727475548
281,147.244,0.708596717090452,1.59131588345426,"2015_yk_489c","Yukon",2015,294.488,0.708783411163627,1.60816043623917,0.000923544165124301,601.556444217173,772.512789357109,1217.776,0.707871727475548
282,147.768,0.707943299307899,1.59461911018116,"2015_yk_489c","Yukon",2015,295.536,0.708784163650044,1.61055451539944,0.0023940791602719,601.556444217173,772.512789357109,1217.776,0.707871727475548
283,148.292,0.70858514459442,1.63327674779744,"2015_yk_489c","Yukon",2015,296.584,0.708782840387696,1.61330349536972,0.00274897997027734,601.556444217173,772.512789357109,1217.776,0.707871727475548
284,148.816,0.709259757738473,1.63537782301252,"2015_yk_489c","Yukon",2015,297.632,0.70879279363369,1.61459873325978,0.00129523789006036,601.556444217173,772.512789357109,1217.776,0.707871727475548
285,149.34,0.70821970860676,1.60931956786376,"2015_yk_489c","Yukon",2015,298.68,0.708794905128583,1.61590884889244,0.00131011563266603,601.556444217173,772.512789357109,1217.776,0.707871727475548
286,149.864,0.70858128254477,1.64445821125827,"2015_yk_489c","Yukon",2015,299.728,0.708795794763094,1.61842934528574,0.00252049639329366,601.556444217173,772.512789357109,1217.776,0.707871727475548
287,150.388,0.708741960845018,1.67644953738171,"2015_yk_489c","Yukon",2015,300.776,0.708814231014283,1.62068586913141,0.00225652384567199,601.556444217173,772.512789357109,1217.776,0.707871727475548
288,150.912,0.709041087696216,1.64745946848587,"2015_yk_489c","Yukon",2015,301.824,0.70882580695754,1.62163259757861,0.000946728447202672,601.556444217173,772.512789357109,1217.776,0.707871727475548
289,151.436,0.709705833527187,1.61315169691314,"2015_yk_489c","Yukon",2015,302.872,0.708840522254802,1.62329378170709,0.00166118412847727,601.556444217173,772.512789357109,1217.776,0.707871727475548
290,151.96,0.708535949851586,1.63371135730684,"2015_yk_489c","Yukon",2015,303.92,0.70886496938787,1.62613113356103,0.00283735185394596,601.556444217173,772.512789357109,1217.776,0.707871727475548
291,152.484,0.70882222801119,1.66850870981382,"2015_yk_489c","Yukon",2015,304.968,0.708874526362206,1.6281936476464,0.00206251408536917,601.556444217173,772.512789357109,1217.776,0.707871727475548
292,153.008,0.708778870574121,1.61734038709212,"2015_yk_489c","Yukon",2015,306.016,0.708870341384274,1.62925583161057,0.00106218396417113,601.556444217173,772.512789357109,1217.776,0.707871727475548
293,153.532,0.708716994341082,1.62279705887657,"2015_yk_489c","Yukon",2015,307.064,0.708883537839435,1.63109528144034,0.00183944982976514,601.556444217173,772.512789357109,1217.776,0.707871727475548
294,154.056,0.708690965300944,1.65764735748501,"2015_yk_489c","Yukon",2015,308.112,0.70889604199871,1.63250330738282,0.00140802594248379,601.556444217173,772.512789357109,1217.776,0.707871727475548
295,154.58,0.708726563379818,1.68302193040455,"2015_yk_489c","Yukon",2015,309.16,0.7089054182688,1.63217316095498,-0.000330146427841793,601.556444217173,772.512789357109,1217.776,0.707871727475548
296,155.104,0.709609933748873,1.61527738520471,"2015_yk_489c","Yukon",2015,310.208,0.708889855612538,1.63147296772647,-0.00070019322850734,601.556444217173,772.512789357109,1217.776,0.707871727475548
297,155.628,0.708689895823619,1.63549148683129,"2015_yk_489c","Yukon",2015,311.256,0.708865988954417,1.63180748678922,0.000334519062747729,601.556444217173,772.512789357109,1217.776,0.707871727475548
298,156.152,0.709163789433206,1.68124652620801,"2015_yk_489c","Yukon",2015,312.304,0.708869568769932,1.63221797686692,0.000410490077701775,601.556444217173,772.512789357109,1217.776,0.707871727475548
299,156.676,0.709427538186775,1.65702203678792,"2015_yk_489c","Yukon",2015,313.352,0.708881223807608,1.63120748673401,-0.00101049013291732,601.556444217173,772.512789357109,1217.776,0.707871727475548
300,157.2,0.708700661724879,1.64361998882729,"2015_yk_489c","Yukon",2015,314.4,0.708900249735295,1.63115782372739,-4.96630066173509e-05,601.556444217173,772.512789357109,1217.776,0.707871727475548
301,157.724,0.708370314970986,1.6563534981632,"2015_yk_489c","Yukon",2015,315.448,0.708896870747387,1.63189731900714,0.000739495279752589,601.556444217173,772.512789357109,1217.776,0.707871727475548
302,158.248,0.709367747231177,1.66360783937377,"2015_yk_489c","Yukon",2015,316.496,0.708888326885869,1.63133791916347,-0.000559399843671482,601.556444217173,772.512789357109,1217.776,0.707871727475548
303,158.772,0.709366066397707,1.60973616189931,"2015_yk_489c","Yukon",2015,317.544,0.708896521550505,1.63022348626659,-0.0011144328968844,601.556444217173,772.512789357109,1217.776,0.707871727475548
304,159.296,0.708430384694899,1.61689070369501,"2015_yk_489c","Yukon",2015,318.592,0.708892610182368,1.63097593758598,0.000752451319392389,601.556444217173,772.512789357109,1217.776,0.707871727475548
305,159.82,0.709222060237666,1.65504319636966,"2015_yk_489c","Yukon",2015,319.64,0.708921523478694,1.63128957580004,0.000313638214060497,601.556444217173,772.512789357109,1217.776,0.707871727475548
306,160.344,0.708893540472343,1.65454502533845,"2015_yk_489c","Yukon",2015,320.688,0.708931842135195,1.63040727966657,-0.000882296133468019,601.556444217173,772.512789357109,1217.776,0.707871727475548
307,160.868,0.709873397604262,1.5950169818154,"2015_yk_489c","Yukon",2015,321.736,0.70892867159267,1.63039623718406,-1.1042482511936e-05,601.556444217173,772.512789357109,1217.776,0.707871727475548
308,161.392,0.709698728300056,1.6123927157973,"2015_yk_489c","Yukon",2015,322.784,0.708930561576865,1.63106090940343,0.000664672219367057,601.556444217173,772.512789357109,1217.776,0.707871727475548
309,161.916,0.709209605193142,1.65470904222114,"2015_yk_489c","Yukon",2015,323.832,0.708921973266437,1.63150858178815,0.000447672384724429,601.556444217173,772.512789357109,1217.776,0.707871727475548
310,162.44,0.708537150723176,1.61813265241985,"2015_yk_489c","Yukon",2015,324.88,0.708942177300358,1.6305414263664,-0.000967155421747856,601.556444217173,772.512789357109,1217.776,0.707871727475548
311,162.964,0.708763617055744,1.5858790022476,"2015_yk_489c","Yukon",2015,325.928,0.708957485605954,1.6308405449889,0.000299118622493433,601.556444217173,772.512789357109,1217.776,0.707871727475548
312,163.488,0.7090687748464,1.62940746459549,"2015_yk_489c","Yukon",2015,326.976,0.708976275339654,1.63147127736227,0.000630732373371412,601.556444217173,772.512789357109,1217.776,0.707871727475548
313,164.012,0.709203345620341,1.66841238810367,"2015_yk_489c","Yukon",2015,328.024,0.708985860564538,1.63071159764354,-0.000759679718725037,601.556444217173,772.512789357109,1217.776,0.707871727475548
