"Cycle","time","Iso","Sr88","Time","Microns","Fish_id","Watershed","Year","Iso_MA","Sr88_MA","Sr88_MA_Gradient","natal_microns_start","natal_microns_end","marine_start","natal_origin_iso"
1,0.524,0.7041473,0.9979601,0.524,1.048,"2011_nk_208","Nush",2011,NA,NA,NA,873.245544172108,1079.92848504034,1613.92,0.704422793401015
2,1.048,0.7046147,0.9811244,1.048,2.096,"2011_nk_208","Nush",2011,NA,NA,NA,873.245544172108,1079.92848504034,1613.92,0.704422793401015
3,1.524,0.7047849,0.9772177,1.572,3.144,"2011_nk_208","Nush",2011,NA,NA,NA,873.245544172108,1079.92848504034,1613.92,0.704422793401015
4,2.048,0.7037319,0.9643838,2.096,4.192,"2011_nk_208","Nush",2011,NA,NA,NA,873.245544172108,1079.92848504034,1613.92,0.704422793401015
5,2.524,0.7042703,0.9728829,2.62,5.24,"2011_nk_208","Nush",2011,NA,NA,NA,873.245544172108,1079.92848504034,1613.92,0.704422793401015
6,3.048,0.7032454,0.9841132,3.144,6.288,"2011_nk_208","Nush",2011,NA,NA,NA,873.245544172108,1079.92848504034,1613.92,0.704422793401015
7,3.524,0.7038117,1.0012527,3.668,7.336,"2011_nk_208","Nush",2011,NA,NA,NA,873.245544172108,1079.92848504034,1613.92,0.704422793401015
8,4.048,0.7042924,0.9829943,4.192,8.384,"2011_nk_208","Nush",2011,NA,NA,NA,873.245544172108,1079.92848504034,1613.92,0.704422793401015
9,4.524,0.7042371,0.9766304,4.716,9.432,"2011_nk_208","Nush",2011,NA,NA,NA,873.245544172108,1079.92848504034,1613.92,0.704422793401015
10,5.048,0.7052184,0.9700958,5.24,10.48,"2011_nk_208","Nush",2011,NA,NA,NA,873.245544172108,1079.92848504034,1613.92,0.704422793401015
11,5.524,0.7035491,0.9710331,5.764,11.528,"2011_nk_208","Nush",2011,NA,NA,NA,873.245544172108,1079.92848504034,1613.92,0.704422793401015
12,6.048,0.705343,0.9788364,6.288,12.576,"2011_nk_208","Nush",2011,NA,NA,NA,873.245544172108,1079.92848504034,1613.92,0.704422793401015
