"Cycle","time","Iso","Sr88","Time","Microns","Fish_id","Watershed","Year","Iso_MA","Sr88_MA","Sr88_MA_Gradient","natal_microns_start","natal_microns_end","marine_start","natal_origin_iso"
1,0.524,0.7059702,0.6388972,0.524,1.048,"2011_nk_205","Nush",2011,NA,NA,NA,778.963310459366,904.670321380317,1159.088,0.705891245
2,1.048,0.7069886,0.685526,1.048,2.096,"2011_nk_205","Nush",2011,NA,NA,NA,778.963310459366,904.670321380317,1159.088,0.705891245
3,1.524,0.7047174,0.6523972,1.572,3.144,"2011_nk_205","Nush",2011,NA,NA,NA,778.963310459366,904.670321380317,1159.088,0.705891245
4,2.048,0.7055593,0.6427205,2.096,4.192,"2011_nk_205","Nush",2011,NA,NA,NA,778.963310459366,904.670321380317,1159.088,0.705891245
5,2.524,0.7062575,0.6463394,2.62,5.24,"2011_nk_205","Nush",2011,NA,NA,NA,778.963310459366,904.670321380317,1159.088,0.705891245
6,3.048,0.7064521,0.6664191,3.144,6.288,"2011_nk_205","Nush",2011,NA,NA,NA,778.963310459366,904.670321380317,1159.088,0.705891245
7,3.524,0.7072811,0.6328453,3.668,7.336,"2011_nk_205","Nush",2011,NA,NA,NA,778.963310459366,904.670321380317,1159.088,0.705891245
8,4.048,0.7060241,0.6368247,4.192,8.384,"2011_nk_205","Nush",2011,NA,NA,NA,778.963310459366,904.670321380317,1159.088,0.705891245
9,4.524,0.704665,0.6456127,4.716,9.432,"2011_nk_205","Nush",2011,NA,NA,NA,778.963310459366,904.670321380317,1159.088,0.705891245
10,5.048,0.7065002,0.6636255,5.24,10.48,"2011_nk_205","Nush",2011,NA,NA,NA,778.963310459366,904.670321380317,1159.088,0.705891245
11,5.524,0.706468,0.6710893,5.764,11.528,"2011_nk_205","Nush",2011,NA,NA,NA,778.963310459366,904.670321380317,1159.088,0.705891245
12,6.048,0.7060444,0.6788182,6.288,12.576,"2011_nk_205","Nush",2011,NA,NA,NA,778.963310459366,904.670321380317,1159.088,0.705891245
13,6.524,0.7049015,0.6762392,6.812,13.624,"2011_nk_205","Nush",2011,NA,NA,NA,778.963310459366,904.670321380317,1159.088,0.705891245
14,7.048,0.7067168,0.6813272,7.336,14.672,"2011_nk_205","Nush",2011,NA,NA,NA,778.963310459366,904.670321380317,1159.088,0.705891245
15,7.524,0.706183,0.6728635,7.86,15.72,"2011_nk_205","Nush",2011,NA,NA,NA,778.963310459366,904.670321380317,1159.088,0.705891245
16,8.048,0.7065453,0.6584373,8.384,16.768,"2011_nk_205","Nush",2011,NA,NA,NA,778.963310459366,904.670321380317,1159.088,0.705891245
17,8.524,0.7070512,0.6447989,8.908,17.816,"2011_nk_205","Nush",2011,NA,NA,NA,778.963310459366,904.670321380317,1159.088,0.705891245
18,9.048,0.7081743,0.6516793,9.432,18.864,"2011_nk_205","Nush",2011,NA,NA,NA,778.963310459366,904.670321380317,1159.088,0.705891245
19,9.524,0.7062204,0.6449253,9.956,19.912,"2011_nk_205","Nush",2011,NA,NA,NA,778.963310459366,904.670321380317,1159.088,0.705891245
20,10.048,0.707129,0.6430463,10.48,20.96,"2011_nk_205","Nush",2011,NA,NA,NA,778.963310459366,904.670321380317,1159.088,0.705891245
21,10.524,0.7051847,0.6476183,11.004,22.008,"2011_nk_205","Nush",2011,NA,NA,NA,778.963310459366,904.670321380317,1159.088,0.705891245
22,11.048,0.7043304,0.615244,11.528,23.056,"2011_nk_205","Nush",2011,NA,NA,NA,778.963310459366,904.670321380317,1159.088,0.705891245
23,11.524,0.7036706,0.6175847,12.052,24.104,"2011_nk_205","Nush",2011,NA,NA,NA,778.963310459366,904.670321380317,1159.088,0.705891245
24,12.048,0.7076998,0.6362179,12.576,25.152,"2011_nk_205","Nush",2011,NA,NA,NA,778.963310459366,904.670321380317,1159.088,0.705891245
