"Cycle","Time","Iso","Sr88","Microns","Fish_id","Watershed","Year","Iso_MA","Sr88_MA","Sr88_MA_Gradient","natal_microns_start","natal_microns_end","marine_start","natal_origin_iso"
583,305.492,0.708422993273005,0.622611579371343,610.984,"2020_kk_191_redo","Kusko",2020,0.708238467307961,0.628270939523481,-0.000762134853430019,932.898584633891,1156.49584735578,1622.304,0.705997803388252
584,306.016,0.708959572287585,0.619555106830047,612.032,"2020_kk_191_redo","Kusko",2020,0.708198722235942,0.627515017642879,-0.00075592188060225,932.898584633891,1156.49584735578,1622.304,0.705997803388252
585,306.54,0.710051587400612,0.627060212699035,613.08,"2020_kk_191_redo","Kusko",2020,0.70820994471931,0.626708710546586,-0.000806307096293035,932.898584633891,1156.49584735578,1622.304,0.705997803388252
586,307.064,0.70994794425365,0.618877810494411,614.128,"2020_kk_191_redo","Kusko",2020,0.708189664961578,0.626000578957169,-0.000708131589416738,932.898584633891,1156.49584735578,1622.304,0.705997803388252
587,307.588,0.708253821055125,0.623056027503648,615.176,"2020_kk_191_redo","Kusko",2020,0.70815710139391,0.62541569580791,-0.000584883149259086,932.898584633891,1156.49584735578,1622.304,0.705997803388252
588,308.112,0.708424594595679,0.624740352616956,616.224,"2020_kk_191_redo","Kusko",2020,0.708172173455707,0.624757314950952,-0.000658380856957907,932.898584633891,1156.49584735578,1622.304,0.705997803388252
589,308.636,0.710002106366768,0.614918272651191,617.272,"2020_kk_191_redo","Kusko",2020,0.708169642839741,0.624147793916663,-0.000609521034289462,932.898584633891,1156.49584735578,1622.304,0.705997803388252
590,309.16,0.707193926024797,0.618531682888416,618.32,"2020_kk_191_redo","Kusko",2020,0.708194965615544,0.623593729392285,-0.00055406452437734,932.898584633891,1156.49584735578,1622.304,0.705997803388252
591,309.684,0.707625493428134,0.621626116639749,619.368,"2020_kk_191_redo","Kusko",2020,0.708212846102675,0.623147246493099,-0.000446482899186473,932.898584633891,1156.49584735578,1622.304,0.705997803388252
592,310.208,0.7077396491369,0.617199607719035,620.416,"2020_kk_191_redo","Kusko",2020,0.708200817692041,0.622481689861849,-0.000665556631250008,932.898584633891,1156.49584735578,1622.304,0.705997803388252
593,310.732,0.708973591910485,0.621341628046891,621.464,"2020_kk_191_redo","Kusko",2020,0.708198218660709,0.621979104536534,-0.000502585325314442,932.898584633891,1156.49584735578,1622.304,0.705997803388252
594,311.256,0.709087449231475,0.61930547022655,622.512,"2020_kk_191_redo","Kusko",2020,0.708216342706682,0.621275703511522,-0.000703401025012318,932.898584633891,1156.49584735578,1622.304,0.705997803388252
595,311.78,0.708059865168555,0.613683413336307,623.56,"2020_kk_191_redo","Kusko",2020,0.708186091870733,0.62058816676413,-0.000687536747391526,932.898584633891,1156.49584735578,1622.304,0.705997803388252
596,312.304,0.70743691202565,0.610403614105236,624.608,"2020_kk_191_redo","Kusko",2020,0.708188655905967,0.619919413186697,-0.000668753577433123,932.898584633891,1156.49584735578,1622.304,0.705997803388252
597,312.828,0.706801438011551,0.612639566069631,625.656,"2020_kk_191_redo","Kusko",2020,0.708147056547029,0.619397587114729,-0.000521826071967935,932.898584633891,1156.49584735578,1622.304,0.705997803388252
598,313.352,0.708180060845932,0.61289727416142,626.704,"2020_kk_191_redo","Kusko",2020,0.708152620266789,0.618760453216305,-0.000637133898424569,932.898584633891,1156.49584735578,1622.304,0.705997803388252
599,313.876,0.709004551134053,0.609319107810699,627.752,"2020_kk_191_redo","Kusko",2020,0.708166556712657,0.618423028691733,-0.000337424524571306,932.898584633891,1156.49584735578,1622.304,0.705997803388252
600,314.4,0.707711744018184,0.61036026600879,628.8,"2020_kk_191_redo","Kusko",2020,0.708143308523761,0.617774289321565,-0.000648739370168627,932.898584633891,1156.49584735578,1622.304,0.705997803388252
601,314.924,0.708197878895956,0.61152590403885,629.848,"2020_kk_191_redo","Kusko",2020,0.708172512640124,0.617348094143626,-0.000426195177938959,932.898584633891,1156.49584735578,1622.304,0.705997803388252
602,315.448,0.708166196046793,0.614223171266423,630.896,"2020_kk_191_redo","Kusko",2020,0.708207681490924,0.617031162412921,-0.000316931730704573,932.898584633891,1156.49584735578,1622.304,0.705997803388252
603,315.972,0.707267711152222,0.612462111699676,631.944,"2020_kk_191_redo","Kusko",2020,0.708205454989024,0.616589826035706,-0.000441336377215773,932.898584633891,1156.49584735578,1622.304,0.705997803388252
604,316.496,0.708679232744262,0.609551470021304,632.992,"2020_kk_191_redo","Kusko",2020,0.708200753011907,0.616298321429483,-0.000291504606222515,932.898584633891,1156.49584735578,1622.304,0.705997803388252
605,317.02,0.70806381071834,0.607839052941638,634.04,"2020_kk_191_redo","Kusko",2020,0.70814405242479,0.61593208202916,-0.00036623940032332,932.898584633891,1156.49584735578,1622.304,0.705997803388252
606,317.544,0.707945309880361,0.612412874725966,635.088,"2020_kk_191_redo","Kusko",2020,0.708155212561408,0.615513699610186,-0.000418382418973628,932.898584633891,1156.49584735578,1622.304,0.705997803388252
607,318.068,0.707848505323943,0.611974719436964,636.136,"2020_kk_191_redo","Kusko",2020,0.708104869519672,0.614998251602627,-0.000515448007558872,932.898584633891,1156.49584735578,1622.304,0.705997803388252
608,318.592,0.70896442157215,0.612352182656854,637.184,"2020_kk_191_redo","Kusko",2020,0.708060698459731,0.614680852858309,-0.000317398744318687,932.898584633891,1156.49584735578,1622.304,0.705997803388252
609,319.116,0.707105139751945,0.61234072579835,638.232,"2020_kk_191_redo","Kusko",2020,0.708047633807651,0.614333372546259,-0.000347480312049564,932.898584633891,1156.49584735578,1622.304,0.705997803388252
610,319.64,0.706675968877513,0.612426499865476,639.28,"2020_kk_191_redo","Kusko",2020,0.708036374692065,0.614083714716954,-0.000249657829304861,932.898584633891,1156.49584735578,1622.304,0.705997803388252
611,320.164,0.705407903449688,0.611988669911749,640.328,"2020_kk_191_redo","Kusko",2020,0.708010635624596,0.613778376550685,-0.000305338166269209,932.898584633891,1156.49584735578,1622.304,0.705997803388252
612,320.688,0.707790849994247,0.608110491867775,641.376,"2020_kk_191_redo","Kusko",2020,0.707987910966944,0.613613718397469,-0.000164658153215758,932.898584633891,1156.49584735578,1622.304,0.705997803388252
613,321.212,0.708041565591805,0.613682793409978,642.424,"2020_kk_191_redo","Kusko",2020,0.707971748918255,0.613440168861546,-0.00017354953592319,932.898584633891,1156.49584735578,1622.304,0.705997803388252
614,321.736,0.706669952351116,0.615933691256663,643.472,"2020_kk_191_redo","Kusko",2020,0.707957789403491,0.613249745140057,-0.000190423721488475,932.898584633891,1156.49584735578,1622.304,0.705997803388252
615,322.26,0.708246900264878,0.612702749386533,644.52,"2020_kk_191_redo","Kusko",2020,0.707907763726415,0.612925967879473,-0.000323777260584079,932.898584633891,1156.49584735578,1622.304,0.705997803388252
616,322.784,0.708067752309265,0.609948840725597,645.568,"2020_kk_191_redo","Kusko",2020,0.707866444572089,0.612755129822349,-0.0001708380571247,932.898584633891,1156.49584735578,1622.304,0.705997803388252
