"Cycle","Time","Iso","Sr88","Fish_id","Watershed","Year","Microns","Iso_MA","Sr88_MA","Sr88_MA_Gradient","natal_microns_start","natal_microns_end","marine_start","natal_origin_iso"
1205,631.42,0.709371613628526,1.54003778644299,"2015_yk_333_1","Yukon",2015,1262.84,0.709165927821034,1.60142236076583,-0.000165262380131148,554.324438077764,662.076195706468,1186.336,0.710304683864174
1206,631.944,0.709244497136122,1.57009270069772,"2015_yk_333_1","Yukon",2015,1263.888,0.709171138251464,1.60091257207105,-0.00050978869478091,554.324438077764,662.076195706468,1186.336,0.710304683864174
1207,632.468,0.709764853475665,1.61148035893228,"2015_yk_333_1","Yukon",2015,1264.936,0.709181953496684,1.60084991929481,-6.26527762348505e-05,554.324438077764,662.076195706468,1186.336,0.710304683864174
1208,632.992,0.709091291327351,1.59923817263963,"2015_yk_333_1","Yukon",2015,1265.984,0.709173916009993,1.60105198608303,0.000202066788216992,554.324438077764,662.076195706468,1186.336,0.710304683864174
1209,633.516,0.709059529848411,1.5713395789741,"2015_yk_333_1","Yukon",2015,1267.032,0.709158667611097,1.60083495609124,-0.000217029991787632,554.324438077764,662.076195706468,1186.336,0.710304683864174
1210,634.04,0.708843929017109,1.5906032429758,"2015_yk_333_1","Yukon",2015,1268.08,0.709160305229035,1.60032576083748,-0.000509195253761918,554.324438077764,662.076195706468,1186.336,0.710304683864174
1211,634.564,0.709313038397273,1.61929387161898,"2015_yk_333_1","Yukon",2015,1269.128,0.709179613458887,1.60111877767343,0.00079301683595645,554.324438077764,662.076195706468,1186.336,0.710304683864174
1212,635.088,0.709608363608849,1.61456860034259,"2015_yk_333_1","Yukon",2015,1270.176,0.709203229126139,1.6018465029889,0.000727725315466499,554.324438077764,662.076195706468,1186.336,0.710304683864174
1213,635.612,0.709349411102983,1.57994875282347,"2015_yk_333_1","Yukon",2015,1271.224,0.709203203888919,1.60159187675406,-0.000254626234845068,554.324438077764,662.076195706468,1186.336,0.710304683864174
1214,636.136,0.708930525411476,1.6201812613757,"2015_yk_333_1","Yukon",2015,1272.272,0.709210173070215,1.60128770792517,-0.000304168828886953,554.324438077764,662.076195706468,1186.336,0.710304683864174
1215,636.66,0.708397710491561,1.63095435315651,"2015_yk_333_1","Yukon",2015,1273.32,0.709226529154566,1.60224316752114,0.000955459595975761,554.324438077764,662.076195706468,1186.336,0.710304683864174
1216,637.184,0.709414030942724,1.61711473330183,"2015_yk_333_1","Yukon",2015,1274.368,0.709221230551816,1.60256089230696,0.000317724785812601,554.324438077764,662.076195706468,1186.336,0.710304683864174
1217,637.708,0.709171458320086,1.58436481300696,"2015_yk_333_1","Yukon",2015,1275.416,0.709203593383889,1.60204204091549,-0.0005188513914689,554.324438077764,662.076195706468,1186.336,0.710304683864174
1218,638.232,0.710557970810286,1.6346294619012,"2015_yk_333_1","Yukon",2015,1276.464,0.709199659479853,1.60192716128951,-0.000114879625982889,554.324438077764,662.076195706468,1186.336,0.710304683864174
1219,638.756,0.709311016760659,1.64283281925201,"2015_yk_333_1","Yukon",2015,1277.512,0.709221514298516,1.60302205626932,0.00109489497981285,554.324438077764,662.076195706468,1186.336,0.710304683864174
1220,639.28,0.709472662547862,1.59552073194098,"2015_yk_333_1","Yukon",2015,1278.56,0.709223707374912,1.60366032987098,0.000638273601663686,554.324438077764,662.076195706468,1186.336,0.710304683864174
1221,639.804,0.709430570091833,1.57054333991192,"2015_yk_333_1","Yukon",2015,1279.608,0.709228265598857,1.60343217922215,-0.00022815064882975,554.324438077764,662.076195706468,1186.336,0.710304683864174
1222,640.328,0.709652691166841,1.58099085343029,"2015_yk_333_1","Yukon",2015,1280.656,0.709233459450433,1.60312626735185,-0.000305911870302822,554.324438077764,662.076195706468,1186.336,0.710304683864174
1223,640.852,0.709368660011607,1.5771706153095,"2015_yk_333_1","Yukon",2015,1281.704,0.709202235011409,1.60347201876643,0.000345751414577711,554.324438077764,662.076195706468,1186.336,0.710304683864174
1224,641.376,0.708933962607822,1.54936486853331,"2015_yk_333_1","Yukon",2015,1282.752,0.70920149352865,1.60349731943822,2.53006717880755e-05,554.324438077764,662.076195706468,1186.336,0.710304683864174
1225,641.9,0.708779461033814,1.58016052645618,"2015_yk_333_1","Yukon",2015,1283.8,0.709196040978872,1.60283031042397,-0.000667009014241771,554.324438077764,662.076195706468,1186.336,0.710304683864174
1226,642.424,0.709112523512652,1.64000097750713,"2015_yk_333_1","Yukon",2015,1284.848,0.709190258640629,1.60242179523415,-0.000408515189826542,554.324438077764,662.076195706468,1186.336,0.710304683864174
1227,642.948,0.708806883781355,1.6196900096154,"2015_yk_333_1","Yukon",2015,1285.896,0.70919846725063,1.60257616738699,0.000154372152843418,554.324438077764,662.076195706468,1186.336,0.710304683864174
1228,643.472,0.709483886422746,1.602453907644,"2015_yk_333_1","Yukon",2015,1286.944,0.709202967389768,1.60298747773524,0.000411310348249927,554.324438077764,662.076195706468,1186.336,0.710304683864174
1229,643.996,0.709292702799307,1.56864114311107,"2015_yk_333_1","Yukon",2015,1287.992,0.709212348198969,1.60260565974954,-0.000381817985696475,554.324438077764,662.076195706468,1186.336,0.710304683864174
1230,644.52,0.708812818763727,1.58505051875866,"2015_yk_333_1","Yukon",2015,1289.04,0.70920366524775,1.60301620563136,0.000410545881815993,554.324438077764,662.076195706468,1186.336,0.710304683864174
1231,645.044,0.708515551521091,1.56795161244614,"2015_yk_333_1","Yukon",2015,1290.088,0.70921242300971,1.60321822143332,0.000202015801964217,554.324438077764,662.076195706468,1186.336,0.710304683864174
1232,645.568,0.709491134953971,1.55055828022065,"2015_yk_333_1","Yukon",2015,1291.136,0.709224420930554,1.60357797665472,0.000359755221392977,554.324438077764,662.076195706468,1186.336,0.710304683864174
1233,646.092,0.708404346455274,1.58588123902645,"2015_yk_333_1","Yukon",2015,1292.184,0.709230317491284,1.60365150770025,7.3531045533759e-05,554.324438077764,662.076195706468,1186.336,0.710304683864174
1234,646.616,0.708554313846858,1.59364152551377,"2015_yk_333_1","Yukon",2015,1293.232,0.709241102281861,1.60561041072446,0.0019589030242062,554.324438077764,662.076195706468,1186.336,0.710304683864174
1235,647.14,0.709336257046163,1.59247954779006,"2015_yk_333_1","Yukon",2015,1294.28,0.709239959553594,1.60825621032086,0.00264579959640487,554.324438077764,662.076195706468,1186.336,0.710304683864174
1236,647.664,0.709014100810621,1.59335311675423,"2015_yk_333_1","Yukon",2015,1295.328,0.70924655540609,1.60966630835828,0.00141009803742054,554.324438077764,662.076195706468,1186.336,0.710304683864174
1237,648.188,0.709137005337453,1.64917512421751,"2015_yk_333_1","Yukon",2015,1296.376,0.709249501170425,1.61066094820596,0.000994639847676781,554.324438077764,662.076195706468,1186.336,0.710304683864174
1238,648.712,0.709362594001699,1.641591193896,"2015_yk_333_1","Yukon",2015,1297.424,0.709249941319465,1.61230545008429,0.00164450187833554,554.324438077764,662.076195706468,1186.336,0.710304683864174
1239,649.236,0.708429391048096,1.59738866745975,"2015_yk_333_1","Yukon",2015,1298.472,0.709263800771347,1.61405751807344,0.00175206798914229,554.324438077764,662.076195706468,1186.336,0.710304683864174
1240,649.76,0.70992429844126,1.60500631940293,"2015_yk_333_1","Yukon",2015,1299.52,0.709262820496413,1.61508009061137,0.00102257253792959,554.324438077764,662.076195706468,1186.336,0.710304683864174
1241,650.284,0.708919972911973,1.67381969937818,"2015_yk_333_1","Yukon",2015,1300.568,0.709260096771789,1.61591195112099,0.00083186050962536,554.324438077764,662.076195706468,1186.336,0.710304683864174
1242,650.808,0.709941107711264,1.62569464649474,"2015_yk_333_1","Yukon",2015,1301.616,0.709258739410123,1.61737642041898,0.00146446929799282,554.324438077764,662.076195706468,1186.336,0.710304683864174
1243,651.332,0.709218437925804,1.56646056347604,"2015_yk_333_1","Yukon",2015,1302.664,0.709264761156739,1.6192001906816,0.00182377026261116,554.324438077764,662.076195706468,1186.336,0.710304683864174
1244,651.856,0.709394395505897,1.60126739217058,"2015_yk_333_1","Yukon",2015,1303.712,0.709265754908665,1.61959267795236,0.000392487270768349,554.324438077764,662.076195706468,1186.336,0.710304683864174
1245,652.38,0.709492971211266,1.66035320689345,"2015_yk_333_1","Yukon",2015,1304.76,0.709293914531104,1.62059577718575,0.0010030992333836,554.324438077764,662.076195706468,1186.336,0.710304683864174
1246,652.904,0.709265661428924,1.61533910303299,"2015_yk_333_1","Yukon",2015,1305.808,0.709295981080086,1.62219775750482,0.00160198031907233,554.324438077764,662.076195706468,1186.336,0.710304683864174
1247,653.428,0.708720417992998,1.56191925431076,"2015_yk_333_1","Yukon",2015,1306.856,0.709304936958473,1.62364589307819,0.00144813557337331,554.324438077764,662.076195706468,1186.336,0.710304683864174
1248,653.952,0.708761111531903,1.6011032066657,"2015_yk_333_1","Yukon",2015,1307.904,0.709281733515871,1.62406650562306,0.000420612544862253,554.324438077764,662.076195706468,1186.336,0.710304683864174
1249,654.476,0.710396990158334,1.64012677743049,"2015_yk_333_1","Yukon",2015,1308.952,0.709280499684748,1.62487641138147,0.000809905758414775,554.324438077764,662.076195706468,1186.336,0.710304683864174
1250,655,0.709315346558687,1.62402950685697,"2015_yk_333_1","Yukon",2015,1310,0.709260049881313,1.62601361433567,0.00113720295419628,554.324438077764,662.076195706468,1186.336,0.710304683864174
1251,655.524,0.709053095660776,1.57758207624686,"2015_yk_333_1","Yukon",2015,1311.048,0.709262970790769,1.62695724714462,0.000943632808953154,554.324438077764,662.076195706468,1186.336,0.710304683864174
1252,656.048,0.70977194264074,1.60843206206131,"2015_yk_333_1","Yukon",2015,1312.096,0.709241702398023,1.62808243156096,0.00112518441634335,554.324438077764,662.076195706468,1186.336,0.710304683864174
1253,656.572,0.708874800825656,1.6225055513783,"2015_yk_333_1","Yukon",2015,1313.144,0.709241352438541,1.63032269884015,0.0022402672791888,554.324438077764,662.076195706468,1186.336,0.710304683864174
