"Cycle","Sr88","Iso","Time","Microns","Fish_id","Watershed","Year","Iso_MA","Sr88_MA","Sr88_MA_Gradient","natal_microns_start","natal_microns_end","marine_start","natal_origin_iso"
49,0.682924943327264,0.7075785902795,25.676,51.352,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
50,0.888060526059839,0.709540311030347,26.2,52.4,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
51,0.987183412974877,0.707638192201395,26.724,53.448,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
52,1.02610982514595,0.708495987026379,27.248,54.496,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
53,1.03741249892947,0.706556530534821,27.772,55.544,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
54,0.963655542559164,0.707415445251958,28.296,56.592,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
55,0.986142908140073,0.706860869510603,28.82,57.64,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
56,0.98425688168977,0.708470565107831,29.344,58.688,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
57,0.950068253541833,0.707408261669141,29.868,59.736,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
58,0.961038840076241,0.706490056743025,30.392,60.784,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
59,0.945218673704206,0.707623787533569,30.916,61.832,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
60,0.933858614301892,0.707219337249434,31.44,62.88,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
61,0.952720589309055,0.706741663390388,31.964,63.928,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
62,0.947174619671534,0.708060304774355,32.488,64.976,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
63,0.936598613203867,0.706878117382714,33.012,66.024,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
64,0.891774237825174,0.707571032066931,33.536,67.072,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
65,0.906791735381573,0.708168700327453,34.06,68.12,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
66,0.926530437888829,0.707567894368174,34.584,69.168,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
67,0.909483465199851,0.706697532800766,35.108,70.216,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
68,0.935917853920294,0.706153119532109,35.632,71.264,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
69,0.941555869642487,0.70688221644172,36.156,72.312,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
70,0.893787958118121,0.708378185375628,36.68,73.36,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
71,0.913217569509261,0.708064219506009,37.204,74.408,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
72,0.933390261259452,0.708005659313332,37.728,75.456,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
73,0.918425762797993,0.707974733170174,38.252,76.504,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
74,0.918766667950344,0.709541283252138,38.776,77.552,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
75,0.947012397825773,0.708335555525001,39.3,78.6,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
76,0.869525724859389,0.707797565509717,39.824,79.648,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
77,0.861242696675971,0.708496667397746,40.348,80.696,"2015_nk_248","Nush",2015,NA,NA,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
78,0.937145470716459,0.708046812085915,40.872,81.744,"2015_nk_248","Nush",2015,0.707953909447495,0.976007418088374,NA,519.586141023355,655.423861587552,998.744,0.704442690829319
79,0.933258313787773,0.708556475337786,41.396,82.792,"2015_nk_248","Nush",2015,0.707940394178341,0.981156582677234,0.00514916458885994,519.586141023355,655.423861587552,998.744,0.704442690829319
80,0.911945326266655,0.709220382688412,41.92,83.84,"2015_nk_248","Nush",2015,0.707919371837136,0.982366238082965,0.00120965540573104,519.586141023355,655.423861587552,998.744,0.704442690829319
81,0.967296000603904,0.708849574286419,42.444,84.888,"2015_nk_248","Nush",2015,0.707934376981186,0.982396472778743,3.02346957783417e-05,519.586141023355,655.423861587552,998.744,0.704442690829319
82,0.948227749315404,0.707858101567414,42.968,85.936,"2015_nk_248","Nush",2015,0.70792599409012,0.981459757176923,-0.000936715601820182,519.586141023355,655.423861587552,998.744,0.704442690829319
83,0.949120230203088,0.708006066485739,43.492,86.984,"2015_nk_248","Nush",2015,0.70793872169719,0.97950558722693,-0.00195416994999298,519.586141023355,655.423861587552,998.744,0.704442690829319
84,0.969095604864722,0.708095415900429,44.016,88.032,"2015_nk_248","Nush",2015,0.707955227786985,0.978864274383742,-0.000641312843187358,519.586141023355,655.423861587552,998.744,0.704442690829319
85,0.975144872022735,0.706810063112992,44.54,89.08,"2015_nk_248","Nush",2015,0.707986904905982,0.97784960109525,-0.00101467328849292,519.586141023355,655.423861587552,998.744,0.704442690829319
86,0.94127478891641,0.707429331719298,45.064,90.128,"2015_nk_248","Nush",2015,0.707994362431987,0.976193412564263,-0.00165618853098659,519.586141023355,655.423861587552,998.744,0.704442690829319
