"Cycle","Time","Iso","Sr88","Microns","Fish_id","Watershed","Year","Iso_MA","Sr88_MA","Sr88_MA_Gradient","natal_microns_start","natal_microns_end","marine_start","natal_origin_iso"
982,514.568,0.724925124073602,0.114609670913681,1029.136,"2021_yk_469","Yukon",2021,0.710577923963082,0.112242833801734,-0.00015233738096361,548.145311875251,778.405844920799,1280.656,0.710976701511737
983,515.092,0.702240260829272,0.114995264067662,1030.184,"2021_yk_469","Yukon",2021,0.710377397300071,0.112049944026537,-0.000192889775197991,548.145311875251,778.405844920799,1280.656,0.710976701511737
984,515.616,0.709087117820704,0.116805433615119,1031.232,"2021_yk_469","Yukon",2021,0.710391689277452,0.111869690106044,-0.000180253920492715,548.145311875251,778.405844920799,1280.656,0.710976701511737
985,516.14,0.705656486442156,0.114575875655542,1032.28,"2021_yk_469","Yukon",2021,0.710366194088901,0.111711400882882,-0.000158289223162023,548.145311875251,778.405844920799,1280.656,0.710976701511737
986,516.664,0.709526816548709,0.113427148133311,1033.328,"2021_yk_469","Yukon",2021,0.710215884065662,0.111537346327109,-0.000174054555773087,548.145311875251,778.405844920799,1280.656,0.710976701511737
987,517.188,0.714347064063616,0.114375880028569,1034.376,"2021_yk_469","Yukon",2021,0.71037007550446,0.111371997865957,-0.000165348461151321,548.145311875251,778.405844920799,1280.656,0.710976701511737
988,517.712,0.702678192067055,0.113199208733623,1035.424,"2021_yk_469","Yukon",2021,0.710405774117864,0.111224584341919,-0.000147413524038437,548.145311875251,778.405844920799,1280.656,0.710976701511737
989,518.236,0.702667379726711,0.112957045981908,1036.472,"2021_yk_469","Yukon",2021,0.710412119771386,0.111026235430373,-0.000198348911546256,548.145311875251,778.405844920799,1280.656,0.710976701511737
990,518.76,0.710348808463751,0.111556752536216,1037.52,"2021_yk_469","Yukon",2021,0.710446459275866,0.110809777022791,-0.000216458407581346,548.145311875251,778.405844920799,1280.656,0.710976701511737
991,519.284,0.70814858172509,0.111364970654285,1038.568,"2021_yk_469","Yukon",2021,0.710421981797263,0.110601828555429,-0.000207948467361843,548.145311875251,778.405844920799,1280.656,0.710976701511737
992,519.808,0.71799604436728,0.111246218471786,1039.616,"2021_yk_469","Yukon",2021,0.710394109965964,0.110367820926927,-0.000234007628502189,548.145311875251,778.405844920799,1280.656,0.710976701511737
993,520.332,0.714765605237979,0.111136728361104,1040.664,"2021_yk_469","Yukon",2021,0.710252024572831,0.110182222326876,-0.000185598600051504,548.145311875251,778.405844920799,1280.656,0.710976701511737
994,520.856,0.709464532419088,0.10948030174355,1041.712,"2021_yk_469","Yukon",2021,0.710307618727048,0.110030240019777,-0.000151982307098619,548.145311875251,778.405844920799,1280.656,0.710976701511737
