"Cycle","time","Iso","Sr88","Time","Microns","Fish_id","Watershed","Year","Iso_MA","Sr88_MA","Sr88_MA_Gradient","natal_microns_start","natal_microns_end","marine_start","natal_origin_iso"
1,0.524,0.709485,2.277595,0.524,1.048,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
2,1.048,0.709063,2.252141,1.048,2.096,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
3,1.572,0.709588,2.267683,1.572,3.144,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
4,2.096,0.708804,2.236582,2.096,4.192,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
5,2.62,0.708658,2.183269,2.62,5.24,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
6,3.144,0.709074,2.106298,3.144,6.288,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
7,3.668,0.708514,2.069996,3.668,7.336,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
8,4.192,0.708382,2.070225,4.192,8.384,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
9,4.716,0.709461,2.085119,4.716,9.432,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
10,5.24,0.709465,2.134091,5.24,10.48,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
11,5.764,0.708669,2.216869,5.764,11.528,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
12,6.288,0.709567,2.318457,6.288,12.576,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
13,6.812,0.708879,2.512729,6.812,13.624,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
14,7.336,0.709423,2.571712,7.336,14.672,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
15,7.86,0.709581,2.687471,7.86,15.72,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
16,8.384,0.709198,2.780626,8.384,16.768,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
17,8.908,0.709554,2.770617,8.908,17.816,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
18,9.432,0.709167,2.721974,9.432,18.864,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
19,9.956,0.709036,2.665334,9.956,19.912,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
20,10.48,0.709124,2.675082,10.48,20.96,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
21,11.004,0.709171,2.784031,11.004,22.008,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
22,11.528,0.709274,2.821217,11.528,23.056,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
23,12.052,0.70869,2.826642,12.052,24.104,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
24,12.576,0.708759,2.867773,12.576,25.152,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
25,13.1,0.709314,2.928983,13.1,26.2,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
26,13.624,0.70967,3.066202,13.624,27.248,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
27,14.148,0.709111,3.062695,14.148,28.296,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
28,14.672,0.709761,3.113715,14.672,29.344,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
29,15.196,0.709319,3.217177,15.196,30.392,"2011_nk_75","Nush",2011,NA,NA,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
30,15.72,0.709173,3.300446,15.72,31.44,"2011_nk_75","Nush",2011,0.709222183333333,3.00451531666667,NA,870.088509780049,1098.87104341342,828.968,0.708443440366972
31,16.244,0.708904,3.181712,16.244,32.488,"2011_nk_75","Nush",2011,0.7092137,3.02812596666667,0.0236106499999997,870.088509780049,1098.87104341342,828.968,0.708443440366972
32,16.768,0.709264,3.162859,16.768,33.536,"2011_nk_75","Nush",2011,0.709220883333333,3.05108486666667,0.0229588999999999,870.088509780049,1098.87104341342,828.968,0.708443440366972
33,17.292,0.709407,3.191849,17.292,34.584,"2011_nk_75","Nush",2011,0.709219716666667,3.07378651666667,0.0227016500000001,870.088509780049,1098.87104341342,828.968,0.708443440366972
34,17.816,0.709814,3.310994,17.816,35.632,"2011_nk_75","Nush",2011,0.709224683333333,3.09631206666667,0.0225255499999997,870.088509780049,1098.87104341342,828.968,0.708443440366972
35,18.34,0.709223,3.29384,18.34,36.68,"2011_nk_75","Nush",2011,0.709247983333333,3.1195046,0.0231925333333334,870.088509780049,1098.87104341342,828.968,0.708443440366972
36,18.864,0.709577,3.194944,18.864,37.728,"2011_nk_75","Nush",2011,0.709254366666667,3.14513413333333,0.025629533333333,870.088509780049,1098.87104341342,828.968,0.708443440366972
37,19.388,0.708989,3.224867,19.388,38.776,"2011_nk_75","Nush",2011,0.709261,3.16986068333333,0.0247265500000005,870.088509780049,1098.87104341342,828.968,0.708443440366972
38,19.912,0.709563,3.216882,19.912,39.824,"2011_nk_75","Nush",2011,0.709272433333333,3.19506821666667,0.025207533333333,870.088509780049,1098.87104341342,828.968,0.708443440366972
39,20.436,0.709205,3.301608,20.436,40.872,"2011_nk_75","Nush",2011,0.709268666666667,3.22142118333333,0.0263529666666669,870.088509780049,1098.87104341342,828.968,0.708443440366972
40,20.96,0.709583,3.24973,20.96,41.92,"2011_nk_75","Nush",2011,0.709262883333333,3.24393296666667,0.022511783333333,870.088509780049,1098.87104341342,828.968,0.708443440366972
41,21.484,0.709378,3.285216,21.484,42.968,"2011_nk_75","Nush",2011,0.709277216666667,3.26689731666667,0.0229643500000001,870.088509780049,1098.87104341342,828.968,0.708443440366972
42,22.008,0.709264,3.266204,22.008,44.016,"2011_nk_75","Nush",2011,0.709278716666667,3.28552611666667,0.0186288000000001,870.088509780049,1098.87104341342,828.968,0.708443440366972
