Cycle,Time,Iso,Sr88,FishID,Watershed,Year,Microns,MA
428,224.272,0.707844922521397,0.8537643835762176,2015_yk_379a,Yukon,2015,448.544,0.7070915424631167
429,224.796,0.7070975963131247,0.8768992788344181,2015_yk_379a,Yukon,2015,449.592,0.7070817007152097
430,225.32,0.7064531731425198,0.9254181410865284,2015_yk_379a,Yukon,2015,450.64,0.7070538699829979
431,225.844,0.7073286496147848,0.9069921651041332,2015_yk_379a,Yukon,2015,451.6880000000001,0.7070453714131506
432,226.368,0.7076273025047294,0.8823005340113115,2015_yk_379a,Yukon,2015,452.7360000000001,0.7070577597995122
433,226.892,0.7057343210528836,0.911375327396916,2015_yk_379a,Yukon,2015,453.784,0.7070465027830571
434,227.416,0.70583512493236,0.9637591248129066,2015_yk_379a,Yukon,2015,454.832,0.7070726880022077
435,227.94,0.7071055544320953,0.9384903769120736,2015_yk_379a,Yukon,2015,455.88,0.7070504444915839
436,228.464,0.70530986008903,0.9362075150878432,2015_yk_379a,Yukon,2015,456.928,0.7070686485345974
437,228.988,0.7071184220755383,0.9699821358226604,2015_yk_379a,Yukon,2015,457.976,0.7070722575009353
438,229.512,0.7065713108627395,0.9698252439973104,2015_yk_379a,Yukon,2015,459.024,0.7070972190282923
439,230.036,0.7064051950868977,0.9447650182385602,2015_yk_379a,Yukon,2015,460.072,0.7070814684318906
440,230.56,0.7062038095652247,0.9686593320502132,2015_yk_379a,Yukon,2015,461.12,0.7070904244588561
441,231.084,0.7067381731423524,1.012123310638007,2015_yk_379a,Yukon,2015,462.168,0.7070984327073508
442,231.608,0.7066846104110811,1.0133902678305833,2015_yk_379a,Yukon,2015,463.216,0.7071087887568857
443,232.132,0.7076996762163867,0.9962129775025922,2015_yk_379a,Yukon,2015,464.264,0.7070909390211317
444,232.656,0.708283146982194,1.024215802029902,2015_yk_379a,Yukon,2015,465.312,0.707113900167747
445,233.18,0.7073613087163639,1.0471897214509238,2015_yk_379a,Yukon,2015,466.36,0.7070915311484323
446,233.704,0.7058417908205198,1.0080819467292856,2015_yk_379a,Yukon,2015,467.408,0.7071326206801601
447,234.228,0.7079211850916941,0.979878941662928,2015_yk_379a,Yukon,2015,468.456,0.7071442486498821
448,234.752,0.7077954469959542,1.0178109220378144,2015_yk_379a,Yukon,2015,469.504,0.7071433806463178
449,235.276,0.7073899594246918,1.020990154432196,2015_yk_379a,Yukon,2015,470.552,0.7071339621081891
450,235.8,0.7087252963875686,0.9714201465012704,2015_yk_379a,Yukon,2015,471.6,0.7071344313881525
451,236.324,0.7070583782070471,0.9901257022322086,2015_yk_379a,Yukon,2015,472.648,0.7071407313025381
452,236.848,0.7061577238209213,1.0343343694273155,2015_yk_379a,Yukon,2015,473.696,0.7071334830194685
453,237.372,0.7064488242147691,0.9989275977744512,2015_yk_379a,Yukon,2015,474.744,0.7071060849975773
454,237.896,0.7070191782977423,0.9716451382815796,2015_yk_379a,Yukon,2015,475.792,0.7070804293439875
455,238.42,0.7087540502292171,0.9982349636721796,2015_yk_379a,Yukon,2015,476.84,0.7070768568337017
456,238.944,0.7069497586493088,1.0187989281211849,2015_yk_379a,Yukon,2015,477.888,0.7070670457358517
457,239.468,0.7082922880445327,0.971534754028196,2015_yk_379a,Yukon,2015,478.936,0.7070709216054077
458,239.992,0.7079632657638786,0.9584919618433732,2015_yk_379a,Yukon,2015,479.984,0.7070525375932486
459,240.516,0.7063075309184889,1.0105643444901142,2015_yk_379a,Yukon,2015,481.032,0.7070664253891068
460,241.04,0.7069944201695227,1.0102130378864718,2015_yk_379a,Yukon,2015,482.08,0.7070670570614788
461,241.564,0.7067127455943916,0.949038170816234,2015_yk_379a,Yukon,2015,483.128,0.7070600589452776
462,242.088,0.7077407948022367,0.9486189203112562,2015_yk_379a,Yukon,2015,484.176,0.7070400614111965
463,242.612,0.7072735832339125,1.0093745948089012,2015_yk_379a,Yukon,2015,485.2240000000001,0.7070595122488305
464,243.136,0.7080899439221872,0.9912249789543132,2015_yk_379a,Yukon,2015,486.2720000000001,0.7070764298324552
465,243.66000000000005,0.7065126088537831,0.9656511028364262,2015_yk_379a,Yukon,2015,487.3200000000001,0.7070758982018074
466,244.184,0.707755381321924,0.9970522489487262,2015_yk_379a,Yukon,2015,488.368,0.707094402257391
467,244.708,0.7074912557723374,1.0037522367413414,2015_yk_379a,Yukon,2015,489.416,0.7071001960005567
468,245.232,0.7079236515615632,0.969435564275679,2015_yk_379a,Yukon,2015,490.464,0.7071100629199738
469,245.756,0.7064802128329978,0.9647688635571388,2015_yk_379a,Yukon,2015,491.512,0.7071300234773942
470,246.28,0.7073804812702815,1.0138034040624135,2015_yk_379a,Yukon,2015,492.56,0.7071434339124134
471,246.804,0.7072078099767558,0.9890970854411216,2015_yk_379a,Yukon,2015,493.608,0.7071777729805168
472,247.328,0.7067319834816748,0.9623564882246424,2015_yk_379a,Yukon,2015,494.656,0.7071841453425483
473,247.852,0.7066620331539921,0.9628976987876104,2015_yk_379a,Yukon,2015,495.704,0.7071666183102923
474,248.376,0.7083444157069722,0.9865046015068264,2015_yk_379a,Yukon,2015,496.752,0.7071370532742441
475,248.9,0.7065827275526626,0.9622063834697028,2015_yk_379a,Yukon,2015,497.8,0.70714282341183
476,249.424,0.7076070731557497,0.9458640794521158,2015_yk_379a,Yukon,2015,498.848,0.7071620031223239
477,249.948,0.7072111406241316,0.9650916329995668,2015_yk_379a,Yukon,2015,499.896,0.7071446235555623
478,250.472,0.7071423656003157,0.9657232965695152,2015_yk_379a,Yukon,2015,500.944,0.7071270697444906
