Cycle,Sr88,Iso,Time,Microns,Fish_id,Watershed,Year
24,0.580437898575124,0.708823556016405,12.576,25.152,2015_nk_026,Nush,2015
25,1.27757930898439,0.708703809289387,13.100000000000001,26.200000000000003,2015_nk_026,Nush,2015
26,1.43303268706771,0.708132484116545,13.624,27.248,2015_nk_026,Nush,2015
27,1.47385520625496,0.707750486214043,14.148,28.296,2015_nk_026,Nush,2015
28,1.43915109115327,0.708284619122182,14.672,29.344,2015_nk_026,Nush,2015
29,1.42837141470011,0.708591268332778,15.196000000000002,30.392000000000003,2015_nk_026,Nush,2015
30,1.3918638288382,0.70861347064222,15.72,31.44,2015_nk_026,Nush,2015
31,1.37569154080774,0.707519302020527,16.244,32.488,2015_nk_026,Nush,2015
32,1.32086154218065,0.708130156384416,16.768,33.536,2015_nk_026,Nush,2015
33,1.34313969341925,0.709089992308892,17.292,34.584,2015_nk_026,Nush,2015
34,1.31679228513852,0.707203870684615,17.816000000000003,35.632000000000005,2015_nk_026,Nush,2015
35,1.33254036930954,0.708870838374665,18.34,36.68,2015_nk_026,Nush,2015
36,1.27681936568602,0.707509733323434,18.864,37.728,2015_nk_026,Nush,2015
37,1.24435914828889,0.707520438868523,19.388,38.776,2015_nk_026,Nush,2015
38,1.24198160691829,0.708634312097096,19.912,39.824,2015_nk_026,Nush,2015
39,1.24403902965589,0.709471604867219,20.436,40.872,2015_nk_026,Nush,2015
40,1.25302343256466,0.707362948578382,20.96,41.92,2015_nk_026,Nush,2015
41,1.20498193472363,0.709371569274613,21.484,42.968,2015_nk_026,Nush,2015
42,1.1765650274567,0.709108970658597,22.008000000000003,44.016000000000005,2015_nk_026,Nush,2015
43,1.15293998141958,0.70923987817271,22.532,45.064,2015_nk_026,Nush,2015
44,1.17245417677412,0.708239634684421,23.056,46.112,2015_nk_026,Nush,2015
45,1.12382119570158,0.708013855603945,23.580000000000002,47.160000000000004,2015_nk_026,Nush,2015
46,1.11059314312863,0.708567519930739,24.104,48.208,2015_nk_026,Nush,2015
47,1.08402562416984,0.708962879943118,24.628,49.256,2015_nk_026,Nush,2015
48,1.09535145525789,0.707594757551713,25.152,50.304,2015_nk_026,Nush,2015
49,1.07496045580487,0.706847296173734,25.676000000000002,51.352000000000004,2015_nk_026,Nush,2015
50,1.03630507025695,0.707189404331388,26.200000000000003,52.400000000000006,2015_nk_026,Nush,2015
51,0.996461525905208,0.708106476969361,26.724,53.448,2015_nk_026,Nush,2015
