Cycle,Time,Iso,Sr88,Fish_id,Watershed,Year,Microns
58,30.392000000000003,7.0927525788457635e-001,0.6630062344712468,2015_yk_459,Yukon,2015,60.784000000000006
59,30.916000000000004,7.0785418800153710e-001,1.1575573852978711,2015_yk_459,Yukon,2015,61.83200000000001
60,31.44,7.0764116857463455e-001,1.3390941372345333,2015_yk_459,Yukon,2015,62.88
61,31.964000000000002,7.0834586057973614e-001,1.367559027395144,2015_yk_459,Yukon,2015,63.928000000000004
62,32.488,7.0818635745571923e-001,1.3110378764524502,2015_yk_459,Yukon,2015,64.976
63,33.012,7.0885473397342302e-001,1.2118714281597918,2015_yk_459,Yukon,2015,66.024
64,33.536,7.0831599725594041e-001,1.1810634336020307,2015_yk_459,Yukon,2015,67.072
65,34.06,7.0691396397857531e-001,1.193275968159136,2015_yk_459,Yukon,2015,68.12
66,34.584,7.0769993983521251e-001,1.209773194151055,2015_yk_459,Yukon,2015,69.168
67,35.108000000000004,7.0873896085153010e-001,1.185174055566827,2015_yk_459,Yukon,2015,70.21600000000001
68,35.632000000000005,7.0876400615466439e-001,1.199343915363852,2015_yk_459,Yukon,2015,71.26400000000001
69,36.156000000000006,7.0873685302244505e-001,1.2470601272642008,2015_yk_459,Yukon,2015,72.31200000000001
70,36.68,7.0806429628681633e-001,1.2349674091470115,2015_yk_459,Yukon,2015,73.36
71,37.204,7.0800681441819846e-001,1.1907026738864703,2015_yk_459,Yukon,2015,74.408
72,37.728,7.0989450868249648e-001,1.2155834520118365,2015_yk_459,Yukon,2015,75.456
73,38.252,7.0920994659524272e-001,1.2502221313748372,2015_yk_459,Yukon,2015,76.504
74,38.776,7.0781718389281578e-001,1.2822390573822529,2015_yk_459,Yukon,2015,77.552
75,39.300000000000004,7.0851686739409003e-001,1.2896485143307794,2015_yk_459,Yukon,2015,78.60000000000001
76,39.824000000000005,7.0912052743154075e-001,1.2682202274023564,2015_yk_459,Yukon,2015,79.64800000000001
77,40.348,7.0775326841541297e-001,1.2413886496573303,2015_yk_459,Yukon,2015,80.696
78,40.872,7.0791830921147114e-001,1.2201215539585597,2015_yk_459,Yukon,2015,81.744
79,41.396,7.0841332680233082e-001,1.227145525058969,2015_yk_459,Yukon,2015,82.792
80,41.92,7.0958734073162688e-001,1.2343601239012478,2015_yk_459,Yukon,2015,83.84
81,42.444,7.0841027274642210e-001,1.22394360774281,2015_yk_459,Yukon,2015,84.888
82,42.968,7.0872959549638470e-001,1.2062745129734278,2015_yk_459,Yukon,2015,85.936
83,43.492000000000004,7.0895239733870552e-001,1.1771259833620669,2015_yk_459,Yukon,2015,86.98400000000001
84,44.016000000000005,7.0736132010811337e-001,1.1904963389817425,2015_yk_459,Yukon,2015,88.03200000000001
85,44.540000000000006,7.0672413789355382e-001,1.2143353467279565,2015_yk_459,Yukon,2015,89.08000000000001
86,45.064,7.0794069350596867e-001,1.223511733451071,2015_yk_459,Yukon,2015,90.128
87,45.588,7.0886466052747943e-001,1.228453064075439,2015_yk_459,Yukon,2015,91.176
88,46.112,7.0894780795522938e-001,1.2206808091746175,2015_yk_459,Yukon,2015,92.224
89,46.636,7.0858014292344829e-001,1.1984057698701256,2015_yk_459,Yukon,2015,93.272
