Cycle,time,Iso,Sr88,Time,Microns,Fish_id,Watershed,Year
1,0.524,0.709235,2.655437,0.524,1.048,2011_nk_23b,Nush,2011
2,1.048,0.708895,2.693339,1.048,2.096,2011_nk_23b,Nush,2011
3,1.572,0.709213,2.735235,1.572,3.144,2011_nk_23b,Nush,2011
4,2.096,0.708961,2.621286,2.096,4.192,2011_nk_23b,Nush,2011
5,2.62,0.70867,2.660889,2.62,5.24,2011_nk_23b,Nush,2011
6,3.144,0.709007,2.65035,3.144,6.288,2011_nk_23b,Nush,2011
7,3.668,0.708869,2.651355,3.668,7.336,2011_nk_23b,Nush,2011
8,4.192,0.709359,2.678625,4.192,8.384,2011_nk_23b,Nush,2011
9,4.716,0.708898,2.637381,4.716,9.432,2011_nk_23b,Nush,2011
10,5.24,0.709583,2.632119,5.24,10.48,2011_nk_23b,Nush,2011
11,5.764,0.709732,2.604262,5.764,11.528,2011_nk_23b,Nush,2011
12,6.288,0.709341,2.611843,6.288,12.576,2011_nk_23b,Nush,2011
13,6.812,0.709052,2.627929,6.812,13.624,2011_nk_23b,Nush,2011
14,7.336,0.708947,2.654527,7.336,14.672,2011_nk_23b,Nush,2011
15,7.86,0.709367,2.615579,7.86,15.72,2011_nk_23b,Nush,2011
16,8.384,0.709029,2.646718,8.384,16.768,2011_nk_23b,Nush,2011
17,8.908,0.709904,2.652701,8.908000000000001,17.816000000000003,2011_nk_23b,Nush,2011
18,9.432,0.708863,2.582743,9.432000000000002,18.864000000000004,2011_nk_23b,Nush,2011
19,9.956,0.709458,2.621859,9.956,19.912,2011_nk_23b,Nush,2011
20,10.48,0.709113,2.719418,10.48,20.96,2011_nk_23b,Nush,2011
21,11.004,0.7091,2.755532,11.004000000000001,22.008000000000003,2011_nk_23b,Nush,2011
22,11.528,0.709735,2.725368,11.528000000000002,23.056000000000004,2011_nk_23b,Nush,2011
23,12.052,0.709518,2.701929,12.052,24.104,2011_nk_23b,Nush,2011
24,12.576,0.708702,2.645126,12.576,25.152,2011_nk_23b,Nush,2011
25,13.1,0.708626,2.614583,13.100000000000001,26.200000000000003,2011_nk_23b,Nush,2011
26,13.624,0.709165,2.622449,13.624000000000002,27.248000000000005,2011_nk_23b,Nush,2011
27,14.148,0.708819,2.645767,14.148,28.296,2011_nk_23b,Nush,2011
28,14.672,0.708792,2.654336,14.672,29.344,2011_nk_23b,Nush,2011
29,15.196,0.70858,2.6686550000000002,15.196000000000002,30.392000000000003,2011_nk_23b,Nush,2011
30,15.72,0.709293,2.671403,15.720000000000002,31.440000000000005,2011_nk_23b,Nush,2011
31,16.244,0.710004,2.702643,16.244,32.488,2011_nk_23b,Nush,2011
32,16.768,0.709628,2.683329,16.768,33.536,2011_nk_23b,Nush,2011
33,17.292,0.709575,2.749259,17.292,34.584,2011_nk_23b,Nush,2011
34,17.816,0.708995,2.77873,17.816000000000003,35.632000000000005,2011_nk_23b,Nush,2011
35,18.34,0.709483,2.798034,18.340000000000003,36.68000000000001,2011_nk_23b,Nush,2011
36,18.864,0.709787,2.746166,18.864,37.728,2011_nk_23b,Nush,2011
37,19.388,0.708587,2.788409,19.388,38.776,2011_nk_23b,Nush,2011
38,19.912,0.70903,2.823787,19.912000000000003,39.824000000000005,2011_nk_23b,Nush,2011
39,20.436,0.709297,2.822635,20.436,40.872,2011_nk_23b,Nush,2011
40,20.96,0.709018,2.759943,20.96,41.92,2011_nk_23b,Nush,2011
41,21.484,0.70956,2.779156,21.484,42.968,2011_nk_23b,Nush,2011
42,22.008,0.709165,2.791449,22.008000000000003,44.016000000000005,2011_nk_23b,Nush,2011
43,22.532,0.70933,2.85995,22.532000000000004,45.06400000000001,2011_nk_23b,Nush,2011
44,23.056,0.709371,2.880074,23.056,46.112,2011_nk_23b,Nush,2011
45,23.58,0.709149,2.895109,23.580000000000002,47.160000000000004,2011_nk_23b,Nush,2011
46,24.104,0.708883,2.863496,24.104000000000003,48.208000000000006,2011_nk_23b,Nush,2011
47,24.628,0.709245,2.841026,24.628,49.256,2011_nk_23b,Nush,2011
48,25.152,0.708811,2.857442,25.152,50.304,2011_nk_23b,Nush,2011
49,25.676,0.709479,2.942822,25.676000000000002,51.352000000000004,2011_nk_23b,Nush,2011
50,26.2,0.709532,2.939851,26.200000000000003,52.400000000000006,2011_nk_23b,Nush,2011
51,26.724,0.709039,2.925845,26.724000000000004,53.44800000000001,2011_nk_23b,Nush,2011
52,27.248,0.709245,2.911469,27.248,54.496,2011_nk_23b,Nush,2011
53,27.772,0.709236,2.990427,27.772000000000002,55.544000000000004,2011_nk_23b,Nush,2011
54,28.296,0.70953599999999994,2.985411,28.296000000000003,56.592000000000006,2011_nk_23b,Nush,2011
55,28.82,0.709531,3.006827,28.82,57.64,2011_nk_23b,Nush,2011
56,29.344,0.709382,3.0178,29.344,58.688,2011_nk_23b,Nush,2011
57,29.868,0.709114,3.024897,29.868000000000002,59.736000000000004,2011_nk_23b,Nush,2011
58,30.392,0.709145,3.066968,30.392000000000003,60.784000000000006,2011_nk_23b,Nush,2011
59,30.916,0.709111,3.145459,30.916000000000004,61.83200000000001,2011_nk_23b,Nush,2011
60,31.44,0.709723,3.156753,31.44,62.88,2011_nk_23b,Nush,2011
61,31.964,0.709802,3.166451,31.964000000000002,63.928000000000004,2011_nk_23b,Nush,2011
62,32.488,0.709,3.1493,32.488,64.976,2011_nk_23b,Nush,2011
63,33.012,0.709128,3.2508,33.012,66.024,2011_nk_23b,Nush,2011
64,33.536,0.709385,3.274938,33.536,67.072,2011_nk_23b,Nush,2011
65,34.06,0.709327,3.291336,34.06,68.12,2011_nk_23b,Nush,2011
66,34.584,0.709019,3.308899,34.584,69.168,2011_nk_23b,Nush,2011
67,35.108,0.708993,3.317067,35.108000000000004,70.21600000000001,2011_nk_23b,Nush,2011
68,35.632,0.709375,3.265987,35.632000000000005,71.26400000000001,2011_nk_23b,Nush,2011
69,36.156,0.708887,3.365505,36.156000000000006,72.31200000000001,2011_nk_23b,Nush,2011
