Cycle,time,Iso,Sr88,Time,Microns,Fish_id,Watershed,Year
1,0.524,0.7093795,1.7888361,0.524,1.048,2011_nk_250,Nush,2011
2,1.048,0.7090045,1.8040693,1.048,2.096,2011_nk_250,Nush,2011
3,1.524,0.7079505,1.805976,1.572,3.144,2011_nk_250,Nush,2011
4,2.048,0.7089929,1.809439,2.096,4.192,2011_nk_250,Nush,2011
5,2.524,0.7092222,1.7963881,2.62,5.24,2011_nk_250,Nush,2011
6,3.048,0.7085192,1.7885808,3.144,6.288,2011_nk_250,Nush,2011
7,3.524,0.7105558,1.7946771,3.668,7.336,2011_nk_250,Nush,2011
8,4.048,0.7084664,1.7939839,4.192,8.384,2011_nk_250,Nush,2011
9,4.524,0.7097366,1.7542639,4.716,9.432,2011_nk_250,Nush,2011
10,5.048,0.7098494,1.7311902,5.24,10.48,2011_nk_250,Nush,2011
11,5.524,0.708648,1.6975413,5.764,11.528,2011_nk_250,Nush,2011
12,6.048,0.709688,1.6987856,6.288,12.576,2011_nk_250,Nush,2011
13,6.524,0.7093257,1.6822533,6.812,13.624,2011_nk_250,Nush,2011
14,7.048,0.7092099,1.6678589,7.336,14.672,2011_nk_250,Nush,2011
15,7.524,0.7094496,1.6711741,7.86,15.72,2011_nk_250,Nush,2011
16,8.048,0.70863,1.6267478,8.384,16.768,2011_nk_250,Nush,2011
17,8.524,0.710257,1.5677342,8.908000000000001,17.816000000000003,2011_nk_250,Nush,2011
18,9.048,0.7089143,1.6278127,9.432000000000002,18.864000000000004,2011_nk_250,Nush,2011
19,9.524,0.7095264,1.6068144,9.956,19.912,2011_nk_250,Nush,2011
20,10.048,0.7093234,1.5841114,10.48,20.96,2011_nk_250,Nush,2011
21,10.524,0.7093609,1.5492917,11.004000000000001,22.008000000000003,2011_nk_250,Nush,2011
22,11.048,0.7099322,1.5653295,11.528000000000002,23.056000000000004,2011_nk_250,Nush,2011
23,11.524,0.7092125,1.5658011,12.052,24.104,2011_nk_250,Nush,2011
24,12.048,0.7087333,1.6042849,12.576,25.152,2011_nk_250,Nush,2011
25,12.524,0.7088742,1.6317979,13.100000000000001,26.200000000000003,2011_nk_250,Nush,2011
26,13.048,0.7094871,1.6800665,13.624000000000002,27.248000000000005,2011_nk_250,Nush,2011
27,13.524,0.7097739,1.6776218,14.148,28.296,2011_nk_250,Nush,2011
28,14.048,0.7083645,1.7032695,14.672,29.344,2011_nk_250,Nush,2011
29,14.524,0.7091933,1.7191199,15.196000000000002,30.392000000000003,2011_nk_250,Nush,2011
30,15.048,0.7092579,1.7680413,15.720000000000002,31.440000000000005,2011_nk_250,Nush,2011
31,15.524,0.7095863,1.7884138,16.244,32.488,2011_nk_250,Nush,2011
32,16.048,0.710028,1.8184633,16.768,33.536,2011_nk_250,Nush,2011
33,16.524,0.7087776,1.8403795,17.292,34.584,2011_nk_250,Nush,2011
34,17.048,0.7084543,1.8705044,17.816000000000003,35.632000000000005,2011_nk_250,Nush,2011
35,17.524,0.7093286,1.8811078,18.340000000000003,36.68000000000001,2011_nk_250,Nush,2011
36,18.048,0.7097497,1.8987201,18.864,37.728,2011_nk_250,Nush,2011
37,18.524,0.7088947,1.9049393,19.388,38.776,2011_nk_250,Nush,2011
38,19.048,0.709012,1.8876762,19.912000000000003,39.824000000000005,2011_nk_250,Nush,2011
39,19.524,0.7086018,1.8989939,20.436,40.872,2011_nk_250,Nush,2011
40,20.048,0.7086537,1.9069854,20.96,41.92,2011_nk_250,Nush,2011
41,20.524,0.708816,1.9325433,21.484,42.968,2011_nk_250,Nush,2011
42,21.048,0.7088479,1.9013661,22.008000000000003,44.016000000000005,2011_nk_250,Nush,2011
43,21.524,0.7093905,1.9164002,22.532000000000004,45.06400000000001,2011_nk_250,Nush,2011
44,22.048,0.7091076,1.9289077,23.056,46.112,2011_nk_250,Nush,2011
45,22.524,0.7084924,1.9632524,23.580000000000002,47.160000000000004,2011_nk_250,Nush,2011
46,23.048,0.7090699,1.972045,24.104000000000003,48.208000000000006,2011_nk_250,Nush,2011
47,23.524,0.7095671,1.944796,24.628,49.256,2011_nk_250,Nush,2011
48,24.048,0.7091419,1.9627846,25.152,50.304,2011_nk_250,Nush,2011
49,24.524,0.7095632,1.9648359,25.676000000000002,51.352000000000004,2011_nk_250,Nush,2011
50,25.048,0.7086862,1.954096,26.200000000000003,52.400000000000006,2011_nk_250,Nush,2011
51,25.524,0.7098109,1.974843,26.724000000000004,53.44800000000001,2011_nk_250,Nush,2011
52,26.048,0.7092543,1.9793725,27.248,54.496,2011_nk_250,Nush,2011
53,26.524,0.7097156,2.0081863,27.772000000000002,55.544000000000004,2011_nk_250,Nush,2011
54,27.048,0.7100147,1.9818757,28.296000000000003,56.592000000000006,2011_nk_250,Nush,2011
55,27.524,0.7096972,2.0051938,28.82,57.64,2011_nk_250,Nush,2011
56,28.048,0.709414,1.9771596,29.344,58.688,2011_nk_250,Nush,2011
57,28.524,0.7093041,1.9917018,29.868000000000002,59.736000000000004,2011_nk_250,Nush,2011
58,29.048,0.7086097,1.9964006,30.392000000000003,60.784000000000006,2011_nk_250,Nush,2011
59,29.524,0.709291,2.0078043,30.916000000000004,61.83200000000001,2011_nk_250,Nush,2011
60,30.048,0.7090465,2.015725,31.44,62.88,2011_nk_250,Nush,2011
61,30.524,0.7095534,2.0274937,31.964000000000002,63.928000000000004,2011_nk_250,Nush,2011
62,31.048,0.7087393,2.0749271,32.488,64.976,2011_nk_250,Nush,2011
63,31.524,0.7099211,2.0642606,33.012,66.024,2011_nk_250,Nush,2011
64,32.048,0.7092044,2.0648595,33.536,67.072,2011_nk_250,Nush,2011
65,32.524,0.7088038,2.07278,34.06,68.12,2011_nk_250,Nush,2011
66,33.048,0.7091962,2.0856875,34.584,69.168,2011_nk_250,Nush,2011
67,33.524,0.7093815,2.1071705,35.108000000000004,70.21600000000001,2011_nk_250,Nush,2011
68,34.048,0.7091215,2.1474228,35.632000000000005,71.26400000000001,2011_nk_250,Nush,2011
69,34.524,0.708849,2.1520547,36.156000000000006,72.31200000000001,2011_nk_250,Nush,2011
70,35.048,0.7087447,2.1457025,36.68,73.36,2011_nk_250,Nush,2011
71,35.524,0.708936,2.116211,37.204,74.408,2011_nk_250,Nush,2011
72,36.048,0.7099016,2.107188,37.728,75.456,2011_nk_250,Nush,2011
73,36.524,0.70932,2.11688,38.252,76.504,2011_nk_250,Nush,2011
74,37.048,0.7099559,2.1199158,38.776,77.552,2011_nk_250,Nush,2011
75,37.524,0.7088143,2.1237884,39.300000000000004,78.60000000000001,2011_nk_250,Nush,2011
76,38.048,0.7102152,2.0689615,39.824000000000005,79.64800000000001,2011_nk_250,Nush,2011
77,38.524,0.7092932,2.1057615,40.348,80.696,2011_nk_250,Nush,2011
78,39.048,0.7094208,2.0998674,40.872,81.744,2011_nk_250,Nush,2011
79,39.524,0.7087175,2.0644827,41.396,82.792,2011_nk_250,Nush,2011
80,40.048,0.709779,2.0747349,41.92,83.84,2011_nk_250,Nush,2011
81,40.524,0.7086233,2.0637338,42.444,84.888,2011_nk_250,Nush,2011
82,41.048,0.7091164,2.0910042,42.968,85.936,2011_nk_250,Nush,2011
83,41.524,0.7094547,2.0834325,43.492000000000004,86.98400000000001,2011_nk_250,Nush,2011
84,42.048,0.7091067,2.1186496,44.016000000000005,88.03200000000001,2011_nk_250,Nush,2011
85,42.524,0.709564,2.1785253,44.540000000000006,89.08000000000001,2011_nk_250,Nush,2011
86,43.048,0.7085156,2.2351218,45.064,90.128,2011_nk_250,Nush,2011
87,43.524,0.7089474,2.1999451,45.588,91.176,2011_nk_250,Nush,2011
88,44.048,0.7098967,2.2171904,46.112,92.224,2011_nk_250,Nush,2011
89,44.524,0.7090281,2.2501329,46.636,93.272,2011_nk_250,Nush,2011
90,45.048,0.7087921,2.2259581,47.160000000000004,94.32000000000001,2011_nk_250,Nush,2011
91,45.524,0.7096179,2.2460371,47.684000000000005,95.36800000000001,2011_nk_250,Nush,2011
92,46.048,0.7093791,2.2568575,48.208000000000006,96.41600000000001,2011_nk_250,Nush,2011
93,46.524,0.7086337,2.2163108,48.732,97.464,2011_nk_250,Nush,2011
94,47.048,0.710353,2.2286939,49.256,98.512,2011_nk_250,Nush,2011
95,47.524,0.7091308,2.2338921,49.78,99.56,2011_nk_250,Nush,2011
96,48.048,0.7088194,2.2841935,50.304,100.608,2011_nk_250,Nush,2011
97,48.524,0.7096636,2.256228,50.828,101.656,2011_nk_250,Nush,2011
98,49.048,0.7088265,2.2797774,51.352000000000004,102.70400000000001,2011_nk_250,Nush,2011
99,49.524,0.7095971,2.3131178,51.876000000000005,103.75200000000001,2011_nk_250,Nush,2011
100,50.048,0.7095272,2.3295469,52.400000000000006,104.80000000000001,2011_nk_250,Nush,2011
101,50.524,0.7089769,2.3526342,52.92400000000001,105.84800000000001,2011_nk_250,Nush,2011
102,51.048,0.708625,2.3576807,53.448,106.896,2011_nk_250,Nush,2011
103,51.524,0.7100238,2.3793405,53.972,107.944,2011_nk_250,Nush,2011
104,52.048,0.7097045,2.3727746,54.496,108.992,2011_nk_250,Nush,2011
105,52.524,0.7092692,2.4171566,55.02,110.04,2011_nk_250,Nush,2011
106,53.048,0.7087438,2.4260077,55.544000000000004,111.08800000000001,2011_nk_250,Nush,2011
107,53.524,0.70894,2.4611693,56.068000000000005,112.13600000000001,2011_nk_250,Nush,2011
108,54.048,0.7091027,2.4408931,56.592000000000006,113.18400000000001,2011_nk_250,Nush,2011
109,54.524,0.7092183,2.47219,57.116,114.232,2011_nk_250,Nush,2011
110,55.048,0.709641,2.4470178,57.64,115.28,2011_nk_250,Nush,2011
111,55.524,0.709496,2.4808477,58.164,116.328,2011_nk_250,Nush,2011
112,56.048,0.7083601,2.4723214,58.688,117.376,2011_nk_250,Nush,2011
113,56.524,0.7085451,2.4720108,59.212,118.424,2011_nk_250,Nush,2011
114,57.048,0.7088108,2.4959913,59.736000000000004,119.47200000000001,2011_nk_250,Nush,2011
115,57.524,0.709674,2.4715764,60.260000000000005,120.52000000000001,2011_nk_250,Nush,2011
