Cycle,time,Iso,Sr88,Time,Microns,Fish_id,Watershed,Year
1,0.524,0.709298,2.144836,0.524,1.048,2011_nk_28,Nush,2011
2,1.048,0.709242,2.117801,1.048,2.096,2011_nk_28,Nush,2011
3,1.572,0.709142,2.118892,1.572,3.144,2011_nk_28,Nush,2011
4,2.096,0.708846,2.105104,2.096,4.192,2011_nk_28,Nush,2011
5,2.62,0.709555,2.109304,2.62,5.24,2011_nk_28,Nush,2011
6,3.144,0.709087,2.114209,3.144,6.288,2011_nk_28,Nush,2011
7,3.668,0.70921,2.013034,3.668,7.336,2011_nk_28,Nush,2011
8,4.192,0.708591,1.977479,4.192,8.384,2011_nk_28,Nush,2011
9,4.716,0.708661,1.909657,4.716,9.432,2011_nk_28,Nush,2011
10,5.24,0.709684,1.876133,5.24,10.48,2011_nk_28,Nush,2011
11,5.764,0.708995,1.874987,5.764,11.528,2011_nk_28,Nush,2011
12,6.288,0.708381,1.924046,6.288,12.576,2011_nk_28,Nush,2011
13,6.812,0.708729,1.918308,6.812,13.624,2011_nk_28,Nush,2011
14,7.336,0.708766,1.968571,7.336,14.672,2011_nk_28,Nush,2011
15,7.86,0.708313,1.875566,7.86,15.72,2011_nk_28,Nush,2011
16,8.384,0.708881,1.909035,8.384,16.768,2011_nk_28,Nush,2011
17,8.908,0.708845,1.949931,8.908000000000001,17.816000000000003,2011_nk_28,Nush,2011
18,9.432,0.709116,1.952639,9.432000000000002,18.864000000000004,2011_nk_28,Nush,2011
19,9.956,0.70821,1.971191,9.956,19.912,2011_nk_28,Nush,2011
20,10.48,0.708363,1.976202,10.48,20.96,2011_nk_28,Nush,2011
21,11.004,0.709243,1.99936,11.004000000000001,22.008000000000003,2011_nk_28,Nush,2011
22,11.528,0.709315,2.009234,11.528000000000002,23.056000000000004,2011_nk_28,Nush,2011
23,12.052,0.708476,2.060874,12.052,24.104,2011_nk_28,Nush,2011
24,12.576,0.709023,2.079058,12.576,25.152,2011_nk_28,Nush,2011
25,13.1,0.709505,2.090773,13.100000000000001,26.200000000000003,2011_nk_28,Nush,2011
26,13.624,0.708531,2.098726,13.624000000000002,27.248000000000005,2011_nk_28,Nush,2011
27,14.148,0.708621,2.108577,14.148,28.296,2011_nk_28,Nush,2011
28,14.672,0.708463,2.10855,14.672,29.344,2011_nk_28,Nush,2011
