Cycle,time,Iso,Sr88,Time,Microns,Fish_id,Watershed,Year
1,0.524,0.709389,2.649055,0.524,1.048,2011_nk_114b,Nush,2011
2,1.048,0.708968,2.725639,1.048,2.096,2011_nk_114b,Nush,2011
3,1.572,0.709111,2.662342,1.572,3.144,2011_nk_114b,Nush,2011
4,2.096,0.709579,2.585471,2.096,4.192,2011_nk_114b,Nush,2011
5,2.62,0.709336,2.576648,2.62,5.24,2011_nk_114b,Nush,2011
6,3.144,0.709448,2.56339,3.144,6.288,2011_nk_114b,Nush,2011
7,3.668,0.708603,2.539905,3.668,7.336,2011_nk_114b,Nush,2011
8,4.192,0.708828,2.597947,4.192,8.384,2011_nk_114b,Nush,2011
9,4.716,0.709278,2.659392,4.716,9.432,2011_nk_114b,Nush,2011
10,5.24,0.709116,2.700325,5.24,10.48,2011_nk_114b,Nush,2011
11,5.764,0.708881,2.748069,5.764,11.528,2011_nk_114b,Nush,2011
12,6.288,0.70936,2.782983,6.288,12.576,2011_nk_114b,Nush,2011
13,6.812,0.709104,2.802688,6.812,13.624,2011_nk_114b,Nush,2011
14,7.336,0.70921,2.79426,7.336,14.672,2011_nk_114b,Nush,2011
15,7.86,0.709378,2.78101,7.86,15.72,2011_nk_114b,Nush,2011
16,8.384,0.709265,2.703757,8.384,16.768,2011_nk_114b,Nush,2011
17,8.908,0.709318,2.72245,8.908000000000001,17.816000000000003,2011_nk_114b,Nush,2011
18,9.432,0.709125,2.729686,9.432000000000002,18.864000000000004,2011_nk_114b,Nush,2011
19,9.956,0.709277,2.719119,9.956,19.912,2011_nk_114b,Nush,2011
20,10.48,0.708627,2.698727,10.48,20.96,2011_nk_114b,Nush,2011
21,11.004,0.709284,2.732147,11.004000000000001,22.008000000000003,2011_nk_114b,Nush,2011
22,11.528,0.709214,2.719321,11.528000000000002,23.056000000000004,2011_nk_114b,Nush,2011
23,12.052,0.708878,2.729738,12.052,24.104,2011_nk_114b,Nush,2011
24,12.576,0.70886,2.708521,12.576,25.152,2011_nk_114b,Nush,2011
25,13.1,0.709503,2.688137,13.100000000000001,26.200000000000003,2011_nk_114b,Nush,2011
26,13.624,0.70906,2.660512,13.624000000000002,27.248000000000005,2011_nk_114b,Nush,2011
