Cycle,time,Iso,Sr88,Time,Microns,Fish_id,Watershed,Year
1,0.524,0.708843,2.301694,0.524,1.048,2011_nk_43a,Nush,2011
2,1.048,0.708762,2.365558,1.048,2.096,2011_nk_43a,Nush,2011
3,1.572,0.70927,2.289364,1.572,3.144,2011_nk_43a,Nush,2011
4,2.096,0.70909,2.222557,2.096,4.192,2011_nk_43a,Nush,2011
5,2.62,0.709447,2.179825,2.62,5.24,2011_nk_43a,Nush,2011
6,3.144,0.70913,2.176373,3.144,6.288,2011_nk_43a,Nush,2011
7,3.668,0.709126,2.160502,3.668,7.336,2011_nk_43a,Nush,2011
8,4.192,0.709206,2.102418,4.192,8.384,2011_nk_43a,Nush,2011
9,4.716,0.708595,2.11408,4.716,9.432,2011_nk_43a,Nush,2011
10,5.24,0.708549,2.122613,5.24,10.48,2011_nk_43a,Nush,2011
11,5.764,0.709746,2.151086,5.764,11.528,2011_nk_43a,Nush,2011
12,6.288,0.709798,2.140833,6.288,12.576,2011_nk_43a,Nush,2011
13,6.812,0.709134,2.135562,6.812,13.624,2011_nk_43a,Nush,2011
14,7.336,0.710002,2.1794,7.336,14.672,2011_nk_43a,Nush,2011
15,7.86,0.709247,2.213707,7.86,15.72,2011_nk_43a,Nush,2011
16,8.384,0.709168,2.214657,8.384,16.768,2011_nk_43a,Nush,2011
17,8.908,0.70834,2.208395,8.908000000000001,17.816000000000003,2011_nk_43a,Nush,2011
18,9.432,0.709361,2.196242,9.432000000000002,18.864000000000004,2011_nk_43a,Nush,2011
19,9.956,0.709399,2.197985,9.956,19.912,2011_nk_43a,Nush,2011
20,10.48,0.708908,2.214293,10.48,20.96,2011_nk_43a,Nush,2011
21,11.004,0.709284,2.19838,11.004000000000001,22.008000000000003,2011_nk_43a,Nush,2011
22,11.528,0.709072,2.242455,11.528000000000002,23.056000000000004,2011_nk_43a,Nush,2011
23,12.052,0.708952,2.278975,12.052,24.104,2011_nk_43a,Nush,2011
24,12.576,0.7093,2.263626,12.576,25.152,2011_nk_43a,Nush,2011
25,13.1,0.710075,2.235153,13.100000000000001,26.200000000000003,2011_nk_43a,Nush,2011
26,13.624,0.708963,2.232764,13.624000000000002,27.248000000000005,2011_nk_43a,Nush,2011
27,14.148,0.708916,2.234257,14.148,28.296,2011_nk_43a,Nush,2011
28,14.672,0.709474,2.277332,14.672,29.344,2011_nk_43a,Nush,2011
29,15.196,0.70892,2.245606,15.196000000000002,30.392000000000003,2011_nk_43a,Nush,2011
30,15.72,0.709495,2.25523,15.720000000000002,31.440000000000005,2011_nk_43a,Nush,2011
31,16.244,0.709254,2.250838,16.244,32.488,2011_nk_43a,Nush,2011
32,16.768,0.708878,2.230019,16.768,33.536,2011_nk_43a,Nush,2011
33,17.292,0.708778,2.246873,17.292,34.584,2011_nk_43a,Nush,2011
34,17.816,0.708354,2.258312,17.816000000000003,35.632000000000005,2011_nk_43a,Nush,2011
35,18.34,0.708538,2.238048,18.340000000000003,36.68000000000001,2011_nk_43a,Nush,2011
36,18.864,0.709608,2.228731,18.864,37.728,2011_nk_43a,Nush,2011
37,19.388,0.708519,2.218995,19.388,38.776,2011_nk_43a,Nush,2011
38,19.912,0.709426,2.280071,19.912000000000003,39.824000000000005,2011_nk_43a,Nush,2011
39,20.436,0.708098,2.255186,20.436,40.872,2011_nk_43a,Nush,2011
40,20.96,0.709012,2.25893,20.96,41.92,2011_nk_43a,Nush,2011
41,21.484,0.709158,2.290838,21.484,42.968,2011_nk_43a,Nush,2011
42,22.008,0.709357,2.30693,22.008000000000003,44.016000000000005,2011_nk_43a,Nush,2011
43,22.532,0.709108,2.281515,22.532000000000004,45.06400000000001,2011_nk_43a,Nush,2011
44,23.056,0.708805,2.275292,23.056,46.112,2011_nk_43a,Nush,2011
45,23.58,0.708636,2.293869,23.580000000000002,47.160000000000004,2011_nk_43a,Nush,2011
46,24.104,0.708682,2.262548,24.104000000000003,48.208000000000006,2011_nk_43a,Nush,2011
47,24.628,0.709311,2.301018,24.628,49.256,2011_nk_43a,Nush,2011
48,25.152,0.709259,2.288855,25.152,50.304,2011_nk_43a,Nush,2011
49,25.676,0.709396,2.279212,25.676000000000002,51.352000000000004,2011_nk_43a,Nush,2011
50,26.2,0.708676,2.315492,26.200000000000003,52.400000000000006,2011_nk_43a,Nush,2011
51,26.724,0.709359,2.337856,26.724000000000004,53.44800000000001,2011_nk_43a,Nush,2011
52,27.248,0.708842,2.357629,27.248,54.496,2011_nk_43a,Nush,2011
53,27.772,0.709086,2.31798,27.772000000000002,55.544000000000004,2011_nk_43a,Nush,2011
