Cycle,Time,Iso,Sr88,Microns,FishID,Watershed,Year
136,71.26400000000001,7.2210756680724486e-001,0.12294839115090143,142.52800000000002,2021_yk_070_R1,Yukon,2021
137,71.78800000000001,7.2458744247912577e-001,0.14752057285454,143.57600000000002,2021_yk_070_R1,Yukon,2021
138,72.312,7.1567934406368217e-001,0.16352310528793984,144.624,2021_yk_070_R1,Yukon,2021
139,72.836,7.1343166536345592e-001,0.1706836970251076,145.672,2021_yk_070_R1,Yukon,2021
140,73.36,7.2461301644746523e-001,0.17562620297882475,146.72,2021_yk_070_R1,Yukon,2021
141,73.884,7.2197076310217556e-001,0.1784342550372719,147.768,2021_yk_070_R1,Yukon,2021
142,74.408,7.1689635679492225e-001,0.18463458158442672,148.816,2021_yk_070_R1,Yukon,2021
143,74.932,7.1907751178162882e-001,0.1875271524109516,149.864,2021_yk_070_R1,Yukon,2021
144,75.456,7.2091058247961981e-001,0.19555673508444685,150.912,2021_yk_070_R1,Yukon,2021
145,75.98,7.1853363057864672e-001,0.2140330507085783,151.96,2021_yk_070_R1,Yukon,2021
146,76.504,7.1472830497291573e-001,0.22632523724996015,153.008,2021_yk_070_R1,Yukon,2021
147,77.028,7.1596558626322304e-001,0.23328361358516753,154.056,2021_yk_070_R1,Yukon,2021
148,77.552,7.2066721742630868e-001,0.23807470514825976,155.104,2021_yk_070_R1,Yukon,2021
149,78.07600000000001,7.1923209872665750e-001,0.23736399035326017,156.15200000000002,2021_yk_070_R1,Yukon,2021
150,78.60000000000001,7.1821301148666639e-001,0.2342590480980768,157.20000000000002,2021_yk_070_R1,Yukon,2021
151,79.12400000000001,7.2113248876706171e-001,0.23198788886210508,158.24800000000002,2021_yk_070_R1,Yukon,2021
152,79.64800000000001,7.2159108473692868e-001,0.23548107068754923,159.29600000000002,2021_yk_070_R1,Yukon,2021
153,80.172,7.2277955955401130e-001,0.23868155844397312,160.344,2021_yk_070_R1,Yukon,2021
154,80.696,7.1648590983662541e-001,0.2421458156424288,161.392,2021_yk_070_R1,Yukon,2021
155,81.22,7.2464361813031164e-001,0.24851133755168248,162.44,2021_yk_070_R1,Yukon,2021
156,81.744,7.1785227391413786e-001,0.24657349947126303,163.488,2021_yk_070_R1,Yukon,2021
157,82.268,7.1631253894163716e-001,0.2487383380717469,164.536,2021_yk_070_R1,Yukon,2021
158,82.792,7.2074085881648453e-001,0.25132039885995766,165.584,2021_yk_070_R1,Yukon,2021
159,83.316,7.2428635896113414e-001,0.24991484249875776,166.632,2021_yk_070_R1,Yukon,2021
160,83.84,7.1989557074507748e-001,0.2498484262390112,167.68,2021_yk_070_R1,Yukon,2021
161,84.364,7.1722112480616873e-001,0.24961666703494975,168.728,2021_yk_070_R1,Yukon,2021
162,84.888,7.2154175473447024e-001,0.24866106746511143,169.776,2021_yk_070_R1,Yukon,2021
163,85.412,7.2340532710389072e-001,0.25055119796484676,170.824,2021_yk_070_R1,Yukon,2021
