"Cycle","Time","Iso","Sr88","Fish_id","Watershed","Year","Microns","Iso_MA","natal_iso","marine_start_index","natal_start_index","natal_end_index"
455,238.42,0.710499784890877,0.334765868976723,"2015_yk_333_2","Yukon",2015,476.84,NA,0.71053235544575,447,476.216832013487,581.409951145156
456,238.944,0.710721862952818,0.324813548008859,"2015_yk_333_2","Yukon",2015,477.888,NA,0.71053235544575,447,476.216832013487,581.409951145156
457,239.468,0.710174996953379,0.335374702151625,"2015_yk_333_2","Yukon",2015,478.936,NA,0.71053235544575,447,476.216832013487,581.409951145156
458,239.992,0.709729257991331,0.339327378964612,"2015_yk_333_2","Yukon",2015,479.984,NA,0.71053235544575,447,476.216832013487,581.409951145156
459,240.516,0.714038135576789,0.339889077263074,"2015_yk_333_2","Yukon",2015,481.032,NA,0.71053235544575,447,476.216832013487,581.409951145156
460,241.04,0.711060847566639,0.320256294648308,"2015_yk_333_2","Yukon",2015,482.08,NA,0.71053235544575,447,476.216832013487,581.409951145156
461,241.564,0.705971332129404,0.33120133608873,"2015_yk_333_2","Yukon",2015,483.128,NA,0.71053235544575,447,476.216832013487,581.409951145156
462,242.088,0.712626179321779,0.333424519278335,"2015_yk_333_2","Yukon",2015,484.176,NA,0.71053235544575,447,476.216832013487,581.409951145156
463,242.612,0.711865613207197,0.340064351545494,"2015_yk_333_2","Yukon",2015,485.224,NA,0.71053235544575,447,476.216832013487,581.409951145156
464,243.136,0.710308933612617,0.335027232600609,"2015_yk_333_2","Yukon",2015,486.272,NA,0.71053235544575,447,476.216832013487,581.409951145156
465,243.66,0.710232826620053,0.337749181125829,"2015_yk_333_2","Yukon",2015,487.32,NA,0.71053235544575,447,476.216832013487,581.409951145156
466,244.184,0.708898122367823,0.337965459918416,"2015_yk_333_2","Yukon",2015,488.368,NA,0.71053235544575,447,476.216832013487,581.409951145156
467,244.708,0.713563187671181,0.344190018893696,"2015_yk_333_2","Yukon",2015,489.416,NA,0.71053235544575,447,476.216832013487,581.409951145156
468,245.232,0.709390015597201,0.335423123752294,"2015_yk_333_2","Yukon",2015,490.464,NA,0.71053235544575,447,476.216832013487,581.409951145156
469,245.756,0.710680986239927,0.339168566751564,"2015_yk_333_2","Yukon",2015,491.512,NA,0.71053235544575,447,476.216832013487,581.409951145156
470,246.28,0.711032477286424,0.337855929094382,"2015_yk_333_2","Yukon",2015,492.56,NA,0.71053235544575,447,476.216832013487,581.409951145156
471,246.804,0.709381323301801,0.33828828921152,"2015_yk_333_2","Yukon",2015,493.608,NA,0.71053235544575,447,476.216832013487,581.409951145156
472,247.328,0.708453531865747,0.334393292942663,"2015_yk_333_2","Yukon",2015,494.656,NA,0.71053235544575,447,476.216832013487,581.409951145156
473,247.852,0.711213832310386,0.343836882023125,"2015_yk_333_2","Yukon",2015,495.704,NA,0.71053235544575,447,476.216832013487,581.409951145156
474,248.376,0.713779203502161,0.350605227749536,"2015_yk_333_2","Yukon",2015,496.752,NA,0.71053235544575,447,476.216832013487,581.409951145156
475,248.9,0.712372982416976,0.346475190737065,"2015_yk_333_2","Yukon",2015,497.8,NA,0.71053235544575,447,476.216832013487,581.409951145156
476,249.424,0.711113433071699,0.343418868395849,"2015_yk_333_2","Yukon",2015,498.848,NA,0.71053235544575,447,476.216832013487,581.409951145156
477,249.948,0.711218004580625,0.345523511426419,"2015_yk_333_2","Yukon",2015,499.896,NA,0.71053235544575,447,476.216832013487,581.409951145156
478,250.472,0.710933886794621,0.344969187364965,"2015_yk_333_2","Yukon",2015,500.944,NA,0.71053235544575,447,476.216832013487,581.409951145156
479,250.996,0.711525928343354,0.337142428798288,"2015_yk_333_2","Yukon",2015,501.992,NA,0.71053235544575,447,476.216832013487,581.409951145156
480,251.52,0.711007863484279,0.344378161408587,"2015_yk_333_2","Yukon",2015,503.04,NA,0.71053235544575,447,476.216832013487,581.409951145156
481,252.044,0.707498551834007,0.351186337531663,"2015_yk_333_2","Yukon",2015,504.088,NA,0.71053235544575,447,476.216832013487,581.409951145156
482,252.568,0.709707160772468,0.349823755228527,"2015_yk_333_2","Yukon",2015,505.136,NA,0.71053235544575,447,476.216832013487,581.409951145156
483,253.092,0.70807398115345,0.343118713172029,"2015_yk_333_2","Yukon",2015,506.184,NA,0.71053235544575,447,476.216832013487,581.409951145156
484,253.616,0.710685307372914,0.348752083817302,"2015_yk_333_2","Yukon",2015,507.232,0.710473269133961,0.71053235544575,447,476.216832013487,581.409951145156
485,254.14,0.71127124826287,0.352276069310765,"2015_yk_333_2","Yukon",2015,508.28,0.71043095439411,0.71053235544575,447,476.216832013487,581.409951145156
486,254.664,0.70799403416651,0.349419882246362,"2015_yk_333_2","Yukon",2015,509.328,0.710493532644237,0.71053235544575,447,476.216832013487,581.409951145156
487,255.188,0.713739638009336,0.343419979196962,"2015_yk_333_2","Yukon",2015,510.376,0.710532574401186,0.71053235544575,447,476.216832013487,581.409951145156
488,255.712,0.708433209322921,0.343487740065781,"2015_yk_333_2","Yukon",2015,511.424,0.710560280824965,0.71053235544575,447,476.216832013487,581.409951145156
489,256.236,0.713762793528654,0.339182978135291,"2015_yk_333_2","Yukon",2015,512.472,0.710501770447184,0.71053235544575,447,476.216832013487,581.409951145156
490,256.76,0.709510869078099,0.338512436451548,"2015_yk_333_2","Yukon",2015,513.52,0.710479953380306,0.71053235544575,447,476.216832013487,581.409951145156
491,257.284,0.708189544168938,0.342624083815341,"2015_yk_333_2","Yukon",2015,514.568,0.710534863841197,0.71053235544575,447,476.216832013487,581.409951145156
