"Cycle","Time","Iso","Sr88","Fish_id","Watershed","Year","Microns","Iso_MA","natal_iso","marine_start_index","natal_start_index","natal_end_index"
681,356.844,0.712469611998268,0.561980742247403,"2015_yk_530_2","Yukon",2015,713.688,NA,0.711972108199524,620,713.131219329701,889.801391241137
682,357.368,0.712139811003058,0.568110317458086,"2015_yk_530_2","Yukon",2015,714.736,NA,0.711972108199524,620,713.131219329701,889.801391241137
683,357.892,0.712039260238856,0.560890563764476,"2015_yk_530_2","Yukon",2015,715.784,NA,0.711972108199524,620,713.131219329701,889.801391241137
684,358.416,0.710169043372812,0.555055164030853,"2015_yk_530_2","Yukon",2015,716.832,NA,0.711972108199524,620,713.131219329701,889.801391241137
685,358.94,0.713140775395881,0.561214967635256,"2015_yk_530_2","Yukon",2015,717.88,NA,0.711972108199524,620,713.131219329701,889.801391241137
686,359.464,0.712600254465476,0.570863121524233,"2015_yk_530_2","Yukon",2015,718.928,NA,0.711972108199524,620,713.131219329701,889.801391241137
687,359.988,0.711026324767195,0.551961784437356,"2015_yk_530_2","Yukon",2015,719.976,NA,0.711972108199524,620,713.131219329701,889.801391241137
688,360.512,0.712124041006462,0.544111086845019,"2015_yk_530_2","Yukon",2015,721.024,NA,0.711972108199524,620,713.131219329701,889.801391241137
689,361.036,0.713063283781319,0.552699162973384,"2015_yk_530_2","Yukon",2015,722.072,NA,0.711972108199524,620,713.131219329701,889.801391241137
690,361.56,0.71332574832445,0.564600159268564,"2015_yk_530_2","Yukon",2015,723.12,NA,0.711972108199524,620,713.131219329701,889.801391241137
691,362.084,0.713459888916142,0.54628512710637,"2015_yk_530_2","Yukon",2015,724.168,NA,0.711972108199524,620,713.131219329701,889.801391241137
692,362.608,0.710626024516639,0.540869728000574,"2015_yk_530_2","Yukon",2015,725.216,NA,0.711972108199524,620,713.131219329701,889.801391241137
693,363.132,0.711895237205783,0.547997733026086,"2015_yk_530_2","Yukon",2015,726.264,NA,0.711972108199524,620,713.131219329701,889.801391241137
694,363.656,0.713694970800206,0.55678165299634,"2015_yk_530_2","Yukon",2015,727.312,NA,0.711972108199524,620,713.131219329701,889.801391241137
695,364.18,0.71204109012527,0.537787324565542,"2015_yk_530_2","Yukon",2015,728.36,NA,0.711972108199524,620,713.131219329701,889.801391241137
696,364.704,0.710903937965419,0.536500935484882,"2015_yk_530_2","Yukon",2015,729.408,NA,0.711972108199524,620,713.131219329701,889.801391241137
697,365.228,0.710865700792344,0.550164597712359,"2015_yk_530_2","Yukon",2015,730.456,NA,0.711972108199524,620,713.131219329701,889.801391241137
698,365.752,0.711009826530613,0.556097550430904,"2015_yk_530_2","Yukon",2015,731.504,NA,0.711972108199524,620,713.131219329701,889.801391241137
699,366.276,0.711016756280424,0.542293717817016,"2015_yk_530_2","Yukon",2015,732.552,NA,0.711972108199524,620,713.131219329701,889.801391241137
700,366.8,0.711105186366711,0.544508557288045,"2015_yk_530_2","Yukon",2015,733.6,NA,0.711972108199524,620,713.131219329701,889.801391241137
701,367.324,0.71290640147832,0.55114965947115,"2015_yk_530_2","Yukon",2015,734.648,NA,0.711972108199524,620,713.131219329701,889.801391241137
702,367.848,0.713599394393927,0.555064260829667,"2015_yk_530_2","Yukon",2015,735.696,NA,0.711972108199524,620,713.131219329701,889.801391241137
703,368.372,0.712344703012929,0.546516814030575,"2015_yk_530_2","Yukon",2015,736.744,NA,0.711972108199524,620,713.131219329701,889.801391241137
704,368.896,0.712195737260537,0.547333946528157,"2015_yk_530_2","Yukon",2015,737.792,NA,0.711972108199524,620,713.131219329701,889.801391241137
705,369.42,0.713269690000537,0.553478156520119,"2015_yk_530_2","Yukon",2015,738.84,NA,0.711972108199524,620,713.131219329701,889.801391241137
706,369.944,0.710393735877905,0.549941665225363,"2015_yk_530_2","Yukon",2015,739.888,NA,0.711972108199524,620,713.131219329701,889.801391241137
707,370.468,0.712093223875836,0.549553063802232,"2015_yk_530_2","Yukon",2015,740.936,NA,0.711972108199524,620,713.131219329701,889.801391241137
708,370.992,0.714354981666232,0.556004526339879,"2015_yk_530_2","Yukon",2015,741.984,NA,0.711972108199524,620,713.131219329701,889.801391241137
709,371.516,0.70986463749209,0.565518388108778,"2015_yk_530_2","Yukon",2015,743.032,NA,0.711972108199524,620,713.131219329701,889.801391241137
710,372.04,0.710395003299152,0.555092158085044,"2015_yk_530_2","Yukon",2015,744.08,0.711969132760793,0.711972108199524,620,713.131219329701,889.801391241137
711,372.564,0.711365559581588,0.549971911571183,"2015_yk_530_2","Yukon",2015,745.128,0.71196941637267,0.711972108199524,620,713.131219329701,889.801391241137
712,373.088,0.711964585051513,0.560285412792013,"2015_yk_530_2","Yukon",2015,746.176,0.711976272331369,0.711972108199524,620,713.131219329701,889.801391241137
713,373.612,0.711847006723872,0.574856873451972,"2015_yk_530_2","Yukon",2015,747.224,0.711966400180681,0.711972108199524,620,713.131219329701,889.801391241137
714,374.136,0.711456901657674,0.55977188232966,"2015_yk_530_2","Yukon",2015,748.272,0.711990435224547,0.711972108199524,620,713.131219329701,889.801391241137
715,374.66,0.711670672192153,0.553456048683367,"2015_yk_530_2","Yukon",2015,749.32,0.711983610402729,0.711972108199524,620,713.131219329701,889.801391241137
716,375.184,0.713106949968345,0.562747889372358,"2015_yk_530_2","Yukon",2015,750.368,0.711955927932236,0.711972108199524,620,713.131219329701,889.801391241137
