"Cycle","Time","Iso","Sr88","Fish_id","Watershed","Year","Microns","Iso_MA","natal_iso","marine_start_index","natal_start_index","natal_end_index"
651,341.124,0.715317720146318,0.417259463945839,"2015_yk_068b","Yukon",2015,682.248,NA,0.713714249615309,375,681.52781939371,814.926141285106
652,341.648,0.714296927683945,0.422994379790954,"2015_yk_068b","Yukon",2015,683.296,NA,0.713714249615309,375,681.52781939371,814.926141285106
653,342.172,0.713220725042351,0.420386110658754,"2015_yk_068b","Yukon",2015,684.344,NA,0.713714249615309,375,681.52781939371,814.926141285106
654,342.696,0.713100517416541,0.413426826931185,"2015_yk_068b","Yukon",2015,685.392,NA,0.713714249615309,375,681.52781939371,814.926141285106
655,343.22,0.712876302158508,0.422467640945304,"2015_yk_068b","Yukon",2015,686.44,NA,0.713714249615309,375,681.52781939371,814.926141285106
656,343.744,0.712930285960129,0.422278276488003,"2015_yk_068b","Yukon",2015,687.488,NA,0.713714249615309,375,681.52781939371,814.926141285106
657,344.268,0.712256851736163,0.414328385054459,"2015_yk_068b","Yukon",2015,688.536,NA,0.713714249615309,375,681.52781939371,814.926141285106
658,344.792,0.715169017276572,0.410660545519602,"2015_yk_068b","Yukon",2015,689.584,NA,0.713714249615309,375,681.52781939371,814.926141285106
659,345.316,0.710778514420281,0.426224499809828,"2015_yk_068b","Yukon",2015,690.632,NA,0.713714249615309,375,681.52781939371,814.926141285106
660,345.84,0.711556510198542,0.42933245996976,"2015_yk_068b","Yukon",2015,691.68,NA,0.713714249615309,375,681.52781939371,814.926141285106
661,346.364,0.711375802223205,0.421656512013356,"2015_yk_068b","Yukon",2015,692.728,NA,0.713714249615309,375,681.52781939371,814.926141285106
662,346.888,0.714885556685166,0.420716142654322,"2015_yk_068b","Yukon",2015,693.776,NA,0.713714249615309,375,681.52781939371,814.926141285106
663,347.412,0.713285566125393,0.42592362348812,"2015_yk_068b","Yukon",2015,694.824,NA,0.713714249615309,375,681.52781939371,814.926141285106
664,347.936,0.713269779257206,0.419500350187063,"2015_yk_068b","Yukon",2015,695.872,NA,0.713714249615309,375,681.52781939371,814.926141285106
665,348.46,0.710096126748914,0.425679871558291,"2015_yk_068b","Yukon",2015,696.92,NA,0.713714249615309,375,681.52781939371,814.926141285106
666,348.984,0.715445014811868,0.432716238973376,"2015_yk_068b","Yukon",2015,697.968,NA,0.713714249615309,375,681.52781939371,814.926141285106
667,349.508,0.716116984072254,0.424806567539722,"2015_yk_068b","Yukon",2015,699.016,NA,0.713714249615309,375,681.52781939371,814.926141285106
668,350.032,0.711422233753275,0.410850741374228,"2015_yk_068b","Yukon",2015,700.064,NA,0.713714249615309,375,681.52781939371,814.926141285106
669,350.556,0.714901947492528,0.421966779515276,"2015_yk_068b","Yukon",2015,701.112,NA,0.713714249615309,375,681.52781939371,814.926141285106
670,351.08,0.712554548880805,0.439442404171006,"2015_yk_068b","Yukon",2015,702.16,NA,0.713714249615309,375,681.52781939371,814.926141285106
671,351.604,0.713482883684306,0.435373983305065,"2015_yk_068b","Yukon",2015,703.208,NA,0.713714249615309,375,681.52781939371,814.926141285106
672,352.128,0.712902476376267,0.432657669901469,"2015_yk_068b","Yukon",2015,704.256,NA,0.713714249615309,375,681.52781939371,814.926141285106
673,352.652,0.71482164730564,0.440132104432939,"2015_yk_068b","Yukon",2015,705.304,NA,0.713714249615309,375,681.52781939371,814.926141285106
674,353.176,0.715141000757139,0.437095020423522,"2015_yk_068b","Yukon",2015,706.352,NA,0.713714249615309,375,681.52781939371,814.926141285106
675,353.7,0.714171094615894,0.432002351184621,"2015_yk_068b","Yukon",2015,707.4,NA,0.713714249615309,375,681.52781939371,814.926141285106
676,354.224,0.713419880843875,0.433601178614985,"2015_yk_068b","Yukon",2015,708.448,NA,0.713714249615309,375,681.52781939371,814.926141285106
677,354.748,0.71163923663428,0.442666273938157,"2015_yk_068b","Yukon",2015,709.496,NA,0.713714249615309,375,681.52781939371,814.926141285106
678,355.272,0.713395877015654,0.437533687436314,"2015_yk_068b","Yukon",2015,710.544,NA,0.713714249615309,375,681.52781939371,814.926141285106
679,355.796,0.712100011811292,0.436182627158043,"2015_yk_068b","Yukon",2015,711.592,NA,0.713714249615309,375,681.52781939371,814.926141285106
680,356.32,0.71819377294878,0.436107516078196,"2015_yk_068b","Yukon",2015,712.64,0.713692951443059,0.713714249615309,375,681.52781939371,814.926141285106
681,356.844,0.714611657074579,0.425303260814062,"2015_yk_068b","Yukon",2015,713.688,0.713653280802905,0.713714249615309,375,681.52781939371,814.926141285106
682,357.368,0.713536007868353,0.418653062496343,"2015_yk_068b","Yukon",2015,714.736,0.713626905441224,0.713714249615309,375,681.52781939371,814.926141285106
683,357.892,0.714076713519862,0.42505301919596,"2015_yk_068b","Yukon",2015,715.784,0.713625390137873,0.713714249615309,375,681.52781939371,814.926141285106
684,358.416,0.71238810377988,0.43762051892512,"2015_yk_068b","Yukon",2015,716.832,0.713612172192095,0.713714249615309,375,681.52781939371,814.926141285106
685,358.94,0.715214075604424,0.43900604713392,"2015_yk_068b","Yukon",2015,717.88,0.71360167915015,0.713714249615309,375,681.52781939371,814.926141285106
686,359.464,0.714039627303925,0.435436633923769,"2015_yk_068b","Yukon",2015,718.928,0.713655600477775,0.713714249615309,375,681.52781939371,814.926141285106
687,359.988,0.714132824521538,0.4465148585165,"2015_yk_068b","Yukon",2015,719.976,0.713717024040753,0.713714249615309,375,681.52781939371,814.926141285106
