"Cycle","Time","Iso","Sr88","Fish_id","Watershed","Year","Microns","Iso_MA","natal_iso","marine_start_index","natal_start_index","natal_end_index"
303,158.772,0.712282169320253,0.692089585695808,"2015_yk_102b","Yukon",2015,317.544,NA,0.711366397361594,447,317.109521585573,418.377077350927
304,159.296,0.71124422732687,0.700592381482618,"2015_yk_102b","Yukon",2015,318.592,NA,0.711366397361594,447,317.109521585573,418.377077350927
305,159.82,0.70972896944246,0.700181890161576,"2015_yk_102b","Yukon",2015,319.64,NA,0.711366397361594,447,317.109521585573,418.377077350927
306,160.344,0.711162231633128,0.684261631355332,"2015_yk_102b","Yukon",2015,320.688,NA,0.711366397361594,447,317.109521585573,418.377077350927
307,160.868,0.710468629103549,0.678884238506216,"2015_yk_102b","Yukon",2015,321.736,NA,0.711366397361594,447,317.109521585573,418.377077350927
308,161.392,0.712045056185423,0.68314788946275,"2015_yk_102b","Yukon",2015,322.784,NA,0.711366397361594,447,317.109521585573,418.377077350927
309,161.916,0.711836017668641,0.66343758827237,"2015_yk_102b","Yukon",2015,323.832,NA,0.711366397361594,447,317.109521585573,418.377077350927
310,162.44,0.711260767598336,0.66631079874325,"2015_yk_102b","Yukon",2015,324.88,NA,0.711366397361594,447,317.109521585573,418.377077350927
311,162.964,0.709847934139966,0.678753633560586,"2015_yk_102b","Yukon",2015,325.928,NA,0.711366397361594,447,317.109521585573,418.377077350927
312,163.488,0.711392364861809,0.693564872565059,"2015_yk_102b","Yukon",2015,326.976,NA,0.711366397361594,447,317.109521585573,418.377077350927
313,164.012,0.712210621264416,0.682059250093756,"2015_yk_102b","Yukon",2015,328.024,NA,0.711366397361594,447,317.109521585573,418.377077350927
314,164.536,0.712558380070751,0.67430709771933,"2015_yk_102b","Yukon",2015,329.072,NA,0.711366397361594,447,317.109521585573,418.377077350927
315,165.06,0.711018693400079,0.687422906354246,"2015_yk_102b","Yukon",2015,330.12,NA,0.711366397361594,447,317.109521585573,418.377077350927
316,165.584,0.711025658113156,0.686813592614989,"2015_yk_102b","Yukon",2015,331.168,NA,0.711366397361594,447,317.109521585573,418.377077350927
317,166.108,0.711288663619329,0.653437926854044,"2015_yk_102b","Yukon",2015,332.216,NA,0.711366397361594,447,317.109521585573,418.377077350927
318,166.632,0.71181617719703,0.659501770584726,"2015_yk_102b","Yukon",2015,333.264,NA,0.711366397361594,447,317.109521585573,418.377077350927
319,167.156,0.711951456083575,0.674491375423774,"2015_yk_102b","Yukon",2015,334.312,NA,0.711366397361594,447,317.109521585573,418.377077350927
320,167.68,0.711494722098388,0.668006454159596,"2015_yk_102b","Yukon",2015,335.36,NA,0.711366397361594,447,317.109521585573,418.377077350927
321,168.204,0.71044397769113,0.670020368612952,"2015_yk_102b","Yukon",2015,336.408,NA,0.711366397361594,447,317.109521585573,418.377077350927
322,168.728,0.711094897051909,0.667177653525909,"2015_yk_102b","Yukon",2015,337.456,NA,0.711366397361594,447,317.109521585573,418.377077350927
323,169.252,0.709857144422362,0.677616862187422,"2015_yk_102b","Yukon",2015,338.504,NA,0.711366397361594,447,317.109521585573,418.377077350927
324,169.776,0.712353464588551,0.66792193648888,"2015_yk_102b","Yukon",2015,339.552,NA,0.711366397361594,447,317.109521585573,418.377077350927
325,170.3,0.710554217943701,0.65179487933976,"2015_yk_102b","Yukon",2015,340.6,NA,0.711366397361594,447,317.109521585573,418.377077350927
326,170.824,0.709493201827584,0.653866569266471,"2015_yk_102b","Yukon",2015,341.648,NA,0.711366397361594,447,317.109521585573,418.377077350927
327,171.348,0.712497432693788,0.659491045843972,"2015_yk_102b","Yukon",2015,342.696,NA,0.711366397361594,447,317.109521585573,418.377077350927
328,171.872,0.712028652745066,0.654721301478263,"2015_yk_102b","Yukon",2015,343.744,NA,0.711366397361594,447,317.109521585573,418.377077350927
329,172.396,0.711229709644598,0.661248538274656,"2015_yk_102b","Yukon",2015,344.792,NA,0.711366397361594,447,317.109521585573,418.377077350927
330,172.92,0.71245130680364,0.66831228211985,"2015_yk_102b","Yukon",2015,345.84,NA,0.711366397361594,447,317.109521585573,418.377077350927
331,173.444,0.711865418712947,0.670841204626029,"2015_yk_102b","Yukon",2015,346.888,NA,0.711366397361594,447,317.109521585573,418.377077350927
