"Cycle","Time","Iso","Sr88","Microns","Fish_id","Watershed","Year","Iso_MA","natal_iso","marine_start_index","natal_start_index","natal_end_index"
665,348.46,0.712599243608605,0.635668520486393,696.92,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
666,348.984,0.711018650765918,0.647849151839105,697.968,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
667,349.508,0.71247150973381,0.652628868586797,699.016,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
668,350.032,0.711637492984456,0.666161291388217,700.064,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
669,350.556,0.710895299706552,0.655992927178793,701.112,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
670,351.08,0.712994417696835,0.661519699630928,702.16,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
671,351.604,0.710100056349905,0.656353891538679,703.208,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
672,352.128,0.711806784978385,0.664157758742831,704.256,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
673,352.652,0.712227955437713,0.646351388880574,705.304,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
674,353.176,0.710569108176124,0.642914047944647,706.352,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
675,353.7,0.712568850201284,0.654881019653102,707.4,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
676,354.224,0.713930330902932,0.662479219459526,708.448,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
677,354.748,0.711001538295606,0.652016920658432,709.496,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
678,355.272,0.712019555633666,0.661874189573515,710.544,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
679,355.796,0.710686261847286,0.670836893054266,711.592,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
680,356.32,0.710170753682775,0.65904603134714,712.64,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
681,356.844,0.711273274442436,0.666964870981338,713.688,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
682,357.368,0.710586987542973,0.676602351536785,714.736,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
683,357.892,0.711466547682558,0.689334509500498,715.784,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
684,358.416,0.712146269601559,0.674788794749549,716.832,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
685,358.94,0.711571996497767,0.68487883582476,717.88,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
686,359.464,0.710187562791216,0.701504408471964,718.928,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
687,359.988,0.71145907365575,0.714485263049932,719.976,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
688,360.512,0.711608174992025,0.710936982048477,721.024,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
689,361.036,0.712586764102861,0.718643130338929,722.072,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
690,361.56,0.712493459802059,0.711355330914562,723.12,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
691,362.084,0.713810017280668,0.711518396665118,724.168,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
692,362.608,0.711487235482008,0.708164729374008,725.216,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
693,363.132,0.711450935253406,0.72901677380721,726.264,"2016_yk_033","Yukon",2016,NA,0.711794040341586,723,696.841267005972,856.783432419978
694,363.656,0.711671502639196,0.742044083120543,727.312,"2016_yk_033","Yukon",2016,0.711753870036065,0.711794040341586,723,696.841267005972,856.783432419978
695,364.18,0.711525429626072,0.740968611716562,728.36,"2016_yk_033","Yukon",2016,0.711742150878058,0.711794040341586,723,696.841267005972,856.783432419978
696,364.704,0.711723261094728,0.725014047033491,729.408,"2016_yk_033","Yukon",2016,0.711768014880481,0.711794040341586,723,696.841267005972,856.783432419978
697,365.228,0.712935906945946,0.731457512663055,730.456,"2016_yk_033","Yukon",2016,0.711780740208121,0.711794040341586,723,696.841267005972,856.783432419978
698,365.752,0.712759349600391,0.758786635257241,731.504,"2016_yk_033","Yukon",2016,0.711792195813893,0.711794040341586,723,696.841267005972,856.783432419978
699,366.276,0.711307941164742,0.760047781987712,732.552,"2016_yk_033","Yukon",2016,0.71179836879119,0.711794040341586,723,696.841267005972,856.783432419978
700,366.8,0.712441536977134,0.754121338562774,733.6,"2016_yk_033","Yukon",2016,0.711782944257131,0.711794040341586,723,696.841267005972,856.783432419978
701,367.324,0.711335126700241,0.763594336612113,734.648,"2016_yk_033","Yukon",2016,0.711795897864254,0.711794040341586,723,696.841267005972,856.783432419978
702,367.848,0.710647977461037,0.772098835352477,735.696,"2016_yk_033","Yukon",2016,0.711778361786504,0.711794040341586,723,696.841267005972,856.783432419978
