"Cycle","Time","Iso","Sr88","Fish_id","Watershed","Year","Microns","Iso_MA","natal_iso","marine_start_index","natal_start_index","natal_end_index"
578,302.872,0.713940636238622,0.508184743656775,"2015_yk_582","Yukon",2015,605.744,NA,0.71149512644629,629,605.254165674442,740.687746557088
579,303.396,0.709037980578978,0.513893319598868,"2015_yk_582","Yukon",2015,606.792,NA,0.71149512644629,629,605.254165674442,740.687746557088
580,303.92,0.713688288351939,0.499970929704526,"2015_yk_582","Yukon",2015,607.84,NA,0.71149512644629,629,605.254165674442,740.687746557088
581,304.444,0.7112860506052,0.495463826310736,"2015_yk_582","Yukon",2015,608.888,NA,0.71149512644629,629,605.254165674442,740.687746557088
582,304.968,0.713212219565383,0.496301424086433,"2015_yk_582","Yukon",2015,609.936,NA,0.71149512644629,629,605.254165674442,740.687746557088
583,305.492,0.714540834239011,0.502419144951715,"2015_yk_582","Yukon",2015,610.984,NA,0.71149512644629,629,605.254165674442,740.687746557088
584,306.016,0.710458583977134,0.500659575252314,"2015_yk_582","Yukon",2015,612.032,NA,0.71149512644629,629,605.254165674442,740.687746557088
585,306.54,0.712820210785481,0.503402541451043,"2015_yk_582","Yukon",2015,613.08,NA,0.71149512644629,629,605.254165674442,740.687746557088
586,307.064,0.710732696921936,0.50682273620961,"2015_yk_582","Yukon",2015,614.128,NA,0.71149512644629,629,605.254165674442,740.687746557088
587,307.588,0.709961269000454,0.513173824637836,"2015_yk_582","Yukon",2015,615.176,NA,0.71149512644629,629,605.254165674442,740.687746557088
588,308.112,0.713676998232645,0.496951765526133,"2015_yk_582","Yukon",2015,616.224,NA,0.71149512644629,629,605.254165674442,740.687746557088
589,308.636,0.710029725236711,0.49617589643953,"2015_yk_582","Yukon",2015,617.272,NA,0.71149512644629,629,605.254165674442,740.687746557088
590,309.16,0.708800440521234,0.505150771226913,"2015_yk_582","Yukon",2015,618.32,NA,0.71149512644629,629,605.254165674442,740.687746557088
591,309.684,0.711161086939235,0.506465826819439,"2015_yk_582","Yukon",2015,619.368,NA,0.71149512644629,629,605.254165674442,740.687746557088
592,310.208,0.713207331485564,0.496895187707194,"2015_yk_582","Yukon",2015,620.416,NA,0.71149512644629,629,605.254165674442,740.687746557088
593,310.732,0.71068748223699,0.501258074974472,"2015_yk_582","Yukon",2015,621.464,NA,0.71149512644629,629,605.254165674442,740.687746557088
594,311.256,0.711823194112347,0.507023969930445,"2015_yk_582","Yukon",2015,622.512,NA,0.71149512644629,629,605.254165674442,740.687746557088
595,311.78,0.71128602098605,0.499060734877356,"2015_yk_582","Yukon",2015,623.56,NA,0.71149512644629,629,605.254165674442,740.687746557088
596,312.304,0.710855741010292,0.489116555396013,"2015_yk_582","Yukon",2015,624.608,NA,0.71149512644629,629,605.254165674442,740.687746557088
597,312.828,0.714092121846636,0.498471878626401,"2015_yk_582","Yukon",2015,625.656,NA,0.71149512644629,629,605.254165674442,740.687746557088
598,313.352,0.710119456384586,0.509316517954145,"2015_yk_582","Yukon",2015,626.704,NA,0.71149512644629,629,605.254165674442,740.687746557088
599,313.876,0.712805092064898,0.501840827757896,"2015_yk_582","Yukon",2015,627.752,NA,0.71149512644629,629,605.254165674442,740.687746557088
600,314.4,0.711941704466502,0.502655279209166,"2015_yk_582","Yukon",2015,628.8,NA,0.71149512644629,629,605.254165674442,740.687746557088
601,314.924,0.711440170432519,0.502854070126608,"2015_yk_582","Yukon",2015,629.848,NA,0.71149512644629,629,605.254165674442,740.687746557088
602,315.448,0.712604814904635,0.504848480469145,"2015_yk_582","Yukon",2015,630.896,NA,0.71149512644629,629,605.254165674442,740.687746557088
603,315.972,0.711099205661629,0.495931390781179,"2015_yk_582","Yukon",2015,631.944,NA,0.71149512644629,629,605.254165674442,740.687746557088
604,316.496,0.710771110593157,0.498994963460351,"2015_yk_582","Yukon",2015,632.992,NA,0.71149512644629,629,605.254165674442,740.687746557088
605,317.02,0.712010840338461,0.504260754059854,"2015_yk_582","Yukon",2015,634.04,NA,0.71149512644629,629,605.254165674442,740.687746557088
606,317.544,0.713433139858667,0.511067952750791,"2015_yk_582","Yukon",2015,635.088,NA,0.71149512644629,629,605.254165674442,740.687746557088
607,318.068,0.712740094253838,0.500130452773951,"2015_yk_582","Yukon",2015,636.136,0.711385978177516,0.71149512644629,629,605.254165674442,740.687746557088
