Cycle,Time,Iso,Sr88,Microns,Fish_id,Watershed,Year
30,15.720000000000002,0.7115565544343598,0.3324541038607575,31.440000000000005,2014_nk_39,Nush,2014
31,16.244,0.7079851802549163,0.5622760931028665,32.488,2014_nk_39,Nush,2014
32,16.768,0.7076537078818893,0.6478261361068353,33.536,2014_nk_39,Nush,2014
33,17.292,0.7102908751083877,0.6714538583550467,34.584,2014_nk_39,Nush,2014
34,17.816000000000003,0.7080852855106796,0.6894309281677863,35.632000000000005,2014_nk_39,Nush,2014
35,18.340000000000003,0.7098584975935673,0.6778916219489152,36.68000000000001,2014_nk_39,Nush,2014
36,18.864,0.7111001594709916,0.673799298646214,37.728,2014_nk_39,Nush,2014
37,19.388,0.7059181027727804,0.6692881392356578,38.776,2014_nk_39,Nush,2014
38,19.912000000000003,0.7078119904914727,0.6781478827907477,39.824000000000005,2014_nk_39,Nush,2014
39,20.436,0.7086757191191877,0.6957429872946684,40.872,2014_nk_39,Nush,2014
40,20.96,0.7089948594092099,0.6874938204597664,41.92,2014_nk_39,Nush,2014
41,21.484,0.7087463960510463,0.6808567131005153,42.968,2014_nk_39,Nush,2014
42,22.008000000000003,0.7069279761304665,0.6829031667936917,44.016000000000005,2014_nk_39,Nush,2014
43,22.532000000000004,0.7079886845420128,0.6881665523083893,45.06400000000001,2014_nk_39,Nush,2014
44,23.056,0.70738847606502,0.679770422488309,46.112,2014_nk_39,Nush,2014
45,23.580000000000002,0.7094671652648469,0.6894462359971156,47.160000000000004,2014_nk_39,Nush,2014
46,24.104000000000003,0.709314902816175,0.7007302373911011,48.208000000000006,2014_nk_39,Nush,2014
47,24.628,0.7097868365246772,0.6993951775178894,49.256,2014_nk_39,Nush,2014
48,25.152,0.7087511013726385,0.6848574335551317,50.304,2014_nk_39,Nush,2014
49,25.676000000000002,0.7085666938675368,0.7011414992390385,51.352000000000004,2014_nk_39,Nush,2014
50,26.200000000000003,0.7076893882018432,0.7169366449918066,52.400000000000006,2014_nk_39,Nush,2014
51,26.724000000000004,0.7092878840149888,0.6924851117651948,53.44800000000001,2014_nk_39,Nush,2014
52,27.248,0.7087781796242145,0.6917565330467774,54.496,2014_nk_39,Nush,2014
