Cycle,Time,Iso,Sr88,Microns,Fish_id,Watershed,Year,MA
241,126.284,0.7069567009959894,0.6789909949966761,252.568,2014_nk_4_redo,Nush,2014,0.7075279434604418
242,126.808,0.7089434768710221,0.68675534121626,253.616,2014_nk_4_redo,Nush,2014,0.7075784635997189
243,127.332,0.707449390794108,0.6867180577553323,254.664,2014_nk_4_redo,Nush,2014,0.707547022553568
244,127.856,0.7096565310874006,0.6846215356088545,255.712,2014_nk_4_redo,Nush,2014,0.7075569544211417
245,128.38,0.7080290736594741,0.6731554157297621,256.76,2014_nk_4_redo,Nush,2014,0.7075436717046866
246,128.904,0.7083356441059481,0.6816443685943785,257.808,2014_nk_4_redo,Nush,2014,0.707534500798021
247,129.428,0.7083353151684455,0.6798122360331119,258.856,2014_nk_4_redo,Nush,2014,0.7074956669518814
248,129.952,0.7071269969295636,0.6906310543781624,259.904,2014_nk_4_redo,Nush,2014,0.7075278761528094
249,130.476,0.7079093498545549,0.6802882405107138,260.952,2014_nk_4_redo,Nush,2014,0.7075348863020118
250,131,0.7063938491614423,0.677539168482196,262,2014_nk_4_redo,Nush,2014,0.7075669063153354
251,131.524,0.7052453870520384,0.6797880746690881,263.048,2014_nk_4_redo,Nush,2014,0.7075442447040647
252,132.048,0.7094778861810624,0.6821415493351491,264.096,2014_nk_4_redo,Nush,2014,0.7075673593412479
253,132.572,0.7083225743883247,0.6790605774791735,265.144,2014_nk_4_redo,Nush,2014,0.707563953072375
254,133.096,0.7072566261654183,0.6763180058608784,266.192,2014_nk_4_redo,Nush,2014,0.707563037852669
255,133.62,0.7071563210904752,0.6746500878203989,267.24,2014_nk_4_redo,Nush,2014,0.7075284189557411
256,134.144,0.7097274108712851,0.6795703242188851,268.288,2014_nk_4_redo,Nush,2014,0.7075472715421132
257,134.668,0.708840001510388,0.6836826038586101,269.336,2014_nk_4_redo,Nush,2014,0.7075221727489204
258,135.192,0.7069140302815337,0.6764056483210519,270.384,2014_nk_4_redo,Nush,2014,0.7074954474474264
259,135.716,0.7078281036157499,0.676024953551776,271.432,2014_nk_4_redo,Nush,2014,0.7074809134869775
260,136.24,0.707155555457312,0.6834597522174237,272.48,2014_nk_4_redo,Nush,2014,0.707508105712692
261,136.764,0.7066685702777631,0.6861477821803139,273.528,2014_nk_4_redo,Nush,2014,0.7075065256874844
262,137.288,0.7072937068962007,0.6700198547307528,274.576,2014_nk_4_redo,Nush,2014,0.7075231453042032
263,137.812,0.7084344440528508,0.6741407884145775,275.624,2014_nk_4_redo,Nush,2014,0.7075146381005883
264,138.336,0.7077766416857152,0.6782290025312254,276.672,2014_nk_4_redo,Nush,2014,0.7075007393431114
265,138.86,0.7080796510490235,0.693738572909162,277.72,2014_nk_4_redo,Nush,2014,0.7075275453273403
266,139.384,0.7062930036751116,0.6861232562258939,278.76800000000003,2014_nk_4_redo,Nush,2014,0.7075161579856702
267,139.90800000000002,0.7064868858346022,0.6800831275846395,279.81600000000003,2014_nk_4_redo,Nush,2014,0.7075512530627518
268,140.43200000000002,0.7072958233811577,0.6792544108346389,280.86400000000003,2014_nk_4_redo,Nush,2014,0.7075716167536551
269,140.95600000000002,0.7067525822433869,0.6849526121459171,281.91200000000003,2014_nk_4_redo,Nush,2014,0.7075951258496377
270,141.48000000000002,0.7065006585060268,0.68528759590128685,282.96000000000004,2014_nk_4_redo,Nush,2014,0.7075733737316374
271,142.00400000000002,0.7076774501298586,0.6833760332759155,284.00800000000004,2014_nk_4_redo,Nush,2014,0.7075932528669049
272,142.52800000000002,0.7091191005427241,0.6738414499647633,285.05600000000004,2014_nk_4_redo,Nush,2014,0.7075631859591914
273,143.05200000000002,0.7058849740244661,0.6830587128966695,286.10400000000004,2014_nk_4_redo,Nush,2014,0.7075520081089474
274,143.576,0.7077605118352097,0.6900292948198216,287.152,2014_nk_4_redo,Nush,2014,0.70750190179497
275,144.1,0.7069676273526834,0.6854418887681264,288.2,2014_nk_4_redo,Nush,2014,0.7074804033313237
276,144.624,0.7085430329620177,0.678076084218014,289.248,2014_nk_4_redo,Nush,2014,0.7074678075130815
277,145.148,0.7057037673756327,0.6731014872316836,290.296,2014_nk_4_redo,Nush,2014,0.7074485653720968
278,145.672,0.7089472420640799,0.6561018195965795,291.344,2014_nk_4_redo,Nush,2014,0.7074767362931988
279,146.196,0.7087584486698038,0.6479270474570241,292.392,2014_nk_4_redo,Nush,2014,0.7074648892459174
280,146.72,0.7077275415766863,0.6610790173756225,293.44,2014_nk_4_redo,Nush,2014,0.7074736450657874
281,147.244,0.7073741433593356,0.6714364895867163,294.488,2014_nk_4_redo,Nush,2014,0.707498596455524
282,147.768,0.7086249029387525,0.6751071612709634,295.536,2014_nk_4_redo,Nush,2014,0.7074632181249957
283,148.292,0.7076586653763648,0.6791403317287271,296.584,2014_nk_4_redo,Nush,2014,0.7074084725302239
284,148.816,0.7082216004731654,0.6814037160252457,297.632,2014_nk_4_redo,Nush,2014,0.707406830747505
285,149.34,0.7068515737475056,0.6793068460077315,298.68,2014_nk_4_redo,Nush,2014,0.7074218754331858
286,149.864,0.7073595804724864,0.6834619805498848,299.728,2014_nk_4_redo,Nush,2014,0.7074013515795783
287,150.388,0.7064112693040953,0.6782791745568985,300.776,2014_nk_4_redo,Nush,2014,0.7073574910035804
288,150.912,0.7052062017834663,0.6735996158716688,301.824,2014_nk_4_redo,Nush,2014,0.707408081353533
289,151.436,0.7065411969887787,0.6644929833354297,302.872,2014_nk_4_redo,Nush,2014,0.7074223208293267
