Cycle,Time,Iso,Sr88,Microns,Fish_id,Watershed,Year
26,13.624000000000002,0.7048147951039595,0.49190702095422056,27.248000000000005,2014_nk_56_redo,Nush,2014
27,14.148,0.7075770451663943,0.6139266810622177,28.296,2014_nk_56_redo,Nush,2014
28,14.672,0.710611633202668,0.6632243146827839,29.344,2014_nk_56_redo,Nush,2014
29,15.196000000000002,0.7089124121981856,0.6798633402854602,30.392000000000003,2014_nk_56_redo,Nush,2014
30,15.720000000000002,0.707082896712795,0.6897368791689616,31.440000000000005,2014_nk_56_redo,Nush,2014
31,16.244,0.7078344232956025,0.6981542140575303,32.488,2014_nk_56_redo,Nush,2014
32,16.768,0.7096161072001815,0.690349878256546,33.536,2014_nk_56_redo,Nush,2014
33,17.292,0.7091304989199371,0.6888508229749728,34.584,2014_nk_56_redo,Nush,2014
34,17.816000000000003,0.7073484556110627,0.690004752688043,35.632000000000005,2014_nk_56_redo,Nush,2014
35,18.340000000000003,0.7087667911345269,0.6871204749275516,36.68000000000001,2014_nk_56_redo,Nush,2014
36,18.864,0.7066885719817476,0.6893356321258033,37.728,2014_nk_56_redo,Nush,2014
37,19.388,0.7077587124310777,0.7002058091256115,38.776,2014_nk_56_redo,Nush,2014
38,19.912000000000003,0.7094018766193396,0.7021539711116924,39.824000000000005,2014_nk_56_redo,Nush,2014
39,20.436,0.7086829958768145,0.704383713985011,40.872,2014_nk_56_redo,Nush,2014
40,20.96,0.7084074606532088,0.706166870084227,41.92,2014_nk_56_redo,Nush,2014
41,21.484,0.7081445009250048,0.7204752912748573,42.968,2014_nk_56_redo,Nush,2014
42,22.008000000000003,0.7081283442566889,0.7422920013802059,44.016000000000005,2014_nk_56_redo,Nush,2014
43,22.532000000000004,0.7096586288894108,0.7376681253439226,45.06400000000001,2014_nk_56_redo,Nush,2014
44,23.056,0.7088558555787948,0.7249414825072088,46.112,2014_nk_56_redo,Nush,2014
45,23.580000000000002,0.7098364924808496,0.7149151246537866,47.160000000000004,2014_nk_56_redo,Nush,2014
46,24.104000000000003,0.7087409548058625,0.7230063219823145,48.208000000000006,2014_nk_56_redo,Nush,2014
47,24.628,0.70963059148407015,0.7114769306594927,49.256,2014_nk_56_redo,Nush,2014
