Cycle,time,Iso,Sr88,Time,Microns,Fish_id,Watershed,Year,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core,Landmark
1,0.524,0.709636,2.034577,0.524,1.048,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
2,1.048,0.709196,2.912361,1.048,2.096,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
3,1.572,0.709418,2.976272,1.572,3.144,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
4,2.096,0.709129,2.920909,2.096,4.192,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
5,2.62,0.708839,2.851273,2.62,5.24,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
6,3.144,0.708856,2.852567,3.144,6.288,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
7,3.668,0.708857,2.985771,3.668,7.336,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
8,4.192,0.709214,2.927261,4.192,8.384,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
9,4.716,0.70949,2.822784,4.716,9.432,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
10,5.24,0.709126,2.86249,5.24,10.48,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
11,5.764,0.709476,2.856949,5.764,11.528,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
12,6.288,0.709383,2.984356,6.288,12.576,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
13,6.812,0.708768,2.977782,6.812,13.624,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
14,7.336,0.708979,3.002824,7.336,14.672,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
15,7.86,0.709154,2.889073,7.86,15.72,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
16,8.384,0.709353,2.945888,8.384,16.768,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
17,8.908,0.7092,3.01365,8.908,17.816,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
18,9.432,0.70885,2.981406,9.432,18.864,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
19,9.956,0.709017,2.964794,9.956,19.912,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
20,10.48,0.709023,3.053826,10.48,20.96,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
21,11.004,0.709504,3.185208,11.004,22.008,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
22,11.528,0.710049,3.144874,11.528,23.056,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
23,12.052,0.709458,3.009066,12.052,24.104,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
24,12.576,0.709719,3.022603,12.576,25.152,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
25,13.1,0.708735,3.00967,13.1,26.2,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
26,13.624,0.709273,3.155016,13.624,27.248,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
27,14.148,0.709352,3.024847,14.148,28.296,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
28,14.672,0.708929,2.945976,14.672,29.344,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
29,15.196,0.709821,2.898931,15.196,30.392,2011_nk_48,Nush,2011,NA,NA,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
30,15.72,0.709258,2.914562,15.72,31.44,2011_nk_48,Nush,2011,0.709241033333333,2.95110388333333,NA,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
31,16.244,0.709399,2.995159,16.244,32.488,2011_nk_48,Nush,2011,0.709245833333333,2.96810238333333,0.0169985000000001,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
32,16.768,0.709782,2.882786,16.768,33.536,2011_nk_48,Nush,2011,0.709242966666667,2.97117905,0.00307666666666684,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
33,17.292,0.709503,2.877977,17.292,34.584,2011_nk_48,Nush,2011,0.709233066666667,2.9721342,9.5514999999979e-4,1285.10864876653,1354.98379245914,1674.704,0.708484939393939,821.2397595470343,NA
