Cycle,Sr88,Iso,Time,Microns,Fish_id,Watershed,Year,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core,Landmark
15,0.744203441229139,0.708865505322802,7.86,15.72,2015_nk_151_redo_1,Nush,2015,NA,NA,NA,291.950431234268,512.743668439043,1125.552,0.708751674069174,163.12046296048229,NA
16,1.27322346700945,0.708070102061879,8.384,16.768,2015_nk_151_redo_1,Nush,2015,NA,NA,NA,291.950431234268,512.743668439043,1125.552,0.708751674069174,163.12046296048229,NA
17,1.49439799808664,0.709053290132264,8.908,17.816,2015_nk_151_redo_1,Nush,2015,NA,NA,NA,291.950431234268,512.743668439043,1125.552,0.708751674069174,163.12046296048229,NA
18,1.58847353886785,0.70911593575036,9.432,18.864,2015_nk_151_redo_1,Nush,2015,NA,NA,NA,291.950431234268,512.743668439043,1125.552,0.708751674069174,163.12046296048229,NA
19,1.55860696182754,0.708695846510714,9.956,19.912,2015_nk_151_redo_1,Nush,2015,NA,NA,NA,291.950431234268,512.743668439043,1125.552,0.708751674069174,163.12046296048229,NA
20,1.4961897251773,0.709553066987843,10.48,20.96,2015_nk_151_redo_1,Nush,2015,NA,NA,NA,291.950431234268,512.743668439043,1125.552,0.708751674069174,163.12046296048229,NA
21,1.43419178026216,0.709433347103186,11.004,22.008,2015_nk_151_redo_1,Nush,2015,NA,NA,NA,291.950431234268,512.743668439043,1125.552,0.708751674069174,163.12046296048229,NA
22,1.4186859232495,0.709767592417433,11.528,23.056,2015_nk_151_redo_1,Nush,2015,NA,NA,NA,291.950431234268,512.743668439043,1125.552,0.708751674069174,163.12046296048229,NA
23,1.41114134174955,0.707865618791007,12.052,24.104,2015_nk_151_redo_1,Nush,2015,NA,NA,NA,291.950431234268,512.743668439043,1125.552,0.708751674069174,163.12046296048229,NA
24,1.42533140553106,0.709471474257942,12.576,25.152,2015_nk_151_redo_1,Nush,2015,NA,NA,NA,291.950431234268,512.743668439043,1125.552,0.708751674069174,163.12046296048229,NA
25,1.44191184673208,0.708399793086643,13.1,26.2,2015_nk_151_redo_1,Nush,2015,NA,NA,NA,291.950431234268,512.743668439043,1125.552,0.708751674069174,163.12046296048229,NA
26,1.45803267628568,0.708935158730754,13.624,27.248,2015_nk_151_redo_1,Nush,2015,NA,NA,NA,291.950431234268,512.743668439043,1125.552,0.708751674069174,163.12046296048229,NA
27,1.48833401733801,0.708376553026619,14.148,28.296,2015_nk_151_redo_1,Nush,2015,NA,NA,NA,291.950431234268,512.743668439043,1125.552,0.708751674069174,163.12046296048229,NA
28,1.45489474042575,0.70878735275381,14.672,29.344,2015_nk_151_redo_1,Nush,2015,NA,NA,NA,291.950431234268,512.743668439043,1125.552,0.708751674069174,163.12046296048229,NA
29,1.43176489714767,0.709686901163297,15.196,30.392,2015_nk_151_redo_1,Nush,2015,NA,NA,NA,291.950431234268,512.743668439043,1125.552,0.708751674069174,163.12046296048229,NA
