Cycle,Time,Iso,Sr88,Fish_id,Watershed,Year,Microns,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core,Landmark
127,66.548,0.720723997571208,0.13748863294479,2015_yk_243,Yukon,2015,133.096,NA,NA,NA,553.295228531554,630.737283714071,1049.048,0.720765045588841,322.9761286004607,NA
128,67.072,0.718079503571802,0.452121629471422,2015_yk_243,Yukon,2015,134.144,NA,NA,NA,553.295228531554,630.737283714071,1049.048,0.720765045588841,322.9761286004607,NA
129,67.596,0.718174761733172,0.6502266064248,2015_yk_243,Yukon,2015,135.192,NA,NA,NA,553.295228531554,630.737283714071,1049.048,0.720765045588841,322.9761286004607,NA
130,68.12,0.719142549218586,0.681445277328423,2015_yk_243,Yukon,2015,136.24,NA,NA,NA,553.295228531554,630.737283714071,1049.048,0.720765045588841,322.9761286004607,NA
131,68.644,0.71954834935808,0.664839127505587,2015_yk_243,Yukon,2015,137.288,NA,NA,NA,553.295228531554,630.737283714071,1049.048,0.720765045588841,322.9761286004607,NA
132,69.168,0.718915891215752,0.61700339944886,2015_yk_243,Yukon,2015,138.336,NA,NA,NA,553.295228531554,630.737283714071,1049.048,0.720765045588841,322.9761286004607,NA
133,69.692,0.719736938647641,0.617482228318141,2015_yk_243,Yukon,2015,139.384,NA,NA,NA,553.295228531554,630.737283714071,1049.048,0.720765045588841,322.9761286004607,NA
134,70.216,0.719537779525406,0.623842710340403,2015_yk_243,Yukon,2015,140.432,NA,NA,NA,553.295228531554,630.737283714071,1049.048,0.720765045588841,322.9761286004607,NA
135,70.74,0.71903434449093,0.610156204116845,2015_yk_243,Yukon,2015,141.48,NA,NA,NA,553.295228531554,630.737283714071,1049.048,0.720765045588841,322.9761286004607,NA
136,71.264,0.719187254739491,0.602095380551357,2015_yk_243,Yukon,2015,142.528,NA,NA,NA,553.295228531554,630.737283714071,1049.048,0.720765045588841,322.9761286004607,NA
137,71.788,0.717824674141848,0.600933171419818,2015_yk_243,Yukon,2015,143.576,NA,NA,NA,553.295228531554,630.737283714071,1049.048,0.720765045588841,322.9761286004607,NA
138,72.312,0.719784263698742,0.596321485179196,2015_yk_243,Yukon,2015,144.624,NA,NA,NA,553.295228531554,630.737283714071,1049.048,0.720765045588841,322.9761286004607,NA
139,72.836,0.72045885039941,0.578065341390047,2015_yk_243,Yukon,2015,145.672,NA,NA,NA,553.295228531554,630.737283714071,1049.048,0.720765045588841,322.9761286004607,NA
140,73.36,0.716778377038356,0.57702088188077,2015_yk_243,Yukon,2015,146.72,NA,NA,NA,553.295228531554,630.737283714071,1049.048,0.720765045588841,322.9761286004607,NA
141,73.884,0.71962011885917,0.589632994000857,2015_yk_243,Yukon,2015,147.768,NA,NA,NA,553.295228531554,630.737283714071,1049.048,0.720765045588841,322.9761286004607,NA
142,74.408,0.719129590233098,0.579984936822864,2015_yk_243,Yukon,2015,148.816,NA,NA,NA,553.295228531554,630.737283714071,1049.048,0.720765045588841,322.9761286004607,NA
143,74.932,0.720607428159374,0.576570635037189,2015_yk_243,Yukon,2015,149.864,NA,NA,NA,553.295228531554,630.737283714071,1049.048,0.720765045588841,322.9761286004607,NA
144,75.456,0.718182359127858,0.567420225712577,2015_yk_243,Yukon,2015,150.912,NA,NA,NA,553.295228531554,630.737283714071,1049.048,0.720765045588841,322.9761286004607,NA
145,75.98,0.719344869139708,0.576829820978796,2015_yk_243,Yukon,2015,151.96,NA,NA,NA,553.295228531554,630.737283714071,1049.048,0.720765045588841,322.9761286004607,NA
146,76.504,0.719841340446762,0.561940523945207,2015_yk_243,Yukon,2015,153.008,NA,NA,NA,553.295228531554,630.737283714071,1049.048,0.720765045588841,322.9761286004607,NA
