Cycle,Time,Iso,Sr88,Microns,Fish_id,Watershed,Year,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core,Landmark
17,8.908,0.711717628663475,0.383707929029505,17.816,2014_nk_29B,Nush,2014,NA,NA,NA,574.225657669219,718.286445497933,1139.176,0.708467015911514,169.81702980118294,NA
18,9.432,0.708291464441755,0.767465184944672,18.864,2014_nk_29B,Nush,2014,NA,NA,NA,574.225657669219,718.286445497933,1139.176,0.708467015911514,169.81702980118294,NA
19,9.956,0.71029098432628,0.90901106988911,19.912,2014_nk_29B,Nush,2014,NA,NA,NA,574.225657669219,718.286445497933,1139.176,0.708467015911514,169.81702980118294,NA
20,10.48,0.708115642995056,0.952539979288141,20.96,2014_nk_29B,Nush,2014,NA,NA,NA,574.225657669219,718.286445497933,1139.176,0.708467015911514,169.81702980118294,NA
21,11.004,0.709515850359916,0.980697499209285,22.008,2014_nk_29B,Nush,2014,NA,NA,NA,574.225657669219,718.286445497933,1139.176,0.708467015911514,169.81702980118294,NA
22,11.528,0.708921997777088,1.00500072435378,23.056,2014_nk_29B,Nush,2014,NA,NA,NA,574.225657669219,718.286445497933,1139.176,0.708467015911514,169.81702980118294,NA
23,12.052,0.709058565510588,1.00218628532705,24.104,2014_nk_29B,Nush,2014,NA,NA,NA,574.225657669219,718.286445497933,1139.176,0.708467015911514,169.81702980118294,NA
24,12.576,0.708688447745376,0.993163738262221,25.152,2014_nk_29B,Nush,2014,NA,NA,NA,574.225657669219,718.286445497933,1139.176,0.708467015911514,169.81702980118294,NA
25,13.1,0.708984689449101,0.981676370105267,26.2,2014_nk_29B,Nush,2014,NA,NA,NA,574.225657669219,718.286445497933,1139.176,0.708467015911514,169.81702980118294,NA
26,13.624,0.709555750605037,0.992710335193016,27.248,2014_nk_29B,Nush,2014,NA,NA,NA,574.225657669219,718.286445497933,1139.176,0.708467015911514,169.81702980118294,NA
27,14.148,0.70884494977001,0.994562863944824,28.296,2014_nk_29B,Nush,2014,NA,NA,NA,574.225657669219,718.286445497933,1139.176,0.708467015911514,169.81702980118294,NA
28,14.672,0.708939686525764,0.997313597384447,29.344,2014_nk_29B,Nush,2014,NA,NA,NA,574.225657669219,718.286445497933,1139.176,0.708467015911514,169.81702980118294,NA
29,15.196,0.709291770864477,0.990935486558123,30.392,2014_nk_29B,Nush,2014,NA,NA,NA,574.225657669219,718.286445497933,1139.176,0.708467015911514,169.81702980118294,NA
