Cycle,Time,Iso,Sr88,Fish_id,Watershed,Year,Microns,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core,Landmark
68,35.632,0.710565706141054,0.112774562062051,2015_yk_333_1,Yukon,2015,71.264,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
69,36.156,0.710277552311001,0.483603349437033,2015_yk_333_1,Yukon,2015,72.312,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
70,36.68,0.709390826327045,0.779227119839713,2015_yk_333_1,Yukon,2015,73.36,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
71,37.204,0.709509727713523,0.886965485602601,2015_yk_333_1,Yukon,2015,74.408,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
72,37.728,0.708562329050125,0.895617935554703,2015_yk_333_1,Yukon,2015,75.456,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
73,38.252,0.710179767378726,0.861276194383333,2015_yk_333_1,Yukon,2015,76.504,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
74,38.776,0.709756696444375,0.8407957319046,2015_yk_333_1,Yukon,2015,77.552,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
75,39.3,0.709782421321213,0.813300367931844,2015_yk_333_1,Yukon,2015,78.6,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
76,39.824,0.708751461746008,0.800740725022617,2015_yk_333_1,Yukon,2015,79.648,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
77,40.348,0.709875624315407,0.820338548759708,2015_yk_333_1,Yukon,2015,80.696,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
78,40.872,0.7091935184679,0.836370911740631,2015_yk_333_1,Yukon,2015,81.744,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
79,41.396,0.709365475719613,0.827620548620232,2015_yk_333_1,Yukon,2015,82.792,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
80,41.92,0.709296557892914,0.807563331213621,2015_yk_333_1,Yukon,2015,83.84,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
81,42.444,0.709179211791484,0.811405108583788,2015_yk_333_1,Yukon,2015,84.888,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
82,42.968,0.709531565674806,0.847480518688604,2015_yk_333_1,Yukon,2015,85.936,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
83,43.492,0.709204297485848,0.849941847823656,2015_yk_333_1,Yukon,2015,86.984,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
84,44.016,0.709510559449098,0.837962669390589,2015_yk_333_1,Yukon,2015,88.032,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
85,44.54,0.709596540328348,0.859490544790486,2015_yk_333_1,Yukon,2015,89.08,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
86,45.064,0.709574452949025,0.889163010141473,2015_yk_333_1,Yukon,2015,90.128,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
87,45.588,0.708820016444544,0.862734674822884,2015_yk_333_1,Yukon,2015,91.176,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
88,46.112,0.710232580400494,0.865174899098579,2015_yk_333_1,Yukon,2015,92.224,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
89,46.636,0.709398835879104,0.869419194380782,2015_yk_333_1,Yukon,2015,93.272,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
90,47.16,0.709494440826488,0.889497165971668,2015_yk_333_1,Yukon,2015,94.32,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
91,47.684,0.709251258418134,0.855555082729622,2015_yk_333_1,Yukon,2015,95.368,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
92,48.208,0.709854195381376,0.862987589094657,2015_yk_333_1,Yukon,2015,96.416,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
93,48.732,0.710541312357496,0.86873237836255,2015_yk_333_1,Yukon,2015,97.464,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
94,49.256,0.709164691646419,0.870733475152914,2015_yk_333_1,Yukon,2015,98.512,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
95,49.78,0.711220014622524,0.832987472020578,2015_yk_333_1,Yukon,2015,99.56,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
96,50.304,0.708702872106045,0.831468776505098,2015_yk_333_1,Yukon,2015,100.608,NA,NA,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
97,50.828,0.709069918483133,0.854034678257207,2015_yk_333_1,Yukon,2015,101.656,0.709762409942969,0.833823871751961,NA,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
98,51.352,0.709070646986212,0.858996111770913,2015_yk_333_1,Yukon,2015,102.704,0.70974511533619,0.845873944851933,0.0120500730999724,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
99,51.876,0.709654733410096,0.841248321335343,2015_yk_333_1,Yukon,2015,103.752,0.709728714720535,0.851213608160001,0.00533966330806779,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
100,52.4,0.709826706144295,0.848432505011213,2015_yk_333_1,Yukon,2015,104.8,0.709738618955869,0.851586481676487,3.7287351648596e-4,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
101,52.924,0.711358266913585,0.884818670569665,2015_yk_333_1,Yukon,2015,105.848,0.709735738497836,0.850381205030004,-0.00120527664648262,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
102,53.448,0.710738642269285,0.869917231730567,2015_yk_333_1,Yukon,2015,106.896,0.709791489764596,0.849094854541686,-0.00128635048831871,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
103,53.972,0.710042304049375,0.854454779083053,2015_yk_333_1,Yukon,2015,107.944,0.709761357324947,0.84831356513084,-7.8128941084532e-4,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
104,54.496,0.710719840340121,0.856873967419586,2015_yk_333_1,Yukon,2015,108.992,0.709769795805194,0.848190428300984,-1.2313682985687e-4,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
105,55.02,0.709621960151858,0.90133730211524,2015_yk_333_1,Yukon,2015,110.04,0.709776861303256,0.848546276621993,3.5584832100898e-4,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
106,55.544,0.709357273120803,0.872228927489295,2015_yk_333_1,Yukon,2015,111.088,0.70977681505212,0.848960233285754,4.1395666376098e-4,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
107,56.068,0.710277094647486,0.84973791670796,2015_yk_333_1,Yukon,2015,112.136,0.70977253027417,0.848836300998395,-1.239322873584e-4,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
108,56.592,0.709883227088255,0.871456514855428,2015_yk_333_1,Yukon,2015,113.184,0.709784249076426,0.848964178487492,1.2787748909648e-4,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
109,57.116,0.710091386416034,0.90967318249147,2015_yk_333_1,Yukon,2015,114.232,0.709765772093905,0.849330935791739,3.6675730424706e-4,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
110,57.64,0.709002562691449,0.873071322317048,2015_yk_333_1,Yukon,2015,115.28,0.709749178431305,0.849859836841621,5.2890104988279e-4,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
111,58.164,0.709736248398653,0.861024262535913,2015_yk_333_1,Yukon,2015,116.328,0.709757135961255,0.850340104818013,4.8026797639155e-4,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
112,58.688,0.709675282146884,0.876913942156056,2015_yk_333_1,Yukon,2015,117.376,0.709767820279054,0.85053355337712,1.9344855910741e-4,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
113,59.212,0.709263607759265,0.880514943546219,2015_yk_333_1,Yukon,2015,118.424,0.709769010139358,0.850536479148191,2.92577107030567e-6,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
114,59.736,0.710096314348738,0.856795668730696,2015_yk_333_1,Yukon,2015,119.472,0.709785312353717,0.850554264812734,1.77856645428021e-5,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
115,60.26,0.710071179909504,0.861688820485638,2015_yk_333_1,Yukon,2015,120.52,0.709802655111352,0.850223167375094,-3.310974376397e-4,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
116,60.784,0.709445955928629,0.884482762863266,2015_yk_333_1,Yukon,2015,121.568,0.709791072712014,0.850218393932818,-4.773442275674e-6,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
117,61.308,0.710941522178936,0.869735983280695,2015_yk_333_1,Yukon,2015,122.616,0.709802538568088,0.85020089509547,-1.7498837348584e-5,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
118,61.832,0.709242055046345,0.84383419089636,2015_yk_333_1,Yukon,2015,123.664,0.709778611814198,0.850231063270386,3.01681749168559e-5,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
119,62.356,0.709518754214163,0.858814846117763,2015_yk_333_1,Yukon,2015,124.712,0.709808501597271,0.850293404153705,6.23408833182459e-5,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
120,62.88,0.708721832670397,0.862703743494695,2015_yk_333_1,Yukon,2015,125.76,0.709806832266801,0.850262846308342,-3.05578453628774e-5,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
121,63.404,0.710294976333202,0.838769687054203,2015_yk_333_1,Yukon,2015,126.808,0.709819794512626,0.850552271638835,2.8942533049347e-4,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
122,63.928,0.71130147695756,0.822819597966412,2015_yk_333_1,Yukon,2015,127.856,0.709792975437396,0.850431928495929,-1.2034314290654e-4,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
123,64.452,0.710572847956524,0.822911035625475,2015_yk_333_1,Yukon,2015,128.904,0.709781696646531,0.850788830241664,3.5690174573532e-4,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
124,64.976,0.710924114365027,0.833502974927452,2015_yk_333_1,Yukon,2015,129.952,0.709821053501401,0.851349286537656,5.6045629599199e-4,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
125,65.5,0.709067118377092,0.814808492622754,2015_yk_333_1,Yukon,2015,131,0.709789829139089,0.852103036659302,7.5375012164602e-4,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
126,66.024,0.710322452008986,0.796783919921371,2015_yk_333_1,Yukon,2015,132.048,0.709850414474346,0.852615695405019,5.1265874571693e-4,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
127,66.548,0.71004978467607,0.826116782108085,2015_yk_333_1,Yukon,2015,133.096,0.709858594784091,0.853511342884102,8.956474790831e-4,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
128,67.072,0.709528029734301,0.835778948060396,2015_yk_333_1,Yukon,2015,134.144,0.709862938482771,0.854203198022453,6.9185513835046e-4,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
129,67.596,0.709293515371739,0.803983147921093,2015_yk_333_1,Yukon,2015,135.192,0.709854642922529,0.8548729971073,6.6979908484743e-4,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
130,68.12,0.709985080447096,0.801599530828877,2015_yk_333_1,Yukon,2015,136.24,0.709850117856747,0.855344387022862,4.7138991556217e-4,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
131,68.644,0.709336900231516,0.814648886813642,2015_yk_333_1,Yukon,2015,137.288,0.709828872814805,0.855811850592037,4.6746356917437e-4,554.324438077764,662.076195706468,1186.336,0.710304683864174,207.01630586641383,NA
