Cycle,time,Iso,Sr88,Time,Microns,Fish_id,Watershed,Year,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core,Landmark
49,24.524,0.7091663,1.0136968,25.676,51.352,2011_nk_182,Nush,2011,0.708973178333333,0.978556355,-0.00118646499999997,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
50,25.048,0.7091331,0.9980481,26.2,52.4,2011_nk_182,Nush,2011,0.70898628,0.97749662,-0.00105973500000001,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
51,25.524,0.7088251,1.0141858,26.724,53.448,2011_nk_182,Nush,2011,0.708963165,0.976567696666667,-9.2892333333338e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
52,26.048,0.7078998,1.0014762,27.248,54.496,2011_nk_182,Nush,2011,0.708951708333333,0.97569453,-8.731666666667e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
53,26.524,0.709411,0.9793744,27.772,55.544,2011_nk_182,Nush,2011,0.708927385,0.974730005,-9.6452499999999e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
54,27.048,0.7087372,0.9583527,28.296,56.592,2011_nk_182,Nush,2011,0.708927745,0.973724936666666,-0.00100506833333336,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
55,27.524,0.709495,0.979187,28.82,57.64,2011_nk_182,Nush,2011,0.708891273333333,0.972853916666667,-8.7101999999994e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
56,28.048,0.7099463,0.9786448,29.344,58.688,2011_nk_182,Nush,2011,0.708938615,0.9721416,-7.123166666666e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
57,28.524,0.7085454,0.9495247,29.868,59.736,2011_nk_182,Nush,2011,0.708924906666667,0.971157091666667,-9.845083333333e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
58,29.048,0.7084932,0.9508492,30.392,60.784,2011_nk_182,Nush,2011,0.7089248,0.970120765,-0.00103632666666664,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
59,29.524,0.7079542,0.9419439,30.916,61.832,2011_nk_182,Nush,2011,0.708929116666667,0.96895164,-0.00116912499999999,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
60,30.048,0.7095144,0.9576015,31.44,62.88,2011_nk_182,Nush,2011,0.708956278333333,0.967526298333333,-0.00142534166666675,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
61,30.524,0.7095634,0.9537658,31.964,63.928,2011_nk_182,Nush,2011,0.70896102,0.966286626666667,-0.00123967166666661,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
62,31.048,0.7081685,0.964559,32.488,64.976,2011_nk_182,Nush,2011,0.708993671666667,0.9651725,-0.00111412666666677,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
63,31.524,0.7087908,0.9533437,33.012,66.024,2011_nk_182,Nush,2011,0.709003735,0.964558726666667,-6.1377333333334e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
64,32.048,0.7089345,0.9163684,33.536,67.072,2011_nk_182,Nush,2011,0.70899456,0.964069788333333,-4.889383333333e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
65,32.524,0.7077988,0.9004306,34.06,68.12,2011_nk_182,Nush,2011,0.709003028333333,0.963405215,-6.6457333333336e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
66,33.048,0.7089236,0.9134301,34.584,69.168,2011_nk_182,Nush,2011,0.709022908333333,0.962944561666667,-4.6065333333333e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
67,33.524,0.7096914,0.9045479,35.108,70.216,2011_nk_182,Nush,2011,0.709030148333333,0.962256631666666,-6.8793000000011e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
68,34.048,0.7108783,0.8911175,35.632,71.264,2011_nk_182,Nush,2011,0.709038063333333,0.961876971666667,-3.7965999999989e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
69,34.524,0.7094865,0.8926401,36.156,72.312,2011_nk_182,Nush,2011,0.709017208333333,0.961588401666666,-2.8857000000004e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
70,35.048,0.709506,0.9049189,36.68,73.36,2011_nk_182,Nush,2011,0.709028736666667,0.961409406666666,-1.7899500000007e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
71,35.524,0.7092288,0.8832026,37.204,74.408,2011_nk_182,Nush,2011,0.70904011,0.961359458333333,-4.99483333332718e-5,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
72,36.048,0.7075459,0.8885201,37.728,75.456,2011_nk_182,Nush,2011,0.709046696666667,0.96117937,-1.8008833333338e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
73,36.524,0.7094013,0.9010772,38.252,76.504,2011_nk_182,Nush,2011,0.709047486666667,0.960782128333333,-3.9724166666665e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
74,37.048,0.7098312,0.8962805,38.776,77.552,2011_nk_182,Nush,2011,0.709031048333333,0.960386123333333,-3.9600500000003e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
75,37.524,0.7100108,0.8867996,39.3,78.6,2011_nk_182,Nush,2011,0.709034195,0.960471521666666,8.53983333334307e-5,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
76,38.048,0.7091316,0.9002175,39.824,79.648,2011_nk_182,Nush,2011,0.709036343333333,0.961081528333333,6.1000666666655e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
77,38.524,0.7088725,0.8974792,40.348,80.696,2011_nk_182,Nush,2011,0.709032458333333,0.961382763333333,3.0123500000001e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
78,39.048,0.7096185,0.8941376,40.872,81.744,2011_nk_182,Nush,2011,0.709034441666667,0.962024565,6.4180166666671e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
79,39.524,0.7083712,0.9048465,41.396,82.792,2011_nk_182,Nush,2011,0.709031855,0.96263251,6.0794500000005e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
80,40.048,0.7087947,0.9134308,41.92,83.84,2011_nk_182,Nush,2011,0.709034028333333,0.96359216,9.5964999999986e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
81,40.524,0.7079528,0.91690990000000006,42.444,84.888,2011_nk_182,Nush,2011,0.709029443333333,0.964111771666666,5.1961166666669e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
82,41.048,0.7079399,0.9275371,42.968,85.936,2011_nk_182,Nush,2011,0.709043461666667,0.964786356666666,6.7458500000006e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
83,41.524,0.7084078,0.9269027,43.492,86.984,2011_nk_182,Nush,2011,0.70904467,0.965944843333333,0.00115848666666662,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
84,42.048,0.7088629,0.9326903,44.016,88.032,2011_nk_182,Nush,2011,0.70904513,0.967800053333333,0.00185521,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
85,42.524,0.7071883,0.9421181,44.54,89.08,2011_nk_182,Nush,2011,0.709028315,0.969093448333333,0.00129339499999992,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
86,43.048,0.7114425,0.9608016,45.064,90.128,2011_nk_182,Nush,2011,0.70902802,0.970493123333333,0.00139967500000004,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
87,43.524,0.7089739,0.9485172,45.588,91.176,2011_nk_182,Nush,2011,0.709029246666667,0.972387476666666,0.00189435333333343,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
88,44.048,0.7084547,0.9662801,46.112,92.224,2011_nk_182,Nush,2011,0.7090366,0.97434322,0.00195574333333337,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
89,44.524,0.7096465,0.9742556,46.636,93.272,2011_nk_182,Nush,2011,0.70904738,0.976460916666667,0.00211769666666672,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
90,45.048,0.7111049,0.9566332,47.16,94.32,2011_nk_182,Nush,2011,0.709039465,0.978423136666666,0.0019622199999999,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
91,45.524,0.7089545,0.9671838,47.684,95.368,2011_nk_182,Nush,2011,0.70903476,0.980368043333333,0.00194490666666669,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
92,46.048,0.7101323,0.9826384,48.208,96.416,2011_nk_182,Nush,2011,0.709056333333333,0.981820365,0.00145232166666653,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
93,46.524,0.7087898,1.0068415,48.732,97.464,2011_nk_182,Nush,2011,0.709055513333333,0.983449468333333,0.00162910333333344,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
94,47.048,0.7085535,1.010688,49.256,98.512,2011_nk_182,Nush,2011,0.709032763333333,0.986026066666666,0.00257659833333324,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
95,47.524,0.7095288,0.9995868,49.78,99.56,2011_nk_182,Nush,2011,0.709052551666666,0.988912798333333,0.00288673166666664,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
96,48.048,0.7081548,1.0266846,50.304,100.608,2011_nk_182,Nush,2011,0.709084223333333,0.991662318333333,0.00274951999999995,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
97,48.524,0.7085901,1.0135297,50.828,101.656,2011_nk_182,Nush,2011,0.709058583333333,0.99431406,0.0026517416666666,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
98,49.048,0.7083339,1.0265609,51.352,102.704,2011_nk_182,Nush,2011,0.709028241666666,0.997099591666666,0.00278553166666673,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
99,49.524,0.708176,1.0355117,51.876,103.752,2011_nk_182,Nush,2011,0.709008298333333,1.00011197666667,0.00301238500000012,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
100,50.048,0.7096329,1.0429912,52.4,104.8,2011_nk_182,Nush,2011,0.709005003333333,1.003012255,0.00290027833333317,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
101,50.524,0.7093634,1.0390137,52.924,105.848,2011_nk_182,Nush,2011,0.70898167,1.00633684666667,0.00332459166666665,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
102,51.048,0.7094972,1.0177158,53.448,106.896,2011_nk_182,Nush,2011,0.709012751666666,1.00972407,0.00338722333333341,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
103,51.524,0.7085467,1.0174057,53.972,107.944,2011_nk_182,Nush,2011,0.709001013333333,1.01277560166667,0.00305153166666683,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
104,52.048,0.7094557,1.012345,54.496,108.992,2011_nk_182,Nush,2011,0.708972221666666,1.01585691,0.0030813083333332,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
105,52.524,0.7090944,1.0323973,55.02,110.04,2011_nk_182,Nush,2011,0.70895946,1.01906870166667,0.00321179166666652,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
106,53.048,0.7095143,1.0575531,55.544,111.088,2011_nk_182,Nush,2011,0.708947878333333,1.021739135,0.00267043333333339,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
107,53.524,0.7086053,1.0410131,56.068,112.136,2011_nk_182,Nush,2011,0.708950495,1.02463587666667,0.00289674166666676,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
108,54.048,0.7094994,1.0551691,56.592,113.184,2011_nk_182,Nush,2011,0.708959288333333,1.02741463166667,0.00277875500000002,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
109,54.524,0.7090111,1.0501735,57.116,114.232,2011_nk_182,Nush,2011,0.708980718333333,1.03013348,0.00271884833333336,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
110,55.048,0.7092635,1.0556271,57.64,115.28,2011_nk_182,Nush,2011,0.708978773333333,1.03286697666667,0.00273349666666678,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
111,55.524,0.70855,1.0453625,58.164,116.328,2011_nk_182,Nush,2011,0.709003183333333,1.03528364166667,0.00241666499999993,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
112,56.048,0.7087409,1.0419513,58.688,117.376,2011_nk_182,Nush,2011,0.709026811666666,1.03775156,0.00246791833333337,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
113,56.524,0.7094835,1.0488836,59.212,118.424,2011_nk_182,Nush,2011,0.709026093333333,1.04038868333333,0.00263712333333332,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
114,57.048,0.7087648,1.0696653,59.736,119.472,2011_nk_182,Nush,2011,0.709037725,1.04279865,0.0024099666666666,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
115,57.524,0.7084861,1.0567907,60.26,120.52,2011_nk_182,Nush,2011,0.709055663333333,1.04487479666667,0.00207614666666678,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
116,58.048,0.7099286,1.0626253,60.784,121.568,2011_nk_182,Nush,2011,0.709022881666666,1.04666820666667,0.00179341000000011,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
117,58.524,0.708619,1.0631859,61.308,122.616,2011_nk_182,Nush,2011,0.709033705,1.04876819833333,0.00209999166666663,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
118,59.048,0.7089344,1.0681938,61.832,123.664,2011_nk_182,Nush,2011,0.709039096666666,1.05036319,0.00159499166666666,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
119,59.524,0.708601,1.0690057,62.356,124.712,2011_nk_182,Nush,2011,0.70903199,1.051942505,0.00157931500000008,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
120,60.048,0.7090395,1.0753347,62.88,125.76,2011_nk_182,Nush,2011,0.708997588333333,1.053727595,0.00178509000000004,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
121,60.524,0.7092811,1.0704602,63.404,126.808,2011_nk_182,Nush,2011,0.709025605,1.05567344833333,0.00194585333333319,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
122,61.048,0.7094629,1.0516983,63.928,127.856,2011_nk_182,Nush,2011,0.709000648333333,1.05740496333333,0.00173151500000013,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
123,61.524,0.7087416,1.0510899,64.452,128.904,2011_nk_182,Nush,2011,0.709006726666666,1.05887121166667,0.00146624833333342,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
124,62.048,0.7075695,1.0709643,64.976,129.952,2011_nk_182,Nush,2011,0.709004458333333,1.06010904,0.00123782833333319,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
125,62.524,0.7089861,1.0736345,65.5,131,2011_nk_182,Nush,2011,0.70899326,1.0615501,0.0014410600000001,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
126,63.048,0.7108239,1.0784013,66.024,132.048,2011_nk_182,Nush,2011,0.709024751666666,1.06263573166667,0.00108563166666675,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
127,63.524,0.708153,1.0636524,66.548,133.096,2011_nk_182,Nush,2011,0.709029413333333,1.064065315,0.00142958333333332,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
128,64.048,0.7090578,1.0582494,67.072,134.144,2011_nk_182,Nush,2011,0.709049305,1.06520927166667,0.00114395666666667,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
129,64.524,0.7082899,1.0733832,67.596,135.192,2011_nk_182,Nush,2011,0.70906247,1.06634807166667,0.00113879999999988,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
130,65.048,0.7093083,1.0789356,68.12,136.24,2011_nk_182,Nush,2011,0.709052748333333,1.06705085166667,7.0278000000012e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
131,65.524,0.7078288,1.0826781,68.644,137.288,2011_nk_182,Nush,2011,0.709056728333333,1.06794724166667,8.9638999999985e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
132,66.048,0.7094108,1.0917535,69.168,138.336,2011_nk_182,Nush,2011,0.709034693333333,1.06917690666667,0.0012296650000001,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
133,66.524,0.708697,1.0841691,69.692,139.384,2011_nk_182,Nush,2011,0.709030593333333,1.070957345,0.0017804383333333,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
134,67.048,0.7081037,1.081159,70.216,140.432,2011_nk_182,Nush,2011,0.709005843333333,1.07271840666667,0.00176106166666656,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
135,67.524,0.7092451,1.0795071,70.74,141.48,2011_nk_182,Nush,2011,0.708991558333333,1.07414454833333,0.00142614166666655,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
136,68.048,0.7084367,1.0604435,71.264,142.528,2011_nk_182,Nush,2011,0.708970758333333,1.07497546333333,8.3091500000009e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
137,68.524,0.7090295,1.0712837,71.788,143.576,2011_nk_182,Nush,2011,0.708975091666666,1.07634963333333,0.00137416999999984,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
138,69.048,0.7101461,1.0608629,72.312,144.624,2011_nk_182,Nush,2011,0.708973226666666,1.07729304833333,9.4341500000005e-4,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
139,69.524,0.709657,1.0679774,72.836,145.672,2011_nk_182,Nush,2011,0.708975538333333,1.07874464166667,0.00145159333333322,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
140,70.048,0.708678,1.0774406,73.36,146.72,2011_nk_182,Nush,2011,0.708971453333333,1.08024483,0.00150018833333321,751.625854784494,919.151195459416,1401.176,0.708815825,353.48526835427805,NA
