Cycle,Time,Iso,Sr88,Fish_id,Watershed,Year,Microns,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core,Landmark
58,30.392,0.708102086684299,0.116087747871475,2015_yk_332,Yukon,2015,60.784,NA,NA,NA,513.406947760536,664.560186903769,1197.864,0.711672011644236,164.28571385991066,NA
59,30.916,0.709453676101563,0.723508089200754,2015_yk_332,Yukon,2015,61.832,NA,NA,NA,513.406947760536,664.560186903769,1197.864,0.711672011644236,164.28571385991066,NA
60,31.44,0.710892855833506,1.26064096508735,2015_yk_332,Yukon,2015,62.88,NA,NA,NA,513.406947760536,664.560186903769,1197.864,0.711672011644236,164.28571385991066,NA
61,31.964,0.709666002705971,1.39713104898972,2015_yk_332,Yukon,2015,63.928,NA,NA,NA,513.406947760536,664.560186903769,1197.864,0.711672011644236,164.28571385991066,NA
62,32.488,0.709775177898622,1.38830434648226,2015_yk_332,Yukon,2015,64.976,NA,NA,NA,513.406947760536,664.560186903769,1197.864,0.711672011644236,164.28571385991066,NA
63,33.012,0.710943670600536,1.37685079109901,2015_yk_332,Yukon,2015,66.024,NA,NA,NA,513.406947760536,664.560186903769,1197.864,0.711672011644236,164.28571385991066,NA
64,33.536,0.709482775179675,1.35289188914431,2015_yk_332,Yukon,2015,67.072,NA,NA,NA,513.406947760536,664.560186903769,1197.864,0.711672011644236,164.28571385991066,NA
65,34.06,0.710109389191073,1.31588696044959,2015_yk_332,Yukon,2015,68.12,NA,NA,NA,513.406947760536,664.560186903769,1197.864,0.711672011644236,164.28571385991066,NA
66,34.584,0.709476179293396,1.28198924455381,2015_yk_332,Yukon,2015,69.168,NA,NA,NA,513.406947760536,664.560186903769,1197.864,0.711672011644236,164.28571385991066,NA
67,35.108,0.709887797310745,1.30511128352513,2015_yk_332,Yukon,2015,70.216,NA,NA,NA,513.406947760536,664.560186903769,1197.864,0.711672011644236,164.28571385991066,NA
68,35.632,0.710260000854694,1.30638488358125,2015_yk_332,Yukon,2015,71.264,NA,NA,NA,513.406947760536,664.560186903769,1197.864,0.711672011644236,164.28571385991066,NA
69,36.156,0.710103757816809,1.33462208227902,2015_yk_332,Yukon,2015,72.312,NA,NA,NA,513.406947760536,664.560186903769,1197.864,0.711672011644236,164.28571385991066,NA
70,36.68,0.710112968176659,1.34967047460521,2015_yk_332,Yukon,2015,73.36,NA,NA,NA,513.406947760536,664.560186903769,1197.864,0.711672011644236,164.28571385991066,NA
71,37.204,0.7100636337917,1.33226285462097,2015_yk_332,Yukon,2015,74.408,NA,NA,NA,513.406947760536,664.560186903769,1197.864,0.711672011644236,164.28571385991066,NA
72,37.728,0.711111390223947,1.28321518571452,2015_yk_332,Yukon,2015,75.456,NA,NA,NA,513.406947760536,664.560186903769,1197.864,0.711672011644236,164.28571385991066,NA
73,38.252,0.71124349412773,1.27829483206426,2015_yk_332,Yukon,2015,76.504,NA,NA,NA,513.406947760536,664.560186903769,1197.864,0.711672011644236,164.28571385991066,NA
74,38.776,0.709958983757994,1.2911682815511,2015_yk_332,Yukon,2015,77.552,NA,NA,NA,513.406947760536,664.560186903769,1197.864,0.711672011644236,164.28571385991066,NA
75,39.3,0.709740005932676,1.29971560525683,2015_yk_332,Yukon,2015,78.6,NA,NA,NA,513.406947760536,664.560186903769,1197.864,0.711672011644236,164.28571385991066,NA
76,39.824,0.709599724732857,1.32175150193701,2015_yk_332,Yukon,2015,79.648,NA,NA,NA,513.406947760536,664.560186903769,1197.864,0.711672011644236,164.28571385991066,NA
77,40.348,0.709184452782386,1.33645907614523,2015_yk_332,Yukon,2015,80.696,NA,NA,NA,513.406947760536,664.560186903769,1197.864,0.711672011644236,164.28571385991066,NA
78,40.872,0.711385545098162,1.34587303561501,2015_yk_332,Yukon,2015,81.744,NA,NA,NA,513.406947760536,664.560186903769,1197.864,0.711672011644236,164.28571385991066,NA
79,41.396,0.710313183122245,1.32672203728993,2015_yk_332,Yukon,2015,82.792,NA,NA,NA,513.406947760536,664.560186903769,1197.864,0.711672011644236,164.28571385991066,NA
80,41.92,0.709972776228756,1.29880026715652,2015_yk_332,Yukon,2015,83.84,NA,NA,NA,513.406947760536,664.560186903769,1197.864,0.711672011644236,164.28571385991066,NA
81,42.444,0.710820554774189,1.29982182687454,2015_yk_332,Yukon,2015,84.888,NA,NA,NA,513.406947760536,664.560186903769,1197.864,0.711672011644236,164.28571385991066,NA
82,42.968,0.709484421016838,1.30427197935372,2015_yk_332,Yukon,2015,85.936,NA,NA,NA,513.406947760536,664.560186903769,1197.864,0.711672011644236,164.28571385991066,NA
