Cycle,time,Iso,Sr88,Time,Microns,Fish_id,Watershed,Year,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core,Landmark
1,0.524,0.7046474,0.9111568,0.524,1.048,2011_nk_227,Nush,2011,NA,NA,NA,668.398306083247,886.052134544982,1275.416,0.704361114903846,385.3260919305678,NA
2,1.048,0.7034927,0.9169325,1.048,2.096,2011_nk_227,Nush,2011,NA,NA,NA,668.398306083247,886.052134544982,1275.416,0.704361114903846,385.3260919305678,NA
3,1.524,0.7049116,0.9331877,1.572,3.144,2011_nk_227,Nush,2011,NA,NA,NA,668.398306083247,886.052134544982,1275.416,0.704361114903846,385.3260919305678,NA
4,2.048,0.7050635,0.9285037,2.096,4.192,2011_nk_227,Nush,2011,NA,NA,NA,668.398306083247,886.052134544982,1275.416,0.704361114903846,385.3260919305678,NA
5,2.524,0.704353,0.9114162,2.62,5.24,2011_nk_227,Nush,2011,NA,NA,NA,668.398306083247,886.052134544982,1275.416,0.704361114903846,385.3260919305678,NA
6,3.048,0.703909,0.930288,3.144,6.288,2011_nk_227,Nush,2011,NA,NA,NA,668.398306083247,886.052134544982,1275.416,0.704361114903846,385.3260919305678,NA
7,3.524,0.7042588,0.8938851,3.668,7.336,2011_nk_227,Nush,2011,NA,NA,NA,668.398306083247,886.052134544982,1275.416,0.704361114903846,385.3260919305678,NA
8,4.048,0.7039798,0.8916676,4.192,8.384,2011_nk_227,Nush,2011,NA,NA,NA,668.398306083247,886.052134544982,1275.416,0.704361114903846,385.3260919305678,NA
9,4.524,0.7052705,0.9079232,4.716,9.432,2011_nk_227,Nush,2011,NA,NA,NA,668.398306083247,886.052134544982,1275.416,0.704361114903846,385.3260919305678,NA
10,5.048,0.703598,0.9322276,5.24,10.48,2011_nk_227,Nush,2011,NA,NA,NA,668.398306083247,886.052134544982,1275.416,0.704361114903846,385.3260919305678,NA
11,5.524,0.7050397,0.9289946,5.764,11.528,2011_nk_227,Nush,2011,NA,NA,NA,668.398306083247,886.052134544982,1275.416,0.704361114903846,385.3260919305678,NA
12,6.048,0.7036157,0.9197268,6.288,12.576,2011_nk_227,Nush,2011,NA,NA,NA,668.398306083247,886.052134544982,1275.416,0.704361114903846,385.3260919305678,NA
13,6.524,0.7055021,0.9207584,6.812,13.624,2011_nk_227,Nush,2011,NA,NA,NA,668.398306083247,886.052134544982,1275.416,0.704361114903846,385.3260919305678,NA
14,7.048,0.7039367,0.9440918,7.336,14.672,2011_nk_227,Nush,2011,NA,NA,NA,668.398306083247,886.052134544982,1275.416,0.704361114903846,385.3260919305678,NA
15,7.524,0.703552,0.9591118,7.86,15.72,2011_nk_227,Nush,2011,NA,NA,NA,668.398306083247,886.052134544982,1275.416,0.704361114903846,385.3260919305678,NA
16,8.048,0.7031579,0.962516,8.384,16.768,2011_nk_227,Nush,2011,NA,NA,NA,668.398306083247,886.052134544982,1275.416,0.704361114903846,385.3260919305678,NA
