Cycle,time,Iso,Sr88,Time,Microns,Fish_id,Watershed,Year,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core,Landmark
1,0.524,0.706159,1.026588,0.524,1.048,2011_nk_19,Nush,2011,NA,NA,NA,852.405001709227,946.957250876037,1262.84,0.706008733333333,462.97902021408214,NA
2,1.048,0.706362,1.120434,1.048,2.096,2011_nk_19,Nush,2011,NA,NA,NA,852.405001709227,946.957250876037,1262.84,0.706008733333333,462.97902021408214,NA
3,1.572,0.706544,1.205477,1.572,3.144,2011_nk_19,Nush,2011,NA,NA,NA,852.405001709227,946.957250876037,1262.84,0.706008733333333,462.97902021408214,NA
4,2.096,0.706038,1.285551,2.096,4.192,2011_nk_19,Nush,2011,NA,NA,NA,852.405001709227,946.957250876037,1262.84,0.706008733333333,462.97902021408214,NA
5,2.62,0.707738,1.253909,2.62,5.24,2011_nk_19,Nush,2011,NA,NA,NA,852.405001709227,946.957250876037,1262.84,0.706008733333333,462.97902021408214,NA
6,3.144,0.706529,1.097731,3.144,6.288,2011_nk_19,Nush,2011,NA,NA,NA,852.405001709227,946.957250876037,1262.84,0.706008733333333,462.97902021408214,NA
7,3.668,0.706146,0.998097,3.668,7.336,2011_nk_19,Nush,2011,NA,NA,NA,852.405001709227,946.957250876037,1262.84,0.706008733333333,462.97902021408214,NA
8,4.192,0.705907,1.002056,4.192,8.384,2011_nk_19,Nush,2011,NA,NA,NA,852.405001709227,946.957250876037,1262.84,0.706008733333333,462.97902021408214,NA
9,4.716,0.706463,1.022461,4.716,9.432,2011_nk_19,Nush,2011,NA,NA,NA,852.405001709227,946.957250876037,1262.84,0.706008733333333,462.97902021408214,NA
10,5.24,0.706225,1.033137,5.24,10.48,2011_nk_19,Nush,2011,NA,NA,NA,852.405001709227,946.957250876037,1262.84,0.706008733333333,462.97902021408214,NA
11,5.764,0.706787,1.020257,5.764,11.528,2011_nk_19,Nush,2011,NA,NA,NA,852.405001709227,946.957250876037,1262.84,0.706008733333333,462.97902021408214,NA
