Cycle,time,Iso,Sr88,Time,Microns,Fish_id,Watershed,Year,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core,Landmark
1,0.524,0.708659,2.168741,0.524,1.048,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
2,1.048,0.709386,2.765035,1.048,2.096,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
3,1.572,0.708757,2.710037,1.572,3.144,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
4,2.096,0.708883,2.713564,2.096,4.192,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
5,2.62,0.709049,2.706668,2.62,5.24,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
6,3.144,0.708624,2.680087,3.144,6.288,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
7,3.668,0.709071,2.5951,3.668,7.336,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
8,4.192,0.709081,2.575299,4.192,8.384,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
9,4.716,0.709048,2.530465,4.716,9.432,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
10,5.24,0.708987,2.520986,5.24,10.48,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
11,5.764,0.708672,2.482543,5.764,11.528,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
12,6.288,0.70911,2.452765,6.288,12.576,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
13,6.812,0.708516,2.407366,6.812,13.624,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
14,7.336,0.709499,2.357587,7.336,14.672,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
15,7.86,0.709025,2.288606,7.86,15.72,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
16,8.384,0.709129,2.27829,8.384,16.768,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
17,8.908,0.708911,2.271233,8.908,17.816,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
18,9.432,0.709083,2.244033,9.432,18.864,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
19,9.956,0.70969,2.197886,9.956,19.912,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
20,10.48,0.708503,2.139686,10.48,20.96,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
21,11.004,0.70908,2.105534,11.004,22.008,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
22,11.528,0.708635,2.083111,11.528,23.056,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
23,12.052,0.709243,2.06007,12.052,24.104,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
24,12.576,0.708387,2.049177,12.576,25.152,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
25,13.1,0.70897,2.024159,13.1,26.2,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
26,13.624,0.708827,1.9793,13.624,27.248,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
27,14.148,0.708019,1.954316,14.148,28.296,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
28,14.672,0.708726,1.902998,14.672,29.344,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
29,15.196,0.708589,1.875712,15.196,30.392,2011_nk_58,Nush,2011,NA,NA,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
30,15.72,0.709121,1.855209,15.72,31.44,2011_nk_58,Nush,2011,0.708774866666667,1.88853491666667,NA,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
31,16.244,0.708485,1.792603,16.244,32.488,2011_nk_58,Nush,2011,0.70878145,1.86972926666667,-0.01880565,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
32,16.768,0.707977,1.780813,16.768,33.536,2011_nk_58,Nush,2011,0.708768566666667,1.83975675,-0.0299725166666667,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
33,17.292,0.70907,1.721875,17.292,34.584,2011_nk_58,Nush,2011,0.708753666666667,1.81124265,-0.0285141,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
34,17.816,0.708703,1.708355,17.816,35.632,2011_nk_58,Nush,2011,0.70874425,1.78140131666667,-0.0298413333333334,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
35,18.34,0.708687,1.696196,18.34,36.68,2011_nk_58,Nush,2011,0.708738683333333,1.75170925,-0.0296920666666667,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
36,18.864,0.708669,1.716052,18.864,37.728,2011_nk_58,Nush,2011,0.708729683333333,1.72214651666667,-0.0295627333333335,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
37,19.388,0.709488,1.684367,19.388,38.776,2011_nk_58,Nush,2011,0.708726933333333,1.69345725,-0.0286892666666667,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
38,19.912,0.708462,1.644445,19.912,39.824,2011_nk_58,Nush,2011,0.708719333333333,1.6649714,-0.02848585,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
39,20.436,0.708891,1.664989,20.436,40.872,2011_nk_58,Nush,2011,0.7087141,1.63715853333333,-0.0278128666666666,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
40,20.96,0.708572,1.632648,20.96,41.92,2011_nk_58,Nush,2011,0.708718666666666,1.60930378333333,-0.0278547500000002,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
41,21.484,0.709671,1.542417,21.484,42.968,2011_nk_58,Nush,2011,0.7087231,1.5822141,-0.0270896833333334,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
42,22.008,0.708914,1.548278,22.008,44.016,2011_nk_58,Nush,2011,0.708681683333333,1.55547096666667,-0.0267431333333334,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
43,22.532,0.708805,1.557647,22.532,45.064,2011_nk_58,Nush,2011,0.708687083333333,1.52966765,-0.0258033166666665,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
44,23.056,0.708567,1.567606,23.056,46.112,2011_nk_58,Nush,2011,0.708688916666666,1.50430106666667,-0.0253665833333334,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
45,23.58,0.709309,1.481238,23.58,47.16,2011_nk_58,Nush,2011,0.70867775,1.4794994,-0.0248016666666668,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
46,24.104,0.709451,1.506385,24.104,48.208,2011_nk_58,Nush,2011,0.70866335,1.45536113333333,-0.0241382666666665,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
47,24.628,0.708668,1.443118,24.628,49.256,2011_nk_58,Nush,2011,0.7086307,1.43127788333333,-0.0240832500000001,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
48,25.152,0.707446,1.417666,25.152,50.304,2011_nk_58,Nush,2011,0.708612566666666,1.40787598333333,-0.0234018999999999,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
49,25.676,0.709033,1.432356,25.676,51.352,2011_nk_58,Nush,2011,0.70858765,1.38505181666667,-0.0228241666666666,1078.09732845071,1176.54176741402,1457.768,0.708561957446808,881.8255880229566,NA
