Cycle,time,Iso,Sr88,Time,Microns,Fish_id,Watershed,Year,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core,Landmark
1,0.524,0.709069,1.845222,0.524,1.048,2011_nk_28,Nush,2011,NA,NA,NA,876.397909428264,998.026537647878,1377.072,0.707086034482759,628.8360540787683,NA
2,1.048,0.710182,2.112929,1.048,2.096,2011_nk_28,Nush,2011,NA,NA,NA,876.397909428264,998.026537647878,1377.072,0.707086034482759,628.8360540787683,NA
3,1.572,0.709233,2.133679,1.572,3.144,2011_nk_28,Nush,2011,NA,NA,NA,876.397909428264,998.026537647878,1377.072,0.707086034482759,628.8360540787683,NA
4,2.096,0.709023,2.132376,2.096,4.192,2011_nk_28,Nush,2011,NA,NA,NA,876.397909428264,998.026537647878,1377.072,0.707086034482759,628.8360540787683,NA
5,2.62,0.709478,2.127855,2.62,5.24,2011_nk_28,Nush,2011,NA,NA,NA,876.397909428264,998.026537647878,1377.072,0.707086034482759,628.8360540787683,NA
6,3.144,0.708985,2.073038,3.144,6.288,2011_nk_28,Nush,2011,NA,NA,NA,876.397909428264,998.026537647878,1377.072,0.707086034482759,628.8360540787683,NA
7,3.668,0.709488,2.052726,3.668,7.336,2011_nk_28,Nush,2011,NA,NA,NA,876.397909428264,998.026537647878,1377.072,0.707086034482759,628.8360540787683,NA
8,4.192,0.70889,2.099146,4.192,8.384,2011_nk_28,Nush,2011,NA,NA,NA,876.397909428264,998.026537647878,1377.072,0.707086034482759,628.8360540787683,NA
9,4.716,0.708991,2.119013,4.716,9.432,2011_nk_28,Nush,2011,NA,NA,NA,876.397909428264,998.026537647878,1377.072,0.707086034482759,628.8360540787683,NA
10,5.24,0.708814,2.145399,5.24,10.48,2011_nk_28,Nush,2011,NA,NA,NA,876.397909428264,998.026537647878,1377.072,0.707086034482759,628.8360540787683,NA
