Cycle,Sr88,Iso,Time,Microns,Fish_id,Watershed,Year,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core,Landmark
18,0.331698195628245,0.708172162843071,9.432,18.864,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
19,0.628267832683238,0.707511034276726,9.956,19.912,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
20,0.827618553473571,0.706769461192956,10.48,20.96,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
21,0.878604458749682,0.707193305639565,11.004,22.008,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
22,0.931759070545803,0.707860583358626,11.528,23.056,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
23,0.95209713236524,0.707758139988748,12.052,24.104,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
24,0.939534935383804,0.70827977247925,12.576,25.152,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
25,0.906385717265198,0.708340895043805,13.1,26.2,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
26,0.855370579270951,0.706909842146368,13.624,27.248,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
27,0.842221229333658,0.70541269401288,14.148,28.296,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
28,0.845490542796039,0.706640902720559,14.672,29.344,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
29,0.82103588347003,0.708099666756204,15.196,30.392,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
30,0.830708214467965,0.706959174989433,15.72,31.44,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
31,0.837275587021091,0.708237029173091,16.244,32.488,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
32,0.815743731152641,0.707747427134327,16.768,33.536,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
33,0.835480991981114,0.708688456367991,17.292,34.584,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
34,0.88012466842796,0.70812144038415,17.816,35.632,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
35,0.924851808198379,0.707599428925223,18.34,36.68,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
36,0.916517016179825,0.70764523467254,18.864,37.728,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
37,0.916567870931824,0.709333340906991,19.388,38.776,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
38,0.909583825099185,0.707329556132843,19.912,39.824,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
39,0.870149049520858,0.707588503632401,20.436,40.872,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
40,0.909596252286747,0.707329966234667,20.96,41.92,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
41,0.903798383699168,0.706362656302956,21.484,42.968,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
42,0.877811993291933,0.706817273804638,22.008,44.016,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
43,0.901527738621609,0.707195244000935,22.532,45.064,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
44,0.948986177558563,0.708553768918707,23.056,46.112,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
45,0.906059144301818,0.70728992972107,23.58,47.16,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
46,0.922581084276989,0.706148580726885,24.104,48.208,2015_nk_266_redo,Nush,2015,NA,NA,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
47,0.999333532571712,0.70624912861836,24.628,49.256,2015_nk_266_redo,Nush,2015,0.707664674529715,0.876068377500833,NA,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
48,0.956670556327405,0.708487320080194,25.152,50.304,2015_nk_266_redo,Nush,2015,0.707672253712445,0.884295458241244,0.00822708074041112,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
49,0.984796276317531,0.707163608970912,25.676,51.352,2015_nk_266_redo,Nush,2015,0.707681156393019,0.887800460072895,0.00350500183165059,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
50,1.09133284021268,0.707487962681576,26.2,52.4,2015_nk_266_redo,Nush,2015,0.707692687766742,0.887908746503041,1.0828643014571e-4,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
51,1.05964925417368,0.708292502584884,26.724,53.448,2015_nk_266_redo,Nush,2015,0.707718605831515,0.887429318739385,-4.7942776365528e-4,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
52,0.975839401091282,0.708494385849014,27.248,54.496,2015_nk_266_redo,Nush,2015,0.707708463730009,0.886065079978684,-0.00136423876070135,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
53,1.03999460026147,0.706704860038947,27.772,55.544,2015_nk_266_redo,Nush,2015,0.707705036015143,0.884397427976403,-0.00166765200228081,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
54,1.03074475354522,0.708216604652458,28.296,56.592,2015_nk_266_redo,Nush,2015,0.707685366570753,0.882826409131117,-0.00157101884528621,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
55,1.00312354698576,0.707551305823749,28.82,57.64,2015_nk_266_redo,Nush,2015,0.707670850949774,0.881759598336052,-0.00106681079506543,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
56,0.935314005672205,0.706967936824835,29.344,58.688,2015_nk_266_redo,Nush,2015,0.707671975676397,0.881491061661496,-2.6853667455539e-4,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
57,0.864776354926311,0.708764123000014,29.868,59.736,2015_nk_266_redo,Nush,2015,0.707705396501428,0.881234759949898,-2.5630171159829e-4,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
58,0.955883158905849,0.707655505081431,30.392,60.784,2015_nk_266_redo,Nush,2015,0.707747284631713,0.881001133571406,-2.3362637849233e-4,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
59,0.857867175230883,0.707507822382033,30.916,61.832,2015_nk_266_redo,Nush,2015,0.707742985058964,0.880896323677116,-1.0480989428962e-4,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
60,0.709566845360524,0.707319250451215,31.44,62.88,2015_nk_266_redo,Nush,2015,0.707774833681629,0.880747283238434,-1.4904043868158e-4,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
61,0.860217602568119,0.708730828832796,31.964,63.928,2015_nk_266_redo,Nush,2015,0.707744242408856,0.880323834292218,-4.2344894621582e-4,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
62,0.796277814369215,0.707030180849786,32.488,64.976,2015_nk_266_redo,Nush,2015,0.707737179585134,0.880110632959455,-2.1320133276325e-4,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
63,0.768114897047914,0.708958682223666,33.012,66.024,2015_nk_266_redo,Nush,2015,0.707726041236598,0.879371139343679,-7.3949361577641e-4,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
64,0.788288684082844,0.708147847819338,33.536,67.072,2015_nk_266_redo,Nush,2015,0.707713617388178,0.877909374922582,-0.00146176442109636,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
65,0.828746385219867,0.7078602110243,34.06,68.12,2015_nk_266_redo,Nush,2015,0.707733141966255,0.875879761497877,-0.0020296134247052,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
66,0.823573596490089,0.708108464313526,34.584,69.168,2015_nk_266_redo,Nush,2015,0.707734260226303,0.873663446977651,-0.00221631452022608,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
67,0.883585211743201,0.708204931681115,35.108,70.216,2015_nk_266_redo,Nush,2015,0.707692158957589,0.871511439426439,-0.00215200755121225,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
68,0.86690061635073,0.707187051398436,35.632,71.264,2015_nk_266_redo,Nush,2015,0.707697694497002,0.869613961017891,-0.00189747840854781,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
69,0.874806451955427,0.708634601874526,36.156,72.312,2015_nk_266_redo,Nush,2015,0.707696040791235,0.868368284833314,-0.00124567618457705,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
70,0.891930737356595,0.707170207181058,36.68,73.36,2015_nk_266_redo,Nush,2015,0.707693817271318,0.866287533305394,-0.00208075152791976,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
71,0.845521266926457,0.707724371071743,37.204,74.408,2015_nk_266_redo,Nush,2015,0.707736173884343,0.864349750065492,-0.00193778323990201,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
72,0.845506073591909,0.708895947809306,37.728,75.456,2015_nk_266_redo,Nush,2015,0.70775666174258,0.862640923612026,-0.00170882645346582,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
73,0.877342570158031,0.707108569347136,38.252,76.504,2015_nk_266_redo,Nush,2015,0.707781400268912,0.860485068291397,-0.0021558553206299,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,NA
74,0.825497964216945,0.708601180322312,38.776,77.552,2015_nk_266_redo,Nush,2015,0.707779208336615,0.857400180334051,-0.00308488795734574,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,Core
75,0.84167187758915,0.708068992605422,39.3,78.6,2015_nk_266_redo,Nush,2015,0.707776531343476,0.85507774393882,-0.00232243639523078,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,Core
76,0.813758563581308,0.707474786896384,39.824,79.648,2015_nk_266_redo,Nush,2015,0.707786428464762,0.852330515945275,-0.00274722799354543,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,Core
77,0.800022367236559,0.707215827004859,40.348,80.696,2015_nk_266_redo,Nush,2015,0.707825816317753,0.848249722439177,-0.00408079350609802,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,Core
78,0.825323040052913,0.708626913806831,40.872,81.744,2015_nk_266_redo,Nush,2015,0.707814980008515,0.84501981915233,-0.00322990328684702,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,Core
79,0.838567942582271,0.70804519511118,41.396,82.792,2015_nk_266_redo,Nush,2015,0.707846050054115,0.841113872868066,-0.00390594628426322,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,Core
80,0.834115739282319,0.707461343616322,41.92,83.84,2015_nk_266_redo,Nush,2015,0.707858155517568,0.835381379617727,-0.00573249325033964,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,Core
81,0.849838792930363,0.708748389525939,42.444,84.888,2015_nk_266_redo,Nush,2015,0.707839893552633,0.829963707734212,-0.00541767188351461,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,Core
82,0.849904744903726,0.70725205726825,42.968,85.936,2015_nk_266_redo,Nush,2015,0.707814984679157,0.825727891727542,-0.00423581600667022,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,Core
83,0.85203801222839,0.707552477096821,43.492,86.984,2015_nk_266_redo,Nush,2015,0.707870579901294,0.820442125530064,-0.00528576619747778,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,Core
84,0.845273804666635,0.707099605815875,44.016,88.032,2015_nk_266_redo,Nush,2015,0.707868417266463,0.815569481532676,-0.0048726439973884,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,Core
85,0.84237706956127,0.707469957785029,44.54,89.08,2015_nk_266_redo,Nush,2015,0.707838826180451,0.811073021455751,-0.00449646007692484,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,Core
86,0.839258378797626,0.706977325743742,45.064,90.128,2015_nk_266_redo,Nush,2015,0.707836315707994,0.807594606568799,-0.00347841488695178,343.160167716927,517.102796136404,958.92,0.704866844167195,77.33495941058271,Core
