Cycle,time,Iso,Sr88,Time,Microns,Fish_id,Watershed,Year,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core,Landmark
1,0.524,0.708996,0.856693,0.524,1.048,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
2,1.048,0.706028,0.871385,1.048,2.096,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
3,1.572,0.708211,0.872086,1.572,3.144,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
4,2.096,0.708719,0.871321,2.096,4.192,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
5,2.62,0.708468,0.878977,2.62,5.24,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
6,3.144,0.710504,0.869547,3.144,6.288,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
7,3.668,0.707772,0.861233,3.668,7.336,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
8,4.192,0.707143,0.862431,4.192,8.384,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
9,4.716,0.707972,0.86806,4.716,9.432,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
10,5.24,0.709075,0.874534,5.24,10.48,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
11,5.764,0.705826,0.867725,5.764,11.528,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
12,6.288,0.707461,0.858039,6.288,12.576,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
13,6.812,0.708453,0.852876,6.812,13.624,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
14,7.336,0.70742,0.862727,7.336,14.672,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
15,7.86,0.708636,0.854012,7.86,15.72,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
16,8.384,0.708428,0.86381,8.384,16.768,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
17,8.908,0.708071,0.863636,8.908,17.816,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
18,9.432,0.710317,0.86004,9.432,18.864,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
19,9.956,0.707805,0.85732,9.956,19.912,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
20,10.48,0.707579,0.864926,10.48,20.96,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
21,11.004,0.707908,0.865637,11.004,22.008,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
22,11.528,0.707971,0.860773,11.528,23.056,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
23,12.052,0.708253,0.864348,12.052,24.104,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
24,12.576,0.70955,0.85296400000000006,12.576,25.152,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
25,13.1,0.707755,0.86839,13.1,26.2,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
26,13.624,0.70846,0.876556,13.624,27.248,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
27,14.148,0.709691,0.881554,14.148,28.296,2011_nk_36,Nush,2011,NA,NA,NA,721.891506432149,918.128987490458,1313.144,0.708371558510638,468.7299037120639,NA
