Cycle,time,Iso,Sr88,Time,Microns,Fish_id,Watershed,Year,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core,Landmark
1,0.524,0.705016,0.715206,0.524,1.048,2011_nk_90,Nush,2011,NA,NA,NA,921.884611658417,1036.72731778912,1589.816,0.706179854545455,561.6629000010358,NA
2,1.048,0.70564,0.715348,1.048,2.096,2011_nk_90,Nush,2011,NA,NA,NA,921.884611658417,1036.72731778912,1589.816,0.706179854545455,561.6629000010358,NA
3,1.572,0.707581,0.704369,1.572,3.144,2011_nk_90,Nush,2011,NA,NA,NA,921.884611658417,1036.72731778912,1589.816,0.706179854545455,561.6629000010358,NA
4,2.096,0.704084,0.7115,2.096,4.192,2011_nk_90,Nush,2011,NA,NA,NA,921.884611658417,1036.72731778912,1589.816,0.706179854545455,561.6629000010358,NA
5,2.62,0.705129,0.708392,2.62,5.24,2011_nk_90,Nush,2011,NA,NA,NA,921.884611658417,1036.72731778912,1589.816,0.706179854545455,561.6629000010358,NA
6,3.144,0.70575,0.71796,3.144,6.288,2011_nk_90,Nush,2011,NA,NA,NA,921.884611658417,1036.72731778912,1589.816,0.706179854545455,561.6629000010358,NA
7,3.668,0.705391,0.706198,3.668,7.336,2011_nk_90,Nush,2011,NA,NA,NA,921.884611658417,1036.72731778912,1589.816,0.706179854545455,561.6629000010358,NA
8,4.192,0.706645,0.700856,4.192,8.384,2011_nk_90,Nush,2011,NA,NA,NA,921.884611658417,1036.72731778912,1589.816,0.706179854545455,561.6629000010358,NA
9,4.716,0.703406,0.692936,4.716,9.432,2011_nk_90,Nush,2011,NA,NA,NA,921.884611658417,1036.72731778912,1589.816,0.706179854545455,561.6629000010358,NA
10,5.24,0.708111,0.697003,5.24,10.48,2011_nk_90,Nush,2011,NA,NA,NA,921.884611658417,1036.72731778912,1589.816,0.706179854545455,561.6629000010358,NA
11,5.764,0.703422,0.694265,5.764,11.528,2011_nk_90,Nush,2011,NA,NA,NA,921.884611658417,1036.72731778912,1589.816,0.706179854545455,561.6629000010358,NA
12,6.288,0.705781,0.69313,6.288,12.576,2011_nk_90,Nush,2011,NA,NA,NA,921.884611658417,1036.72731778912,1589.816,0.706179854545455,561.6629000010358,NA
13,6.812,0.707951,0.692796,6.812,13.624,2011_nk_90,Nush,2011,NA,NA,NA,921.884611658417,1036.72731778912,1589.816,0.706179854545455,561.6629000010358,NA
14,7.336,0.705701,0.703845,7.336,14.672,2011_nk_90,Nush,2011,NA,NA,NA,921.884611658417,1036.72731778912,1589.816,0.706179854545455,561.6629000010358,NA
15,7.86,0.709037,0.700577,7.86,15.72,2011_nk_90,Nush,2011,NA,NA,NA,921.884611658417,1036.72731778912,1589.816,0.706179854545455,561.6629000010358,NA
