Cycle,Time,Iso,Sr88,Fish_id,Watershed,Year,Microns,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core,Landmark
138,72.312,0.709850705018426,0.241068793346846,2015_yk_012,Yukon,2015,144.624,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
139,72.836,0.711130879680794,0.729448683880471,2015_yk_012,Yukon,2015,145.672,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
140,73.36,0.710938229765632,0.944047403435487,2015_yk_012,Yukon,2015,146.72,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
141,73.884,0.709644184361123,1.0139267064498,2015_yk_012,Yukon,2015,147.768,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
142,74.408,0.710508329718094,0.97336334580934,2015_yk_012,Yukon,2015,148.816,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
143,74.932,0.709709272641797,0.939526252819719,2015_yk_012,Yukon,2015,149.864,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
144,75.456,0.709862975785098,0.955683793615865,2015_yk_012,Yukon,2015,150.912,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
145,75.98,0.710429485281048,0.960921244734743,2015_yk_012,Yukon,2015,151.96,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
146,76.504,0.708673557444597,0.90054725216421,2015_yk_012,Yukon,2015,153.008,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
147,77.028,0.709549447067138,0.89264680025365,2015_yk_012,Yukon,2015,154.056,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
148,77.552,0.709632508565799,0.93294136497331,2015_yk_012,Yukon,2015,155.104,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
149,78.076,0.709951083341796,0.87045518128643,2015_yk_012,Yukon,2015,156.152,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
150,78.6,0.710027249539635,0.866990333042916,2015_yk_012,Yukon,2015,157.2,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
151,79.124,0.709253467965472,0.89868362485791,2015_yk_012,Yukon,2015,158.248,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
152,79.648,0.710810451562314,0.923988594042005,2015_yk_012,Yukon,2015,159.296,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
153,80.172,0.711726363233431,0.867462259083582,2015_yk_012,Yukon,2015,160.344,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
154,80.696,0.710912831618874,0.890419205284464,2015_yk_012,Yukon,2015,161.392,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
155,81.22,0.710069312338132,0.932329079824845,2015_yk_012,Yukon,2015,162.44,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
156,81.744,0.711123972888584,0.899039579023869,2015_yk_012,Yukon,2015,163.488,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
157,82.268,0.710305517409049,0.891386600485661,2015_yk_012,Yukon,2015,164.536,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
158,82.792,0.711406292468217,0.907775817153328,2015_yk_012,Yukon,2015,165.584,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
159,83.316,0.710392951530252,0.947109384171825,2015_yk_012,Yukon,2015,166.632,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
160,83.84,0.710933921030915,0.909927794233346,2015_yk_012,Yukon,2015,167.68,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
161,84.364,0.711091863749276,0.918181926055357,2015_yk_012,Yukon,2015,168.728,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
162,84.888,0.709693065768562,0.950368492689647,2015_yk_012,Yukon,2015,169.776,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
163,85.412,0.710862593822962,0.921827221321644,2015_yk_012,Yukon,2015,170.824,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
164,85.936,0.709006493510243,0.893590956190999,2015_yk_012,Yukon,2015,171.872,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
165,86.46,0.710674483068616,0.94652462968997,2015_yk_012,Yukon,2015,172.92,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
166,86.984,0.710002374570761,0.965797507306706,2015_yk_012,Yukon,2015,173.968,NA,NA,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
167,87.508,0.711365571332888,0.924505809560389,2015_yk_012,Yukon,2015,175.016,0.710237651205708,0.893598877715342,NA,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
168,88.032,0.709724221840069,0.9075449399261,2015_yk_012,Yukon,2015,176.064,0.710244618857793,0.904562586827964,0.0109637091126217,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
169,88.556,0.711353244411706,0.949472689541353,2015_yk_012,Yukon,2015,177.112,0.710211665650387,0.906773543870628,0.00221095704266361,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
170,89.08,0.709367861778903,0.933524666066166,2015_yk_012,Yukon,2015,178.16,0.710173633888845,0.905219986046195,-0.00155355782443278,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
171,89.604,0.709101155445965,0.903167916983026,2015_yk_012,Yukon,2015,179.208,0.71016872049141,0.902728993437893,-0.00249099260830166,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
172,90.128,0.709186420615334,0.923109780679667,2015_yk_012,Yukon,2015,180.256,0.710154134067273,0.90101228986761,-0.00171670357028331,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
173,90.652,0.709947886050568,0.964998300773112,2015_yk_012,Yukon,2015,181.304,0.710164308793907,0.899869705681419,-0.00114258418619051,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
174,91.176,0.711616699885597,0.894763482137879,2015_yk_012,Yukon,2015,182.352,0.710161350743604,0.898457937098632,-0.00141176858278702,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
175,91.7,0.710913831633318,0.882566712528085,2015_yk_012,Yukon,2015,183.4,0.710160508671188,0.896969146693963,-0.00148879040466965,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
176,92.224,0.710469259095695,0.926730172256114,2015_yk_012,Yukon,2015,184.448,0.710180973612893,0.896664865222213,-3.0428147174954e-4,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
177,92.748,0.710793655541538,0.918754054517763,2015_yk_012,Yukon,2015,185.496,0.710186241200676,0.896601269810178,-6.35954120355997e-5,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
178,93.272,0.710771038326143,0.871219221039971,2015_yk_012,Yukon,2015,186.544,0.710215046173162,0.895512150521549,-0.00108911928862843,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
179,93.796,0.70985594112247,0.860446342813547,2015_yk_012,Yukon,2015,187.592,0.710214032720103,0.895370355522869,-1.4179499867994e-4,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
180,94.32,0.710271439647803,0.901915548244214,2015_yk_012,Yukon,2015,188.64,0.710229345855381,0.895255171246262,-1.1518427660728e-4,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
181,94.844,0.710049250483622,0.873850301819106,2015_yk_012,Yukon,2015,189.688,0.710223038204807,0.89461128490481,-6.438863414514e-4,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
182,95.368,0.709339213404516,0.837373052850611,2015_yk_012,Yukon,2015,190.736,0.710209388770002,0.893899448279696,-7.1183662511475e-4,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
183,95.892,0.710947996557899,0.897626445657744,2015_yk_012,Yukon,2015,191.784,0.710182501126503,0.894349787523,4.5033924330428e-4,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
184,96.416,0.710689307217205,0.889051567757385,2015_yk_012,Yukon,2015,192.832,0.71018241776285,0.894350781695946,9.94172946189309e-7,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
185,96.94,0.710764649124144,0.879263430739542,2015_yk_012,Yukon,2015,193.88,0.710198115570689,0.893462256425847,-8.8852527009886e-4,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
186,97.464,0.711102315192188,0.885638745057848,2015_yk_012,Yukon,2015,194.928,0.710174057418698,0.893010623519496,-4.5163290635152e-4,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
187,97.988,0.711394541814321,0.935479865165297,2015_yk_012,Yukon,2015,195.976,0.710180322026191,0.892970969002036,-3.96545174597973e-5,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
188,98.512,0.709689888717203,0.894143103730803,2015_yk_012,Yukon,2015,197.024,0.710152305066618,0.89260945859996,-3.6151040207621e-4,725.83448653284,870.28482562975,1413.752,0.710505565170433,372.57817022083736,NA
