Cycle,time,Iso,Sr88,Time,Microns,Fish_id,Watershed,Year,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core,Landmark
59,30.916,0.707963,1.246426,30.916,61.832,2011_nk_81,Nush,2011,0.70927995,1.34837068333333,0.0103601499999999,1323.54105835693,1408.65791027013,1774.264,0.707733463414634,1102.9586882191306,NA
60,31.44,0.709545,1.276363,31.44,62.88,2011_nk_81,Nush,2011,0.709275483333333,1.35860586666667,0.0102351833333334,1323.54105835693,1408.65791027013,1774.264,0.707733463414634,1102.9586882191306,NA
61,31.964,0.70916,1.346166,31.964,63.928,2011_nk_81,Nush,2011,0.709268433333333,1.36878351666667,0.0101776499999999,1323.54105835693,1408.65791027013,1774.264,0.707733463414634,1102.9586882191306,NA
62,32.488,0.708525,1.397881,32.488,64.976,2011_nk_81,Nush,2011,0.709280683333333,1.38184858333333,0.0130650666666667,1323.54105835693,1408.65791027013,1774.264,0.707733463414634,1102.9586882191306,NA
63,33.012,0.710352,1.337968,33.012,66.024,2011_nk_81,Nush,2011,0.709290183333333,1.39518156666667,0.0133329833333333,1323.54105835693,1408.65791027013,1774.264,0.707733463414634,1102.9586882191306,NA
64,33.536,0.709829,1.306621,33.536,67.072,2011_nk_81,Nush,2011,0.709270966666667,1.40971253333333,0.0145309666666666,1323.54105835693,1408.65791027013,1774.264,0.707733463414634,1102.9586882191306,NA
65,34.06,0.708897,1.236866,34.06,68.12,2011_nk_81,Nush,2011,0.709269483333333,1.42063066666667,0.0109181333333335,1323.54105835693,1408.65791027013,1774.264,0.707733463414634,1102.9586882191306,NA
66,34.584,0.709244,1.274603,34.584,69.168,2011_nk_81,Nush,2011,0.70928535,1.4335964,0.0129657333333333,1323.54105835693,1408.65791027013,1774.264,0.707733463414634,1102.9586882191306,NA
67,35.108,0.708995,1.228826,35.108,70.216,2011_nk_81,Nush,2011,0.709280166666666,1.4418291,0.00823269999999998,1323.54105835693,1408.65791027013,1774.264,0.707733463414634,1102.9586882191306,NA
68,35.632,0.708938,1.252039,35.632,71.264,2011_nk_81,Nush,2011,0.7092861,1.44710438333333,0.00527528333333338,1323.54105835693,1408.65791027013,1774.264,0.707733463414634,1102.9586882191306,NA
69,36.156,0.7106,1.297755,36.156,72.312,2011_nk_81,Nush,2011,0.709286416666666,1.45048263333333,0.00337825000000014,1323.54105835693,1408.65791027013,1774.264,0.707733463414634,1102.9586882191306,NA
70,36.68,0.7085,1.356748,36.68,73.36,2011_nk_81,Nush,2011,0.709282983333333,1.45318066666667,0.00269803333333352,1323.54105835693,1408.65791027013,1774.264,0.707733463414634,1102.9586882191306,NA
71,37.204,0.708972,1.296611,37.204,74.408,2011_nk_81,Nush,2011,0.709268633333333,1.45399136666667,8.1069999999994e-4,1323.54105835693,1408.65791027013,1774.264,0.707733463414634,1102.9586882191306,NA
72,37.728,0.708635,1.244199,37.728,75.456,2011_nk_81,Nush,2011,0.709267033333333,1.45459393333333,6.0256666666669e-4,1323.54105835693,1408.65791027013,1774.264,0.707733463414634,1102.9586882191306,NA
73,38.252,0.708899,1.248513,38.252,76.504,2011_nk_81,Nush,2011,0.709267666666667,1.45611658333333,0.00152264999999985,1323.54105835693,1408.65791027013,1774.264,0.707733463414634,1102.9586882191306,NA
74,38.776,0.70898,1.249468,38.776,77.552,2011_nk_81,Nush,2011,0.709255233333333,1.45993946666667,0.00382288333333336,1323.54105835693,1408.65791027013,1774.264,0.707733463414634,1102.9586882191306,NA
75,39.3,0.708423,1.276912,39.3,78.6,2011_nk_81,Nush,2011,0.709263616666666,1.46410975,0.00417028333333347,1323.54105835693,1408.65791027013,1774.264,0.707733463414634,1102.9586882191306,NA
76,39.824,0.709784,1.273236,39.824,79.648,2011_nk_81,Nush,2011,0.709238733333333,1.467494,0.00338425000000009,1323.54105835693,1408.65791027013,1774.264,0.707733463414634,1102.9586882191306,NA
77,40.348,0.70951,1.235209,40.348,80.696,2011_nk_81,Nush,2011,0.709258383333333,1.47156003333333,0.00406603333333311,1323.54105835693,1408.65791027013,1774.264,0.707733463414634,1102.9586882191306,NA
78,40.872,0.709968,1.203066,40.872,81.744,2011_nk_81,Nush,2011,0.709252366666666,1.47569191666667,0.00413188333333347,1323.54105835693,1408.65791027013,1774.264,0.707733463414634,1102.9586882191306,NA
79,41.396,0.709272,1.202158,41.396,82.792,2011_nk_81,Nush,2011,0.709233166666667,1.4785537,0.00286178333333309,1323.54105835693,1408.65791027013,1774.264,0.707733463414634,1102.9586882191306,NA
80,41.92,0.70879,1.16547,41.92,83.84,2011_nk_81,Nush,2011,0.709239683333333,1.48279081666667,0.00423711666666682,1323.54105835693,1408.65791027013,1774.264,0.707733463414634,1102.9586882191306,NA
81,42.444,0.709563,1.194945,42.444,84.888,2011_nk_81,Nush,2011,0.70924795,1.48610046666667,0.00330964999999983,1323.54105835693,1408.65791027013,1774.264,0.707733463414634,1102.9586882191306,NA
82,42.968,0.708384,1.363142,42.968,85.936,2011_nk_81,Nush,2011,0.709261716666667,1.48747045,0.00136998333333338,1323.54105835693,1408.65791027013,1774.264,0.707733463414634,1102.9586882191306,NA
83,43.492,0.709809,1.445739,43.492,86.984,2011_nk_81,Nush,2011,0.709247716666667,1.48994631666667,0.00247586666666666,1323.54105835693,1408.65791027013,1774.264,0.707733463414634,1102.9586882191306,NA
