Cycle,Time,Iso,Sr88,Microns,Fish_id,Watershed,Year
105,55.02,0.7087586687871299,0.22921981988620027,110.04,2021_kk_044_R1,Kusko,2021
106,55.544000000000004,0.7075694468459721,0.2602565961835434,111.08800000000001,2021_kk_044_R1,Kusko,2021
107,56.068000000000005,0.7104475069063646,0.2819402705780682,112.13600000000001,2021_kk_044_R1,Kusko,2021
108,56.592000000000006,0.7119045105056389,0.3052522787676716,113.18400000000001,2021_kk_044_R1,Kusko,2021
109,57.116,0.7088039163245269,0.318321418472712,114.232,2021_kk_044_R1,Kusko,2021
110,57.64,0.7085951396718402,0.33174957604920946,115.28,2021_kk_044_R1,Kusko,2021
111,58.164,0.7147052782062551,0.338854834316241,116.328,2021_kk_044_R1,Kusko,2021
112,58.688,0.7099413960898289,0.338864260739186,117.376,2021_kk_044_R1,Kusko,2021
113,59.212,0.7098682047404976,0.3354033597087958,118.424,2021_kk_044_R1,Kusko,2021
114,59.736000000000004,0.7097590582697764,0.33796271944194806,119.47200000000001,2021_kk_044_R1,Kusko,2021
115,60.260000000000005,0.7092942263937685,0.3369701537376206,120.52000000000001,2021_kk_044_R1,Kusko,2021
116,60.784000000000006,0.7078784209041438,0.3296938872357892,121.56800000000001,2021_kk_044_R1,Kusko,2021
117,61.30800000000001,0.7115823116372874,0.3251089430689348,122.61600000000001,2021_kk_044_R1,Kusko,2021
118,61.832,0.7086766718031431,0.3263675048735363,123.664,2021_kk_044_R1,Kusko,2021
119,62.356,0.7093157052912854,0.3304150469192562,124.712,2021_kk_044_R1,Kusko,2021
120,62.88,0.7092008548095379,0.3270606448439035,125.76,2021_kk_044_R1,Kusko,2021
121,63.404,0.7115589741843854,0.33080088029283206,126.808,2021_kk_044_R1,Kusko,2021
122,63.928000000000004,0.7103655790880821,0.3400395571365802,127.85600000000001,2021_kk_044_R1,Kusko,2021
123,64.452,0.7087185713225923,0.3477877044821435,128.904,2021_kk_044_R1,Kusko,2021
124,64.976,0.7125383576980645,0.35837162985838183,129.952,2021_kk_044_R1,Kusko,2021
125,65.5,0.7102762884081528,0.36691555374917056,131,2021_kk_044_R1,Kusko,2021
126,66.024,0.7083264124781504,0.3684706593293169,132.048,2021_kk_044_R1,Kusko,2021
127,66.548,0.7106921797524746,0.37100006726061246,133.096,2021_kk_044_R1,Kusko,2021
128,67.072,0.7120030689759639,0.360146685524101,134.144,2021_kk_044_R1,Kusko,2021
129,67.596,0.7082683745794564,0.35713769730544304,135.192,2021_kk_044_R1,Kusko,2021
130,68.12,0.7147707126630123,0.34606496986933966,136.24,2021_kk_044_R1,Kusko,2021
131,68.644,0.7101122400191514,0.3430814752349579,137.288,2021_kk_044_R1,Kusko,2021
132,69.168,0.7086251706621848,0.343634986084321,138.336,2021_kk_044_R1,Kusko,2021
133,69.69200000000001,0.7100797253831151,0.3488728472356226,139.38400000000001,2021_kk_044_R1,Kusko,2021
134,70.21600000000001,0.7080228062530616,0.34113381208398086,140.43200000000002,2021_kk_044_R1,Kusko,2021
135,70.74000000000001,0.7083986589941049,0.3447778496056214,141.48000000000002,2021_kk_044_R1,Kusko,2021
136,71.26400000000001,0.7094998042165215,0.3388279417055915,142.52800000000002,2021_kk_044_R1,Kusko,2021
137,71.78800000000001,0.7089909357752189,0.34198190201451223,143.57600000000002,2021_kk_044_R1,Kusko,2021
138,72.312,0.708791589664642,0.3456196039103165,144.624,2021_kk_044_R1,Kusko,2021
139,72.836,0.7100071830448865,0.3521350454838371,145.672,2021_kk_044_R1,Kusko,2021
140,73.36,0.7098437226124832,0.3580769332584011,146.72,2021_kk_044_R1,Kusko,2021
141,73.884,0.7098040881286671,0.3720650952199847,147.768,2021_kk_044_R1,Kusko,2021
142,74.408,0.7081913570875344,0.3766504541691084,148.816,2021_kk_044_R1,Kusko,2021
143,74.932,0.7117843721850927,0.37792933278878565,149.864,2021_kk_044_R1,Kusko,2021
144,75.456,0.713517495476396,0.3711314343462944,150.912,2021_kk_044_R1,Kusko,2021
145,75.98,0.707757822614034,0.3660951669830188,151.96,2021_kk_044_R1,Kusko,2021
146,76.504,0.7102570710846763,0.3632880677620397,153.008,2021_kk_044_R1,Kusko,2021
147,77.028,0.7102126584686319,0.3562973570619888,154.056,2021_kk_044_R1,Kusko,2021
148,77.552,0.7076454481062366,0.35711702636244447,155.104,2021_kk_044_R1,Kusko,2021
149,78.07600000000001,0.7083007343334785,0.3543831567315954,156.15200000000002,2021_kk_044_R1,Kusko,2021
150,78.60000000000001,0.710546815846311,0.35820190465978546,157.20000000000002,2021_kk_044_R1,Kusko,2021
151,79.12400000000001,0.7109452827776002,0.35924497006611766,158.24800000000002,2021_kk_044_R1,Kusko,2021
152,79.64800000000001,0.7083267507683565,0.35877297237439554,159.29600000000002,2021_kk_044_R1,Kusko,2021
153,80.172,0.7102861916844023,0.371286449435049,160.344,2021_kk_044_R1,Kusko,2021
154,80.696,0.709345796526422,0.38165345829414754,161.392,2021_kk_044_R1,Kusko,2021
155,81.22,0.7137633146628721,0.40493546507039296,162.44,2021_kk_044_R1,Kusko,2021
156,81.744,0.7110631695065015,0.4127336241529837,163.488,2021_kk_044_R1,Kusko,2021
157,82.268,0.7109153224128014,0.4133821522543625,164.536,2021_kk_044_R1,Kusko,2021
158,82.792,0.7119195085428316,0.39416454775209314,165.584,2021_kk_044_R1,Kusko,2021
159,83.316,0.7073988138294466,0.38768234048726224,166.632,2021_kk_044_R1,Kusko,2021
160,83.84,0.709426319258703,0.381547256358671,167.68,2021_kk_044_R1,Kusko,2021
