"Cycle","Time","Iso","Sr88","Microns","Fish_id","Watershed","Year","Iso_MA","natal_iso"
552,289.248,0.706389701796657,0.453694201544298,578.496,"2014_nk_198","Nush",2014,0.705644113090323,0.705803915439368
553,289.772,0.705848193226839,0.461357788640214,579.544,"2014_nk_198","Nush",2014,0.705645573945645,0.705803915439368
554,290.296,0.707473780540419,0.461038981253993,580.592,"2014_nk_198","Nush",2014,0.70564040680564,0.705803915439368
555,290.82,0.706721324770149,0.454476539875513,581.64,"2014_nk_198","Nush",2014,0.705610799817178,0.705803915439368
556,291.344,0.708069382543201,0.461856894617642,582.688,"2014_nk_198","Nush",2014,0.705626426676545,0.705803915439368
557,291.868,0.707446562317647,0.460537290435428,583.736,"2014_nk_198","Nush",2014,0.705638003999474,0.705803915439368
558,292.392,0.704755127567395,0.466833150876732,584.784,"2014_nk_198","Nush",2014,0.70561651558187,0.705803915439368
559,292.916,0.703839240944656,0.461078973599883,585.832,"2014_nk_198","Nush",2014,0.705657625640224,0.705803915439368
560,293.44,0.70733317559533,0.459582631966944,586.88,"2014_nk_198","Nush",2014,0.70567248399004,0.705803915439368
561,293.964,0.706051565001768,0.464462079830853,587.928,"2014_nk_198","Nush",2014,0.705738670516051,0.705803915439368
562,294.488,0.706988720473727,0.465140050695686,588.976,"2014_nk_198","Nush",2014,0.705724962027087,0.705803915439368
563,295.012,0.704902605278025,0.455985903672111,590.024,"2014_nk_198","Nush",2014,0.705727489050516,0.705803915439368
564,295.536,0.703604552711126,0.465058463867493,591.072,"2014_nk_198","Nush",2014,0.705774284296176,0.705803915439368
565,296.06,0.701936927859805,0.458843742293072,592.12,"2014_nk_198","Nush",2014,0.705798541562617,0.705803915439368
566,296.584,0.705942297175404,0.454729329990772,593.168,"2014_nk_198","Nush",2014,0.705746941894855,0.705803915439368
567,297.108,0.704328236015126,0.454369655778554,594.216,"2014_nk_198","Nush",2014,0.705764940224706,0.705803915439368
568,297.632,0.707369881426518,0.454365578641226,595.264,"2014_nk_198","Nush",2014,0.705761756181697,0.705803915439368
569,298.156,0.705267533881626,0.459772162722153,596.312,"2014_nk_198","Nush",2014,0.705712859539065,0.705803915439368
570,298.68,0.706486531007993,0.456566610455281,597.36,"2014_nk_198","Nush",2014,0.705704516437209,0.705803915439368
571,299.204,0.706300322329985,0.458630756746444,598.408,"2014_nk_198","Nush",2014,0.705672818931098,0.705803915439368
572,299.728,0.703296768260337,0.460345015510611,599.456,"2014_nk_198","Nush",2014,0.705737777909566,0.705803915439368
573,300.252,0.706712258495087,0.457841987665183,600.504,"2014_nk_198","Nush",2014,0.705733665660285,0.705803915439368
574,300.776,0.70497443673168,0.458659890747592,601.552,"2014_nk_198","Nush",2014,0.705755500622175,0.705803915439368
575,301.3,0.706848601306288,0.461321582892819,602.6,"2014_nk_198","Nush",2014,0.705755718345901,0.705803915439368
576,301.824,0.703971332578422,0.455979498214786,603.648,"2014_nk_198","Nush",2014,0.705772389857714,0.705803915439368
577,302.348,0.706736314844021,0.455029533036093,604.696,"2014_nk_198","Nush",2014,0.705807854259869,0.705803915439368
578,302.872,0.704025953547767,0.459074542758515,605.744,"2014_nk_198","Nush",2014,0.705764740567947,0.705803915439368
579,303.396,0.704581341718557,0.463721096679604,606.792,"2014_nk_198","Nush",2014,0.705764426675544,0.705803915439368
580,303.92,0.704562619789146,0.461644260542428,607.84,"2014_nk_198","Nush",2014,0.705772155903197,0.705803915439368
581,304.444,0.703963420327873,0.458084331416593,608.888,"2014_nk_198","Nush",2014,0.70577994742443,0.705803915439368
582,304.968,0.706630842629662,0.457788042821427,609.936,"2014_nk_198","Nush",2014,0.705776440152629,0.705803915439368
583,305.492,0.70567417020589,0.462240472414013,610.984,"2014_nk_198","Nush",2014,0.705741061975432,0.705803915439368
584,306.016,0.705464464939138,0.466929350097323,612.032,"2014_nk_198","Nush",2014,0.70568208148399,0.705803915439368
585,306.54,0.7050005512229,0.465334243320495,613.08,"2014_nk_198","Nush",2014,0.705632479523547,0.705803915439368
586,307.064,0.707944956852811,0.462511533445788,614.128,"2014_nk_198","Nush",2014,0.705621283390992,0.705803915439368
587,307.588,0.705637020702992,0.463741835779811,615.176,"2014_nk_198","Nush",2014,0.705591483465805,0.705803915439368
588,308.112,0.706353520090104,0.464139743895838,616.224,"2014_nk_198","Nush",2014,0.705653815966537,0.705803915439368
589,308.636,0.707305975340464,0.462649275260704,617.272,"2014_nk_198","Nush",2014,0.705706708591756,0.705803915439368
590,309.16,0.706147273125208,0.465095016435108,618.32,"2014_nk_198","Nush",2014,0.705677645772331,0.705803915439368
591,309.684,0.707442349080442,0.46227373178958,619.368,"2014_nk_198","Nush",2014,0.705711632858399,0.705803915439368
592,310.208,0.70477898973705,0.467673759902156,620.416,"2014_nk_198","Nush",2014,0.705693821906672,0.705803915439368
593,310.732,0.706724469478162,0.465828344737104,621.464,"2014_nk_198","Nush",2014,0.70567491930705,0.705803915439368
594,311.256,0.706105429219916,0.464020825374656,622.512,"2014_nk_198","Nush",2014,0.705723671337478,0.705803915439368
595,311.78,0.706749751898456,0.457088433365552,623.56,"2014_nk_198","Nush",2014,0.705751138565751,0.705803915439368
596,312.304,0.703639916314251,0.45352044895162,624.608,"2014_nk_198","Nush",2014,0.705747916141195,0.705803915439368
597,312.828,0.708431837927687,0.453536746301591,625.656,"2014_nk_198","Nush",2014,0.705774222070578,0.705803915439368
598,313.352,0.705824232087956,0.454402564599454,626.704,"2014_nk_198","Nush",2014,0.705786081255745,0.705803915439368
