Cycle,Sr88,Iso,Time,Microns,Fish_id,Watershed,Year,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core
21,0.460511824088609,0.709496612967375,11.004,22.008,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
22,0.827785623493309,0.70895758033892,11.528,23.056,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
23,0.966610060683266,0.707843887066035,12.052,24.104,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
24,0.973023057170769,0.708861990399742,12.576,25.152,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
25,0.967777256807551,0.708178448340139,13.1,26.2,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
26,0.981335100841709,0.709489239929088,13.624,27.248,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
27,0.983828369020679,0.707763521874449,14.148,28.296,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
28,0.955812807900156,0.708112276109994,14.672,29.344,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
29,0.95956893246175,0.70845506554105,15.196,30.392,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
30,0.941266546502097,0.707099365824856,15.72,31.44,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
31,0.96188986944736,0.708514767739201,16.244,32.488,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
32,0.950551995741902,0.708289915891295,16.768,33.536,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
33,0.954970661905476,0.708237351348882,17.292,34.584,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
34,0.967403470606499,0.707839107563867,17.816,35.632,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
35,0.947169922083824,0.708964447222486,18.34,36.68,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
36,0.958731342580537,0.708630355273615,18.864,37.728,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
37,0.950302327818505,0.70785599331057,19.388,38.776,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
38,0.931593574337019,0.707353123342241,19.912,39.824,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
39,0.908637708265647,0.708198366150002,20.436,40.872,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
40,0.907666048223244,0.708305103147721,20.96,41.92,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
41,0.894861608610281,0.708954590099522,21.484,42.968,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
42,0.890444275116695,0.708481037105452,22.008,44.016,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
43,0.876810114380617,0.70765110620581,22.532,45.064,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
44,0.865652053777886,0.70839063066563,23.056,46.112,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
45,0.86505983062129,0.708326988542992,23.58,47.16,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
46,0.857151926464341,0.709893825041097,24.104,48.208,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
47,0.872514177115127,0.707108796724791,24.628,49.256,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
48,0.859154965390484,0.709447140038259,25.152,50.304,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
49,0.855612844692686,0.708588308770532,25.676,51.352,2015_nk_055_redo_2,Nush,2015,NA,NA,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
50,0.868580244599698,0.709435070258365,26.2,52.4,2015_nk_055_redo_2,Nush,2015,0.708527794679458,0.870021670491842,NA,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
51,0.853213172569939,0.70779510196719,26.724,53.448,2015_nk_055_redo_2,Nush,2015,0.708522103947534,0.875242180811145,0.0052205103193036,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
52,0.857462588319509,0.708559118090886,27.248,54.496,2015_nk_055_redo_2,Nush,2015,0.708489469041772,0.874041167641192,-0.00120101316995325,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
53,0.870046754836497,0.707634361684263,27.772,55.544,2015_nk_055_redo_2,Nush,2015,0.708490955083058,0.870291313860385,-0.00374985378080694,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
54,0.852775055709868,0.70877387937409,28.296,56.592,2015_nk_055_redo_2,Nush,2015,0.70846288673403,0.86638120734853,-0.0039101065118553,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
55,0.873376731428153,0.708273654195075,28.82,57.64,2015_nk_055_redo_2,Nush,2015,0.708486908687594,0.862342662099591,-0.00403854524893854,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
56,0.860365524363114,0.708700538627932,29.344,58.688,2015_nk_055_redo_2,Nush,2015,0.708467813080903,0.857944284997276,-0.00439837710231517,380.339081645204,602.646864436168,1145.464,0.70854132174142,NA
