Cycle,Time,Iso,Sr88,Fish_id,Watershed,Year,Microns,Iso_MA,Sr88_MA,Sr88_MA_Gradient,natal_microns_start,natal_microns_end,marine_start,natal_origin_iso,Core
108,56.592,0.71491246956055,0.428505923494483,2015_yk_398_1,Yukon,2015,113.184,NA,NA,NA,498.994537119042,613.248730736298,1160.136,0.713816976847314,347.0428643273269
109,57.116,0.708526078382592,0.704851491488407,2015_yk_398_1,Yukon,2015,114.232,NA,NA,NA,498.994537119042,613.248730736298,1160.136,0.713816976847314,347.0428643273269
110,57.64,0.712276632563636,0.768278884048731,2015_yk_398_1,Yukon,2015,115.28,NA,NA,NA,498.994537119042,613.248730736298,1160.136,0.713816976847314,347.0428643273269
111,58.164,0.713151943319383,0.7600218429087,2015_yk_398_1,Yukon,2015,116.328,NA,NA,NA,498.994537119042,613.248730736298,1160.136,0.713816976847314,347.0428643273269
112,58.688,0.711230176039211,0.747279529854594,2015_yk_398_1,Yukon,2015,117.376,NA,NA,NA,498.994537119042,613.248730736298,1160.136,0.713816976847314,347.0428643273269
113,59.212,0.711204142770087,0.718394061988133,2015_yk_398_1,Yukon,2015,118.424,NA,NA,NA,498.994537119042,613.248730736298,1160.136,0.713816976847314,347.0428643273269
114,59.736,0.712655532446311,0.709314866315842,2015_yk_398_1,Yukon,2015,119.472,NA,NA,NA,498.994537119042,613.248730736298,1160.136,0.713816976847314,347.0428643273269
115,60.26,0.71079198257734,0.710920450587794,2015_yk_398_1,Yukon,2015,120.52,NA,NA,NA,498.994537119042,613.248730736298,1160.136,0.713816976847314,347.0428643273269
116,60.784,0.712092562623459,0.703497785762489,2015_yk_398_1,Yukon,2015,121.568,NA,NA,NA,498.994537119042,613.248730736298,1160.136,0.713816976847314,347.0428643273269
117,61.308,0.710705072489302,0.697576408522101,2015_yk_398_1,Yukon,2015,122.616,NA,NA,NA,498.994537119042,613.248730736298,1160.136,0.713816976847314,347.0428643273269
118,61.832,0.711305228838989,0.705705168452707,2015_yk_398_1,Yukon,2015,123.664,NA,NA,NA,498.994537119042,613.248730736298,1160.136,0.713816976847314,347.0428643273269
119,62.356,0.712189730546865,0.71921710830239,2015_yk_398_1,Yukon,2015,124.712,NA,NA,NA,498.994537119042,613.248730736298,1160.136,0.713816976847314,347.0428643273269
120,62.88,0.711328605834322,0.703287573479392,2015_yk_398_1,Yukon,2015,125.76,NA,NA,NA,498.994537119042,613.248730736298,1160.136,0.713816976847314,347.0428643273269
121,63.404,0.711339817994624,0.721895049783247,2015_yk_398_1,Yukon,2015,126.808,NA,NA,NA,498.994537119042,613.248730736298,1160.136,0.713816976847314,347.0428643273269
122,63.928,0.711838310689415,0.734039967507136,2015_yk_398_1,Yukon,2015,127.856,NA,NA,NA,498.994537119042,613.248730736298,1160.136,0.713816976847314,347.0428643273269
